sa2_code,sa2,dhbresidence,ethnicity_priority,population,partially_vaccinated,fully_vaccinated,eligible_for_booster,boosted
209100,Flaxmere Park,Hawke's Bay,Pacific Peoples,299,318,311,199,84
209200,Flaxmere South,Hawke's Bay,Maori,1234,1089,1016,553,265
209200,Flaxmere South,Hawke's Bay,Pacific Peoples,390,392,365,238,104
209300,Irongate,Hawke's Bay,Maori,36,33,31,19,11
209300,Irongate,Hawke's Bay,Pacific Peoples,34,300,298,260,195
209400,Frimley,Hawke's Bay,Maori,295,271,262,172,113
209400,Frimley,Hawke's Bay,Pacific Peoples,75,158,156,130,87
209500,Camberley,Hawke's Bay,Maori,941,840,785,379,173
209500,Camberley,Hawke's Bay,Pacific Peoples,295,284,274,184,91
209600,Clive,Hawke's Bay,Maori,359,319,311,210,126
209600,Clive,Hawke's Bay,Pacific Peoples,44,86,85,64,35
209700,St Leonards,Hawke's Bay,Maori,470,422,396,253,144
209700,St Leonards,Hawke's Bay,Pacific Peoples,111,109,106,65,37
209800,Mahora,Hawke's Bay,Maori,433,394,375,218,124
209800,Mahora,Hawke's Bay,Pacific Peoples,124,119,114,82,35
209900,Raureka,Hawke's Bay,Maori,704,639,600,330,158
209900,Raureka,Hawke's Bay,Pacific Peoples,197,218,209,119,51
210000,Cornwall Park,Hawke's Bay,Maori,582,514,469,299,162
210000,Cornwall Park,Hawke's Bay,Pacific Peoples,111,110,102,74,35
210100,Tomoana,Hawke's Bay,Maori,123,108,102,67,42
210100,Tomoana,Hawke's Bay,Pacific Peoples,14,55,54,49,30
210200,Longlands-Pukahu,Hawke's Bay,Maori,271,256,248,159,94
210200,Longlands-Pukahu,Hawke's Bay,Pacific Peoples,30,145,143,104,53
210300,Raceway Park,Hawke's Bay,Maori,363,343,324,183,101
210300,Raceway Park,Hawke's Bay,Pacific Peoples,87,206,202,155,77
210400,Karamu,Hawke's Bay,Maori,406,377,364,215,136
210400,Karamu,Hawke's Bay,Pacific Peoples,37,302,302,257,78
210500,Hastings Central,Hawke's Bay,Maori,105,93,87,46,30
210500,Hastings Central,Hawke's Bay,Pacific Peoples,17,28,28,18,3
210600,Tomoana Crossing,Hawke's Bay,Maori,501,437,414,241,150
210600,Tomoana Crossing,Hawke's Bay,Pacific Peoples,76,81,78,57,31
210700,Akina Park,Hawke's Bay,Maori,475,425,406,251,137
210700,Akina Park,Hawke's Bay,Pacific Peoples,51,67,65,43,20
210800,Queens Square,Hawke's Bay,Maori,331,313,308,187,106
210800,Queens Square,Hawke's Bay,Pacific Peoples,47,49,44,34,18
210900,Mayfair,Hawke's Bay,Maori,874,771,726,393,213
210900,Mayfair,Hawke's Bay,Pacific Peoples,131,151,137,92,34
211000,Parkhaven,Hawke's Bay,Maori,534,512,476,253,132
211000,Parkhaven,Hawke's Bay,Pacific Peoples,73,78,74,56,28
211100,Parkvale,Hawke's Bay,Maori,277,259,254,164,83
211100,Parkvale,Hawke's Bay,Pacific Peoples,34,47,44,31,18
211200,Mangateretere,Hawke's Bay,Maori,96,85,82,55,27
211200,Mangateretere,Hawke's Bay,Pacific Peoples,6,45,45,43,22
211300,Haumoana-Te Awanga,Hawke's Bay,Maori,256,233,227,144,79
211300,Haumoana-Te Awanga,Hawke's Bay,Pacific Peoples,15,18,18,12,6
211400,Lucknow,Hawke's Bay,Maori,338,302,282,167,77
211400,Lucknow,Hawke's Bay,Pacific Peoples,34,28,28,18,8
211500,Karanema-St Hill,Hawke's Bay,Maori,98,93,90,66,36
211500,Karanema-St Hill,Hawke's Bay,Pacific Peoples,20,19,18,14,8
211600,Havelock North-Central,Hawke's Bay,Maori,34,31,30,18,11
211600,Havelock North-Central,Hawke's Bay,Pacific Peoples,6,7,7,6,5
211700,Brookvale,Hawke's Bay,Maori,86,80,79,56,41
211700,Brookvale,Hawke's Bay,Pacific Peoples,4,7,7,6,2
211800,Iona,Hawke's Bay,Maori,147,147,136,89,51
211800,Iona,Hawke's Bay,Pacific Peoples,31,29,29,22,10
211900,Hereworth,Hawke's Bay,Maori,106,101,99,69,40
211900,Hereworth,Hawke's Bay,Pacific Peoples,20,20,20,15,9
212000,Te Mata Hills,Hawke's Bay,Maori,30,31,31,24,22
212000,Te Mata Hills,Hawke's Bay,Pacific Peoples,5,6,6,6,5
212100,Havelock Hills,Hawke's Bay,Maori,63,64,64,48,35
212100,Havelock Hills,Hawke's Bay,Pacific Peoples,6,5,5,3,2
212200,Kahuranaki,Hawke's Bay,Maori,219,205,194,126,81
212200,Kahuranaki,Hawke's Bay,Pacific Peoples,8,10,10,5,2
212300,Bay View,Hawke's Bay,Maori,282,259,252,160,77
212300,Bay View,Hawke's Bay,Pacific Peoples,17,15,15,11,7
212400,Poraiti Hills,Hawke's Bay,Maori,52,51,51,35,25
212400,Poraiti Hills,Hawke's Bay,Pacific Peoples,4,7,7,3,2
212500,Poraiti Flat,Hawke's Bay,Maori,88,88,87,64,40
212500,Poraiti Flat,Hawke's Bay,Pacific Peoples,9,10,10,6,5
212600,Westshore,Hawke's Bay,Maori,150,138,133,81,44
212600,Westshore,Hawke's Bay,Pacific Peoples,22,22,21,13,8
212800,Onekawa West,Hawke's Bay,Maori,36,25,25,16,10
212800,Onekawa West,Hawke's Bay,Pacific Peoples,6,9,8,7,5
212900,Ahuriri,Hawke's Bay,Maori,109,92,85,54,34
212900,Ahuriri,Hawke's Bay,Pacific Peoples,8,9,9,6,3
213000,Taradale West,Hawke's Bay,Maori,100,98,97,65,44
213000,Taradale West,Hawke's Bay,Pacific Peoples,10,9,9,7,6
213100,Greenmeadows West,Hawke's Bay,Maori,87,83,82,59,37
213100,Greenmeadows West,Hawke's Bay,Pacific Peoples,14,11,11,9,5
213200,Taradale South,Hawke's Bay,Maori,234,202,198,137,87
213200,Taradale South,Hawke's Bay,Pacific Peoples,17,19,19,18,9
213300,Bluff Hill,Hawke's Bay,Maori,223,200,199,127,72
213300,Bluff Hill,Hawke's Bay,Pacific Peoples,12,12,12,7,3
213400,Hospital Hill,Hawke's Bay,Maori,262,236,229,145,79
213400,Hospital Hill,Hawke's Bay,Pacific Peoples,28,28,27,21,11
213500,Tamatea West,Hawke's Bay,Maori,364,331,313,188,110
213500,Tamatea West,Hawke's Bay,Pacific Peoples,42,46,42,28,12
213600,Tamatea North,Hawke's Bay,Maori,417,373,354,201,96
213600,Tamatea North,Hawke's Bay,Pacific Peoples,42,39,38,23,6
213700,Taradale Central,Hawke's Bay,Maori,266,247,245,120,77
213700,Taradale Central,Hawke's Bay,Pacific Peoples,28,24,23,16,10
213800,Tamatea East,Hawke's Bay,Maori,350,328,307,174,78
213800,Tamatea East,Hawke's Bay,Pacific Peoples,35,31,31,20,8
213900,Marewa West,Hawke's Bay,Maori,203,180,175,108,55
213900,Marewa West,Hawke's Bay,Pacific Peoples,14,14,13,11,6
214000,Greenmeadows Central,Hawke's Bay,Maori,118,116,115,76,44
214000,Greenmeadows Central,Hawke's Bay,Pacific Peoples,5,4,4,4,2
214100,Onekawa Central,Hawke's Bay,Maori,212,205,198,123,73
214100,Onekawa Central,Hawke's Bay,Pacific Peoples,29,28,26,16,11
214200,Pirimai West,Hawke's Bay,Maori,281,269,264,156,82
214200,Pirimai West,Hawke's Bay,Pacific Peoples,30,26,26,21,6
214300,Napier Central,Hawke's Bay,Maori,129,122,116,61,27
214300,Napier Central,Hawke's Bay,Pacific Peoples,11,10,9,7,2
214400,Greenmeadows South,Hawke's Bay,Maori,322,300,288,175,105
214400,Greenmeadows South,Hawke's Bay,Pacific Peoples,31,31,29,23,9
214500,Nelson Park,Hawke's Bay,Maori,308,281,273,159,89
214500,Nelson Park,Hawke's Bay,Pacific Peoples,43,43,42,28,15
214600,Bledisloe Park,Hawke's Bay,Maori,239,234,229,152,90
214600,Bledisloe Park,Hawke's Bay,Pacific Peoples,16,18,18,11,5
214700,Pirimai East,Hawke's Bay,Maori,443,432,412,212,103
214700,Pirimai East,Hawke's Bay,Pacific Peoples,51,53,51,35,19
214800,Onekawa East,Hawke's Bay,Maori,491,416,379,201,96
214800,Onekawa East,Hawke's Bay,Pacific Peoples,80,80,79,39,9
214900,Tareha Reserve,Hawke's Bay,Maori,349,331,321,193,105
214900,Tareha Reserve,Hawke's Bay,Pacific Peoples,43,37,37,27,14
215000,Marewa East,Hawke's Bay,Maori,1018,893,844,444,215
215000,Marewa East,Hawke's Bay,Pacific Peoples,90,85,77,52,20
215100,Onekawa South,Hawke's Bay,Maori,957,836,771,394,170
215100,Onekawa South,Hawke's Bay,Pacific Peoples,123,117,116,77,30
215200,McLean Park,Hawke's Bay,Maori,386,363,355,217,117
215200,McLean Park,Hawke's Bay,Pacific Peoples,37,36,35,27,9
215300,Maraenui,Hawke's Bay,Maori,1572,1346,1247,592,262
215300,Maraenui,Hawke's Bay,Pacific Peoples,321,328,315,235,107
215400,Meeanee-Awatoto,Hawke's Bay,Maori,349,327,318,213,125
215400,Meeanee-Awatoto,Hawke's Bay,Pacific Peoples,59,90,89,76,44
215500,Mangaonuku,Hawke's Bay,Maori,120,117,114,72,40
215500,Mangaonuku,Hawke's Bay,Pacific Peoples,6,35,35,33,12
215600,Makaretu,Hawke's Bay,Maori,341,319,296,194,122
215600,Makaretu,Hawke's Bay,Pacific Peoples,22,100,99,94,33
215700,Waipawa,Hawke's Bay,Maori,351,327,310,192,100
215700,Waipawa,Hawke's Bay,Pacific Peoples,45,42,42,27,15
215800,Waipukurau West,Hawke's Bay,Maori,507,473,442,264,129
215800,Waipukurau West,Hawke's Bay,Pacific Peoples,23,26,26,16,11
215900,Mangarara,Hawke's Bay,Maori,349,331,324,203,111
215900,Mangarara,Hawke's Bay,Pacific Peoples,19,20,20,13,6
216000,Waipukurau East,Hawke's Bay,Maori,375,353,333,201,93
216000,Waipukurau East,Hawke's Bay,Pacific Peoples,16,13,13,12,6
216100,Taurekaitai,Hawke's Bay,Maori,300,257,245,175,100
216100,Taurekaitai,Hawke's Bay,Pacific Peoples,12,13,12,9,6
216200,Port Taranaki,Taranaki,Maori,1,0,0,0,0
216300,Spotswood,Taranaki,Maori,654,596,568,318,151
216300,Spotswood,Taranaki,Pacific Peoples,75,68,67,40,12
216400,Omata,Taranaki,Maori,51,48,48,33,15
216400,Omata,Taranaki,Pacific Peoples,4,4,4,0,0
216500,Oakura,Taranaki,Maori,85,77,75,46,25
216500,Oakura,Taranaki,Pacific Peoples,7,10,10,5,2
216600,Moturoa,Taranaki,Maori,226,205,199,120,60
216600,Moturoa,Taranaki,Pacific Peoples,19,22,22,18,8
216700,Kaitake,Taranaki,Maori,146,120,113,61,26
216700,Kaitake,Taranaki,Pacific Peoples,6,5,4,2,1
216800,Blagdon-Lynmouth,Taranaki,Maori,346,321,302,179,91
216800,Blagdon-Lynmouth,Taranaki,Pacific Peoples,56,56,55,41,23
216900,Kawaroa,Taranaki,Maori,216,203,195,120,75
216900,Kawaroa,Taranaki,Pacific Peoples,15,15,15,9,2
217000,New Plymouth Central,Taranaki,Maori,142,122,117,78,45
217000,New Plymouth Central,Taranaki,Pacific Peoples,6,9,9,6,1
217100,Marfell,Taranaki,Maori,442,376,361,178,64
217100,Marfell,Taranaki,Pacific Peoples,24,33,31,17,9
217200,Whalers Gate,Taranaki,Maori,117,113,110,69,35
217200,Whalers Gate,Taranaki,Pacific Peoples,20,20,20,12,9
217300,Strandon,Taranaki,Maori,180,168,159,110,55
217300,Strandon,Taranaki,Pacific Peoples,14,14,14,10,6
217400,Westown ,Taranaki,Maori,592,521,487,281,162
217400,Westown ,Taranaki,Pacific Peoples,61,65,64,38,17
217500,Bell Block West,Taranaki,Maori,523,477,456,251,100
217500,Bell Block West,Taranaki,Pacific Peoples,74,65,61,40,16
217600,Bell Block East,Taranaki,Maori,301,276,264,162,76
217600,Bell Block East,Taranaki,Pacific Peoples,56,55,54,32,14
217700,Waiwhakaiho-Bell Block South,Taranaki,Maori,17,15,14,5,2
217700,Waiwhakaiho-Bell Block South,Taranaki,Pacific Peoples,3,3,3,2,1
217800,Lower Vogeltown,Taranaki,Maori,304,264,257,173,91
217800,Lower Vogeltown,Taranaki,Pacific Peoples,43,40,40,25,12
217900,Hurdon,Taranaki,Maori,191,185,180,112,59
217900,Hurdon,Taranaki,Pacific Peoples,29,23,23,18,11
218000,Frankleigh Park,Taranaki,Maori,248,235,222,132,64
218000,Frankleigh Park,Taranaki,Pacific Peoples,27,30,29,17,6
218100,Merrilands,Taranaki,Maori,317,278,262,142,59
218100,Merrilands,Taranaki,Pacific Peoples,47,49,49,34,9
218200,Ferndale,Taranaki,Maori,45,38,38,27,15
218200,Ferndale,Taranaki,Pacific Peoples,7,7,7,3,1
218300,Welbourn,Taranaki,Maori,323,297,286,181,82
218300,Welbourn,Taranaki,Pacific Peoples,29,30,30,24,15
218400,Fitzroy-Glen Avon,Taranaki,Maori,379,349,339,186,106
218400,Fitzroy-Glen Avon,Taranaki,Pacific Peoples,48,50,50,32,16
218500,Waitara West,Taranaki,Maori,1249,1022,946,500,219
218500,Waitara West,Taranaki,Pacific Peoples,63,62,61,33,13
218600,Upper Vogeltown,Taranaki,Maori,206,187,182,114,49
218600,Upper Vogeltown,Taranaki,Pacific Peoples,27,24,24,22,10
218700,Highlands Park (New Plymouth District),Taranaki,Maori,153,151,147,94,67
218700,Highlands Park (New Plymouth District),Taranaki,Pacific Peoples,17,17,17,12,10
218800,Paraite,Taranaki,Maori,63,65,62,42,19
218800,Paraite,Taranaki,Pacific Peoples,7,4,4,2,1
218900,Waitara East,Taranaki,Maori,896,755,710,407,186
218900,Waitara East,Taranaki,Pacific Peoples,47,47,45,23,11
219000,Lepperton-Brixton,Taranaki,Maori,209,193,186,120,54
219000,Lepperton-Brixton,Taranaki,Pacific Peoples,6,10,9,2,1
219100,Mangorei,Taranaki,Maori,78,58,58,30,20
219100,Mangorei,Taranaki,Pacific Peoples,6,2,2,1,1
219200,Mount Messenger,Taranaki,Maori,99,83,77,40,20
219200,Mount Messenger,Taranaki,Pacific Peoples,8,8,7,3,1
219300,Mangaoraka,Taranaki,Maori,88,85,85,53,23
219300,Mangaoraka,Taranaki,Pacific Peoples,9,7,7,3,2
219400,Tikorangi,Taranaki,Maori,257,210,204,119,70
219400,Tikorangi,Taranaki,Pacific Peoples,21,21,21,15,7
219500,Everett Park,Taranaki,Maori,138,138,135,78,44
219500,Everett Park,Taranaki,Pacific Peoples,6,6,6,3,1
219600,Inglewood,Taranaki,Maori,298,281,270,155,76
219600,Inglewood,Taranaki,Pacific Peoples,33,41,39,24,12
219700,Tarata,Taranaki,Maori,40,38,36,17,7
219700,Tarata,Taranaki,Pacific Peoples,2,2,2,1,1
219800,Pembroke,Taranaki,Maori,84,66,63,36,18
219800,Pembroke,Taranaki,Pacific Peoples,5,4,4,1,0
219900,Douglas,Taranaki,Maori,35,30,28,17,8
220000,Toko,Taranaki,Maori,53,45,38,22,9
220000,Toko,Taranaki,Pacific Peoples,4,3,3,1,0
220100,Stratford North,Taranaki,Maori,161,140,136,82,45
220100,Stratford North,Taranaki,Pacific Peoples,9,8,8,5,1
220200,Whangamomona,Taranaki,Maori,9,5,4,4,2
220300,Stratford Central,Taranaki,Maori,212,175,166,95,56
220300,Stratford Central,Taranaki,Pacific Peoples,19,22,22,14,7
220400,Stratford South,Taranaki,Maori,204,175,168,95,54
220400,Stratford South,Taranaki,Pacific Peoples,15,14,14,10,1
220500,Cape Egmont,Taranaki,Maori,379,324,301,170,85
220500,Cape Egmont,Taranaki,Pacific Peoples,9,7,5,3,0
220600,Taungatara,Taranaki,Maori,122,102,97,45,17
220600,Taungatara,Taranaki,Pacific Peoples,6,5,4,3,0
220700,Opunake,Taranaki,Maori,351,320,306,197,92
220700,Opunake,Taranaki,Pacific Peoples,12,11,11,3,2
220800,Kaponga-Mangatoki,Taranaki,Maori,118,101,90,53,24
220800,Kaponga-Mangatoki,Taranaki,Pacific Peoples,0,1,1,0,0
220900,Manaia-Kapuni,Taranaki,Maori,386,343,324,194,96
220900,Manaia-Kapuni,Taranaki,Pacific Peoples,10,6,6,5,3
221000,Eltham,Taranaki,Maori,358,314,294,173,70
221000,Eltham,Taranaki,Pacific Peoples,35,33,30,18,8
221100,Okaiawa,Taranaki,Maori,194,170,160,101,48
221100,Okaiawa,Taranaki,Pacific Peoples,7,6,6,5,3
221200,Te Roti-Moeroa,Taranaki,Maori,58,52,50,31,19
221200,Te Roti-Moeroa,Taranaki,Pacific Peoples,3,3,3,3,3
221300,Egmont Showgrounds,Taranaki,Maori,215,204,197,141,68
221300,Egmont Showgrounds,Taranaki,Pacific Peoples,15,15,15,12,8
221400,Normanby-Tawhiti,Taranaki,Maori,358,329,315,191,91
221400,Normanby-Tawhiti,Taranaki,Pacific Peoples,28,31,31,20,18
221500,Ohangai,Taranaki,Maori,64,52,49,32,19
221500,Ohangai,Taranaki,Pacific Peoples,8,7,7,3,3
221600,Turuturu,Taranaki,Maori,342,320,310,208,102
221600,Turuturu,Taranaki,Pacific Peoples,17,17,17,12,4
221700,King Edward Park,Taranaki,Maori,293,255,244,149,75
221700,King Edward Park,Taranaki,Pacific Peoples,15,31,31,25,19
221800,Ramanui,Taranaki,Maori,382,347,326,198,86
221800,Ramanui,Taranaki,Pacific Peoples,36,37,37,25,14
221900,Hawera Central,Taranaki,Maori,459,424,402,231,111
221900,Hawera Central,Taranaki,Pacific Peoples,24,25,25,19,13
222000,Mangawhio,Taranaki,Maori,72,61,59,32,17
222000,Mangawhio,Taranaki,Pacific Peoples,8,6,4,2,1
222100,Manutahi-Waitotora,Taranaki,Maori,382,335,321,193,109
222100,Manutahi-Waitotora,Taranaki,Pacific Peoples,25,23,21,12,4
222200,Patea,Taranaki,Maori,461,429,410,252,119
222200,Patea,Taranaki,Pacific Peoples,11,11,10,6,5
222300,Otangiwai-Ohura,Waikato,Maori,192,139,121,67,30
222300,Otangiwai-Ohura,Waikato,Pacific Peoples,3,3,3,1,1
222400,Ngapuke,Waikato,Maori,343,264,247,155,86
222400,Ngapuke,Waikato,Pacific Peoples,8,8,8,4,3
222500,Taumarunui North,Waikato,Maori,581,491,449,267,137
222500,Taumarunui North,Waikato,Pacific Peoples,14,12,11,9,1
222600,Taumarunui Central,Waikato,Maori,543,492,466,289,160
222600,Taumarunui Central,Waikato,Pacific Peoples,16,13,10,8,4
222700,Taumarunui East,Waikato,Maori,731,583,528,302,134
222700,Taumarunui East,Waikato,Pacific Peoples,25,19,17,10,6
222800,National Park,Waikato,Maori,133,117,109,71,37
222800,National Park,Waikato,Pacific Peoples,5,7,7,5,3
222900,Tangiwai,Whanganui,Maori,321,265,249,162,97
222900,Tangiwai,Whanganui,Pacific Peoples,5,3,3,2,2
223000,Raetihi,Whanganui,Maori,527,438,406,219,106
223000,Raetihi,Whanganui,Pacific Peoples,11,8,8,4,4
223100,Ohakune,Whanganui,Maori,259,236,229,150,86
223100,Ohakune,Whanganui,Pacific Peoples,15,14,14,12,9
223200,Waiouru,Whanganui,Maori,172,169,166,107,50
223200,Waiouru,Whanganui,Pacific Peoples,21,18,18,12,5
223300,Upper Whanganui,Whanganui,Maori,351,315,298,193,112
223300,Upper Whanganui,Whanganui,Pacific Peoples,7,5,5,3,2
223400,Mowhanau,Whanganui,Maori,130,109,109,73,50
223400,Mowhanau,Whanganui,Pacific Peoples,9,6,5,2,2
223500,Brunswick-Papaiti,Whanganui,Maori,93,89,88,59,43
223500,Brunswick-Papaiti,Whanganui,Pacific Peoples,8,7,7,4,4
223600,Castlecliff West,Whanganui,Maori,457,373,352,185,110
223600,Castlecliff West,Whanganui,Pacific Peoples,34,26,22,12,10
223700,Otamatea (Whanganui District),Whanganui,Maori,85,80,79,53,44
223700,Otamatea (Whanganui District),Whanganui,Pacific Peoples,15,16,16,8,5
223800,Castlecliff East,Whanganui,Maori,669,544,512,285,162
223800,Castlecliff East,Whanganui,Pacific Peoples,62,57,56,39,20
223900,Springvale North,Whanganui,Maori,29,29,28,17,11
223900,Springvale North,Whanganui,Pacific Peoples,5,5,5,5,2
224000,Lower Aramoho,Whanganui,Maori,481,419,404,231,124
224000,Lower Aramoho,Whanganui,Pacific Peoples,34,23,22,9,3
224100,St Johns Hill East,Whanganui,Maori,80,79,76,57,44
224100,St Johns Hill East,Whanganui,Pacific Peoples,8,8,8,6,6
224200,St Johns Hill West,Whanganui,Maori,213,194,187,118,93
224200,St Johns Hill West,Whanganui,Pacific Peoples,31,28,27,18,12
224300,Titoki,Whanganui,Maori,902,792,744,422,222
224300,Titoki,Whanganui,Pacific Peoples,104,94,92,63,31
224400,Springvale West,Whanganui,Maori,197,182,175,106,71
224400,Springvale West,Whanganui,Pacific Peoples,41,42,42,30,21
224500,Springvale East,Whanganui,Maori,155,141,133,88,59
224500,Springvale East,Whanganui,Pacific Peoples,17,16,16,14,6
224600,Upper Aramoho,Whanganui,Maori,501,451,424,273,153
224600,Upper Aramoho,Whanganui,Pacific Peoples,24,21,20,18,11
224700,Balgownie,Whanganui,Maori,40,37,35,25,11
224700,Balgownie,Whanganui,Pacific Peoples,6,7,7,3,2
224800,Laird Park,Whanganui,Maori,549,454,424,252,136
224800,Laird Park,Whanganui,Pacific Peoples,63,52,52,37,24
224900,Wembley Park,Whanganui,Maori,622,509,485,286,153
224900,Wembley Park,Whanganui,Pacific Peoples,23,19,18,14,5
225000,College Estate,Whanganui,Maori,191,178,176,111,70
225000,College Estate,Whanganui,Pacific Peoples,14,15,15,9,5
225100,Whanganui East-Williams Domain,Whanganui,Maori,420,359,338,190,100
225100,Whanganui East-Williams Domain,Whanganui,Pacific Peoples,34,29,27,17,14
225200,Gonville West,Whanganui,Maori,649,530,485,275,139
225200,Gonville West,Whanganui,Pacific Peoples,63,58,56,40,19
225300,Gonville North,Whanganui,Maori,539,465,441,253,140
225300,Gonville North,Whanganui,Pacific Peoples,86,82,81,55,29
225400,Cornmarket,Whanganui,Maori,243,208,198,137,76
225400,Cornmarket,Whanganui,Pacific Peoples,33,30,28,17,5
225500,Whanganui East-Riverlands,Whanganui,Maori,369,332,318,180,100
225500,Whanganui East-Riverlands,Whanganui,Pacific Peoples,30,31,30,18,15
225600,Kaitoke-Fordell,Whanganui,Maori,173,145,138,88,44
225600,Kaitoke-Fordell,Whanganui,Pacific Peoples,18,16,16,12,10
225700,Whanganui Central,Whanganui,Maori,135,129,126,79,45
225700,Whanganui Central,Whanganui,Pacific Peoples,8,7,7,4,2
225800,Gonville South,Whanganui,Maori,396,352,343,220,121
225800,Gonville South,Whanganui,Pacific Peoples,52,49,48,33,19
225900,Bastia-Durie Hill,Whanganui,Maori,266,249,238,149,100
225900,Bastia-Durie Hill,Whanganui,Pacific Peoples,26,25,25,18,10
226000,Putiki,Whanganui,Maori,188,176,172,122,82
226000,Putiki,Whanganui,Pacific Peoples,14,13,12,9,6
226100,Mokai Patea,Whanganui,Maori,273,255,241,165,60
226100,Mokai Patea,Whanganui,Pacific Peoples,7,4,4,3,0
226200,Ngamatea,Whanganui,Maori,7,8,8,6,3
226300,Turakina,Whanganui,Maori,434,403,396,287,172
226300,Turakina,Whanganui,Pacific Peoples,15,16,15,9,3
226400,Otairi,Whanganui,Maori,156,141,135,82,30
226400,Otairi,Whanganui,Pacific Peoples,9,7,7,7,3
226500,Taihape,Whanganui,Maori,592,514,490,298,151
226500,Taihape,Whanganui,Pacific Peoples,24,22,21,16,10
226600,Marton Rural,Whanganui,Maori,63,54,52,38,21
226600,Marton Rural,Whanganui,Pacific Peoples,20,23,23,14,3
226700,Marton North,Whanganui,Maori,415,356,345,221,128
226700,Marton North,Whanganui,Pacific Peoples,122,121,117,85,33
226800,Parewanui,Whanganui,Maori,74,64,63,47,25
226800,Parewanui,Whanganui,Pacific Peoples,4,2,2,2,1
226900,Marton South,Whanganui,Maori,522,456,436,273,144
226900,Marton South,Whanganui,Pacific Peoples,132,134,124,88,24
227000,Bulls,Whanganui,Maori,351,314,299,186,100
227000,Bulls,Whanganui,Pacific Peoples,88,71,70,45,15
227100,Kiwitea,MidCentral,Maori,119,98,94,60,31
227100,Kiwitea,MidCentral,Pacific Peoples,9,7,7,4,1
227200,Tokorangi,MidCentral,Maori,209,197,190,101,54
227200,Tokorangi,MidCentral,Pacific Peoples,8,7,7,5,2
227300,Ohakea-Sanson,MidCentral,Maori,131,128,126,80,45
227300,Ohakea-Sanson,MidCentral,Pacific Peoples,14,15,15,8,7
227400,Oroua Downs,MidCentral,Maori,130,125,123,87,48
227400,Oroua Downs,MidCentral,Pacific Peoples,22,24,24,14,6
227500,Awahuri,MidCentral,Maori,182,176,169,91,47
227500,Awahuri,MidCentral,Pacific Peoples,9,9,9,6,3
227600,Pohangina-Apiti,MidCentral,Maori,58,55,53,36,18
227600,Pohangina-Apiti,MidCentral,Pacific Peoples,2,1,1,1,1
227700,Mount Taylor,MidCentral,Maori,31,31,31,22,16
227700,Mount Taylor,MidCentral,Pacific Peoples,1,1,1,1,1
227800,Taikorea,MidCentral,Maori,92,93,90,48,30
227800,Taikorea,MidCentral,Pacific Peoples,5,4,3,3,1
227900,Makino,MidCentral,Maori,404,367,339,188,77
227900,Makino,MidCentral,Pacific Peoples,39,40,38,27,14
228000,Sandon,MidCentral,Maori,197,186,179,116,58
228000,Sandon,MidCentral,Pacific Peoples,19,19,18,10,9
228100,Kimbolton North,MidCentral,Maori,412,389,372,234,106
228100,Kimbolton North,MidCentral,Pacific Peoples,33,32,32,23,12
228200,Warwick,MidCentral,Maori,135,117,114,69,38
228200,Warwick,MidCentral,Pacific Peoples,18,18,16,11,2
228300,Kimbolton West,MidCentral,Maori,341,307,290,173,105
228300,Kimbolton West,MidCentral,Pacific Peoples,42,43,42,27,13
228400,Feilding Central,MidCentral,Maori,124,111,107,75,39
228400,Feilding Central,MidCentral,Pacific Peoples,31,30,29,19,10
228500,Kimbolton South,MidCentral,Maori,263,246,234,133,71
228500,Kimbolton South,MidCentral,Pacific Peoples,27,26,24,14,11
228600,Kauwhata,MidCentral,Maori,148,139,138,85,54
228600,Kauwhata,MidCentral,Pacific Peoples,15,14,14,10,6
228700,Taonui,MidCentral,Maori,109,103,101,76,38
228700,Taonui,MidCentral,Pacific Peoples,20,23,22,16,9
228800,Newbury,MidCentral,Maori,198,188,184,102,50
228800,Newbury,MidCentral,Pacific Peoples,59,65,64,33,19
228900,Palmerston North Airport,MidCentral,Maori,33,33,32,23,10
228900,Palmerston North Airport,MidCentral,Pacific Peoples,1,1,0,0,0
229000,Milson North,MidCentral,Maori,205,188,186,115,71
229000,Milson North,MidCentral,Pacific Peoples,68,62,59,44,37
229100,Cloverlea (Palmerston North City),MidCentral,Maori,276,283,276,160,88
229100,Cloverlea (Palmerston North City),MidCentral,Pacific Peoples,56,49,47,35,19
229200,Tremaine,MidCentral,Maori,151,125,115,62,28
229200,Tremaine,MidCentral,Pacific Peoples,21,19,18,9,1
229300,Milson South,MidCentral,Maori,463,430,419,262,136
229300,Milson South,MidCentral,Pacific Peoples,88,81,80,49,28
229400,Whakarongo,MidCentral,Maori,94,92,91,57,28
229400,Whakarongo,MidCentral,Pacific Peoples,13,16,16,10,7
229500,Westbrook,MidCentral,Maori,703,620,586,328,156
229500,Westbrook,MidCentral,Pacific Peoples,210,212,205,128,56
229600,Takaro North,MidCentral,Maori,501,461,435,257,141
229600,Takaro North,MidCentral,Pacific Peoples,116,108,106,67,35
229700,Pioneer West,MidCentral,Maori,10,11,11,5,2
229700,Pioneer West,MidCentral,Pacific Peoples,2,2,2,2,1
229800,Palmerston North Hospital,MidCentral,Maori,239,227,211,135,75
229800,Palmerston North Hospital,MidCentral,Pacific Peoples,56,51,50,37,21
229900,Highbury East,MidCentral,Maori,855,766,707,343,157
229900,Highbury East,MidCentral,Pacific Peoples,212,190,180,122,62
