sa2_code,sa2,dhbresidence,ethnicity_priority,population,partially_vaccinated,fully_vaccinated,eligible_for_booster,boosted
161700,Takanini Industrial,Counties Manukau,Maori,9,7,7,5,2
161700,Takanini Industrial,Counties Manukau,Pacific Peoples,2,2,2,1,0
161800,Conifer Grove West,Counties Manukau,Maori,254,249,245,182,112
161800,Conifer Grove West,Counties Manukau,Pacific Peoples,184,171,167,142,80
161900,Conifer Grove East,Counties Manukau,Maori,435,384,368,268,132
161900,Conifer Grove East,Counties Manukau,Pacific Peoples,362,312,297,206,94
162000,Takanini West,Counties Manukau,Maori,518,474,445,259,146
162000,Takanini West,Counties Manukau,Pacific Peoples,481,458,441,295,126
162100,Takanini South,Counties Manukau,Maori,451,438,428,271,127
162100,Takanini South,Counties Manukau,Pacific Peoples,650,647,638,494,240
162200,Takanini Central,Counties Manukau,Maori,92,88,86,69,42
162200,Takanini Central,Counties Manukau,Pacific Peoples,114,119,118,98,67
162300,Ardmore,Counties Manukau,Maori,175,155,147,110,54
162300,Ardmore,Counties Manukau,Pacific Peoples,46,46,43,31,16
162400,Glenbrook,Counties Manukau,Maori,186,163,159,110,52
162400,Glenbrook,Counties Manukau,Pacific Peoples,97,93,89,61,40
162500,Hingaia,Counties Manukau,Maori,131,129,127,100,38
162500,Hingaia,Counties Manukau,Pacific Peoples,102,103,101,75,41
162600,Takanini South East,Counties Manukau,Maori,455,401,383,234,100
162600,Takanini South East,Counties Manukau,Pacific Peoples,387,390,379,267,86
162700,Kawakawa Bay-Orere,Counties Manukau,Maori,205,196,189,147,89
162700,Kawakawa Bay-Orere,Counties Manukau,Pacific Peoples,27,25,24,15,9
162800,Papakura West,Counties Manukau,Maori,317,279,270,202,116
162800,Papakura West,Counties Manukau,Pacific Peoples,186,175,170,122,56
162900,Clevedon,Counties Manukau,Maori,66,66,65,49,29
162900,Clevedon,Counties Manukau,Pacific Peoples,24,23,23,18,11
163000,Papakura North,Counties Manukau,Maori,914,817,767,457,209
163000,Papakura North,Counties Manukau,Pacific Peoples,516,490,478,349,168
163100,Pahurehure,Counties Manukau,Maori,400,376,370,240,133
163100,Pahurehure,Counties Manukau,Pacific Peoples,219,213,209,149,95
163200,Papakura Central,Counties Manukau,Maori,707,649,622,414,208
163200,Papakura Central,Counties Manukau,Pacific Peoples,372,340,328,236,93
163300,Papakura North East,Counties Manukau,Maori,606,592,565,343,154
163300,Papakura North East,Counties Manukau,Pacific Peoples,528,523,512,379,180
163400,Karaka Lakes,Counties Manukau,Maori,133,140,137,95,47
163400,Karaka Lakes,Counties Manukau,Pacific Peoples,128,123,122,95,55
163500,Papakura Kelvin,Counties Manukau,Maori,1488,1350,1273,687,262
163500,Papakura Kelvin,Counties Manukau,Pacific Peoples,847,817,797,544,212
163600,Papakura Massey Park,Counties Manukau,Maori,692,640,603,366,143
163600,Papakura Massey Park,Counties Manukau,Pacific Peoples,521,484,473,333,131
163700,Rosehill,Counties Manukau,Maori,903,816,787,457,209
163700,Rosehill,Counties Manukau,Pacific Peoples,543,519,506,366,166
163800,Patumahoe,Counties Manukau,Maori,143,139,136,94,50
163800,Patumahoe,Counties Manukau,Pacific Peoples,41,45,44,26,10
163900,Papakura East,Counties Manukau,Maori,580,530,506,289,114
163900,Papakura East,Counties Manukau,Pacific Peoples,645,610,593,401,186
164000,Opaheke,Counties Manukau,Maori,438,414,404,245,125
164000,Opaheke,Counties Manukau,Pacific Peoples,252,238,232,168,83
164100,Papakura Industrial,Counties Manukau,Maori,53,47,45,22,11
164100,Papakura Industrial,Counties Manukau,Pacific Peoples,44,46,45,24,13
164200,Red Hill,Counties Manukau,Maori,691,639,597,344,150
164200,Red Hill,Counties Manukau,Pacific Peoples,421,408,392,252,115
164300,Drury,Counties Manukau,Maori,213,196,190,119,62
164300,Drury,Counties Manukau,Pacific Peoples,95,82,78,51,26
164400,Tamakae,Counties Manukau,Maori,296,278,270,188,100
164400,Tamakae,Counties Manukau,Pacific Peoples,57,58,55,40,21
164500,Hamilton Estate,Counties Manukau,Maori,408,397,383,240,112
164500,Hamilton Estate,Counties Manukau,Pacific Peoples,72,78,73,46,22
164600,Drury Rural,Counties Manukau,Maori,314,294,284,205,103
164600,Drury Rural,Counties Manukau,Pacific Peoples,83,73,71,51,33
164700,Waiuku Central,Counties Manukau,Maori,161,149,138,94,47
164700,Waiuku Central,Counties Manukau,Pacific Peoples,38,33,33,28,14
164800,Waiuku East,Counties Manukau,Maori,236,225,217,144,65
164800,Waiuku East,Counties Manukau,Pacific Peoples,60,52,52,39,19
164900,Kendallvale,Counties Manukau,Maori,79,79,77,46,26
164900,Kendallvale,Counties Manukau,Pacific Peoples,19,19,17,14,7
165000,Puni,Counties Manukau,Maori,151,140,135,99,48
165000,Puni,Counties Manukau,Pacific Peoples,95,102,100,67,22
165100,Ramarama,Counties Manukau,Maori,151,145,140,93,58
165100,Ramarama,Counties Manukau,Pacific Peoples,62,59,58,44,28
165200,Hunua,Counties Manukau,Maori,105,93,93,66,36
165200,Hunua,Counties Manukau,Pacific Peoples,31,27,27,17,12
165300,Pukekohe North West,Counties Manukau,Maori,934,883,830,482,206
165300,Pukekohe North West,Counties Manukau,Pacific Peoples,478,476,466,310,109
165400,Anselmi Ridge,Counties Manukau,Maori,115,118,116,83,38
165400,Anselmi Ridge,Counties Manukau,Pacific Peoples,64,66,64,56,36
165500,Pukekohe West,Counties Manukau,Maori,1121,1052,1017,627,247
165500,Pukekohe West,Counties Manukau,Pacific Peoples,501,507,486,330,115
165600,Cape Hill,Counties Manukau,Maori,100,102,101,69,35
165600,Cape Hill,Counties Manukau,Pacific Peoples,48,51,48,32,21
165700,Rosa Birch Park,Counties Manukau,Maori,205,203,199,147,78
165700,Rosa Birch Park,Counties Manukau,Pacific Peoples,53,53,51,38,21
165800,Rooseville Park,Counties Manukau,Maori,309,291,283,211,108
165800,Rooseville Park,Counties Manukau,Pacific Peoples,80,80,76,61,29
165900,Cloverlea (Auckland),Counties Manukau,Maori,154,141,138,92,48
165900,Cloverlea (Auckland),Counties Manukau,Pacific Peoples,59,57,57,44,27
166000,Pukekohe Central,Counties Manukau,Maori,60,61,59,37,21
166000,Pukekohe Central,Counties Manukau,Pacific Peoples,36,34,32,19,5
166100,Pukekohe Hospital,Counties Manukau,Maori,132,126,121,82,43
166100,Pukekohe Hospital,Counties Manukau,Pacific Peoples,49,44,44,28,8
166200,Buckland,Counties Manukau,Maori,112,114,108,77,41
166200,Buckland,Counties Manukau,Pacific Peoples,44,43,43,32,19
166300,Bombay Hills,Counties Manukau,Maori,128,117,113,86,38
166300,Bombay Hills,Counties Manukau,Pacific Peoples,52,48,48,36,16
166400,Ararimu,Counties Manukau,Maori,124,118,114,86,53
166400,Ararimu,Counties Manukau,Pacific Peoples,30,32,32,25,16
166500,Colville,Waikato,Maori,465,380,357,239,146
166500,Colville,Waikato,Pacific Peoples,20,12,12,9,6
166700,Coromandel,Waikato,Maori,331,277,270,174,100
166700,Coromandel,Waikato,Pacific Peoples,18,15,15,11,9
166900,Mercury Bay North,Waikato,Maori,114,84,79,56,37
166900,Mercury Bay North,Waikato,Pacific Peoples,15,16,16,14,9
167000,Whitianga North,Waikato,Maori,124,99,94,59,41
167000,Whitianga North,Waikato,Pacific Peoples,17,14,14,11,8
167100,Whitianga South,Waikato,Maori,373,307,291,186,101
167100,Whitianga South,Waikato,Pacific Peoples,50,40,39,32,17
167200,Thames Coast,Waikato,Maori,263,238,228,169,105
167200,Thames Coast,Waikato,Pacific Peoples,15,14,14,10,7
167300,Cooks Beach-Ferry Landing,Waikato,Maori,16,9,8,7,5
167300,Cooks Beach-Ferry Landing,Waikato,Pacific Peoples,6,6,6,6,1
167400,Mercury Bay South,Waikato,Maori,79,60,56,39,19
167400,Mercury Bay South,Waikato,Pacific Peoples,7,8,7,5,3
167500,Kauaeranga,Waikato,Maori,59,49,45,32,22
167600,Thames North,Waikato,Maori,250,225,213,153,99
167600,Thames North,Waikato,Pacific Peoples,32,30,30,25,19
167700,Thames Central,Waikato,Maori,175,157,145,94,66
167700,Thames Central,Waikato,Pacific Peoples,16,13,13,11,7
167800,Thames South,Waikato,Maori,573,457,417,272,159
167800,Thames South,Waikato,Pacific Peoples,49,44,42,30,15
167900,Hikuai,Waikato,Maori,15,15,15,10,4
167900,Hikuai,Waikato,Pacific Peoples,2,2,2,2,2
168000,Totora-Kopu,Waikato,Maori,114,103,98,74,51
168000,Totora-Kopu,Waikato,Pacific Peoples,6,5,5,4,2
168100,Tairua,Waikato,Maori,101,84,78,51,27
168100,Tairua,Waikato,Pacific Peoples,18,17,17,15,9
168200,Pauanui,Waikato,Maori,35,29,29,23,15
168200,Pauanui,Waikato,Pacific Peoples,2,2,2,1,0
168300,Matatoki-Puriri,Waikato,Maori,123,104,100,68,35
168300,Matatoki-Puriri,Waikato,Pacific Peoples,6,7,7,7,5
168400,Whangamata Rural,Waikato,Maori,66,61,60,41,17
168500,Whangamata,Waikato,Maori,392,361,345,237,127
168500,Whangamata,Waikato,Pacific Peoples,34,27,25,23,15
168600,Miranda-Pukorokoro,Counties Manukau,Maori,196,175,169,133,85
168600,Miranda-Pukorokoro,Counties Manukau,Pacific Peoples,18,16,16,11,4
168700,Hauraki Plains North,Waikato,Maori,129,119,112,61,34
168700,Hauraki Plains North,Waikato,Pacific Peoples,12,9,9,5,3
168800,Hauraki Plains East,Waikato,Maori,149,142,135,86,59
168800,Hauraki Plains East,Waikato,Pacific Peoples,6,5,5,5,3
168900,Ngatea,Waikato,Maori,149,147,144,95,55
168900,Ngatea,Waikato,Pacific Peoples,15,16,16,12,7
169000,Hauraki Plains South,Waikato,Maori,247,210,195,128,63
169000,Hauraki Plains South,Waikato,Pacific Peoples,12,11,11,7,2
169100,Paeroa Rural,Waikato,Maori,298,250,237,148,76
169100,Paeroa Rural,Waikato,Pacific Peoples,13,11,11,7,3
169200,Paeroa,Waikato,Maori,1035,933,888,554,314
169200,Paeroa,Waikato,Pacific Peoples,76,70,67,54,28
169300,Waihi Rural,Waikato,Maori,219,175,171,116,46
169300,Waihi Rural,Waikato,Pacific Peoples,35,35,35,27,16
169400,Waihi North,Waikato,Maori,311,257,241,130,57
169400,Waihi North,Waikato,Pacific Peoples,30,22,22,17,8
169500,Waihi East,Waikato,Maori,205,171,159,84,36
169500,Waihi East,Waikato,Pacific Peoples,26,21,17,11,6
169600,Waihi South,Waikato,Maori,362,286,272,159,63
169600,Waihi South,Waikato,Pacific Peoples,33,30,28,15,5
169700,Aka Aka,Counties Manukau,Maori,239,226,220,157,84
169700,Aka Aka,Counties Manukau,Pacific Peoples,41,37,36,33,14
169800,Mangatangi,Counties Manukau,Maori,157,139,135,91,36
169800,Mangatangi,Counties Manukau,Pacific Peoples,26,48,47,39,18
169900,Tuakau Rural,Counties Manukau,Maori,114,105,104,66,29
169900,Tuakau Rural,Counties Manukau,Pacific Peoples,61,67,67,52,21
170000,Tuakau North,Counties Manukau,Maori,644,610,580,368,164
170000,Tuakau North,Counties Manukau,Pacific Peoples,132,142,139,109,40
170100,Onewhero,Counties Manukau,Maori,249,223,212,144,65
170100,Onewhero,Counties Manukau,Pacific Peoples,42,40,40,28,12
170200,Pokeno Rural,Counties Manukau,Maori,184,177,176,117,58
170200,Pokeno Rural,Counties Manukau,Pacific Peoples,31,34,34,23,9
170300,Tuakau South,Counties Manukau,Maori,492,487,466,270,125
170300,Tuakau South,Counties Manukau,Pacific Peoples,116,127,119,88,38
170400,Port Waikato-Waikaretu,Counties Manukau,Maori,223,199,189,130,58
170400,Port Waikato-Waikaretu,Counties Manukau,Pacific Peoples,24,21,21,15,10
170500,Pokeno,Counties Manukau,Maori,360,357,350,246,121
170500,Pokeno,Counties Manukau,Pacific Peoples,266,260,256,219,122
170600,Pukekawa,Counties Manukau,Maori,155,146,145,110,57
170600,Pukekawa,Counties Manukau,Pacific Peoples,20,17,17,14,10
170700,Maramarua,Waikato,Maori,301,278,264,164,72
170700,Maramarua,Waikato,Pacific Peoples,45,46,42,28,17
170800,Rangiriri,Waikato,Maori,234,218,213,146,81
170800,Rangiriri,Waikato,Pacific Peoples,30,32,32,27,7
170900,Te Akau,Counties Manukau,Maori,43,42,39,26,11
170900,Te Akau,Counties Manukau,Pacific Peoples,4,3,2,2,2
170900,Te Akau,Waikato,Maori,228,202,196,120,56
170900,Te Akau,Waikato,Pacific Peoples,9,8,8,6,2
171100,Te Kauwhata,Waikato,Maori,273,265,249,145,63
171100,Te Kauwhata,Waikato,Pacific Peoples,53,55,55,45,28
171200,Huntly Rural,Waikato,Maori,442,375,359,235,134
171200,Huntly Rural,Waikato,Pacific Peoples,26,23,23,18,9
171300,Waerenga,Waikato,Maori,82,71,69,44,27
171300,Waerenga,Waikato,Pacific Peoples,9,10,10,6,3
171400,Huntly West,Waikato,Maori,1737,1509,1412,829,368
171400,Huntly West,Waikato,Pacific Peoples,117,111,105,74,35
171500,Huntly East,Waikato,Maori,1412,1276,1223,752,380
171500,Huntly East,Waikato,Pacific Peoples,295,278,270,182,89
171600,Raglan,Waikato,Maori,606,486,472,301,130
171600,Raglan,Waikato,Pacific Peoples,29,29,28,17,7
171700,Whitikahu,Waikato,Maori,146,136,134,78,41
171700,Whitikahu,Waikato,Pacific Peoples,16,17,17,15,7
171800,Te Uku,Waikato,Maori,358,304,294,195,86
171800,Te Uku,Waikato,Pacific Peoples,19,18,18,12,7
171900,Taupiri-Lake Kainui,Waikato,Maori,541,497,477,332,175
171900,Taupiri-Lake Kainui,Waikato,Pacific Peoples,34,35,34,24,11
172000,Ngaruawahia North,Waikato,Maori,962,879,835,538,258
172000,Ngaruawahia North,Waikato,Pacific Peoples,35,37,36,23,11
172100,Ngaruawahia Central,Waikato,Maori,1182,1037,979,605,292
172100,Ngaruawahia Central,Waikato,Pacific Peoples,79,81,78,50,22
172200,Ngaruawahia South,Waikato,Maori,717,655,625,363,182
172200,Ngaruawahia South,Waikato,Pacific Peoples,35,36,33,25,11
172300,Kainui-Gordonton,Waikato,Maori,157,140,135,87,40
172300,Kainui-Gordonton,Waikato,Pacific Peoples,13,14,14,12,6
172400,Te Kowhai,Waikato,Maori,185,176,171,126,76
172400,Te Kowhai,Waikato,Pacific Peoples,16,15,15,11,4
172500,Whatawhata West,Waikato,Maori,44,38,38,29,15
172600,Horotiu,Waikato,Maori,147,139,132,93,52
172600,Horotiu,Waikato,Pacific Peoples,14,13,13,12,9
172700,Horsham Downs,Waikato,Maori,51,47,40,26,13
172700,Horsham Downs,Waikato,Pacific Peoples,8,6,6,5,4
172800,Whatawhata East,Waikato,Maori,446,400,389,239,132
172800,Whatawhata East,Waikato,Pacific Peoples,31,35,34,25,16
172900,Rotokauri ,Waikato,Maori,65,60,60,42,18
172900,Rotokauri ,Waikato,Pacific Peoples,8,6,6,4,1
173000,Hamilton Park,Waikato,Maori,95,91,88,48,27
173000,Hamilton Park,Waikato,Pacific Peoples,10,9,9,8,5
173100,Eureka-Tauwhare,Waikato,Maori,120,115,108,62,36
173100,Eureka-Tauwhare,Waikato,Pacific Peoples,15,15,15,12,8
173200,Tamahere North,Waikato,Maori,222,216,215,149,95
173200,Tamahere North,Waikato,Pacific Peoples,32,29,28,27,18
173300,Pukemoremore,Waikato,Maori,325,329,321,195,106
173300,Pukemoremore,Waikato,Pacific Peoples,22,19,19,12,6
173400,Tamahere South,Waikato,Maori,108,98,96,66,44
173400,Tamahere South,Waikato,Pacific Peoples,5,7,7,6,6
173500,Tahuna-Mangateparu,Waikato,Maori,109,96,93,55,35
173500,Tahuna-Mangateparu,Waikato,Pacific Peoples,11,9,9,8,2
173600,Mangaiti,Waikato,Maori,129,108,95,46,17
173600,Mangaiti,Waikato,Pacific Peoples,13,13,12,9,5
173700,Tatuanui,Waikato,Maori,125,122,118,71,40
173700,Tatuanui,Waikato,Pacific Peoples,4,4,4,3,2
173800,Tahuroa,Waikato,Maori,162,150,140,85,35
173800,Tahuroa,Waikato,Pacific Peoples,10,10,10,7,3
173900,Morrinsville East,Waikato,Maori,382,363,353,222,125
173900,Morrinsville East,Waikato,Pacific Peoples,33,36,36,28,15
174000,Morrinsville West,Waikato,Maori,516,463,443,261,124
174000,Morrinsville West,Waikato,Pacific Peoples,28,28,26,19,10
174100,Te Aroha East,Waikato,Maori,403,329,303,163,83
174100,Te Aroha East,Waikato,Pacific Peoples,77,80,75,43,11
174200,Te Aroha West,Waikato,Maori,170,158,152,99,52
174200,Te Aroha West,Waikato,Pacific Peoples,28,23,23,20,12
174300,Waihou-Manawaru,Waikato,Maori,94,71,69,48,18
174300,Waihou-Manawaru,Waikato,Pacific Peoples,20,17,16,11,1
174400,Waitoa-Ngarua,Waikato,Maori,116,103,99,61,30
174400,Waitoa-Ngarua,Waikato,Pacific Peoples,23,35,35,20,5
174500,Richmond Downs-Wardville,Waikato,Maori,137,127,122,71,34
174500,Richmond Downs-Wardville,Waikato,Pacific Peoples,5,2,1,1,0
174600,Waharoa-Peria,Waikato,Maori,387,346,322,195,75
174600,Waharoa-Peria,Waikato,Pacific Peoples,9,9,9,6,3
174700,Okauia,Waikato,Maori,87,70,68,45,22
174700,Okauia,Waikato,Pacific Peoples,8,7,6,6,3
174800,Hinuera,Waikato,Maori,65,62,58,40,15
174800,Hinuera,Waikato,Pacific Peoples,5,3,3,3,1
174900,Matamata North,Waikato,Maori,334,298,279,165,65
174900,Matamata North,Waikato,Pacific Peoples,25,22,21,19,6
175000,Matamata South,Waikato,Maori,518,490,474,288,153
175000,Matamata South,Waikato,Pacific Peoples,51,56,56,42,21
175100,Te Poi,Waikato,Maori,114,98,94,73,32
175100,Te Poi,Waikato,Pacific Peoples,12,10,10,8,3
175200,Te Rapa North,Waikato,Maori,17,19,17,9,4
175200,Te Rapa North,Waikato,Pacific Peoples,1,2,2,2,2
175300,Flagstaff North,Waikato,Maori,205,190,183,125,66
175300,Flagstaff North,Waikato,Pacific Peoples,68,68,68,61,35
175400,Rotokauri-Waiwhakareke,Waikato,Maori,107,104,101,76,39
175400,Rotokauri-Waiwhakareke,Waikato,Pacific Peoples,24,27,27,19,11
175500,Flagstaff South,Waikato,Maori,151,154,150,100,58
175500,Flagstaff South,Waikato,Pacific Peoples,43,45,44,35,23
175600,Rototuna North,Waikato,Maori,117,105,101,60,26
175600,Rototuna North,Waikato,Pacific Peoples,42,47,46,31,16
175700,Pukete West,Waikato,Maori,346,310,298,167,75
175700,Pukete West,Waikato,Pacific Peoples,75,74,74,52,24
175800,Flagstaff East,Waikato,Maori,305,279,271,176,93
175800,Flagstaff East,Waikato,Pacific Peoples,63,64,63,47,29
175900,Rototuna Central,Waikato,Maori,335,299,288,184,99
175900,Rototuna Central,Waikato,Pacific Peoples,109,101,99,71,44
176000,Pukete East,Waikato,Maori,243,225,216,137,69
176000,Pukete East,Waikato,Pacific Peoples,44,45,45,34,14
176100,Te Manatu,Waikato,Maori,329,314,303,188,99
176100,Te Manatu,Waikato,Pacific Peoples,82,67,65,50,29
176200,Rototuna South,Waikato,Maori,272,270,263,187,130
176200,Rototuna South,Waikato,Pacific Peoples,77,73,71,52,35
176300,Te Rapa South,Waikato,Maori,32,26,24,16,7
176300,Te Rapa South,Waikato,Pacific Peoples,2,3,2,1,1
176400,Saint Andrews West,Waikato,Maori,649,577,539,332,142
176400,Saint Andrews West,Waikato,Pacific Peoples,115,114,111,75,25
176500,Saint Andrews East,Waikato,Maori,277,244,238,142,72
176500,Saint Andrews East,Waikato,Pacific Peoples,47,42,41,34,18
176600,Queenwood (Hamilton City),Waikato,Maori,200,205,202,142,68
176600,Queenwood (Hamilton City),Waikato,Pacific Peoples,51,38,36,21,12
176700,St James,Waikato,Maori,108,92,88,54,29
176700,St James,Waikato,Pacific Peoples,36,31,31,25,16
176800,Crawshaw,Waikato,Maori,1069,950,891,479,189
176800,Crawshaw,Waikato,Pacific Peoples,175,169,166,120,56
176900,Huntington,Waikato,Maori,151,144,140,101,54
176900,Huntington,Waikato,Pacific Peoples,34,30,29,21,13
177000,Western Heights (Hamilton City),Waikato,Maori,398,372,362,252,134
177000,Western Heights (Hamilton City),Waikato,Pacific Peoples,114,110,110,91,53
177100,Nawton West,Waikato,Maori,733,702,674,405,193
177100,Nawton West,Waikato,Pacific Peoples,184,172,172,121,64
177200,Nawton East,Waikato,Maori,1193,1103,1044,627,278
177200,Nawton East,Waikato,Pacific Peoples,229,208,201,146,58
177300,Chartwell,Waikato,Maori,597,536,512,300,130
