DHB of residence,Ethnic group,Age group,Gender,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 Received,Eligible for booster 2,Booster 2 Received,Population
Auckland,Maori,45-49,Female,969,961,961,705,<5,129,1104
Auckland,Maori,45-49,Male,923,904,904,627,<5,116,1091
Auckland,Maori,5-11,Female,797,444,NA,NA,NA,NA,1964
Auckland,Maori,5-11,Male,897,493,NA,NA,NA,NA,2185
Auckland,Maori,50-54,Female,1031,1023,"1,023",798,783,286,1129
Auckland,Maori,50-54,Male,965,940,940,675,660,210,986
Auckland,Maori,55-59,Female,897,892,892,735,722,290,1000
Auckland,Maori,55-59,Male,861,851,851,679,668,260,982
Auckland,Maori,60-64,Female,808,807,807,690,681,305,816
Auckland,Maori,60-64,Male,734,730,730,639,627,284,726
Auckland,Maori,65-69,Female,579,573,573,517,509,302,574
Auckland,Maori,65-69,Male,429,428,428,390,384,225,433
Auckland,Maori,70-74,Female,354,353,353,331,330,213,343
Auckland,Maori,70-74,Male,315,315,314,299,298,191,292
Auckland,Maori,75-79,Female,193,191,191,174,172,115,167
Auckland,Maori,75-79,Male,145,145,145,140,139,97,157
Auckland,Maori,80-84,Female,110,110,110,107,106,65,118
Auckland,Maori,80-84,Male,85,85,85,79,78,52,74
Auckland,Maori,85-89,Female,51,51,51,50,50,31,53
Auckland,Maori,85-89,Male,30,30,30,28,28,18,28
Auckland,Maori,90+,Female,26,26,26,23,23,20,31
Auckland,Pacific Peoples,12-17,Female,2581,2365,890,94,<5,<5,3033
Auckland,Pacific Peoples,12-17,Male,2616,2375,883,80,<5,<5,3119
Auckland,Pacific Peoples,18-24,Female,3508,3466,"3,466","1,473",<5,18,3879
Auckland,Pacific Peoples,18-24,Male,3343,3251,"3,249","1,088",<5,9,3775
Auckland,Pacific Peoples,18-24,Unknown/Other,17,17,17,8,<5,<5,16
Auckland,Pacific Peoples,25-29,Female,2504,2456,"2,453","1,220",<5,15,2806
Auckland,Pacific Peoples,25-29,Male,2441,2383,"2,376",917,<5,14,2799
Auckland,Pacific Peoples,25-29,Unknown/Other,12,12,12,<5,<5,<5,12
Auckland,Pacific Peoples,30-34,Female,2119,2078,"2,077","1,120",<5,38,2329
Auckland,Pacific Peoples,30-34,Male,2119,2060,"2,056",923,<5,25,2309
Auckland,Pacific Peoples,30-34,Unknown/Other,6,6,6,<5,<5,<5,5
Auckland,Pacific Peoples,35-39,Female,1664,1628,"1,628","1,022",<5,40,1848
Auckland,Pacific Peoples,35-39,Male,1683,1642,"1,642",856,<5,31,1843
Auckland,Pacific Peoples,40-44,Female,1637,1613,"1,613","1,100",<5,104,1813
Auckland,Pacific Peoples,40-44,Male,1597,1573,"1,573",958,<5,85,1796
Auckland,Pacific Peoples,45-49,Female,1567,1558,"1,558","1,114",<5,177,1763
Auckland,Pacific Peoples,45-49,Male,1518,1490,"1,489","1,026",<5,112,1745
Auckland,Pacific Peoples,5-11,Female,1341,612,NA,NA,NA,NA,3300
Auckland,Pacific Peoples,5-11,Male,1521,732,NA,NA,NA,NA,3538
Auckland,Pacific Peoples,50-54,Female,1617,1605,"1,603","1,233","1,210",296,1802
Auckland,Pacific Peoples,50-54,Male,1591,1575,"1,575","1,188","1,159",283,1740
Auckland,Pacific Peoples,55-59,Female,1617,1608,"1,607","1,279","1,250",360,1707
Auckland,Pacific Peoples,55-59,Male,1511,1495,"1,493","1,204","1,183",365,1535
Auckland,Pacific Peoples,60-64,Female,1282,1278,"1,278","1,088","1,064",401,1363
Auckland,Pacific Peoples,60-64,Male,1190,1186,"1,186",987,965,377,1272
Auckland,Pacific Peoples,65-69,Female,978,973,973,835,820,347,1014
Auckland,Pacific Peoples,65-69,Male,953,947,945,840,821,396,978
Auckland,Pacific Peoples,70-74,Female,747,744,744,639,625,296,734
Auckland,Pacific Peoples,70-74,Male,596,594,594,540,531,274,607
Auckland,Pacific Peoples,75-79,Female,474,474,474,398,394,166,514
Auckland,Pacific Peoples,75-79,Male,318,315,314,280,278,152,355
Auckland,Pacific Peoples,80-84,Female,310,306,306,252,246,104,357
Auckland,Pacific Peoples,80-84,Male,195,194,194,171,168,81,195
Auckland,Pacific Peoples,85-89,Female,163,160,160,136,134,55,183
Auckland,Pacific Peoples,85-89,Male,79,79,79,67,67,32,88
Auckland,Pacific Peoples,90+,Female,74,71,71,64,63,28,98
Auckland,Pacific Peoples,90+,Male,30,30,30,26,24,13,29
Auckland,Unknown,12-17,Female,122,114,41,10,<5,<5,64
Auckland,Unknown,12-17,Male,148,135,51,6,<5,<5,67
Auckland,Unknown,12-17,Unknown/Other,10,10,5,<5,<5,<5,12
Auckland,Unknown,18-24,Female,240,236,236,131,<5,<5,102
Auckland,Unknown,18-24,Male,296,285,285,126,<5,<5,116
Auckland,Unknown,18-24,Unknown/Other,32,31,31,18,<5,<5,45
Auckland,Unknown,25-29,Female,414,408,408,231,<5,<5,176
Auckland,Unknown,25-29,Male,498,482,482,258,<5,<5,195
Auckland,Unknown,25-29,Unknown/Other,60,59,59,35,<5,<5,76
Auckland,Unknown,30-34,Female,426,411,411,232,<5,18,153
Auckland,Unknown,30-34,Male,661,635,634,332,<5,13,217
Auckland,Unknown,30-34,Unknown/Other,89,85,85,53,<5,<5,97
Auckland,Unknown,35-39,Female,320,304,304,174,<5,8,125
Auckland,Unknown,35-39,Male,579,550,548,319,<5,14,234
Auckland,Unknown,35-39,Unknown/Other,50,48,48,33,<5,<5,53
Auckland,Unknown,40-44,Female,238,234,234,123,<5,6,111
Auckland,Unknown,40-44,Male,415,397,397,230,<5,6,181
Auckland,Unknown,40-44,Unknown/Other,36,35,35,24,<5,<5,29
Auckland,Unknown,45-49,Female,172,168,168,93,<5,8,86
Auckland,Unknown,45-49,Male,378,357,357,217,<5,<5,176
Auckland,Unknown,45-49,Unknown/Other,26,23,23,18,<5,<5,19
Auckland,Unknown,5-11,Female,111,76,NA,NA,NA,NA,43
Auckland,Unknown,5-11,Male,107,63,NA,NA,NA,NA,49
Auckland,Unknown,50-54,Female,169,165,165,85,82,14,79
Auckland,Unknown,50-54,Male,319,304,304,177,171,29,180
Auckland,Unknown,50-54,Unknown/Other,21,19,19,14,14,<5,22
Auckland,Unknown,55-59,Female,153,146,146,81,77,15,71
Auckland,Unknown,55-59,Male,281,255,255,155,151,25,154
Auckland,Unknown,55-59,Unknown/Other,14,13,13,10,10,<5,9
Auckland,Unknown,60-64,Female,162,159,158,89,86,19,74
Auckland,Unknown,60-64,Male,205,197,197,105,104,29,119
Auckland,Unknown,60-64,Unknown/Other,8,8,8,5,5,<5,10
Auckland,Unknown,65-69,Female,106,102,102,63,62,22,67
Auckland,Unknown,65-69,Male,174,170,170,102,101,40,84
Auckland,Unknown,65-69,Unknown/Other,8,8,8,5,5,<5,7
Auckland,Unknown,70-74,Female,58,57,57,34,34,13,40
Auckland,Unknown,70-74,Male,88,86,86,53,51,21,43
Auckland,Unknown,75-79,Female,42,39,39,26,26,9,25
Auckland,Unknown,75-79,Male,33,32,32,22,22,11,21
Auckland,Unknown,80-84,Female,10,10,10,7,7,6,12
Auckland,Unknown,80-84,Male,13,12,12,9,9,8,13
Auckland,Unknown,85-89,Female,5,5,5,<5,<5,<5,6
Bay of Plenty,Asian,12-17,Female,622,576,201,25,<5,<5,652
Bay of Plenty,Asian,12-17,Male,662,616,203,21,<5,<5,736
Bay of Plenty,Asian,12-17,Unknown/Other,7,7,<5,<5,<5,<5,8
Bay of Plenty,Asian,18-24,Female,513,511,510,301,<5,<5,625
Bay of Plenty,Asian,18-24,Male,1062,1050,"1,050",393,<5,<5,1239
Bay of Plenty,Asian,25-29,Female,890,888,887,515,<5,11,1060
Bay of Plenty,Asian,25-29,Male,1618,1597,"1,595",601,<5,<5,1728
Bay of Plenty,Asian,30-34,Female,1433,1429,"1,429",924,<5,39,1436
Bay of Plenty,Asian,30-34,Male,1612,1582,"1,582",781,<5,14,1545
Bay of Plenty,Asian,35-39,Female,1162,1155,"1,155",782,<5,39,1154
Bay of Plenty,Asian,35-39,Male,1141,1125,"1,124",711,<5,24,1063
Bay of Plenty,Asian,40-44,Female,815,807,807,522,<5,23,824
Bay of Plenty,Asian,40-44,Male,839,832,831,557,<5,17,767
Bay of Plenty,Asian,40-44,Unknown/Other,10,10,10,<5,<5,<5,7
Bay of Plenty,Asian,45-49,Female,692,687,687,477,<5,33,700
Bay of Plenty,Asian,45-49,Male,606,601,601,431,<5,13,593
Bay of Plenty,Asian,5-11,Female,500,267,NA,NA,NA,NA,943
Bay of Plenty,Asian,5-11,Male,580,315,NA,NA,NA,NA,1111
Bay of Plenty,Asian,50-54,Female,490,488,487,371,364,50,455
Bay of Plenty,Asian,50-54,Male,449,443,443,325,312,23,410
Bay of Plenty,Asian,55-59,Female,364,359,359,275,269,61,388
Bay of Plenty,Asian,55-59,Male,276,274,274,210,204,21,278
Bay of Plenty,Asian,60-64,Female,328,328,328,252,249,58,340
Bay of Plenty,Asian,60-64,Male,207,206,206,160,158,27,210
Bay of Plenty,Asian,65-69,Female,256,254,254,196,193,66,265
Bay of Plenty,Asian,65-69,Male,195,192,192,160,159,44,206
Bay of Plenty,Asian,70-74,Female,187,187,187,152,149,65,196
Bay of Plenty,Asian,70-74,Male,138,135,135,113,113,48,150
Bay of Plenty,Asian,75-79,Female,85,85,85,64,64,26,82
Bay of Plenty,Asian,75-79,Male,79,79,79,60,59,18,79
Bay of Plenty,Asian,80-84,Female,48,48,48,38,38,15,55
Bay of Plenty,Asian,80-84,Male,47,47,47,37,37,14,42
Bay of Plenty,Asian,85-89,Female,16,16,16,9,9,<5,13
Bay of Plenty,Asian,85-89,Male,11,11,11,10,10,5,17
Bay of Plenty,Asian,90+,Male,9,8,8,6,6,<5,5
Bay of Plenty,European or Other,12-17,Female,4756,4333,"1,616",145,<5,<5,5697
Bay of Plenty,European or Other,12-17,Male,4961,4548,"1,731",129,<5,<5,6047
Bay of Plenty,European or Other,18-24,Female,4672,4619,"4,618","2,137",<5,20,5210
Bay of Plenty,European or Other,18-24,Male,5059,4960,"4,959","1,575",<5,10,5664
Bay of Plenty,European or Other,18-24,Unknown/Other,6,6,6,<5,<5,<5,5
Bay of Plenty,European or Other,25-29,Female,3921,3858,"3,856","1,938",<5,19,4596
Bay of Plenty,European or Other,25-29,Male,3730,3638,"3,634","1,414",<5,16,4413
Bay of Plenty,European or Other,25-29,Unknown/Other,14,14,14,6,<5,<5,9
Bay of Plenty,European or Other,30-34,Female,4860,4771,"4,771","2,690",<5,107,5633
Bay of Plenty,European or Other,30-34,Male,4426,4336,"4,335","1,927",<5,32,5007
Bay of Plenty,European or Other,30-34,Unknown/Other,11,11,11,8,<5,<5,7
Bay of Plenty,European or Other,35-39,Female,4779,4699,"4,696","2,787",<5,104,5386
Bay of Plenty,European or Other,35-39,Male,4310,4218,"4,218","2,128",<5,58,4817
Bay of Plenty,European or Other,40-44,Female,4469,4403,"4,402","2,880",<5,133,5057
Bay of Plenty,European or Other,40-44,Male,4180,4106,"4,105","2,315",<5,74,4701
Bay of Plenty,European or Other,45-49,Female,4829,4789,"4,789","3,374",<5,220,5663
Bay of Plenty,European or Other,45-49,Male,4618,4553,"4,550","2,892",<5,110,5394
Bay of Plenty,European or Other,5-11,Female,2727,1289,NA,NA,NA,NA,6328
Bay of Plenty,European or Other,5-11,Male,2824,1345,NA,NA,NA,NA,6502
Bay of Plenty,European or Other,50-54,Female,5746,5692,"5,691","4,349","4,286",740,6317
Bay of Plenty,European or Other,50-54,Male,5321,5267,"5,266","3,647","3,611",516,5789
Bay of Plenty,European or Other,55-59,Female,5688,5656,"5,655","4,569","4,522","1,082",6525
Bay of Plenty,European or Other,55-59,Male,5323,5286,"5,286","4,042","4,000",824,6096
Bay of Plenty,European or Other,60-64,Female,6199,6153,"6,153","5,233","5,192","1,751",6742
Bay of Plenty,European or Other,60-64,Male,5846,5814,"5,812","4,754","4,727","1,328",6235
Bay of Plenty,European or Other,65-69,Female,6033,6000,"6,000","5,374","5,343","2,723",6539
Bay of Plenty,European or Other,65-69,Male,5567,5540,"5,537","4,851","4,822","2,314",6047
Bay of Plenty,European or Other,70-74,Female,5750,5731,"5,731","5,272","5,239","3,197",6220
Bay of Plenty,European or Other,70-74,Male,5352,5334,"5,334","4,905","4,878","2,934",5806
Bay of Plenty,European or Other,75-79,Female,4995,4983,"4,982","4,653","4,627","3,067",4910
Bay of Plenty,European or Other,75-79,Male,4577,4565,"4,564","4,318","4,288","2,831",4477
Bay of Plenty,European or Other,80-84,Female,3681,3677,"3,676","3,485","3,467","2,400",3699
Bay of Plenty,European or Other,80-84,Male,3120,3115,"3,114","2,968","2,955","2,093",3188
Bay of Plenty,European or Other,85-89,Female,1987,1979,"1,979","1,879","1,866","1,288",1993
Bay of Plenty,European or Other,85-89,Male,1542,1539,"1,538","1,474","1,464","1,070",1560
Bay of Plenty,European or Other,90+,Female,1265,1261,"1,261","1,207","1,197",782,1363
Bay of Plenty,European or Other,90+,Male,753,752,752,720,713,506,804
Bay of Plenty,Maori,12-17,Female,2843,2523,"1,011",34,<5,<5,3852
Bay of Plenty,Maori,12-17,Male,2922,2538,982,33,<5,<5,4086
Bay of Plenty,Maori,18-24,Female,3023,2871,"2,869",754,<5,8,3639
Bay of Plenty,Maori,18-24,Male,3105,2911,"2,911",580,<5,7,3710
Bay of Plenty,Maori,25-29,Female,1930,1850,"1,849",606,<5,<5,2517
Bay of Plenty,Maori,25-29,Male,1796,1675,"1,675",364,<5,<5,2317
Bay of Plenty,Maori,30-34,Female,1839,1757,"1,756",649,<5,18,2310
Bay of Plenty,Maori,30-34,Male,1690,1563,"1,562",443,<5,11,2115
Bay of Plenty,Maori,35-39,Female,1648,1587,"1,586",708,<5,22,1975
Bay of Plenty,Maori,35-39,Male,1470,1391,"1,391",472,<5,7,1803
Bay of Plenty,Maori,40-44,Female,1641,1588,"1,588",812,<5,49,1922
Bay of Plenty,Maori,40-44,Male,1440,1379,"1,379",604,<5,29,1731
Bay of Plenty,Maori,45-49,Female,1637,1601,"1,601",957,<5,74,1893
Bay of Plenty,Maori,45-49,Male,1408,1357,"1,356",686,<5,32,1698
Bay of Plenty,Maori,5-11,Female,1046,380,NA,NA,NA,NA,4654
Bay of Plenty,Maori,5-11,Male,1136,376,NA,NA,NA,NA,5057
Bay of Plenty,Maori,50-54,Female,1659,1624,"1,624","1,052","1,026",170,1864
Bay of Plenty,Maori,50-54,Male,1457,1410,"1,410",844,832,136,1647
Bay of Plenty,Maori,55-59,Female,1599,1579,"1,579","1,153","1,128",232,1810
Bay of Plenty,Maori,55-59,Male,1320,1298,"1,298",900,887,181,1522
Bay of Plenty,Maori,60-64,Female,1527,1512,"1,511","1,187","1,168",318,1600
Bay of Plenty,Maori,60-64,Male,1283,1265,"1,264","1,015","1,003",279,1328
Bay of Plenty,Maori,65-69,Female,1192,1178,"1,178",997,990,377,1231
Bay of Plenty,Maori,65-69,Male,957,947,946,817,810,333,988
Bay of Plenty,Maori,70-74,Female,808,799,799,704,696,337,808
Bay of Plenty,Maori,70-74,Male,704,696,696,633,627,280,733
Bay of Plenty,Maori,75-79,Female,456,452,452,398,395,168,467
Bay of Plenty,Maori,75-79,Male,402,400,400,365,359,187,383
Bay of Plenty,Maori,80-84,Female,300,296,295,263,259,130,304
Bay of Plenty,Maori,80-84,Male,207,206,206,191,189,98,194
Bay of Plenty,Maori,85-89,Female,130,128,128,109,108,52,133
Bay of Plenty,Maori,85-89,Male,76,76,76,69,69,33,84
Bay of Plenty,Maori,90+,Female,52,52,52,48,47,23,55
Bay of Plenty,Maori,90+,Male,19,19,19,19,19,9,21
Bay of Plenty,Pacific Peoples,12-17,Female,226,199,64,<5,<5,<5,256
Bay of Plenty,Pacific Peoples,12-17,Male,252,226,88,<5,<5,<5,305
Bay of Plenty,Pacific Peoples,18-24,Female,260,255,255,96,<5,<5,292
Bay of Plenty,Pacific Peoples,18-24,Male,425,408,407,144,<5,<5,430
Bay of Plenty,Pacific Peoples,25-29,Female,210,208,208,98,<5,<5,231
Bay of Plenty,Pacific Peoples,25-29,Male,510,491,491,239,<5,<5,453
Bay of Plenty,Pacific Peoples,30-34,Female,208,203,203,105,<5,<5,225
Bay of Plenty,Pacific Peoples,30-34,Male,473,449,448,203,<5,<5,430
Bay of Plenty,Pacific Peoples,35-39,Female,172,161,160,94,<5,<5,173
Bay of Plenty,Pacific Peoples,35-39,Male,462,452,452,223,<5,<5,440
Bay of Plenty,Pacific Peoples,40-44,Female,166,164,163,99,<5,7,183
Bay of Plenty,Pacific Peoples,40-44,Male,378,370,370,182,<5,7,341
Bay of Plenty,Pacific Peoples,45-49,Female,165,161,161,108,<5,10,153
Bay of Plenty,Pacific Peoples,45-49,Male,267,260,260,143,<5,<5,225
Bay of Plenty,Pacific Peoples,5-11,Female,139,41,NA,NA,NA,NA,354
Bay of Plenty,Pacific Peoples,5-11,Male,122,44,NA,NA,NA,NA,350
Bay of Plenty,Pacific Peoples,50-54,Female,131,128,128,87,82,18,139
Bay of Plenty,Pacific Peoples,50-54,Male,190,187,187,114,109,7,188
Bay of Plenty,Pacific Peoples,55-59,Female,111,109,109,82,81,20,129
Bay of Plenty,Pacific Peoples,55-59,Male,120,117,117,77,73,13,96
Bay of Plenty,Pacific Peoples,60-64,Female,77,76,76,62,59,20,80
Bay of Plenty,Pacific Peoples,60-64,Male,77,74,74,56,56,15,94
Bay of Plenty,Pacific Peoples,65-69,Female,56,56,56,45,44,21,56
Bay of Plenty,Pacific Peoples,65-69,Male,63,62,62,55,55,27,66
Bay of Plenty,Pacific Peoples,70-74,Female,45,44,44,40,39,17,58
Bay of Plenty,Pacific Peoples,70-74,Male,40,40,40,34,34,15,34
Bay of Plenty,Pacific Peoples,75-79,Female,38,38,38,33,32,13,40
Bay of Plenty,Pacific Peoples,75-79,Male,23,23,23,19,19,12,27
Bay of Plenty,Pacific Peoples,80-84,Female,17,17,17,14,13,8,14
Bay of Plenty,Pacific Peoples,80-84,Male,11,11,11,11,11,<5,12
Bay of Plenty,Unknown,12-17,Female,7,7,<5,<5,<5,<5,7
Bay of Plenty,Unknown,18-24,Female,9,7,7,<5,<5,<5,7
Bay of Plenty,Unknown,18-24,Male,21,19,19,9,<5,<5,18
Bay of Plenty,Unknown,25-29,Female,36,35,35,14,<5,<5,29
Bay of Plenty,Unknown,25-29,Male,57,55,55,26,<5,<5,62
Bay of Plenty,Unknown,30-34,Female,32,32,32,12,<5,<5,23
Bay of Plenty,Unknown,30-34,Male,67,63,63,28,<5,<5,48
Bay of Plenty,Unknown,35-39,Female,17,16,16,10,<5,<5,17
Bay of Plenty,Unknown,35-39,Male,65,63,63,36,<5,<5,28
Bay of Plenty,Unknown,40-44,Female,16,14,14,8,<5,<5,17
Bay of Plenty,Unknown,40-44,Male,51,51,51,30,<5,<5,38
Bay of Plenty,Unknown,45-49,Female,11,10,10,<5,<5,<5,7
Bay of Plenty,Unknown,45-49,Male,45,44,44,28,<5,<5,35
Bay of Plenty,Unknown,45-49,Unknown/Other,7,7,7,6,<5,<5,6
Bay of Plenty,Unknown,50-54,Female,10,10,10,5,5,<5,11
Bay of Plenty,Unknown,50-54,Male,39,39,39,24,23,<5,20
Bay of Plenty,Unknown,55-59,Female,6,6,6,<5,<5,<5,9
Bay of Plenty,Unknown,55-59,Male,38,38,38,20,20,6,34
Bay of Plenty,Unknown,60-64,Female,19,18,18,7,7,<5,14
Bay of Plenty,Unknown,60-64,Male,26,25,25,14,14,<5,22
Bay of Plenty,Unknown,65-69,Male,23,23,23,14,14,7,13
Bay of Plenty,Unknown,70-74,Male,14,14,14,10,10,<5,22
Bay of Plenty,Unknown,75-79,Female,9,9,9,7,7,<5,6
Bay of Plenty,Unknown,75-79,Male,6,6,6,<5,<5,<5,6
Canterbury,Asian,12-17,Female,2316,2200,728,151,<5,<5,2482
Canterbury,Asian,12-17,Male,2485,2381,818,128,<5,<5,2709
Canterbury,Asian,12-17,Unknown/Other,7,6,<5,<5,<5,<5,6
Canterbury,Asian,18-24,Female,2635,2621,"2,621","1,809",<5,12,2856
