Ethnic group,Age group,Gender,DHB of residence,Population
Maori,50 to 54,Male,Waitemata,1447
Maori,5 to 9,Male,Taranaki,1448
Maori,50 to 54,Female,Canterbury,1448
Asian,30 to 34,Male,Hutt Valley,1450
Maori,45 to 49,Male,Waitemata,1452
Asian,45 to 49,Male,Waikato,1453
European or Other,90+,Male,Canterbury,1456
Maori,0 to 4,Male,Capital and Coast,1456
Maori,30 to 34,Male,Lakes,1458
Pacific Peoples,45 to 49,Female,Waitemata,1459
Maori,15 to 19,Female,Southern,1461
Maori,65 to 69,Female,Northland,1461
Maori,25 to 29,Male,Lakes,1467
Maori,10 to 14,Female,Auckland,1471
European or Other,50 to 54,Female,Wairarapa,1477
European or Other,80 to 84,Female,Taranaki,1478
European or Other,10 to 14,Female,South Canterbury,1479
Asian,45 to 49,Male,Capital and Coast,1484
Maori,15 to 19,Female,Capital and Coast,1485
European or Other,0 to 4,Male,Lakes,1486
Maori,0 to 4,Female,Auckland,1486
Maori,30 to 34,Male,Hawke's Bay,1491
Pacific Peoples,40 to 44,Male,Waitemata,1491
European or Other,30 to 34,Male,South Canterbury,1493
Maori,30 to 34,Male,Auckland,1493
Maori,35 to 39,Female,Canterbury,1493
European or Other,30 to 34,Female,South Canterbury,1496
Asian,25 to 29,Male,Southern,1502
European or Other,80 to 84,Female,Hutt Valley,1502
Maori,20 to 24,Female,MidCentral,1505
European or Other,55 to 59,Female,Wairarapa,1507
European or Other,20 to 24,Male,Lakes,1515
European or Other,5 to 9,Female,Lakes,1519
European or Other,75 to 79,Male,Lakes,1519
Maori,15 to 19,Male,Auckland,1519
Maori,15 to 19,Female,Auckland,1520
Maori,55 to 59,Male,Bay of Plenty,1522
Pacific Peoples,35 to 39,Female,Waitemata,1526
Maori,20 to 24,Male,MidCentral,1528
Pacific Peoples,55 to 59,Male,Auckland,1535
Maori,35 to 39,Male,Canterbury,1537
Asian,35 to 39,Female,Southern,1538
European or Other,65 to 69,Female,Wairarapa,1541
European or Other,10 to 14,Male,South Canterbury,1543
European or Other,75 to 79,Female,Lakes,1543
Asian,30 to 34,Male,Bay of Plenty,1545
Maori,0 to 4,Female,Southern,1545
European or Other,25 to 29,Male,Overseas/Unknown,1546
European or Other,25 to 29,Male,South Canterbury,1546
Maori,35 to 39,Male,Waitemata,1546
Asian,20 to 24,Male,Capital and Coast,1547
Asian,35 to 39,Male,Southern,1549
Maori,25 to 29,Female,Lakes,1553
Asian,0 to 4,Female,Capital and Coast,1559
European or Other,85 to 89,Male,Bay of Plenty,1561
Maori,5 to 9,Male,Auckland,1562
European or Other,15 to 19,Female,Lakes,1564
European or Other,50 to 54,Male,Whanganui,1569
Maori,40 to 44,Female,Waitemata,1570
Maori,10 to 14,Male,Auckland,1575
European or Other,75 to 79,Male,Hutt Valley,1576
Pacific Peoples,40 to 44,Female,Waitemata,1576
Asian,10 to 14,Male,Waikato,1580
Maori,15 to 19,Male,Southern,1583
European or Other,45 to 49,Male,South Canterbury,1585
Maori,15 to 19,Male,Capital and Coast,1585
European or Other,60 to 64,Male,Wairarapa,1586
Maori,60 to 64,Male,Northland,1587
Maori,30 to 34,Female,Auckland,1588
European or Other,25 to 29,Male,Lakes,1590
Maori,0 to 4,Male,Southern,1590
Maori,15 to 19,Female,MidCentral,1590
Maori,65 to 69,Female,Waikato,1593
Maori,20 to 24,Male,Lakes,1594
Maori,40 to 44,Male,Northland,1594
European or Other,30 to 34,Male,Overseas/Unknown,1597
Maori,0 to 4,Male,Auckland,1598
Maori,60 to 64,Female,Bay of Plenty,1600
Asian,45 to 49,Female,Capital and Coast,1602
Asian,20 to 24,Male,Waikato,1605
Asian,30 to 34,Female,Hutt Valley,1607
Asian,0 to 4,Male,Capital and Coast,1610
Maori,20 to 24,Female,Lakes,1612
Asian,20 to 24,Female,Capital and Coast,1613
Maori,10 to 14,Female,Southern,1617
Pacific Peoples,35 to 39,Male,Waitemata,1617
European or Other,45 to 49,Female,South Canterbury,1621
European or Other,70 to 74,Female,Whanganui,1621
Maori,5 to 9,Female,Capital and Coast,1622
European or Other,50 to 54,Female,Whanganui,1623
Maori,10 to 14,Female,Capital and Coast,1625
European or Other,70 to 74,Male,Whanganui,1627
European or Other,60 to 64,Female,Wairarapa,1632
Maori,30 to 34,Female,Lakes,1632
Maori,20 to 24,Male,Southern,1639
European or Other,5 to 9,Male,Lakes,1641
Maori,15 to 19,Male,MidCentral,1644
European or Other,25 to 29,Female,Lakes,1645
European or Other,90+,Female,Southern,1647
Maori,50 to 54,Male,Bay of Plenty,1647
European or Other,85 to 89,Male,Southern,1649
Asian,50 to 54,Male,Canterbury,1656
European or Other,90+,Female,Auckland,1662
Pacific Peoples,70 to 74,Female,Counties Manukau,1662
European or Other,85 to 89,Female,Capital and Coast,1672
Asian,5 to 9,Female,Capital and Coast,1673
Maori,10 to 14,Male,Capital and Coast,1686
Maori,20 to 24,Female,Southern,1688
Maori,35 to 39,Female,Waitemata,1689
Maori,45 to 49,Male,Bay of Plenty,1698
European or Other,40 to 44,Male,Lakes,1701
Maori,45 to 49,Male,Northland,1701
Maori,25 to 29,Male,Capital and Coast,1703
Maori,45 to 49,Female,Waitemata,1703
Maori,60 to 64,Female,Counties Manukau,1703
Pacific Peoples,55 to 59,Female,Auckland,1707
Maori,50 to 54,Female,Waitemata,1712
Maori,20 to 24,Male,Auckland,1721
Maori,60 to 64,Male,Waikato,1722
European or Other,35 to 39,Male,Lakes,1726
Asian,25 to 29,Male,Bay of Plenty,1728
Maori,40 to 44,Male,Bay of Plenty,1731
Asian,30 to 34,Male,Southern,1738
European or Other,90+,Female,Waikato,1739
Maori,5 to 9,Male,Capital and Coast,1739
Pacific Peoples,50 to 54,Male,Auckland,1740
Maori,40 to 44,Female,Northland,1745
Pacific Peoples,45 to 49,Male,Auckland,1745
European or Other,55 to 59,Male,Whanganui,1746
Asian,30 to 34,Female,Southern,1753
Maori,25 to 29,Female,Capital and Coast,1756
Maori,20 to 24,Male,Capital and Coast,1757
Pacific Peoples,45 to 49,Female,Auckland,1763
Maori,35 to 39,Male,Northland,1764
Maori,15 to 19,Female,Lakes,1765
Maori,5 to 9,Female,Southern,1766
European or Other,30 to 34,Male,Lakes,1769
European or Other,70 to 74,Male,South Canterbury,1770
European or Other,15 to 19,Male,Lakes,1771
European or Other,70 to 74,Female,South Canterbury,1771
Asian,5 to 9,Male,Capital and Coast,1778
European or Other,65 to 69,Male,Whanganui,1778
European or Other,85 to 89,Female,Counties Manukau,1778
European or Other,10 to 14,Female,Lakes,1782
European or Other,65 to 69,Female,Whanganui,1785
European or Other,80 to 84,Male,Hawke's Bay,1789
Maori,30 to 34,Female,Hawke's Bay,1790
Maori,25 to 29,Male,Hawke's Bay,1791
Maori,10 to 14,Female,MidCentral,1795
Pacific Peoples,40 to 44,Male,Auckland,1796
Maori,0 to 4,Female,MidCentral,1797
Maori,25 to 29,Female,Auckland,1797
European or Other,35 to 39,Female,Lakes,1800
Pacific Peoples,50 to 54,Female,Auckland,1802
Maori,35 to 39,Male,Bay of Plenty,1803
Maori,55 to 59,Female,Bay of Plenty,1810
Maori,55 to 59,Male,Northland,1811
Pacific Peoples,40 to 44,Female,Auckland,1813
European or Other,65 to 69,Female,South Canterbury,1816
Maori,5 to 9,Male,Southern,1821
European or Other,55 to 59,Female,Whanganui,1828
European or Other,50 to 54,Male,South Canterbury,1830
Maori,50 to 54,Male,Northland,1837
Maori,20 to 24,Female,Auckland,1839
Maori,25 to 29,Male,Auckland,1843
Pacific Peoples,35 to 39,Male,Auckland,1843
Pacific Peoples,35 to 39,Female,Auckland,1848
Maori,10 to 14,Male,Southern,1850
Maori,55 to 59,Male,Counties Manukau,1858
European or Other,40 to 44,Female,Lakes,1859
European or Other,50 to 54,Female,South Canterbury,1861
Maori,50 to 54,Female,Bay of Plenty,1864
Maori,25 to 29,Female,Hawke's Bay,1865
Maori,20 to 24,Male,Hawke's Bay,1866
Pacific Peoples,30 to 34,Female,Waitemata,1869
European or Other,85 to 89,Female,Auckland,1881
European or Other,60 to 64,Male,Whanganui,1890
Maori,45 to 49,Female,Bay of Plenty,1893
Asian,50 to 54,Female,Canterbury,1899
Maori,10 to 14,Male,MidCentral,1899
Maori,20 to 24,Female,Hawke's Bay,1902
Maori,15 to 19,Male,Lakes,1909
Maori,35 to 39,Female,Northland,1911
European or Other,30 to 34,Female,Lakes,1915
European or Other,60 to 64,Female,Whanganui,1918
Maori,40 to 44,Female,Bay of Plenty,1922
Asian,15 to 19,Female,Canterbury,1930
European or Other,75 to 79,Female,Hutt Valley,1937
Pacific Peoples,30 to 34,Male,Waitemata,1938
European or Other,65 to 69,Male,South Canterbury,1941
European or Other,75 to 79,Male,Taranaki,1955
European or Other,10 to 14,Male,Lakes,1961
Asian,40 to 44,Male,Capital and Coast,1963
Maori,60 to 64,Female,Northland,1970
Maori,35 to 39,Female,Bay of Plenty,1975
European or Other,55 to 59,Male,South Canterbury,1976
European or Other,80 to 84,Male,MidCentral,1977
Maori,0 to 4,Female,Lakes,1982
Pacific Peoples,0 to 4,Female,Waitemata,1986
European or Other,85 to 89,Male,Waikato,1994
European or Other,85 to 89,Female,Bay of Plenty,1996
Asian,5 to 9,Male,Waikato,1997
Asian,0 to 4,Female,Waikato,2003
Asian,5 to 9,Female,Waikato,2007
Asian,70 to 74,Male,Auckland,2008
European or Other,20 to 24,Female,Northland,2008
Maori,40 to 44,Male,Counties Manukau,2013
Asian,40 to 44,Female,Waikato,2015
Maori,5 to 9,Female,Lakes,2015
Maori,20 to 24,Female,Capital and Coast,2017
Maori,0 to 4,Male,MidCentral,2026
European or Other,60 to 64,Male,South Canterbury,2030
Asian,40 to 44,Female,Capital and Coast,2031
Pacific Peoples,65 to 69,Male,Counties Manukau,2033
Maori,5 to 9,Female,MidCentral,2045
European or Other,80 to 84,Male,Capital and Coast,2047
Maori,30 to 34,Male,Canterbury,2047
Maori,45 to 49,Male,Counties Manukau,2053
Maori,30 to 34,Female,Canterbury,2069
European or Other,45 to 49,Female,Lakes,2077
Maori,30 to 34,Male,Waitemata,2077
Asian,70 to 74,Male,Waitemata,2079
Pacific Peoples,5 to 9,Female,Waitemata,2080
Pacific Peoples,15 to 19,Female,Waitemata,2082
European or Other,20 to 24,Female,Taranaki,2084
European or Other,75 to 79,Female,Taranaki,2084
European or Other,60 to 64,Female,South Canterbury,2087
European or Other,55 to 59,Female,South Canterbury,2091
European or Other,45 to 49,Male,Lakes,2095
Pacific Peoples,0 to 4,Male,Waitemata,2096
Maori,10 to 14,Female,Lakes,2097
Maori,45 to 49,Female,Northland,2097
Asian,20 to 24,Female,Canterbury,2099
Asian,0 to 4,Male,Waikato,2103
Maori,30 to 34,Female,Waitemata,2105
Pacific Peoples,0 to 4,Female,Auckland,2110
Asian,40 to 44,Male,Waikato,2113
Maori,30 to 34,Male,Bay of Plenty,2115
Maori,15 to 19,Male,Hawke's Bay,2120
European or Other,80 to 84,Male,Nelson Marlborough,2121
Maori,50 to 54,Female,Northland,2131
Maori,0 to 4,Male,Lakes,2132
Pacific Peoples,25 to 29,Male,Waitemata,2133
Maori,5 to 9,Male,MidCentral,2136
Maori,55 to 59,Female,Northland,2149
European or Other,70 to 74,Male,Lakes,2152
Asian,70 to 74,Female,Auckland,2156
European or Other,80 to 84,Female,Hawke's Bay,2156
Maori,55 to 59,Male,Waikato,2159
Maori,55 to 59,Female,Counties Manukau,2162
Maori,50 to 54,Male,Counties Manukau,2165
Maori,35 to 39,Male,Counties Manukau,2166
European or Other,80 to 84,Female,Northland,2172
European or Other,0 to 4,Female,Hutt Valley,2174
Asian,15 to 19,Male,Canterbury,2179
European or Other,80 to 84,Male,Northland,2180
Maori,15 to 19,Female,Hawke's Bay,2190
European or Other,65 to 69,Male,Lakes,2194
Maori,60 to 64,Female,Waikato,2194
European or Other,70 to 74,Female,Lakes,2196
Asian,70 to 74,Female,Waitemata,2210
Maori,10 to 14,Male,Lakes,2213
Pacific Peoples,5 to 9,Male,Waitemata,2217
Maori,25 to 29,Female,Canterbury,2218
Maori,5 to 9,Male,Lakes,2218
Pacific Peoples,20 to 24,Male,Waitemata,2221
European or Other,65 to 69,Female,Lakes,2228
Pacific Peoples,0 to 4,Male,Auckland,2232
European or Other,0 to 4,Male,Hutt Valley,2233
Maori,25 to 29,Male,Canterbury,2237
Pacific Peoples,20 to 24,Female,Waitemata,2238
Pacific Peoples,10 to 14,Female,Waitemata,2254
Pacific Peoples,25 to 29,Female,Waitemata,2258
Asian,10 to 14,Female,Canterbury,2261
Asian,70 to 74,Male,Counties Manukau,2261
European or Other,80 to 84,Female,Nelson Marlborough,2264
European or Other,0 to 4,Female,Northland,2272
European or Other,20 to 24,Male,Northland,2273
European or Other,70 to 74,Male,Hutt Valley,2276
Maori,30 to 34,Male,Northland,2279
Pacific Peoples,15 to 19,Male,Waitemata,2280
Pacific Peoples,5 to 9,Female,Auckland,2285
Asian,10 to 14,Male,Canterbury,2286
Maori,25 to 29,Male,Northland,2289
Pacific Peoples,65 to 69,Female,Counties Manukau,2291
Maori,50 to 54,Male,Waikato,2300
Asian,45 to 49,Male,Canterbury,2301
European or Other,50 to 54,Female,Lakes,2303
European or Other,50 to 54,Male,Lakes,2305
Maori,15 to 19,Female,Canterbury,2305
Pacific Peoples,30 to 34,Male,Auckland,2309
Maori,30 to 34,Female,Bay of Plenty,2310
Maori,25 to 29,Male,Bay of Plenty,2317
European or Other,20 to 24,Female,Hutt Valley,2321
European or Other,80 to 84,Female,MidCentral,2329
Pacific Peoples,30 to 34,Female,Auckland,2329
Asian,25 to 29,Female,Waikato,2330
Asian,25 to 29,Male,Capital and Coast,2330
European or Other,20 to 24,Male,Taranaki,2331
Maori,0 to 4,Female,Hawke's Bay,2334
Maori,25 to 29,Female,Northland,2344
Maori,0 to 4,Male,Hawke's Bay,2349
Maori,15 to 19,Male,Canterbury,2358
Maori,45 to 49,Male,Waikato,2364
European or Other,85 to 89,Female,Southern,2375
European or Other,5 to 9,Female,Hutt Valley,2377
European or Other,20 to 24,Female,Hawke's Bay,2380
European or Other,0 to 4,Male,Northland,2381
European or Other,85 to 89,Male,Waitemata,2384
Maori,20 to 24,Male,Canterbury,2391
Asian,70 to 74,Female,Counties Manukau,2393
Maori,20 to 24,Female,Canterbury,2395
European or Other,0 to 4,Female,Taranaki,2397
European or Other,90+,Female,Waitemata,2405
European or Other,70 to 74,Female,Hutt Valley,2413
European or Other,15 to 19,Female,Hutt Valley,2420
Maori,25 to 29,Male,Waitemata,2424
European or Other,55 to 59,Male,Lakes,2428
Asian,25 to 29,Female,Capital and Coast,2436
European or Other,60 to 64,Male,Lakes,2436
European or Other,60 to 64,Female,Lakes,2437
European or Other,0 to 4,Female,Hawke's Bay,2449
Maori,20 to 24,Female,Northland,2453
Pacific Peoples,5 to 9,Male,Auckland,2453
European or Other,55 to 59,Female,Lakes,2454
Asian,45 to 49,Female,Canterbury,2456
European or Other,5 to 9,Male,Hutt Valley,2464
Maori,40 to 44,Female,Counties Manukau,2467
Maori,45 to 49,Female,Counties Manukau,2468
Pacific Peoples,10 to 14,Male,Waitemata,2468
Maori,25 to 29,Female,Waitemata,2474
Maori,15 to 19,Female,Waitemata,2482
Maori,30 to 34,Female,Northland,2483
European or Other,15 to 19,Female,Taranaki,2485
European or Other,25 to 29,Male,Taranaki,2487
Maori,40 to 44,Male,Waikato,2496
Maori,5 to 9,Female,Hawke's Bay,2500
Maori,20 to 24,Male,Waitemata,2501
European or Other,80 to 84,Male,Counties Manukau,2509
European or Other,25 to 29,Male,Northland,2511
European or Other,80 to 84,Male,Auckland,2512
Maori,10 to 14,Female,Hawke's Bay,2516
Maori,25 to 29,Female,Bay of Plenty,2517
Asian,35 to 39,Male,Capital and Coast,2522
Maori,20 to 24,Female,Waitemata,2527
European or Other,0 to 4,Male,Hawke's Bay,2531
European or Other,25 to 29,Female,Taranaki,2531
Maori,55 to 59,Female,Waikato,2537
European or Other,20 to 24,Male,Hutt Valley,2543
Maori,10 to 14,Male,Hawke's Bay,2545
Maori,20 to 24,Female,Bay of Plenty,2545
Pacific Peoples,15 to 19,Female,Auckland,2546
Pacific Peoples,10 to 14,Female,Auckland,2556
Pacific Peoples,15 to 19,Male,Auckland,2556
European or Other,5 to 9,Female,Northland,2562
Maori,50 to 54,Female,Counties Manukau,2564
Maori,20 to 24,Male,Northland,2566
European or Other,5 to 9,Female,Taranaki,2570
European or Other,0 to 4,Male,Taranaki,2585
Maori,10 to 14,Female,Canterbury,2589
Asian,30 to 34,Male,Capital and Coast,2601
Maori,5 to 9,Male,Hawke's Bay,2604
Maori,20 to 24,Male,Bay of Plenty,2609
European or Other,85 to 89,Female,Waikato,2617
European or Other,5 to 9,Male,Northland,2629
European or Other,65 to 69,Female,Hutt Valley,2633
Maori,15 to 19,Male,Waitemata,2634
European or Other,20 to 24,Female,Nelson Marlborough,2637
European or Other,0 to 4,Female,Nelson Marlborough,2638
European or Other,25 to 29,Female,Northland,2661
Maori,35 to 39,Female,Counties Manukau,2672
European or Other,15 to 19,Male,Hutt Valley,2678
Maori,0 to 4,Female,Canterbury,2680
European or Other,65 to 69,Male,Hutt Valley,2684
Asian,20 to 24,Male,Canterbury,2685
Maori,35 to 39,Male,Waikato,2688
European or Other,10 to 14,Female,Hutt Valley,2691
European or Other,85 to 89,Male,Canterbury,2692
Maori,5 to 9,Female,Canterbury,2697
Maori,50 to 54,Female,Waikato,2700
European or Other,15 to 19,Female,Northland,2704
Maori,0 to 4,Female,Waitemata,2709
Pacific Peoples,10 to 14,Male,Auckland,2709
Pacific Peoples,20 to 24,Male,Auckland,2714
European or Other,5 to 9,Male,Taranaki,2715
European or Other,20 to 24,Male,Hawke's Bay,2721
Maori,45 to 49,Female,Waikato,2733
Pacific Peoples,60 to 64,Male,Counties Manukau,2740
Maori,10 to 14,Male,Canterbury,2742
Asian,65 to 69,Male,Auckland,2750
European or Other,70 to 74,Male,Taranaki,2764
European or Other,90+,Female,Canterbury,2769
European or Other,80 to 84,Female,Capital and Coast,2770
European or Other,75 to 79,Male,Hawke's Bay,2771
Maori,40 to 44,Female,Waikato,2775
European or Other,10 to 14,Male,Hutt Valley,2786
European or Other,25 to 29,Male,Hutt Valley,2794
European or Other,30 to 34,Male,Taranaki,2795
Asian,35 to 39,Female,Waikato,2799
Pacific Peoples,25 to 29,Male,Auckland,2799
European or Other,0 to 4,Male,Nelson Marlborough,2800
Pacific Peoples,25 to 29,Female,Auckland,2806
European or Other,70 to 74,Female,Taranaki,2808
European or Other,25 to 29,Male,Hawke's Bay,2812
European or Other,35 to 39,Male,Taranaki,2812
European or Other,40 to 44,Male,Taranaki,2815
European or Other,5 to 9,Male,Hawke's Bay,2817
European or Other,5 to 9,Female,Hawke's Bay,2825
Pacific Peoples,20 to 24,Female,Auckland,2825
European or Other,15 to 19,Male,Taranaki,2829
European or Other,40 to 44,Male,Northland,2831
Maori,5 to 9,Female,Waitemata,2833
Asian,35 to 39,Male,Waikato,2858
European or Other,15 to 19,Male,Northland,2860
European or Other,40 to 44,Female,Taranaki,2860
European or Other,25 to 29,Female,Hawke's Bay,2866
Asian,35 to 39,Female,Capital and Coast,2867
European or Other,25 to 29,Female,Hutt Valley,2874
European or Other,0 to 4,Female,MidCentral,2878
European or Other,35 to 39,Female,Taranaki,2889
Maori,10 to 14,Female,Waitemata,2900
European or Other,35 to 39,Male,Hawke's Bay,2931
European or Other,75 to 79,Male,MidCentral,2939
Maori,5 to 9,Male,Canterbury,2944
Maori,0 to 4,Male,Canterbury,2945
Maori,0 to 4,Male,Waitemata,2952
Maori,15 to 19,Male,Northland,2955
Asian,5 to 9,Female,Canterbury,2956
European or Other,30 to 34,Female,Taranaki,2960
European or Other,10 to 14,Female,Taranaki,2966
European or Other,40 to 44,Female,Northland,2969
Asian,5 to 9,Male,Canterbury,2973
Maori,15 to 19,Female,Northland,2975
Maori,15 to 19,Female,Bay of Plenty,2980
European or Other,15 to 19,Female,Hawke's Bay,2989
Maori,35 to 39,Female,Waikato,2990
Asian,0 to 4,Female,Canterbury,2998
European or Other,20 to 24,Male,Nelson Marlborough,3011
European or Other,10 to 14,Female,Northland,3018
European or Other,30 to 34,Male,Northland,3021
European or Other,75 to 79,Female,Hawke's Bay,3027
Asian,60 to 64,Male,Auckland,3029
Maori,15 to 19,Male,Bay of Plenty,3034
European or Other,35 to 39,Male,Northland,3037
European or Other,10 to 14,Male,Taranaki,3039
European or Other,5 to 9,Female,MidCentral,3042
Maori,5 to 9,Male,Waitemata,3042
European or Other,40 to 44,Male,Hawke's Bay,3047
Asian,60 to 64,Male,Waitemata,3051
European or Other,35 to 39,Female,Hawke's Bay,3054
Maori,30 to 34,Male,Counties Manukau,3060
Asian,30 to 34,Female,Capital and Coast,3068
European or Other,0 to 4,Male,MidCentral,3074
Pacific Peoples,60 to 64,Female,Counties Manukau,3080
European or Other,35 to 39,Female,Northland,3082
European or Other,45 to 49,Male,Taranaki,3083
European or Other,10 to 14,Male,Northland,3093
European or Other,80 to 84,Female,Auckland,3096
European or Other,25 to 29,Female,Nelson Marlborough,3109
Asian,0 to 4,Male,Canterbury,3110
European or Other,5 to 9,Female,Nelson Marlborough,3110
European or Other,40 to 44,Male,Hutt Valley,3113
European or Other,30 to 34,Female,Northland,3121
Maori,0 to 4,Female,Bay of Plenty,3121
European or Other,75 to 79,Female,MidCentral,3129
Asian,25 to 29,Male,Waikato,3132
European or Other,80 to 84,Female,Counties Manukau,3136
European or Other,30 to 34,Male,Hawke's Bay,3151
European or Other,65 to 69,Female,Taranaki,3155
European or Other,15 to 19,Male,Hawke's Bay,3166
European or Other,45 to 49,Female,Taranaki,3167
Asian,65 to 69,Male,Counties Manukau,3170
European or Other,35 to 39,Male,Hutt Valley,3176
Asian,65 to 69,Male,Waitemata,3178
European or Other,65 to 69,Male,Taranaki,3189
European or Other,80 to 84,Male,Bay of Plenty,3190
European or Other,30 to 34,Male,Hutt Valley,3191
Maori,10 to 14,Male,Waitemata,3194
European or Other,5 to 9,Male,MidCentral,3205
European or Other,40 to 44,Female,Hutt Valley,3249
Asian,30 to 34,Female,Waikato,3256
European or Other,40 to 44,Female,Hawke's Bay,3260
European or Other,75 to 79,Female,Northland,3269
European or Other,35 to 39,Female,Hutt Valley,3272
European or Other,5 to 9,Male,Nelson Marlborough,3276
Asian,30 to 34,Male,Waikato,3287
Maori,0 to 4,Female,Northland,3290
Maori,10 to 14,Female,Bay of Plenty,3294
European or Other,85 to 89,Female,Waitemata,3301
European or Other,50 to 54,Male,Taranaki,3303
European or Other,30 to 34,Female,Hawke's Bay,3309
European or Other,10 to 14,Female,Hawke's Bay,3313
Asian,65 to 69,Female,Auckland,3320
European or Other,75 to 79,Male,Nelson Marlborough,3322
European or Other,75 to 79,Male,Capital and Coast,3324
Maori,5 to 9,Female,Bay of Plenty,3326
European or Other,25 to 29,Male,Nelson Marlborough,3328
European or Other,50 to 54,Female,Taranaki,3338
European or Other,80 to 84,Male,Southern,3342
Maori,0 to 4,Male,Bay of Plenty,3342
European or Other,55 to 59,Male,Taranaki,3348
European or Other,75 to 79,Female,Nelson Marlborough,3348
European or Other,45 to 49,Female,Hutt Valley,3354
European or Other,45 to 49,Male,Hutt Valley,3355
European or Other,10 to 14,Male,Hawke's Bay,3374
Asian,40 to 44,Male,Canterbury,3385
European or Other,60 to 64,Female,Hutt Valley,3400
European or Other,45 to 49,Male,Northland,3404
European or Other,45 to 49,Female,Northland,3405
European or Other,15 to 19,Female,Nelson Marlborough,3424
European or Other,30 to 34,Female,Hutt Valley,3429
Maori,30 to 34,Male,Waikato,3429
Asian,40 to 44,Female,Canterbury,3438
European or Other,55 to 59,Female,Taranaki,3441
Maori,25 to 29,Male,Counties Manukau,3444
European or Other,55 to 59,Male,Hutt Valley,3453
European or Other,40 to 44,Male,MidCentral,3455
European or Other,75 to 79,Male,Northland,3455
European or Other,55 to 59,Female,Hutt Valley,3458
Asian,60 to 64,Male,Counties Manukau,3459
Maori,0 to 4,Male,Northland,3459
European or Other,60 to 64,Male,Hutt Valley,3462
European or Other,60 to 64,Male,Taranaki,3501
Maori,10 to 14,Female,Northland,3513
European or Other,35 to 39,Male,MidCentral,3546
European or Other,15 to 19,Female,MidCentral,3564
European or Other,35 to 39,Male,Nelson Marlborough,3564
Maori,10 to 14,Male,Bay of Plenty,3571
European or Other,30 to 34,Male,Nelson Marlborough,3588
European or Other,40 to 44,Female,MidCentral,3594
European or Other,60 to 64,Female,Taranaki,3602
European or Other,20 to 24,Female,Bay of Plenty,3630
Asian,25 to 29,Female,Canterbury,3637
Maori,5 to 9,Male,Bay of Plenty,3639
Asian,55 to 59,Male,Waitemata,3641
European or Other,50 to 54,Female,Hutt Valley,3645
Pacific Peoples,55 to 59,Male,Counties Manukau,3647
European or Other,45 to 49,Male,Hawke's Bay,3657
Asian,65 to 69,Female,Counties Manukau,3660
European or Other,75 to 79,Male,Auckland,3660
European or Other,30 to 34,Female,Nelson Marlborough,3661
European or Other,15 to 19,Male,Nelson Marlborough,3682
Maori,30 to 34,Female,Counties Manukau,3691
European or Other,40 to 44,Male,Nelson Marlborough,3695
European or Other,80 to 84,Female,Bay of Plenty,3701
European or Other,35 to 39,Female,MidCentral,3705
Maori,5 to 9,Female,Northland,3709
European or Other,50 to 54,Male,Hutt Valley,3714
Asian,60 to 64,Female,Auckland,3715
European or Other,10 to 14,Female,Nelson Marlborough,3715
Asian,55 to 59,Male,Auckland,3758
European or Other,15 to 19,Male,MidCentral,3759
European or Other,75 to 79,Female,Capital and Coast,3769
Maori,30 to 34,Female,Waikato,3783
European or Other,35 to 39,Female,Nelson Marlborough,3784
European or Other,70 to 74,Male,Hawke's Bay,3785
European or Other,45 to 49,Male,MidCentral,3796
European or Other,10 to 14,Female,MidCentral,3809
European or Other,75 to 79,Male,Counties Manukau,3820
Maori,25 to 29,Male,Waikato,3828
Maori,5 to 9,Male,Northland,3842
European or Other,40 to 44,Female,Nelson Marlborough,3867
Maori,20 to 24,Male,Counties Manukau,3873
European or Other,45 to 49,Female,Hawke's Bay,3879
European or Other,70 to 74,Male,MidCentral,3881
Asian,50 to 54,Male,Auckland,3888
European or Other,10 to 14,Male,Nelson Marlborough,3892
European or Other,85 to 89,Female,Canterbury,3894
European or Other,25 to 29,Female,MidCentral,3898
Maori,25 to 29,Female,Waikato,3902
Asian,60 to 64,Female,Counties Manukau,3910
European or Other,10 to 14,Male,MidCentral,3915
European or Other,20 to 24,Male,MidCentral,3926
European or Other,65 to 69,Male,Hawke's Bay,3928
European or Other,30 to 34,Male,MidCentral,3929
European or Other,20 to 24,Female,MidCentral,3935
European or Other,45 to 49,Female,MidCentral,3950
European or Other,20 to 24,Male,Bay of Plenty,3952
Asian,65 to 69,Female,Waitemata,3966
Maori,15 to 19,Female,Counties Manukau,3982
European or Other,80 to 84,Male,Waikato,3986
Maori,10 to 14,Male,Northland,3999
European or Other,30 to 34,Female,MidCentral,4000
Pacific Peoples,55 to 59,Female,Counties Manukau,4016
Maori,20 to 24,Female,Counties Manukau,4021
Pacific Peoples,45 to 49,Male,Counties Manukau,4030
Maori,25 to 29,Female,Counties Manukau,4031
European or Other,70 to 74,Female,Hawke's Bay,4046
Pacific Peoples,50 to 54,Male,Counties Manukau,4060
Asian,15 to 19,Female,Waitemata,4070
European or Other,80 to 84,Female,Southern,4074
European or Other,75 to 79,Female,Counties Manukau,4076
European or Other,25 to 29,Male,MidCentral,4082
European or Other,50 to 54,Male,Hawke's Bay,4084
European or Other,0 to 4,Female,Bay of Plenty,4087
Asian,55 to 59,Male,Counties Manukau,4092
Asian,10 to 14,Female,Auckland,4102
European or Other,0 to 4,Female,Capital and Coast,4109
European or Other,75 to 79,Female,Auckland,4126
