DHB of residence,Ethnic group,Age group,Gender,First dose administered,Second dose administered,Population,First dose uptake per 1000 people,Second dose uptake per 1000 people
Auckland Metro,Asian,65-69,Male,"6,870","5,779","8,323",825,694
Auckland Metro,Asian,65-69,Unknown/Other,14,11,13,"1,077",846
Auckland Metro,Asian,70-74,Female,"4,895","4,106","5,803",844,708
Auckland Metro,Asian,70-74,Male,"4,781","4,086","5,520",866,740
Auckland Metro,Asian,75-79,Female,"2,805","2,309","3,533",794,654
Auckland Metro,Asian,75-79,Male,"2,555","2,156","3,128",817,689
Auckland Metro,Asian,80-84,Female,"1,809","1,463","2,375",762,616
Auckland Metro,Asian,80-84,Male,"1,607","1,346","2,182",736,617
Auckland Metro,Asian,85-89,Female,837,689,"1,068",784,645
Auckland Metro,Asian,85-89,Male,763,620,961,794,645
Auckland Metro,Asian,90+,Female,304,258,427,712,604
Auckland Metro,Asian,90+,Male,217,179,277,783,646
Auckland Metro,European or Other,12-15,Female,"8,133",0,"17,932",454,0
Auckland Metro,European or Other,12-15,Male,"8,348",0,"18,766",445,0
Auckland Metro,European or Other,16-19,Female,"8,803","1,722","17,162",513,100
Auckland Metro,European or Other,16-19,Male,"8,458","1,295","17,686",478,73
Auckland Metro,European or Other,16-19,Unknown/Other,14,0,27,519,148
Auckland Metro,European or Other,20-24,Female,"12,232","4,749","24,678",496,192
Auckland Metro,European or Other,20-24,Male,"10,204","2,924","23,807",429,123
Auckland Metro,European or Other,20-24,Unknown/Other,37,9,44,841,205
Auckland Metro,European or Other,25-29,Female,"13,976","5,802","29,464",474,197
Auckland Metro,European or Other,25-29,Male,"12,173","4,144","27,285",446,152
Auckland Metro,European or Other,25-29,Unknown/Other,52,17,48,"1,083",354
Auckland Metro,European or Other,30-34,Female,"14,177","5,305","28,812",492,184
Auckland Metro,European or Other,30-34,Male,"13,577","4,427","27,078",501,163
Auckland Metro,European or Other,30-34,Unknown/Other,38,15,38,"1,000",395
Auckland Metro,European or Other,35-39,Female,"14,011","5,097","26,776",523,190
Auckland Metro,European or Other,35-39,Male,"13,187","4,284","25,747",512,166
Auckland Metro,European or Other,35-39,Unknown/Other,19,10,25,760,400
Auckland Metro,European or Other,40-44,Female,"15,678","5,841","26,491",592,220
Auckland Metro,European or Other,40-44,Male,"14,694","4,921","25,512",576,193
Auckland Metro,European or Other,40-44,Unknown/Other,15,6,11,"1,364",545
Auckland Metro,European or Other,45-49,Female,"19,079","7,824","30,170",632,259
Auckland Metro,European or Other,45-49,Male,"17,644","6,357","29,821",592,213
Auckland Metro,European or Other,45-49,Unknown/Other,12,5,11,"1,091",455
Auckland Metro,European or Other,50-54,Female,"21,571","9,801","29,297",736,335
Auckland Metro,European or Other,50-54,Male,"21,268","8,544","30,226",704,283
Auckland Metro,European or Other,50-54,Unknown/Other,17,8,12,"1,417",667
Auckland Metro,European or Other,55-59,Female,"21,848","11,860","28,531",766,416
Auckland Metro,European or Other,55-59,Male,"22,145","11,020","29,601",748,372
Auckland Metro,European or Other,60-64,Female,"20,494","13,386","24,673",831,543
Auckland Metro,European or Other,60-64,Male,"20,779","12,831","25,572",813,502
Auckland Metro,European or Other,65-69,Female,"18,315","14,951","21,180",865,706
Auckland Metro,European or Other,65-69,Male,"17,901","14,558","20,963",854,694
Auckland Metro,European or Other,70-74,Female,"17,603","15,090","19,883",885,759
Auckland Metro,European or Other,70-74,Male,"16,837","14,307","18,843",894,759
Auckland Metro,European or Other,75-79,Female,"13,686","11,922","15,000",912,795
Auckland Metro,European or Other,75-79,Male,"12,301","10,718","13,444",915,797
Auckland Metro,European or Other,80-84,Female,"10,073","8,940","10,658",945,839
Auckland Metro,European or Other,80-84,Male,"8,281","7,375","8,631",959,854
Auckland Metro,European or Other,85-89,Female,"5,999","5,309","6,754",888,786
Auckland Metro,European or Other,85-89,Male,"4,295","3,819","4,780",899,799
Auckland Metro,European or Other,90+,Female,"4,502","4,019","5,173",870,777
Auckland Metro,European or Other,90+,Male,"2,364","2,098","2,555",925,821
Auckland Metro,Maori,12-15,Female,"1,757",0,"6,685",263,0
Auckland Metro,Maori,12-15,Male,"1,748",0,"7,027",249,0
Auckland Metro,Maori,16-19,Female,"1,917",528,"6,115",313,86
Auckland Metro,Maori,16-19,Male,"1,867",439,"6,254",299,70
Auckland Metro,Maori,20-24,Female,"2,538",953,"8,264",307,115
Auckland Metro,Maori,20-24,Male,"2,132",609,"7,710",277,79
Auckland Metro,Maori,25-29,Female,"2,460",937,"8,224",299,114
Auckland Metro,Maori,25-29,Male,"2,046",661,"7,172",285,92
Auckland Metro,Maori,30-34,Female,"2,305",842,"6,800",339,124
Auckland Metro,Maori,30-34,Male,"1,910",588,"5,793",330,102
Auckland Metro,Maori,35-39,Female,"2,127",842,"5,276",403,160
Auckland Metro,Maori,35-39,Male,"1,638",532,"4,532",361,117
Auckland Metro,Maori,40-44,Female,"2,420","1,284","4,999",484,257
Auckland Metro,Maori,40-44,Male,"1,950",921,"4,335",450,212
Auckland Metro,Maori,45-49,Female,"2,995","1,706","5,483",546,311
Auckland Metro,Maori,45-49,Male,"2,349","1,199","4,694",500,255
Auckland Metro,Maori,50-54,Female,"3,196","1,916","5,077",630,377
Auckland Metro,Maori,50-54,Male,"2,579","1,380","4,270",604,323
Auckland Metro,Maori,55-59,Female,"3,041","2,235","4,545",669,492
Auckland Metro,Maori,55-59,Male,"2,614","1,837","3,908",669,470
Auckland Metro,Maori,60-64,Female,"2,633","2,096","3,373",781,621
Auckland Metro,Maori,60-64,Male,"2,098","1,573","2,670",786,589
Auckland Metro,Maori,65-69,Female,"1,861","1,567","2,311",805,678
Auckland Metro,Maori,65-69,Male,"1,413","1,160","1,758",804,660
Auckland Metro,Maori,70-74,Female,"1,229","1,073","1,405",875,764
Auckland Metro,Maori,70-74,Male,963,835,"1,084",888,770
Auckland Metro,Maori,75-79,Female,638,556,799,798,696
Auckland Metro,Maori,75-79,Male,530,452,583,909,775
Auckland Metro,Maori,80-84,Female,417,355,518,805,685
Auckland Metro,Maori,80-84,Male,271,240,320,847,750
Auckland Metro,Maori,85-89,Female,157,133,207,758,643
Auckland Metro,Maori,85-89,Male,91,77,96,948,802
Auckland Metro,Maori,90+,Female,74,64,78,949,821
Auckland Metro,Maori,90+,Male,18,15,18,"1,000",833
Auckland Metro,Pacific Peoples,12-15,Female,"2,924",0,"9,039",323,0
Auckland Metro,Pacific Peoples,12-15,Male,"2,953",0,"9,459",312,0
Auckland Metro,Pacific Peoples,16-19,Female,"3,762","1,127","9,136",412,123
Auckland Metro,Pacific Peoples,16-19,Male,"3,392",926,"9,254",367,100
Auckland Metro,Pacific Peoples,20-24,Female,"4,765","1,908","12,129",393,157
Auckland Metro,Pacific Peoples,20-24,Male,"3,812","1,231","11,228",340,110
Auckland Metro,Pacific Peoples,20-24,Unknown/Other,21,6,14,"1,500",429
Auckland Metro,Pacific Peoples,25-29,Female,"4,467","1,902","11,606",385,164
Auckland Metro,Pacific Peoples,25-29,Male,"3,622","1,266","10,513",345,120
Auckland Metro,Pacific Peoples,25-29,Unknown/Other,10,0,5,"2,000",400
Auckland Metro,Pacific Peoples,30-34,Female,"4,340","1,908","9,498",457,201
Auckland Metro,Pacific Peoples,30-34,Male,"3,725","1,389","8,785",424,158
Auckland Metro,Pacific Peoples,35-39,Female,"4,416","2,132","8,206",538,260
Auckland Metro,Pacific Peoples,35-39,Male,"3,960","1,603","7,899",501,203
Auckland Metro,Pacific Peoples,40-44,Female,"4,722","2,725","7,725",611,353
Auckland Metro,Pacific Peoples,40-44,Male,"4,253","2,085","7,254",586,287
Auckland Metro,Pacific Peoples,40-44,Unknown/Other,9,0,5,"1,800",600
Auckland Metro,Pacific Peoples,45-49,Female,"4,912","3,050","7,433",661,410
Auckland Metro,Pacific Peoples,45-49,Male,"4,247","2,226","6,951",611,320
Auckland Metro,Pacific Peoples,45-49,Unknown/Other,5,0,5,"1,000",600
Auckland Metro,Pacific Peoples,50-54,Female,"5,083","3,365","7,554",673,445
Auckland Metro,Pacific Peoples,50-54,Male,"4,692","2,752","6,822",688,403
Auckland Metro,Pacific Peoples,55-59,Female,"4,857","3,683","6,421",756,574
Auckland Metro,Pacific Peoples,55-59,Male,"4,385","3,080","5,865",748,525
Auckland Metro,Pacific Peoples,60-64,Female,"3,875","3,109","5,050",767,616
Auckland Metro,Pacific Peoples,60-64,Male,"3,554","2,716","4,488",792,605
Auckland Metro,Pacific Peoples,65-69,Female,"3,001","2,534","3,791",792,668
Auckland Metro,Pacific Peoples,65-69,Male,"2,770","2,315","3,460",801,669
Auckland Metro,Pacific Peoples,70-74,Female,"2,165","1,837","2,754",786,667
Auckland Metro,Pacific Peoples,70-74,Male,"1,902","1,656","2,391",795,693
Auckland Metro,Pacific Peoples,75-79,Female,"1,418","1,160","1,854",765,626
Auckland Metro,Pacific Peoples,75-79,Male,"1,080",940,"1,347",802,698
Auckland Metro,Pacific Peoples,80-84,Female,781,643,"1,075",727,598
Auckland Metro,Pacific Peoples,80-84,Male,512,432,727,704,594
Auckland Metro,Pacific Peoples,85-89,Female,344,277,566,608,489
Auckland Metro,Pacific Peoples,85-89,Male,190,160,269,706,595
Auckland Metro,Pacific Peoples,90+,Female,141,122,250,564,488
Auckland Metro,Pacific Peoples,90+,Male,49,43,84,583,512
Auckland Metro,Unknown,12-15,Female,77,0,61,"1,262",0
Auckland Metro,Unknown,12-15,Male,73,0,35,"2,086",29
Auckland Metro,Unknown,16-19,Female,123,28,48,"2,562",583
Auckland Metro,Unknown,16-19,Male,108,18,28,"3,857",643
Auckland Metro,Unknown,20-24,Female,185,78,93,"1,989",839
Auckland Metro,Unknown,20-24,Male,238,66,95,"2,505",695
Auckland Metro,Unknown,25-29,Female,418,190,141,"2,965","1,348"
Auckland Metro,Unknown,25-29,Male,436,160,140,"3,114","1,143"
Auckland Metro,Unknown,25-29,Unknown/Other,159,56,6,"26,500","9,333"
Auckland Metro,Unknown,30-34,Female,420,208,139,"3,022","1,496"
Auckland Metro,Unknown,30-34,Male,596,241,197,"3,025","1,223"
Auckland Metro,Unknown,30-34,Unknown/Other,144,66,9,"16,000","7,333"
Auckland Metro,Unknown,35-39,Female,283,129,141,"2,007",915
Auckland Metro,Unknown,35-39,Male,589,216,287,"2,052",753
Auckland Metro,Unknown,35-39,Unknown/Other,87,43,6,"14,500","7,167"
Auckland Metro,Unknown,40-44,Female,225,103,160,"1,406",644
Auckland Metro,Unknown,40-44,Male,477,179,287,"1,662",624
Auckland Metro,Unknown,45-49,Female,194,94,113,"1,717",832
Auckland Metro,Unknown,45-49,Male,475,181,330,"1,439",548
Auckland Metro,Unknown,50-54,Female,167,84,112,"1,491",750
Auckland Metro,Unknown,50-54,Male,446,198,350,"1,274",566
Auckland Metro,Unknown,55-59,Female,155,69,136,"1,140",507
Auckland Metro,Unknown,55-59,Male,471,229,378,"1,246",606
Auckland Metro,Unknown,60-64,Female,183,105,125,"1,464",840
Auckland Metro,Unknown,60-64,Male,392,244,329,"1,191",742
Auckland Metro,Unknown,65-69,Female,160,105,129,"1,240",814
Auckland Metro,Unknown,65-69,Male,316,247,259,"1,220",954
Auckland Metro,Unknown,70-74,Female,126,98,132,955,742
Auckland Metro,Unknown,70-74,Male,205,165,196,"1,046",842
Auckland Metro,Unknown,75-79,Female,80,66,95,842,695
Auckland Metro,Unknown,75-79,Male,108,99,110,982,900
Auckland Metro,Unknown,80-84,Female,59,47,69,855,681
Auckland Metro,Unknown,80-84,Male,59,49,51,"1,157",961
Auckland Metro,Unknown,85-89,Female,45,36,58,776,621
Auckland Metro,Unknown,85-89,Male,16,14,27,593,519
Auckland Metro,Unknown,90+,Female,21,20,23,913,870
Auckland Metro,Unknown,90+,Male,17,13,20,850,650
Bay of Plenty,Asian,12-15,Female,91,0,380,239,0
Bay of Plenty,Asian,12-15,Male,105,0,421,249,0
Bay of Plenty,Asian,16-19,Female,101,15,289,349,52
Bay of Plenty,Asian,16-19,Male,112,17,305,367,56
Bay of Plenty,Asian,20-24,Female,176,85,353,499,241
Bay of Plenty,Asian,20-24,Male,291,70,546,533,128
Bay of Plenty,Asian,25-29,Female,494,259,948,521,273
Bay of Plenty,Asian,25-29,Male,563,199,"1,083",520,184
Bay of Plenty,Asian,30-34,Female,668,384,"1,117",598,344
Bay of Plenty,Asian,30-34,Male,615,228,"1,026",599,222
Bay of Plenty,Asian,35-39,Female,489,239,919,532,260
Bay of Plenty,Asian,35-39,Male,418,156,739,566,211
Bay of Plenty,Asian,40-44,Female,398,169,678,587,249
Bay of Plenty,Asian,40-44,Male,360,116,604,596,192
Bay of Plenty,Asian,45-49,Female,369,173,556,664,311
Bay of Plenty,Asian,45-49,Male,296,122,407,727,300
Bay of Plenty,Asian,50-54,Female,288,136,399,722,341
Bay of Plenty,Asian,50-54,Male,250,87,318,786,274
Bay of Plenty,Asian,55-59,Female,257,136,328,784,415
Bay of Plenty,Asian,55-59,Male,179,82,240,746,342
Bay of Plenty,Asian,60-64,Female,232,144,313,741,460
Bay of Plenty,Asian,60-64,Male,144,85,206,699,413
Bay of Plenty,Asian,65-69,Female,194,157,249,779,631
Bay of Plenty,Asian,65-69,Male,158,113,192,823,589
Bay of Plenty,Asian,70-74,Female,132,109,157,841,694
Bay of Plenty,Asian,70-74,Male,101,86,132,765,652
Bay of Plenty,Asian,75-79,Female,54,39,73,740,534
Bay of Plenty,Asian,75-79,Male,52,43,63,825,683
Bay of Plenty,Asian,80-84,Female,29,18,45,644,400
Bay of Plenty,Asian,80-84,Male,28,26,42,667,619
Bay of Plenty,Asian,85-89,Female,6,5,9,667,556
Bay of Plenty,Asian,85-89,Male,9,5,14,643,357
Bay of Plenty,European or Other,12-15,Female,900,0,"3,739",241,0
Bay of Plenty,European or Other,12-15,Male,934,0,"3,990",234,0
Bay of Plenty,European or Other,16-19,Female,988,172,"3,257",303,53
Bay of Plenty,European or Other,16-19,Male,867,118,"3,453",251,34
Bay of Plenty,European or Other,20-24,Female,"1,071",460,"3,592",298,128
Bay of Plenty,European or Other,20-24,Male,766,226,"3,718",206,61
Bay of Plenty,European or Other,25-29,Female,"1,297",639,"4,548",285,141
Bay of Plenty,European or Other,25-29,Male,952,344,"4,018",237,86
Bay of Plenty,European or Other,30-34,Female,"1,662",668,"5,173",321,129
Bay of Plenty,European or Other,30-34,Male,"1,241",418,"4,364",284,96
Bay of Plenty,European or Other,35-39,Female,"1,766",728,"4,998",353,146
Bay of Plenty,European or Other,35-39,Male,"1,351",407,"4,396",307,93
Bay of Plenty,European or Other,40-44,Female,"2,307",835,"4,905",470,170
Bay of Plenty,European or Other,40-44,Male,"1,864",471,"4,551",410,103
Bay of Plenty,European or Other,45-49,Female,"2,972","1,139","6,005",495,190
Bay of Plenty,European or Other,45-49,Male,"2,546",708,"5,473",465,129
Bay of Plenty,European or Other,50-54,Female,"4,086","1,610","6,249",654,258
Bay of Plenty,European or Other,50-54,Male,"3,356",975,"5,645",595,173
Bay of Plenty,European or Other,55-59,Female,"4,334","2,437","6,542",662,373
Bay of Plenty,European or Other,55-59,Male,"3,881","1,942","6,142",632,316
Bay of Plenty,European or Other,60-64,Female,"5,086","3,264","6,497",783,502
Bay of Plenty,European or Other,60-64,Male,"4,478","2,657","6,024",743,441
Bay of Plenty,European or Other,65-69,Female,"5,410","4,507","6,364",850,708
Bay of Plenty,European or Other,65-69,Male,"4,888","4,037","5,918",826,682
Bay of Plenty,European or Other,70-74,Female,"5,339","4,710","6,119",873,770
Bay of Plenty,European or Other,70-74,Male,"5,001","4,329","5,809",861,745
Bay of Plenty,European or Other,75-79,Female,"4,156","3,691","4,782",869,772
Bay of Plenty,European or Other,75-79,Male,"3,787","3,384","4,228",896,800
Bay of Plenty,European or Other,80-84,Female,"3,076","2,710","3,210",958,844
Bay of Plenty,European or Other,80-84,Male,"2,715","2,413","2,866",947,842
Bay of Plenty,European or Other,85-89,Female,"1,687","1,444","1,980",852,729
Bay of Plenty,European or Other,85-89,Male,"1,316","1,184","1,477",891,802
Bay of Plenty,European or Other,90+,Female,"1,118",971,"1,302",859,746
Bay of Plenty,European or Other,90+,Male,689,580,724,952,801
Bay of Plenty,Maori,12-15,Female,326,0,"2,540",128,0
Bay of Plenty,Maori,12-15,Male,373,0,"2,634",142,0
Bay of Plenty,Maori,16-19,Female,408,97,"2,146",190,45
Bay of Plenty,Maori,16-19,Male,371,71,"2,199",169,32
Bay of Plenty,Maori,20-24,Female,384,160,"2,469",156,65
Bay of Plenty,Maori,20-24,Male,337,109,"2,356",143,46
Bay of Plenty,Maori,25-29,Female,432,199,"2,388",181,83
Bay of Plenty,Maori,25-29,Male,310,108,"2,195",141,49
Bay of Plenty,Maori,30-34,Female,424,166,"2,116",200,78
Bay of Plenty,Maori,30-34,Male,335,123,"1,894",177,65
Bay of Plenty,Maori,35-39,Female,537,219,"1,916",280,114
Bay of Plenty,Maori,35-39,Male,358,110,"1,674",214,66
Bay of Plenty,Maori,40-44,Female,627,270,"1,834",342,147
Bay of Plenty,Maori,40-44,Male,466,159,"1,639",284,97
Bay of Plenty,Maori,45-49,Female,826,388,"1,896",436,205
Bay of Plenty,Maori,45-49,Male,576,170,"1,638",352,104
Bay of Plenty,Maori,50-54,Female,879,417,"1,746",503,239
Bay of Plenty,Maori,50-54,Male,712,285,"1,564",455,182
Bay of Plenty,Maori,55-59,Female,"1,016",614,"1,790",568,343
Bay of Plenty,Maori,55-59,Male,803,418,"1,525",527,274
Bay of Plenty,Maori,60-64,Female,"1,059",743,"1,514",699,491
Bay of Plenty,Maori,60-64,Male,856,566,"1,172",730,483
Bay of Plenty,Maori,65-69,Female,876,712,"1,077",813,661
Bay of Plenty,Maori,65-69,Male,716,584,947,756,617
Bay of Plenty,Maori,70-74,Female,619,520,730,848,712
Bay of Plenty,Maori,70-74,Male,528,456,633,834,720
Bay of Plenty,Maori,75-79,Female,315,266,435,724,611
Bay of Plenty,Maori,75-79,Male,298,259,342,871,757
Bay of Plenty,Maori,80-84,Female,227,193,278,817,694
Bay of Plenty,Maori,80-84,Male,159,142,180,883,789
Bay of Plenty,Maori,85-89,Female,95,78,126,754,619
Bay of Plenty,Maori,85-89,Male,53,49,72,736,681
Bay of Plenty,Maori,90+,Female,38,34,50,760,680
Bay of Plenty,Maori,90+,Male,16,13,18,889,722
Bay of Plenty,Pacific Peoples,12-15,Female,18,0,164,110,0
Bay of Plenty,Pacific Peoples,12-15,Male,28,0,202,139,0
Bay of Plenty,Pacific Peoples,16-19,Female,28,7,146,192,48
Bay of Plenty,Pacific Peoples,16-19,Male,41,8,156,263,51
Bay of Plenty,Pacific Peoples,20-24,Female,49,29,175,280,166
Bay of Plenty,Pacific Peoples,20-24,Male,140,74,197,711,376
Bay of Plenty,Pacific Peoples,25-29,Female,72,45,173,416,260
Bay of Plenty,Pacific Peoples,25-29,Male,267,168,211,"1,265",796
Bay of Plenty,Pacific Peoples,30-34,Female,78,37,188,415,197
Bay of Plenty,Pacific Peoples,30-34,Male,212,122,214,991,570
Bay of Plenty,Pacific Peoples,35-39,Female,70,37,147,476,252
Bay of Plenty,Pacific Peoples,35-39,Male,221,125,211,"1,047",592
Bay of Plenty,Pacific Peoples,40-44,Female,81,50,169,479,296
Bay of Plenty,Pacific Peoples,40-44,Male,172,97,186,925,522
Bay of Plenty,Pacific Peoples,45-49,Female,71,35,134,530,261
Bay of Plenty,Pacific Peoples,45-49,Male,118,59,130,908,454
Bay of Plenty,Pacific Peoples,50-54,Female,72,33,126,571,262
Bay of Plenty,Pacific Peoples,50-54,Male,94,43,136,691,316
Bay of Plenty,Pacific Peoples,55-59,Female,68,44,102,667,431
Bay of Plenty,Pacific Peoples,55-59,Male,51,27,80,638,338
Bay of Plenty,Pacific Peoples,60-64,Female,47,29,67,701,433
Bay of Plenty,Pacific Peoples,60-64,Male,60,39,79,759,494
Bay of Plenty,Pacific Peoples,65-69,Female,47,39,51,922,765
Bay of Plenty,Pacific Peoples,65-69,Male,41,29,61,672,475
Bay of Plenty,Pacific Peoples,70-74,Female,35,33,52,673,635
Bay of Plenty,Pacific Peoples,70-74,Male,22,19,29,759,655
Bay of Plenty,Pacific Peoples,75-79,Female,30,25,35,857,714
Bay of Plenty,Pacific Peoples,75-79,Male,16,13,23,696,565
Bay of Plenty,Pacific Peoples,80-84,Female,9,8,12,750,667
Bay of Plenty,Pacific Peoples,80-84,Male,7,6,12,583,500
Bay of Plenty,Unknown,20-24,Male,8,0,6,"1,333",0
Bay of Plenty,Unknown,25-29,Female,15,6,9,"1,667",667
Bay of Plenty,Unknown,25-29,Male,27,9,13,"2,077",692
Bay of Plenty,Unknown,30-34,Female,14,5,8,"1,750",625
Bay of Plenty,Unknown,30-34,Male,25,10,12,"2,083",833
Bay of Plenty,Unknown,35-39,Female,8,0,7,"1,143",571
Bay of Plenty,Unknown,35-39,Male,28,10,9,"3,111","1,111"
Bay of Plenty,Unknown,40-44,Female,18,5,8,"2,250",625
Bay of Plenty,Unknown,40-44,Male,32,9,18,"1,778",500
Bay of Plenty,Unknown,45-49,Male,14,5,21,667,238
Bay of Plenty,Unknown,50-54,Female,6,0,7,857,429
Bay of Plenty,Unknown,50-54,Male,32,8,19,"1,684",421
Bay of Plenty,Unknown,55-59,Female,7,0,6,"1,167",333
Bay of Plenty,Unknown,55-59,Male,24,8,19,"1,263",421
Bay of Plenty,Unknown,60-64,Female,14,7,10,"1,400",700
Bay of Plenty,Unknown,60-64,Male,19,13,15,"1,267",867
Bay of Plenty,Unknown,65-69,Male,18,10,9,"2,000","1,111"
Bay of Plenty,Unknown,70-74,Male,16,10,19,842,526
Bay of Plenty,Unknown,75-79,Female,7,7,5,"1,400","1,400"
Bay of Plenty,Unknown,75-79,Male,11,6,9,"1,222",667
Canterbury,Asian,12-15,Female,492,0,"1,488",331,0
Canterbury,Asian,12-15,Male,507,0,"1,601",317,0
Canterbury,Asian,16-19,Female,564,119,"1,264",446,94
Canterbury,Asian,16-19,Male,567,92,"1,318",430,70
Canterbury,Asian,20-24,Female,"1,018",445,"1,773",574,251
Canterbury,Asian,20-24,Male,"1,077",307,"1,829",589,168
Canterbury,Asian,20-24,Unknown/Other,24,0,7,"3,429",571
Canterbury,Asian,25-29,Female,"1,891",911,"3,186",594,286
Canterbury,Asian,25-29,Male,"1,900",691,"3,111",611,222
Canterbury,Asian,25-29,Unknown/Other,47,11,8,"5,875","1,375"
Canterbury,Asian,30-34,Female,"2,666","1,290","4,229",630,305
Canterbury,Asian,30-34,Male,"2,459",896,"3,730",659,240
Canterbury,Asian,30-34,Unknown/Other,25,6,6,"4,167","1,000"
Canterbury,Asian,35-39,Female,"2,312",990,"4,047",571,245
Canterbury,Asian,35-39,Male,"2,286",662,"3,696",619,179
Canterbury,Asian,35-39,Unknown/Other,12,0,7,"1,714",143
Canterbury,Asian,40-44,Female,"1,734",692,"2,851",608,243
Canterbury,Asian,40-44,Male,"1,627",436,"2,646",615,165
Canterbury,Asian,40-44,Unknown/Other,5,0,6,833,167
Canterbury,Asian,45-49,Female,"1,283",573,"2,126",603,270
Canterbury,Asian,45-49,Male,"1,128",354,"1,857",607,191
Canterbury,Asian,50-54,Female,"1,125",453,"1,537",732,295
Canterbury,Asian,50-54,Male,963,265,"1,309",736,202
Canterbury,Asian,55-59,Female,875,385,"1,275",686,302
Canterbury,Asian,55-59,Male,665,261,972,684,269
Canterbury,Asian,60-64,Female,899,400,"1,294",695,309
Canterbury,Asian,60-64,Male,615,267,852,722,313
Canterbury,Asian,65-69,Female,743,408,996,746,410
Canterbury,Asian,65-69,Male,580,315,834,695,378
Canterbury,Asian,70-74,Female,433,283,516,839,548
Canterbury,Asian,70-74,Male,420,267,476,882,561
Canterbury,Asian,75-79,Female,174,103,287,606,359
Canterbury,Asian,75-79,Male,170,114,241,705,473
Canterbury,Asian,80-84,Female,140,85,184,761,462
Canterbury,Asian,80-84,Male,115,69,154,747,448
Canterbury,Asian,85-89,Female,59,40,79,747,506
Canterbury,Asian,85-89,Male,42,22,64,656,344
Canterbury,Asian,90+,Female,28,21,35,800,600
Canterbury,Asian,90+,Male,21,12,28,750,429
Canterbury,European or Other,12-15,Female,"3,080",0,"9,585",321,0
Canterbury,European or Other,12-15,Male,"3,373",0,"10,084",334,0
Canterbury,European or Other,16-19,Female,"4,258",816,"9,984",426,82
Canterbury,European or Other,16-19,Male,"3,745",598,"10,205",367,59
Canterbury,European or Other,20-24,Female,"5,553","2,236","13,154",422,170
Canterbury,European or Other,20-24,Male,"4,410","1,234","13,845",319,89
Canterbury,European or Other,25-29,Female,"5,638","2,532","14,413",391,176
Canterbury,European or Other,25-29,Male,"4,462","1,539","14,024",318,110
Canterbury,European or Other,25-29,Unknown/Other,7,0,20,350,100
Canterbury,European or Other,30-34,Female,"6,019","2,279","14,097",427,162
Canterbury,European or Other,30-34,Male,"5,177","1,634","13,919",372,117
Canterbury,European or Other,30-34,Unknown/Other,14,0,7,"2,000",571
Canterbury,European or Other,35-39,Female,"6,108","2,308","12,782",478,181
Canterbury,European or Other,35-39,Male,"4,992","1,513","12,323",405,123
Canterbury,European or Other,35-39,Unknown/Other,5,0,5,"1,000",200
