SA2 CODE 2018,SA2 2018,DHB, POPULATION , FIRST DOSE , SECOND DOSE , FIRST DOSE UPTAKE , SECOND DOSE UPTAKE 
104700,Maromaku,Northland,571,436,373, 764 , 653 
104800,Mangakahia-Hukerenui,Northland,1492,1246,1074, 835 , 720 
104900,Whangaruru,Northland,2039,1817,1610, 891 , 790 
105100,Matarau,Northland,2707,2409,2223, 890 , 821 
105200,Hikurangi,Northland,1188,994,855, 837 , 720 
105300,Kauri,Northland,1476,1329,1223, 900 , 829 
105400,Maungatapere,Northland,2995,2606,2415, 870 , 806 
105500,Kamo West,Northland,1886,1683,1557, 892 , 826 
105600,Matapouri-Tutukaka,Northland,1563,1410,1314, 902 , 841 
105700,Kiripaka,Northland,872,743,675, 852 , 774 
105800,Kamo East,Northland,2403,2127,1875, 885 , 780 
105900,Granfield Reserve,Northland,2749,2611,2438, 950 , 887 
106000,Kamo Central,Northland,1376,1223,1093, 889 , 794 
106100,Whau Valley,Northland,2446,2193,2015, 897 , 824 
106200,Tikipunga North,Northland,2665,2468,2205, 926 , 827 
106300,Pukenui,Northland,1957,1829,1730, 935 , 884 
106400,Otangarei,Northland,1662,1312,1025, 789 , 617 
106500,Tikipunga South,Northland,3139,2793,2499, 890 , 796 
106600,Kensington (Whangarei District),Northland,2911,2650,2457, 910 , 844 
106700,Abbey Caves-Glenbervie,Northland,1184,1047,976, 884 , 824 
106800,Mairtown,Northland,2159,1951,1805, 904 , 836 
106900,Maunu-Horahora,Northland,3031,2686,2497, 886 , 824 
107000,Woodhill-Vinetown,Northland,2451,2182,2005, 890 , 818 
107100,Whangarei Central,Northland,971,877,802, 903 , 826 
107200,Riverside,Northland,1868,1622,1484, 868 , 794 
107300,Raumanga,Northland,2710,2159,1755, 797 , 648 
107400,Tarewa,Northland,1541,1191,992, 773 , 644 
107500,Morningside (Whangarei District),Northland,1935,1676,1473, 866 , 761 
107600,Ngunguru,Northland,1020,936,880, 918 , 863 
107700,Otaika-Portland,Northland,1152,955,871, 829 , 756 
107800,Oakleigh-Mangapai,Northland,1951,1687,1574, 865 , 807 
107900,Port-Limeburners,Northland,172,159,141, 924 , 820 
108000,Pataua,Northland,1444,1223,1112, 847 , 770 
108100,Onerahi Park,Northland,1381,1259,1182, 912 , 856 
108200,Sherwood Rise,Northland,1998,1752,1572, 877 , 787 
108300,Onerahi,Northland,2103,1730,1526, 823 , 726 
108500,Parua Bay,Northland,2162,2043,1919, 945 , 888 
108600,Bream Bay,Northland,1812,1623,1464, 896 , 808 
108700,Marsden Bay,Northland,2123,Masked,Masked, >950 , >950 
108800,Ruakaka,Northland,2230,Masked,1932, >950 , 866 
108900,Bream Head,Northland,1199,1102,1037, 919 , 865 
109000,Waipu,Northland,2557,2369,2229, 926 , 872 
109100,Kaipara Coastal,Northland,3122,2480,2178, 794 , 698 
109200,Maungaru,Northland,1495,1243,1112, 831 , 744 
109300,Dargaville,Northland,4166,3452,3052, 829 , 733 
109400,Ruawai-Matakohe,Northland,2066,1782,1599, 863 , 774 
109500,Otamatea (Kaipara District),Northland,1464,1195,1076, 816 , 735 
109600,Maungaturoto,Northland,1059,912,825, 861 , 779 
109700,Kaiwaka,Northland,1895,1583,1400, 835 , 739 
109800,Mangawhai Rural,Northland,2058,1782,1626, 866 , 790 
109900,Mangawhai Heads,Northland,1982,1876,1758, 947 , 887 
110100,Mangawhai,Northland,891,845,775, 948 , 870 
110200,Okahukura Peninsula,Waitemata,1280,1101,1008, 860 , 788 
110400,Cape Rodney,Waitemata,3063,2667,2499, 871 , 816 
110500,Wellsford,Waitemata,1616,1363,1247, 843 , 772 
110700,South Head,Waitemata,2188,1932,1808, 883 , 826 
110800,Kaipara Hills,Waitemata,1663,1468,1344, 883 , 808 
110900,Dome Valley-Matakana,Waitemata,1344,1250,1177, 930 , 876 
111100,Warkworth West,Waitemata,2156,Masked,1963, >950 , 910 
111200,Puhoi Valley,Waitemata,3248,2932,2757, 903 , 849 
111300,Warkworth East,Waitemata,2950,Masked,2710, >950 , 919 
111400,Sandspit,Waitemata,898,806,763, 898 , 850 
111500,Tawharanui Peninsula,Waitemata,1848,Masked,1733, >950 , 938 
111600,Te Kuru,Waitemata,2004,1886,1771, 941 , 884 
111700,Snells Beach,Waitemata,3040,2842,2666, 935 , 877 
111800,Barrier Islands,Auckland,828,719,675, 868 , 815 
111900,Algies Bay-Scotts Landing,Waitemata,1064,948,887, 891 , 834 
112100,Wainui-Waiwera,Waitemata,1557,1396,1324, 897 , 850 
112200,Parakai,Waitemata,868,778,724, 896 , 834 
112300,Helensville Rural,Waitemata,1292,Masked,1160, >950 , 898 
112400,Helensville,Waitemata,2360,2139,1955, 906 , 828 
112500,Waitoki,Waitemata,1378,1277,1222, 927 , 887 
112600,Waikoukou Valley,Waitemata,1446,1315,1247, 909 , 862 
112700,Orewa North,Waitemata,3973,Masked,Masked, >950 , >950 
112800,Hatfields Beach,Waitemata,1358,1223,1165, 901 , 858 
112900,Orewa South,Waitemata,3112,Masked,Masked, >950 , >950 
113000,Orewa Central,Waitemata,2956,Masked,2714, >950 , 918 
113100,Millwater North,Waitemata,3062,2871,2767, 938 , 904 
113200,Waipatukahu,Waitemata,1153,1052,990, 912 , 859 
113300,Millwater South,Waitemata,2837,Masked,Masked, >950 , >950 
113400,Dairy Flat North,Waitemata,1731,Masked,Masked, >950 , >950 
113500,Dairy Flat West,Waitemata,1256,1166,1101, 928 , 877 
113600,Kingsway,Waitemata,2043,1875,1784, 918 , 873 
113800,Silverdale Central (Auckland),Waitemata,350,Masked,Masked, >950 , >950 
113900,Red Beach West,Waitemata,2162,Masked,Masked, >950 , >950 
114000,Red Beach East,Waitemata,3462,3248,3093, 938 , 893 
114100,Silverdale South (Auckland),Waitemata,1715,1564,1478, 912 , 862 
114200,Waimauku,Waitemata,1089,Masked,1029, >950 , 945 
114400,Vipond,Waitemata,2519,2294,2186, 911 , 868 
114500,Muriwai,Waitemata,957,866,825, 905 , 862 
114600,Stanmore Bay West,Waitemata,2248,2014,1898, 896 , 844 
114700,Kumeu Rural West,Waitemata,1455,1366,1283, 939 , 882 
114800,Okura Bush,Waitemata,1195,1075,1017, 900 , 851 
114900,Whangaparoa Central,Waitemata,3578,Masked,3252, >950 , 909 
115000,Kumeu-Huapai,Waitemata,3532,Masked,Masked, >950 , >950 
115100,Stanmore Bay East,Waitemata,2356,2125,1999, 902 , 848 
115200,Manly West,Waitemata,2095,1897,1788, 905 , 853 
115300,Muriwai Valley-Bethells Beach,Waitemata,902,808,758, 896 , 840 
115400,Tindalls-Matakatia,Waitemata,1804,1626,1570, 901 , 870 
115500,Coatesville,Waitemata,1971,1814,1735, 920 , 880 
115600,Dairy Flat South,Waitemata,1438,1340,1286, 932 , 894 
115700,Gulf Harbour North,Waitemata,2507,2355,2266, 939 , 904 
115800,Manly East,Waitemata,3183,2816,2700, 885 , 848 
115900,Riverhead,Waitemata,2402,Masked,2258, >950 , 940 
116000,Army Bay,Waitemata,1344,1231,1180, 916 , 878 
116100,Kumeu Rural East,Waitemata,2098,1984,1879, 946 , 896 
116200,Gulf Harbour South,Waitemata,2523,2344,2264, 929 , 897 
116300,Paremoremo West,Waitemata,820,754,715, 920 , 872 
116400,Taupaki,Waitemata,1427,1346,1283, 943 , 899 
116500,Long Bay,Waitemata,1707,Masked,Masked, >950 , >950 
116600,Paremoremo East,Waitemata,1834,1672,1594, 912 , 869 
116700,Albany Heights,Waitemata,2963,Masked,Masked, >950 , >950 
116800,Awaruku,Waitemata,3827,3539,3418, 925 , 893 
116900,Fairview Heights,Waitemata,3281,Masked,3071, >950 , 936 
117000,Whenuapai,Waitemata,4061,Masked,Masked, >950 , >950 
117100,Waitakere Ranges North,Waitemata,1051,974,923, 927 , 878 
117200,Torbay,Waitemata,3821,3568,3440, 934 , 900 
117300,Albany Central,Waitemata,968,Masked,Masked, >950 , >950 
117400,Albany West,Waitemata,2403,Masked,Masked, >950 , >950 
117500,Glamorgan,Waitemata,2736,2583,2493, 944 , 911 
117600,Oteha East,Waitemata,2697,2517,2439, 933 , 904 
117700,Northcross,Waitemata,2845,Masked,2618, >950 , 920 
117800,Oteha West,Waitemata,1645,Masked,Masked, >950 , >950 
117900,Waiake,Waitemata,3353,3163,3027, 943 , 903 
118000,Waitakere,Waitemata,1682,1545,1467, 919 , 872 
118100,Albany South,Waitemata,3051,Masked,2801, >950 , 918 
118200,Browns Bay South West,Waitemata,3700,3407,3260, 921 , 881 
118300,Browns Bay Central,Waitemata,2640,Masked,2453, >950 , 929 
118400,Schnapper Rock,Waitemata,3310,Masked,3133, >950 , 947 
118500,Pinehill ,Waitemata,3895,Masked,Masked, >950 , >950 
118600,North Harbour,Waitemata,857,804,769, 938 , 897 
118700,Browns Bay South East,Waitemata,2538,2391,2312, 942 , 911 
118900,Greenhithe West,Waitemata,3207,3024,2922, 943 , 911 
119000,Rothesay Bay,Waitemata,2631,2484,2406, 944 , 914 
119100,Greenhithe East,Waitemata,2652,Masked,2455, >950 , 926 
119200,Hobsonville,Waitemata,1258,Masked,1182, >950 , 940 
119400,Greenhithe South,Waitemata,1816,Masked,1684, >950 , 927 
119500,Murrays Bay West,Waitemata,2331,2191,2122, 940 , 910 
119600,Westgate South,Waitemata,1823,Masked,1707, >950 , 936 
119700,Windsor Park,Waitemata,1537,1424,1377, 926 , 896 
119800,West Harbour West,Waitemata,3347,3050,2797, 911 , 836 
119900,Unsworth Heights West,Waitemata,2060,Masked,1929, >950 , 936 
120000,Murrays Bay East,Waitemata,2006,1861,1802, 928 , 898 
120100,Birdwood West,Waitemata,620,Masked,Masked, >950 , >950 
120200,Hobsonville Point,Waitemata,6003,Masked,Masked, >950 , >950 
120300,West Harbour Clearwater Cove,Waitemata,3780,Masked,3498, >950 , 925 
120400,Unsworth Heights East,Waitemata,3172,Masked,2969, >950 , 936 
120500,Mairangi Bay North,Waitemata,2600,Masked,2384, >950 , 917 
120600,Massey Central,Waitemata,2717,2465,2243, 907 , 826 
120700,West Harbour Luckens Point,Waitemata,2451,2286,2193, 933 , 895 
120800,Mairangi Bay South,Waitemata,2511,Masked,2308, >950 , 919 
120900,Massey Royal Road West,Waitemata,2508,2322,2172, 926 , 866 
121000,Bayview East,Waitemata,2916,Masked,2722, >950 , 933 
121100,Swanson Rural,Waitemata,1996,1832,1722, 918 , 863 
121200,Sunnynook South,Waitemata,2163,Masked,1996, >950 , 923 
121300,Sunnynook North,Waitemata,2422,Masked,2250, >950 , 929 
121400,Bayview West,Waitemata,1888,Masked,1747, >950 , 925 
121500,Totara Vale North,Waitemata,2594,Masked,2438, >950 , 940 
121600,Royal Heights North,Waitemata,3188,Masked,2851, >950 , 894 
121700,Massey West,Waitemata,1378,Masked,1219, >950 , 885 
121800,Beach Haven West,Waitemata,2843,2597,2490, 913 , 876 
121900,Totara Vale South,Waitemata,3228,Masked,3057, >950 , 947 
122000,Swanson,Waitemata,2196,Masked,Masked, >950 , >950 
122100,Bayview South,Waitemata,2510,Masked,2315, >950 , 922 
122200,Campbells Bay,Waitemata,2627,2466,2401, 939 , 914 
122300,Royal Heights South,Waitemata,3120,2828,2638, 906 , 846 
122400,Beach Haven East,Waitemata,3191,2907,2704, 911 , 847 
122500,Massey East,Waitemata,2951,2763,2532, 936 , 858 
122600,Forrest Hill North,Waitemata,2028,Masked,1924, >950 , 949 
122700,Glenfield North,Waitemata,2768,Masked,2626, >950 , 949 
122800,Birkdale North,Waitemata,3429,Masked,3114, >950 , 908 
122900,Massey South,Waitemata,3737,3414,3167, 914 , 847 
123000,Ranui North,Waitemata,3275,2890,2617, 882 , 799 
123100,Glenfield West,Waitemata,2604,Masked,2463, >950 , 946 
123200,Te Atatu Peninsula North West,Waitemata,2681,2455,2325, 916 , 867 
123300,Glenfield South West,Waitemata,3303,Masked,3048, >950 , 923 
123400,Forrest Hill West,Waitemata,3458,Masked,Masked, >950 , >950 
123500,Wairau Valley ,Waitemata,243,212,194, 872 , 798 
123600,Forrest Hill East,Waitemata,2965,Masked,Masked, >950 , >950 
123700,Castor Bay,Waitemata,4188,3935,3825, 940 , 913 
123800,Ranui Domain,Waitemata,2925,2601,2341, 889 , 800 
123900,Beach Haven South,Waitemata,2678,Masked,2470, >950 , 922 
124000,Glenfield Central,Waitemata,3443,Masked,3242, >950 , 942 
124100,Piha,Waitemata,863,743,705, 861 , 817 
124200,Ranui South West,Waitemata,2234,2076,1928, 929 , 863 
124300,Henderson Larnoch,Waitemata,3562,3258,2997, 915 , 841 
124400,Birkdale South,Waitemata,3799,Masked,3479, >950 , 916 
124500,Te Atatu Peninsula Central,Waitemata,2704,2543,2375, 940 , 878 
124600,Glenfield East,Waitemata,1928,Masked,Masked, >950 , >950 
124700,Henderson Valley,Waitemata,1248,1119,1047, 897 , 839 
124800,Te Atatu Peninsula West,Waitemata,3150,2968,2776, 942 , 881 
124900,Henderson Lincoln West,Waitemata,2777,2546,2368, 917 , 853 
125000,Ranui South East,Waitemata,2449,2194,2067, 896 , 844 
125100,Henderson Lincoln East,Waitemata,164,Masked,Masked, >950 , >950 
125200,Birkenhead West,Waitemata,4059,Masked,3762, >950 , 927 
125300,Te Atatu Peninsula East,Waitemata,2671,2490,2390, 932 , 895 
125400,Milford West,Waitemata,2724,2488,2422, 913 , 889 
125500,Westlake,Waitemata,2580,Masked,2397, >950 , 929 
125600,Hillcrest North (Auckland),Waitemata,3043,Masked,2851, >950 , 937 
125700,Henderson Lincoln South,Waitemata,2161,1994,1879, 923 , 870 
125800,Hillcrest West (Auckland),Waitemata,2697,Masked,2536, >950 , 940 
125900,Milford Central,Waitemata,1868,1742,1698, 933 , 909 
126000,Summerland South,Waitemata,2806,2605,2519, 928 , 898 
126100,Summerland North,Waitemata,2232,Masked,2056, >950 , 921 
126200,Hillcrest East (Auckland),Waitemata,3351,Masked,3110, >950 , 928 
126300,Chatswood,Waitemata,3033,Masked,2818, >950 , 929 
126400,Te Atatu South-Edmonton,Waitemata,3173,2892,2710, 911 , 854 
126500,Birkenhead North,Waitemata,2480,2325,2246, 938 , 906 
126600,Takapuna West,Waitemata,4105,Masked,3815, >950 , 929 
126700,Henderson North,Waitemata,3311,3116,2925, 941 , 883 
126800,Takapuna Central,Waitemata,2386,2211,2154, 927 , 903 
126900,Western Heights (Auckland),Waitemata,3923,3610,3443, 920 , 878 
127000,Te Atatu South-Central,Waitemata,3650,3422,3249, 938 , 890 
127100,Northcote Central (Auckland),Waitemata,1662,Masked,1560, >950 , 939 
127200,Akoranga,Waitemata,1100,Masked,1041, >950 , 946 
127300,Northcote South (Auckland),Waitemata,2140,Masked,Masked, >950 , >950 
127400,Birkenhead South,Waitemata,2722,Masked,2518, >950 , 925 
127500,Henderson Central,Waitemata,1285,1205,1131, 938 , 880 
127600,Waiatarua,Waitemata,1882,1764,1677, 937 , 891 
127700,Te Atatu South-McLeod North,Waitemata,2962,2737,2563, 924 , 865 
127800,Henderson Valley Park,Waitemata,1738,1557,1422, 896 , 818 
127900,Henderson North East,Waitemata,2311,2139,2013, 926 , 871 
128000,Waitakere Ranges South,Waitemata,935,840,782, 898 , 836 
128100,Northcote Tuff Crater,Waitemata,1931,1834,1770, 950 , 917 
128200,Northcote Point (Auckland),Waitemata,2633,2500,2445, 949 , 929 
128300,McLaren Park,Waitemata,3622,3232,3012, 892 , 832 
128400,Henderson East,Waitemata,2490,2226,2096, 894 , 842 
128500,Te Atatu South-McLeod South,Waitemata,3166,2946,2780, 931 , 878 
128600,Takapuna South,Waitemata,1410,1316,1269, 933 , 900 
128700,Rosebank Peninsula,Auckland,43,Masked,Masked, >950 , >950 
128800,Hauraki,Waitemata,3691,3458,3356, 937 , 909 
128900,Glendene North,Waitemata,4079,3753,3525, 920 , 864 
129000,Sunnyvale West-Parrs Park,Waitemata,2187,1994,1830, 912 , 837 
129100,Sunnyvale East,Waitemata,4116,3809,3562, 925 , 865 
129200,Point Chevalier West,Auckland,3442,Masked,3166, >950 , 920 
129300,Belmont (Auckland),Waitemata,2510,2377,2305, 947 , 918 
129400,Bayswater,Waitemata,2433,2256,2186, 927 , 898 
129500,Glendene South,Waitemata,2572,2384,2245, 927 , 873 
129600,Glen Eden West,Waitemata,3201,2904,2691, 907 , 841 
129700,Herne Bay,Auckland,2838,2642,2569, 931 , 905 
129800,Westmere North,Auckland,2096,Masked,1948, >950 , 929 
129900,Point Chevalier East,Auckland,3895,Masked,Masked, >950 , >950 
130000,Oratia,Waitemata,1912,1729,1641, 904 , 858 
130100,Glen Eden Rosier,Waitemata,2985,2763,2593, 926 , 869 
130200,Saint Marys Bay,Auckland,1994,1809,1769, 907 , 887 
130300,Westmere South-Western Springs,Auckland,2684,2539,2480, 946 , 924 
130400,Ponsonby West,Auckland,2033,Masked,1894, >950 , 932 
130500,Kelston North,Waitemata,2420,2241,2088, 926 , 863 
130600,Avondale Rosebank ,Auckland,3765,Masked,3377, >950 , 897 
130700,Narrow Neck,Waitemata,3698,Masked,Masked, >950 , >950 
130800,Glen Eden North,Waitemata,2121,Masked,1986, >950 , 936 
130900,Glen Eden Woodglen,Waitemata,3628,3344,3116, 922 , 859 
131000,Kelston South,Waitemata,2208,2062,1912, 934 , 866 
131100,Waterview,Auckland,3088,Masked,2881, >950 , 933 
131200,Ponsonby East,Auckland,3153,2801,2735, 888 , 867 
131300,Wynyard-Viaduct,Auckland,1147,Masked,Masked, >950 , >950 
131400,Stanley Point,Waitemata,1574,Masked,Masked, >950 , >950 
131500,Glen Eden Central,Waitemata,3029,2764,2610, 913 , 862 
131600,Grey Lynn North,Auckland,2705,2554,2490, 944 , 921 
131700,Avondale West (Auckland),Auckland,3445,Masked,3063, >950 , 889 
131800,Freemans Bay,Auckland,4110,3750,3638, 912 , 885 
131900,Mount Albert West,Auckland,2258,Masked,2144, >950 , 950 
132000,Avondale North (Auckland),Auckland,3933,Masked,3557, >950 , 904 
132100,Grey Lynn West,Auckland,2742,2516,2428, 918 , 885 
132200,Mount Albert North,Auckland,3403,Masked,3123, >950 , 918 
132300,New Lynn North,Waitemata,2785,Masked,2508, >950 , 901 
132400,Victoria Park ,Auckland,2183,Masked,Masked, >950 , >950 
132500,Konini,Waitemata,3055,2842,2739, 930 , 897 
132600,New Lynn North West,Waitemata,2761,2563,2439, 928 , 883 
132700,Hobson Ridge North,Auckland,1936,Masked,Masked, >950 , >950 
132800,Grey Lynn Central,Auckland,3263,3018,2919, 925 , 895 
132900,Fruitvale,Waitemata,2575,2396,2288, 930 , 889 
133000,Devonport,Waitemata,3293,2997,2923, 910 , 888 
133100,Avondale Central (Auckland),Auckland,2610,2475,2364, 948 , 906 
133200,Queen Street,Auckland,1603,Masked,Masked, >950 , >950 
133300,Quay Street-Customs Street,Auckland,1949,Masked,Masked, >950 , >950 
133400,Hobson Ridge Central,Auckland,2372,Masked,Masked, >950 , >950 
133500,Grey Lynn East,Auckland,1768,Masked,1645, >950 , 930 
133600,Morningside (Auckland),Auckland,3475,Masked,3189, >950 , 918 
133700,Shortland Street,Auckland,1552,Masked,Masked, >950 , >950 
133800,Hobson Ridge South,Auckland,1281,Masked,Masked, >950 , >950 
133900,New Lynn Central,Waitemata,569,509,478, 895 , 840 
134000,Cheltenham,Waitemata,1899,1790,1760, 943 , 927 
134100,Queen Street South West,Auckland,1314,Masked,Masked, >950 , >950 
134200,Mount Albert Central,Auckland,3235,Masked,3038, >950 , 939 
134300,Karangahape,Auckland,2019,Masked,Masked, >950 , >950 
134400,Kingsland,Auckland,3038,2862,2758, 942 , 908 
134500,Anzac Avenue,Auckland,2530,Masked,Masked, >950 , >950 
134600,Waima-Woodlands Park,Waitemata,2193,2029,1950, 925 , 889 
134700,Kaurilands,Waitemata,2746,2586,2487, 942 , 906 
134800,Auckland-University,Auckland,73,Masked,Masked, >950 , >950 
134900,New Lynn Seabrook,Waitemata,2504,2367,2226, 945 , 889 
135000,Avondale South (Auckland),Auckland,3685,3441,3300, 934 , 896 
135100,Symonds Street North West,Auckland,1885,Masked,Masked, >950 , >950 
135200,Mount Albert South,Auckland,2198,Masked,Masked, >950 , >950 
135300,Symonds Street West,Auckland,1971,Masked,Masked, >950 , >950 
135400,West Lynn,Waitemata,2686,2505,2405, 933 , 895 
135500,Owairaka West,Auckland,2546,Masked,2354, >950 , 925 
135600,New Lynn Central South,Waitemata,2533,Masked,2404, >950 , 949 
135700,The Strand,Auckland,1251,Masked,Masked, >950 , >950 
135800,St Lukes,Auckland,2058,1814,1749, 881 , 850 
135900,Symonds Street East,Auckland,1898,Masked,Masked, >950 , >950 
136000,Eden Terrace,Auckland,4314,Masked,Masked, >950 , >950 
136100,Grafton,Auckland,1702,1520,1473, 893 , 865 
136200,Eden Park,Auckland,1509,1413,1373, 936 , 910 
136300,Sandringham North,Auckland,3336,Masked,3142, >950 , 942 
136400,Parnell West,Auckland,4099,Masked,3865, >950 , 943 
136500,New Lynn South,Waitemata,3856,3643,3490, 945 , 905 
136600,New Windsor North,Auckland,2957,Masked,2718, >950 , 919 
136700,Titirangi South,Waitemata,3523,3230,3117, 917 , 885 
136800,Owairaka East,Auckland,1692,1598,1540, 944 , 910 
136900,Eden Valley,Auckland,2084,1978,1891, 949 , 907 
137000,Sandringham Central,Auckland,2103,Masked,1944, >950 , 924 
137100,Glenavon,Auckland,2591,2357,2194, 910 , 847 
137200,Blockhouse Bay North,Auckland,3360,Masked,3084, >950 , 918 
137300,Green Bay North,Waitemata,1546,Masked,1450, >950 , 938 
137400,Parnell East,Auckland,3277,3070,3011, 937 , 919 
137500,Laingholm,Waitemata,2011,1838,1750, 914 , 870 
137600,Sandringham West,Auckland,2094,Masked,Masked, >950 , >950 
137700,Mount Eden North East,Auckland,1132,Masked,Masked, >950 , >950 
137800,Mount Eden North,Auckland,3045,Masked,2825, >950 , 928 
137900,Wesley West,Auckland,2943,2644,2413, 898 , 820 
138000,Green Bay South,Waitemata,2630,Masked,2437, >950 , 927 
138100,Balmoral,Auckland,2868,Masked,2665, >950 , 929 
138200,Sandringham East,Auckland,2924,Masked,Masked, >950 , >950 
138300,New Windsor South,Auckland,3984,3676,3475, 923 , 872 
138400,Mount Eden West,Auckland,2964,Masked,2789, >950 , 941 
138500,Newmarket,Auckland,3643,Masked,Masked, >950 , >950 
138600,Blockhouse Bay North East,Auckland,2008,Masked,1857, >950 , 925 
138700,Epsom North,Auckland,3211,Masked,2996, >950 , 933 
138800,Wesley South,Auckland,64,Masked,59, >950 , 922 
138900,Blockhouse Bay South,Auckland,3799,Masked,Masked, >950 , >950 
139000,Mount Eden East,Auckland,2711,Masked,2542, >950 , 938 
139100,Wesley East,Auckland,1835,1665,1536, 907 , 837 
139200,Orakei West,Auckland,2610,2463,2389, 944 , 915 
139300,Maungawhau,Auckland,2606,Masked,2416, >950 , 927 
139400,Remuera West,Auckland,2620,2451,2383, 935 , 910 
139500,Blockhouse Bay East,Auckland,2291,2158,2101, 942 , 917 
139600,Lynfield North,Auckland,2945,Masked,Masked, >950 , >950 
139700,Mount Roskill North,Auckland,3398,3168,3053, 932 , 898 
139800,Mount Roskill White Swan,Auckland,4209,3970,3831, 943 , 910 
139900,Mount Eden South,Auckland,3519,Masked,3294, >950 , 936 
140000,Remuera Waitaramoa,Auckland,3856,3571,3492, 926 , 906 
140100,Orakei East,Auckland,2502,2301,2193, 920 , 876 
140200,Epsom Central-North,Auckland,3599,3408,3315, 947 , 921 
140300,Mount St John,Auckland,3382,3152,3033, 932 , 897 
140400,Mount Roskill Central North,Auckland,2917,2770,2653, 950 , 909 
140500,Remuera North,Auckland,3342,3069,3021, 918 , 904 
140600,Three Kings West,Auckland,1918,1785,1685, 931 , 879 
140700,Mount Roskill Central South,Auckland,1779,Masked,1593, >950 , 895 
140800,Epsom Central-South,Auckland,3735,Masked,3437, >950 , 920 
140900,Lynfield South,Auckland,3995,Masked,3767, >950 , 943 
141000,Remuera South,Auckland,3595,Masked,Masked, >950 , >950 
141100,Mission Bay,Auckland,4052,3766,3679, 929 , 908 
141200,Three Kings East,Auckland,1359,Masked,1254, >950 , 923 
141300,Mount Roskill South,Auckland,2773,Masked,2598, >950 , 937 
141500,Epsom East,Auckland,2269,Masked,Masked, >950 , >950 
141600,Remuera Waiata,Auckland,2737,Masked,2561, >950 , 936 
141700,Epsom South,Auckland,2137,Masked,2015, >950 , 943 
141800,Kohimarama,Auckland,3974,3674,3600, 925 , 906 
141900,Meadowbank West,Auckland,2487,Masked,2352, >950 , 946 
142000,Hillsborough North (Auckland),Auckland,3450,Masked,3222, >950 , 934 
142100,Hillsborough West (Auckland),Auckland,3235,Masked,3033, >950 , 938 
142200,Greenlane North,Auckland,3974,Masked,3747, >950 , 943 
142300,Waikowhai North,Auckland,3033,2819,2637, 929 , 869 
142400,Remuera East,Auckland,2483,Masked,2322, >950 , 935 
142500,Waikowhai South,Auckland,1803,Masked,1697, >950 , 941 
