SA2 CODE 2018,SA2 2018,DHB,ETHNICITY, POPULATION , FIRST DOSE , SECOND DOSE , FIRST DOSE UPTAKE , SECOND DOSE UPTAKE 
228400,Feilding Central,MidCentral,Maori,129,101,83, 783 , 643 
228500,Kimbolton South,MidCentral,Maori,253,225,176, 889 , 696 
228600,Kauwhata,MidCentral,Maori,141,Masked,118, >950 , 837 
228700,Taonui,MidCentral,Maori,99,Masked,85, >950 , 859 
228800,Newbury,MidCentral,Maori,190,170,147, 895 , 774 
228800,Newbury,MidCentral,Pacific Peoples,52,Masked,49, >950 , 942 
229000,Milson North,MidCentral,Maori,206,185,156, 898 , 757 
229000,Milson North,MidCentral,Pacific Peoples,69,59,56, 855 , 812 
229100,Cloverlea (Palmerston North City),MidCentral,Maori,269,Masked,213, >950 , 792 
229100,Cloverlea (Palmerston North City),MidCentral,Pacific Peoples,57,48,42, 842 , 737 
229200,Tremaine,MidCentral,Maori,138,105,80, 761 , 580 
229300,Milson South,MidCentral,Maori,444,383,321, 863 , 723 
229300,Milson South,MidCentral,Pacific Peoples,84,Masked,71, >950 , 845 
229400,Whakarongo,MidCentral,Maori,94,Masked,80, >950 , 851 
229500,Westbrook,MidCentral,Maori,670,533,411, 796 , 613 
229500,Westbrook,MidCentral,Pacific Peoples,230,189,167, 822 , 726 
229600,Takaro North,MidCentral,Maori,503,405,314, 805 , 624 
229600,Takaro North,MidCentral,Pacific Peoples,116,99,80, 853 , 690 
229800,Palmerston North Hospital,MidCentral,Maori,230,198,164, 861 , 713 
229800,Palmerston North Hospital,MidCentral,Pacific Peoples,73,47,44, 644 , 603 
229900,Highbury East,MidCentral,Maori,820,651,462, 794 , 563 
229900,Highbury East,MidCentral,Pacific Peoples,220,177,152, 805 , 691 
230000,Park West,MidCentral,Maori,255,220,177, 863 , 694 
230000,Park West,MidCentral,Pacific Peoples,80,Masked,63, >950 , 788 
230100,Takaro South,MidCentral,Maori,388,329,269, 848 , 693 
230100,Takaro South,MidCentral,Pacific Peoples,99,87,74, 879 , 747 
230200,Roslyn (Palmerston North City),MidCentral,Maori,350,270,211, 771 , 603 
230200,Roslyn (Palmerston North City),MidCentral,Pacific Peoples,119,99,86, 832 , 723 
230300,Kelvin Grove West,MidCentral,Maori,345,294,234, 852 , 678 
230300,Kelvin Grove West,MidCentral,Pacific Peoples,98,Masked,81, >950 , 827 
230400,Kelvin Grove North,MidCentral,Maori,134,Masked,113, >950 , 843 
230400,Kelvin Grove North,MidCentral,Pacific Peoples,45,Masked,Masked, >950 , >950 
230500,Papaioea North,MidCentral,Maori,296,237,197, 801 , 666 
230500,Papaioea North,MidCentral,Pacific Peoples,51,46,44, 902 , 863 
230600,Palmerston North Central,MidCentral,Maori,202,158,118, 782 , 584 
230600,Palmerston North Central,MidCentral,Pacific Peoples,56,Masked,47, >950 , 839 
230700,Awapuni North ,MidCentral,Maori,574,472,373, 822 , 650 
230700,Awapuni North ,MidCentral,Pacific Peoples,189,Masked,166, >950 , 878 
230800,Terrace End,MidCentral,Maori,541,426,331, 787 , 612 
230800,Terrace End,MidCentral,Pacific Peoples,120,Masked,108, >950 , 900 
230900,Maraetarata,MidCentral,Maori,143,126,109, 881 , 762 
230900,Maraetarata,MidCentral,Pacific Peoples,43,Masked,35, >950 , 814 
231000,Papaioea South,MidCentral,Maori,207,196,158, 947 , 763 
231000,Papaioea South,MidCentral,Pacific Peoples,54,47,40, 870 , 741 
231100,Royal Oak (Palmerston North City),MidCentral,Maori,145,Masked,130, >950 , 897 
231100,Royal Oak (Palmerston North City),MidCentral,Pacific Peoples,58,55,50, 948 , 862 
231200,West End,MidCentral,Maori,342,286,225, 836 , 658 
231200,West End,MidCentral,Pacific Peoples,105,86,74, 819 , 705 
231300,Awapuni South ,MidCentral,Maori,346,303,253, 876 , 731 
231300,Awapuni South ,MidCentral,Pacific Peoples,61,53,45, 869 , 738 
231400,Milverton,MidCentral,Maori,170,152,122, 894 , 718 
231400,Milverton,MidCentral,Pacific Peoples,46,Masked,39, >950 , 848 
231500,Ruamahanga,MidCentral,Maori,284,256,205, 901 , 722 
231500,Ruamahanga,MidCentral,Pacific Peoples,67,Masked,61, >950 , 910 
231600,Esplanade,MidCentral,Maori,175,159,136, 909 , 777 
231600,Esplanade,MidCentral,Pacific Peoples,51,44,37, 863 , 725 
231700,Hokowhitu Central,MidCentral,Maori,118,Masked,103, >950 , 873 
231700,Hokowhitu Central,MidCentral,Pacific Peoples,45,33,28, 733 , 622 
231800,Hokowhitu East,MidCentral,Maori,223,185,157, 830 , 704 
231800,Hokowhitu East,MidCentral,Pacific Peoples,41,Masked,38, >950 , 927 
232000,Ruahine,MidCentral,Maori,64,Masked,54, >950 , 844 
232100,Linton Camp,MidCentral,Maori,189,Masked,Masked, >950 , >950 
232200,Ashhurst,MidCentral,Maori,323,Masked,273, >950 , 845 
232200,Ashhurst,MidCentral,Pacific Peoples,51,Masked,Masked, >950 , >950 
232300,Hokowhitu South,MidCentral,Maori,186,166,131, 892 , 704 
232400,Aokautere,MidCentral,Maori,41,Masked,34, >950 , 829 
232500,Pihauatua,MidCentral,Maori,97,81,73, 835 , 753 
232600,Aokautere Rural,MidCentral,Maori,42,37,34, 881 , 810 
232700,Poutoa,MidCentral,Maori,159,Masked,Masked, >950 , >950 
232800,Norsewood,MidCentral,Maori,191,153,123, 801 , 644 
232900,Papatawa,MidCentral,Maori,215,181,147, 842 , 684 
233000,Mangatainoka,MidCentral,Maori,160,137,108, 856 , 675 
233100,Woodville,MidCentral,Maori,297,226,187, 761 , 630 
233200,Dannevirke West,MidCentral,Maori,405,347,259, 857 , 640 
233300,Dannevirke East,MidCentral,Maori,848,700,537, 825 , 633 
233300,Dannevirke East,MidCentral,Pacific Peoples,41,Masked,38, >950 , 927 
233400,Waitahora,MidCentral,Maori,70,61,45, 871 , 643 
233500,Kaitawa,MidCentral,Maori,42,Masked,35, >950 , 833 
233600,Pahiatua,MidCentral,Maori,383,308,243, 804 , 634 
233700,Nireaha-Eketahuna,MidCentral,Maori,191,142,106, 743 , 555 
233800,Owhanga,MidCentral,Maori,78,54,46, 692 , 590 
234000,Kere Kere,MidCentral,Maori,97,87,76, 897 , 784 
234100,Foxton Beach,MidCentral,Maori,250,226,195, 904 , 780 
234200,Foxton North,MidCentral,Maori,342,269,212, 787 , 620 
234300,Foxton South,MidCentral,Maori,450,372,306, 827 , 680 
234400,Waitarere,MidCentral,Maori,306,270,232, 882 , 758 
234500,Waikawa (Horowhenua District),MidCentral,Maori,148,112,98, 757 , 662 
234600,Miranui,MidCentral,Maori,198,Masked,163, >950 , 823 
234700,Donnelly Park,MidCentral,Maori,254,225,179, 886 , 705 
234800,Ohau-Manakau,MidCentral,Maori,243,204,174, 840 , 716 
234800,Ohau-Manakau,MidCentral,Pacific Peoples,52,Masked,Masked, >950 , >950 
234900,Kawiu South,MidCentral,Maori,414,370,302, 894 , 729 
234900,Kawiu South,MidCentral,Pacific Peoples,73,Masked,Masked, >950 , >950 
235000,Makomako,MidCentral,Maori,304,243,184, 799 , 605 
235000,Makomako,MidCentral,Pacific Peoples,109,99,83, 908 , 761 
235100,Kawiu North,MidCentral,Maori,188,Masked,142, >950 , 755 
235200,Levin Central,MidCentral,Maori,183,138,110, 754 , 601 
235200,Levin Central,MidCentral,Pacific Peoples,94,69,61, 734 , 649 
235300,Tararua,MidCentral,Maori,212,188,149, 887 , 703 
235300,Tararua,MidCentral,Pacific Peoples,61,55,51, 902 , 836 
235400,Shannon,MidCentral,Maori,433,313,239, 723 , 552 
235500,Queenwood (Horowhenua District),MidCentral,Maori,354,271,233, 766 , 658 
235500,Queenwood (Horowhenua District),MidCentral,Pacific Peoples,110,Masked,97, >950 , 882 
235600,Playford Park,MidCentral,Maori,333,277,204, 832 , 613 
235600,Playford Park,MidCentral,Pacific Peoples,108,Masked,93, >950 , 861 
235700,Fairfield (Horowhenua District),MidCentral,Maori,197,163,135, 827 , 685 
235700,Fairfield (Horowhenua District),MidCentral,Pacific Peoples,71,Masked,54, >950 , 761 
235800,Taitoko,MidCentral,Maori,495,423,316, 855 , 638 
235800,Taitoko,MidCentral,Pacific Peoples,194,171,149, 881 , 768 
235900,Waiopehu,MidCentral,Maori,273,246,198, 901 , 725 
235900,Waiopehu,MidCentral,Pacific Peoples,100,90,83, 900 , 830 
236000,Makahika,MidCentral,Maori,82,Masked,67, >950 , 817 
236100,Kimberley,MidCentral,Maori,50,42,36, 840 , 720 
236300,Otaki Beach,MidCentral,Maori,502,396,319, 789 , 635 
236400,Forest Lakes (Kapiti Coast District),MidCentral,Maori,93,69,51, 742 , 548 
236500,Otaki,MidCentral,Maori,1006,832,664, 827 , 660 
236500,Otaki,MidCentral,Pacific Peoples,91,79,69, 868 , 758 
236600,Te Horo,MidCentral,Maori,96,86,78, 896 , 813 
236700,Waitohu,MidCentral,Maori,226,186,155, 823 , 686 
236800,Waikanae Beach,Capital and Coast,Maori,240,206,178, 858 , 742 
236800,Waikanae Beach,Capital and Coast,Pacific Peoples,44,41,38, 932 , 864 
237000,Paraparaumu Beach North,Capital and Coast,Maori,387,336,287, 868 , 742 
237000,Paraparaumu Beach North,Capital and Coast,Pacific Peoples,58,53,47, 914 , 810 
237100,Paraparaumu Beach West,Capital and Coast,Maori,220,182,159, 827 , 723 
237100,Paraparaumu Beach West,Capital and Coast,Pacific Peoples,51,47,44, 922 , 863 
237200,Waikanae Park,Capital and Coast,Maori,123,113,99, 919 , 805 
237300,Paraparaumu Beach East,Capital and Coast,Maori,150,Masked,124, >950 , 827 
237300,Paraparaumu Beach East,Capital and Coast,Pacific Peoples,51,47,40, 922 , 784 
237400,Otaihanga,Capital and Coast,Maori,92,73,60, 793 , 652 
237500,Paraparaumu North,Capital and Coast,Maori,272,234,200, 860 , 735 
237500,Paraparaumu North,Capital and Coast,Pacific Peoples,61,Masked,57, >950 , 934 
237600,Waikanae West,Capital and Coast,Maori,258,240,205, 930 , 795 
237600,Waikanae West,Capital and Coast,Pacific Peoples,41,35,33, 854 , 805 
237700,Otaki Forks,MidCentral,Maori,40,Masked,34, >950 , 850 
237800,Paraparaumu Central,Capital and Coast,Maori,498,384,334, 771 , 671 
237800,Paraparaumu Central,Capital and Coast,Pacific Peoples,120,Masked,110, >950 , 917 
237900,Maungakotukutuku,Capital and Coast,Maori,56,49,40, 875 , 714 
238000,Raumati Beach West,Capital and Coast,Maori,220,194,162, 882 , 736 
238000,Raumati Beach West,Capital and Coast,Pacific Peoples,55,48,40, 873 , 727 
238100,Waikanae East,Capital and Coast,Maori,173,152,133, 879 , 769 
238300,Raumati Beach East,Capital and Coast,Maori,228,184,161, 807 , 706 
238300,Raumati Beach East,Capital and Coast,Pacific Peoples,40,38,32, 950 , 800 
238400,Paraparaumu East,Capital and Coast,Maori,291,235,181, 808 , 622 
238400,Paraparaumu East,Capital and Coast,Pacific Peoples,54,40,35, 741 , 648 
238500,Raumati South,Capital and Coast,Maori,345,261,223, 757 , 646 
238500,Raumati South,Capital and Coast,Pacific Peoples,66,61,59, 924 , 894 
238600,Paekakariki,Capital and Coast,Maori,220,191,165, 868 , 750 
238800,Pukerua Bay,Capital and Coast,Maori,158,134,114, 848 , 722 
239000,Plimmerton,Capital and Coast,Maori,221,193,170, 873 , 769 
239000,Plimmerton,Capital and Coast,Pacific Peoples,49,40,34, 816 , 694 
239100,Titahi Bay North,Capital and Coast,Maori,699,592,501, 847 , 717 
239100,Titahi Bay North,Capital and Coast,Pacific Peoples,254,226,195, 890 , 768 
239200,Titahi Bay South,Capital and Coast,Maori,997,830,683, 832 , 685 
239200,Titahi Bay South,Capital and Coast,Pacific Peoples,445,393,344, 883 , 773 
239300,Elsdon-Takapuwahia,Capital and Coast,Maori,967,852,710, 881 , 734 
239300,Elsdon-Takapuwahia,Capital and Coast,Pacific Peoples,410,352,302, 859 , 737 
239400,Pauatahanui,Capital and Coast,Maori,48,Masked,43, >950 , 896 
239500,Onepoto,Capital and Coast,Maori,461,418,353, 907 , 766 
239500,Onepoto,Capital and Coast,Pacific Peoples,192,165,155, 859 , 807 
239600,Camborne,Capital and Coast,Maori,157,140,129, 892 , 822 
239800,Paremata,Capital and Coast,Maori,231,206,190, 892 , 823 
239800,Paremata,Capital and Coast,Pacific Peoples,101,89,85, 881 , 842 
239900,Porirua Central,Capital and Coast,Maori,51,Masked,46, >950 , 902 
240000,Papakowhai,Capital and Coast,Maori,236,224,205, 949 , 869 
240000,Papakowhai,Capital and Coast,Pacific Peoples,115,108,96, 939 , 835 
240100,Aotea,Capital and Coast,Maori,217,Masked,203, >950 , 935 
240100,Aotea,Capital and Coast,Pacific Peoples,248,Masked,233, >950 , 940 
240200,Postgate,Capital and Coast,Maori,285,253,218, 888 , 765 
240200,Postgate,Capital and Coast,Pacific Peoples,307,274,236, 893 , 769 
240300,Ascot Park,Capital and Coast,Maori,634,525,435, 828 , 686 
240300,Ascot Park,Capital and Coast,Pacific Peoples,894,785,680, 878 , 761 
240400,Whitby,Capital and Coast,Maori,221,Masked,190, >950 , 860 
240400,Whitby,Capital and Coast,Pacific Peoples,134,Masked,124, >950 , 925 
240500,Porirua East,Capital and Coast,Maori,489,412,323, 843 , 661 
240500,Porirua East,Capital and Coast,Pacific Peoples,672,576,484, 857 , 720 
240600,Endeavour,Capital and Coast,Maori,283,Masked,Masked, >950 , >950 
240600,Endeavour,Capital and Coast,Pacific Peoples,131,Masked,Masked, >950 , >950 
240700,Cannons Creek North,Capital and Coast,Maori,708,548,420, 774 , 593 
240700,Cannons Creek North,Capital and Coast,Pacific Peoples,1357,1167,973, 860 , 717 
240800,Waitangirua,Capital and Coast,Maori,861,682,518, 792 , 602 
240800,Waitangirua,Capital and Coast,Pacific Peoples,2057,1700,1433, 826 , 697 
240900,Ranui Heights ,Capital and Coast,Maori,229,208,175, 908 , 764 
240900,Ranui Heights ,Capital and Coast,Pacific Peoples,238,215,195, 903 , 819 
241000,Cannons Creek East,Capital and Coast,Maori,681,538,421, 790 , 618 
241000,Cannons Creek East,Capital and Coast,Pacific Peoples,1910,1622,1422, 849 , 745 
241100,Cannons Creek South,Capital and Coast,Maori,349,280,196, 802 , 562 
241100,Cannons Creek South,Capital and Coast,Pacific Peoples,760,642,515, 845 , 678 
241300,Riverstone Terraces,Hutt Valley,Maori,126,110,100, 873 , 794 
241300,Riverstone Terraces,Hutt Valley,Pacific Peoples,88,70,66, 795 , 750 
241400,Heretaunga,Hutt Valley,Maori,191,176,150, 921 , 785 
241400,Heretaunga,Hutt Valley,Pacific Peoples,93,Masked,88, >950 , 946 
241500,Birchville-Brown Owl,Hutt Valley,Maori,329,304,249, 924 , 757 
241500,Birchville-Brown Owl,Hutt Valley,Pacific Peoples,89,83,76, 933 , 854 
241600,Poets Block,Hutt Valley,Maori,260,229,186, 881 , 715 
241600,Poets Block,Hutt Valley,Pacific Peoples,79,Masked,70, >950 , 886 
241700,Brentwood (Upper Hutt City),Hutt Valley,Maori,331,288,218, 870 , 659 
241700,Brentwood (Upper Hutt City),Hutt Valley,Pacific Peoples,144,Masked,128, >950 , 889 
241800,Silverstream (Upper Hutt City),Hutt Valley,Maori,187,Masked,169, >950 , 904 
241800,Silverstream (Upper Hutt City),Hutt Valley,Pacific Peoples,73,Masked,Masked, >950 , >950 
241900,Elderslea,Hutt Valley,Maori,437,391,319, 895 , 730 
241900,Elderslea,Hutt Valley,Pacific Peoples,163,130,108, 798 , 663 
242000,Trentham North,Hutt Valley,Maori,454,423,365, 932 , 804 
242000,Trentham North,Hutt Valley,Pacific Peoples,160,138,120, 863 , 750 
242100,Totara Park,Hutt Valley,Maori,300,261,215, 870 , 717 
242100,Totara Park,Hutt Valley,Pacific Peoples,68,53,45, 779 , 662 
242200,Trentham South,Hutt Valley,Maori,91,Masked,85, >950 , 934 
242300,Mangaroa,Hutt Valley,Maori,93,Masked,83, >950 , 892 
242400,Ebdentown,Hutt Valley,Maori,297,266,223, 896 , 751 
242400,Ebdentown,Hutt Valley,Pacific Peoples,80,74,68, 925 , 850 
242500,Wallaceville,Hutt Valley,Maori,270,242,197, 896 , 730 
242500,Wallaceville,Hutt Valley,Pacific Peoples,95,Masked,81, >950 , 853 
242600,Maoribank,Hutt Valley,Maori,534,443,354, 830 , 663 
242600,Maoribank,Hutt Valley,Pacific Peoples,136,Masked,112, >950 , 824 
242700,Te Marua,Hutt Valley,Maori,107,101,87, 944 , 813 
242800,Pinehaven,Hutt Valley,Maori,93,81,73, 871 , 785 
242900,Clouston Park,Hutt Valley,Maori,281,232,191, 826 , 680 
242900,Clouston Park,Hutt Valley,Pacific Peoples,132,115,100, 871 , 758 
243000,Upper Hutt Central,Hutt Valley,Maori,55,52,43, 945 , 782 
243200,Maungaraki,Hutt Valley,Maori,245,219,196, 894 , 800 
243200,Maungaraki,Hutt Valley,Pacific Peoples,127,Masked,Masked, >950 , >950 
243300,Korokoro,Hutt Valley,Maori,92,84,72, 913 , 783 
243400,Kelson,Hutt Valley,Maori,181,Masked,157, >950 , 867 
243400,Kelson,Hutt Valley,Pacific Peoples,115,105,96, 913 , 835 
243500,Normandale,Hutt Valley,Maori,105,97,89, 924 , 848 
243600,Belmont (Lower Hutt City),Hutt Valley,Maori,171,Masked,152, >950 , 889 
243600,Belmont (Lower Hutt City),Hutt Valley,Pacific Peoples,69,Masked,61, >950 , 884 
243700,Petone Central,Hutt Valley,Maori,137,Masked,117, >950 , 854 
243700,Petone Central,Hutt Valley,Pacific Peoples,54,50,45, 926 , 833 
243800,Tirohanga,Hutt Valley,Maori,51,47,46, 922 , 902 
243900,Manor Park,Hutt Valley,Maori,44,Masked,Masked, >950 , >950 
244000,Alicetown-Melling,Hutt Valley,Maori,262,239,217, 912 , 828 
244000,Alicetown-Melling,Hutt Valley,Pacific Peoples,132,121,110, 917 , 833 
244100,Taita North,Hutt Valley,Maori,610,453,376, 743 , 616 
244100,Taita North,Hutt Valley,Pacific Peoples,766,671,607, 876 , 792 
244200,Boulcott,Hutt Valley,Maori,171,162,143, 947 , 836 
244200,Boulcott,Hutt Valley,Pacific Peoples,91,86,77, 945 , 846 
244300,Hutt Central North,Hutt Valley,Maori,97,67,56, 691 , 577 
244300,Hutt Central North,Hutt Valley,Pacific Peoples,63,Masked,59, >950 , 937 
244400,Avalon West,Hutt Valley,Maori,215,200,174, 930 , 809 
244400,Avalon West,Hutt Valley,Pacific Peoples,192,Masked,160, >950 , 833 
244500,Stokes Valley Central,Hutt Valley,Maori,387,315,256, 814 , 661 
244500,Stokes Valley Central,Hutt Valley,Pacific Peoples,202,166,149, 822 , 738 
244600,Taita South,Hutt Valley,Maori,673,482,375, 716 , 557 
244600,Taita South,Hutt Valley,Pacific Peoples,573,465,413, 812 , 721 
244700,Petone East,Hutt Valley,Maori,408,357,308, 875 , 755 
244700,Petone East,Hutt Valley,Pacific Peoples,198,181,164, 914 , 828 
244800,Hutt Central South,Hutt Valley,Maori,173,Masked,151, >950 , 873 
244800,Hutt Central South,Hutt Valley,Pacific Peoples,56,40,36, 714 , 643 
244900,Stokes Valley North,Hutt Valley,Maori,450,395,343, 878 , 762 
244900,Stokes Valley North,Hutt Valley,Pacific Peoples,224,203,183, 906 , 817 
245000,Petone Esplanade,Hutt Valley,Maori,353,301,259, 853 , 734 
245000,Petone Esplanade,Hutt Valley,Pacific Peoples,176,161,148, 915 , 841 
245100,Epuni West,Hutt Valley,Maori,278,247,217, 888 , 781 
245100,Epuni West,Hutt Valley,Pacific Peoples,176,142,127, 807 , 722 
245200,Avalon East,Hutt Valley,Maori,330,282,230, 855 , 697 
245200,Avalon East,Hutt Valley,Pacific Peoples,339,285,250, 841 , 737 
245300,Woburn,Hutt Valley,Maori,110,93,82, 845 , 745 
245400,Naenae Central,Hutt Valley,Maori,698,556,457, 797 , 655 
245400,Naenae Central,Hutt Valley,Pacific Peoples,538,463,379, 861 , 704 
245500,Waterloo West,Hutt Valley,Maori,172,155,126, 901 , 733 
245500,Waterloo West,Hutt Valley,Pacific Peoples,73,Masked,63, >950 , 863 
245600,Epuni East,Hutt Valley,Maori,327,302,248, 924 , 758 
245600,Epuni East,Hutt Valley,Pacific Peoples,189,173,162, 915 , 857 
245800,Moera,Hutt Valley,Maori,368,310,253, 842 , 688 
245800,Moera,Hutt Valley,Pacific Peoples,141,125,110, 887 , 780 
245900,Delaney,Hutt Valley,Maori,619,455,341, 735 , 551 
245900,Delaney,Hutt Valley,Pacific Peoples,413,316,278, 765 , 673 
246000,Waiwhetu,Hutt Valley,Maori,675,574,487, 850 , 721 
246000,Waiwhetu,Hutt Valley,Pacific Peoples,289,Masked,260, >950 , 900 
246100,Waterloo East,Hutt Valley,Maori,253,209,184, 826 , 727 
246100,Waterloo East,Hutt Valley,Pacific Peoples,130,Masked,116, >950 , 892 
246200,Naenae North,Hutt Valley,Maori,531,437,323, 823 , 608 
246200,Naenae North,Hutt Valley,Pacific Peoples,458,400,353, 873 , 771 
246300,Manuka,Hutt Valley,Maori,204,193,178, 946 , 873 
246300,Manuka,Hutt Valley,Pacific Peoples,97,80,72, 825 , 742 
246400,Naenae South,Hutt Valley,Maori,619,477,358, 771 , 578 
246400,Naenae South,Hutt Valley,Pacific Peoples,416,355,300, 853 , 721 
246600,Arakura,Hutt Valley,Maori,676,540,445, 799 , 658 
246600,Arakura,Hutt Valley,Pacific Peoples,266,238,209, 895 , 786 
246700,Eastern Bays ,Hutt Valley,Maori,69,Masked,Masked, >950 , >950 
246800,Pencarrow,Hutt Valley,Maori,67,62,54, 925 , 806 
246900,Wainuiomata West,Hutt Valley,Maori,604,496,420, 821 , 695 
246900,Wainuiomata West,Hutt Valley,Pacific Peoples,468,435,391, 929 , 835 
247000,Glendale,Hutt Valley,Maori,1103,910,760, 825 , 689 
247000,Glendale,Hutt Valley,Pacific Peoples,387,341,296, 881 , 765 
247100,Wainuiomata Central,Hutt Valley,Maori,344,291,241, 846 , 701 
247100,Wainuiomata Central,Hutt Valley,Pacific Peoples,173,154,130, 890 , 751 
247200,Eastbourne,Hutt Valley,Maori,91,Masked,86, >950 , 945 
247300,Homedale East,Hutt Valley,Maori,661,571,492, 864 , 744 
247300,Homedale East,Hutt Valley,Pacific Peoples,221,190,166, 860 , 751 
247400,Homedale West,Hutt Valley,Maori,599,470,385, 785 , 643 
247400,Homedale West,Hutt Valley,Pacific Peoples,268,245,213, 914 , 795 
247500,Makara-Ohariu,Capital and Coast,Maori,49,Masked,Masked, >950 , >950 
247600,Tawa North,Capital and Coast,Maori,278,262,220, 942 , 791 
247600,Tawa North,Capital and Coast,Pacific Peoples,227,Masked,210, >950 , 925 
247700,Linden,Capital and Coast,Maori,364,293,233, 805 , 640 
247700,Linden,Capital and Coast,Pacific Peoples,313,285,247, 911 , 789 
247800,Tawa South,Capital and Coast,Maori,207,Masked,183, >950 , 884 
247800,Tawa South,Capital and Coast,Pacific Peoples,140,124,113, 886 , 807 
247900,Tawa Central,Capital and Coast,Maori,189,170,158, 899 , 836 
247900,Tawa Central,Capital and Coast,Pacific Peoples,170,156,138, 918 , 812 
248000,Grenada North,Capital and Coast,Maori,211,178,154, 844 , 730 
248000,Grenada North,Capital and Coast,Pacific Peoples,127,118,104, 929 , 819 
248100,Churton Park North,Capital and Coast,Maori,148,126,114, 851 , 770 
248100,Churton Park North,Capital and Coast,Pacific Peoples,114,Masked,106, >950 , 930 
248300,Churton Park South,Capital and Coast,Maori,162,Masked,148, >950 , 914 
