SA2 Code 2018,SA2 2018,DHB of residence,Age,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
104900,Whangaruru,Northland,5-11,247,86,21,NA,NA,35%,9%,NA
105100,Matarau,Northland,12+,"2,769","2,501","2,465","2,267","1,584",90%,89%,70%
105100,Matarau,Northland,5-11,391,170,77,NA,NA,43%,20%,NA
105200,Hikurangi,Northland,12+,"1,198","1,070","1,038",947,541,89%,87%,57%
105200,Hikurangi,Northland,5-11,231,71,24,NA,NA,31%,10%,NA
105300,Kauri,Northland,12+,"1,552","1,385","1,365","1,276",936,89%,88%,73%
105300,Kauri,Northland,5-11,198,76,28,NA,NA,38%,14%,NA
105400,Maungatapere,Northland,12+,"3,046","2,686","2,655","2,484","1,765",88%,87%,71%
105400,Maungatapere,Northland,5-11,368,167,92,NA,NA,45%,25%,NA
105500,Kamo West,Northland,12+,"1,962","1,762","1,740","1,619","1,155",90%,89%,71%
105500,Kamo West,Northland,5-11,207,101,44,NA,NA,49%,21%,NA
105600,Matapouri-Tutukaka,Northland,12+,"1,603","1,440","1,419","1,346",984,90%,89%,73%
105600,Matapouri-Tutukaka,Northland,5-11,133,63,36,NA,NA,47%,27%,NA
105700,Kiripaka,Northland,12+,871,779,767,712,484,89%,88%,68%
105700,Kiripaka,Northland,5-11,124,58,30,NA,NA,47%,24%,NA
105800,Kamo East,Northland,12+,"2,474","2,288","2,230","2,046","1,271",92%,90%,62%
105800,Kamo East,Northland,5-11,429,163,59,NA,NA,38%,14%,NA
105900,Granfield Reserve,Northland,12+,"2,913","2,691","2,654","2,489","1,929",92%,91%,78%
105900,Granfield Reserve,Northland,5-11,290,154,59,NA,NA,53%,20%,NA
106000,Kamo Central,Northland,12+,"1,404","1,315","1,293","1,202",804,94%,92%,67%
106000,Kamo Central,Northland,5-11,220,112,36,NA,NA,51%,16%,NA
106100,Whau Valley,Northland,12+,"2,540","2,258","2,229","2,114","1,528",89%,88%,72%
106100,Whau Valley,Northland,5-11,262,112,44,NA,NA,43%,17%,NA
106200,Tikipunga North,Northland,12+,"2,900","2,707","2,658","2,484","1,728",93%,92%,70%
106200,Tikipunga North,Northland,5-11,426,141,40,NA,NA,33%,9%,NA
106300,Pukenui,Northland,12+,"2,014","1,901","1,889","1,749","1,324",94%,94%,76%
106300,Pukenui,Northland,5-11,257,159,77,NA,NA,62%,30%,NA
106400,Otangarei,Northland,12+,"1,780","1,452","1,361","1,231",608,82%,76%,49%
106400,Otangarei,Northland,5-11,299,54,6,NA,NA,18%,<5%,NA
106500,Tikipunga South,Northland,12+,"3,214","2,965","2,902","2,711","1,805",92%,90%,67%
106500,Tikipunga South,Northland,5-11,432,163,43,NA,NA,38%,10%,NA
106600,Kensington (Whangarei District),Northland,12+,"2,952","2,767","2,722","2,598","1,868",94%,92%,72%
106600,Kensington (Whangarei District),Northland,5-11,255,93,36,NA,NA,36%,14%,NA
106700,Abbey Caves-Glenbervie,Northland,12+,"1,179","1,095","1,083","1,019",717,93%,92%,70%
106700,Abbey Caves-Glenbervie,Northland,5-11,131,49,25,NA,NA,37%,19%,NA
106800,Mairtown,Northland,12+,"2,231","2,048","2,025","1,930","1,430",92%,91%,74%
106800,Mairtown,Northland,5-11,214,98,36,NA,NA,46%,17%,NA
106900,Maunu-Horahora,Northland,12+,"2,941","2,724","2,693","2,526","1,916",93%,92%,76%
106900,Maunu-Horahora,Northland,5-11,343,158,69,NA,NA,46%,20%,NA
107000,Woodhill-Vinetown,Northland,12+,"2,487","2,286","2,243","2,134","1,438",92%,90%,67%
107000,Woodhill-Vinetown,Northland,5-11,242,102,34,NA,NA,42%,14%,NA
107100,Whangarei Central,Northland,12+,978,910,895,854,583,93%,92%,68%
107100,Whangarei Central,Northland,5-11,52,21,Masked,NA,NA,40%,8%,NA
107200,Riverside,Northland,12+,"1,924","1,712","1,690","1,609","1,119",89%,88%,70%
107200,Riverside,Northland,5-11,171,77,29,NA,NA,45%,17%,NA
107300,Raumanga,Northland,12+,"2,689","2,392","2,289","2,077","1,119",89%,85%,54%
107300,Raumanga,Northland,5-11,465,112,30,NA,NA,24%,6%,NA
107400,Tarewa,Northland,12+,"1,512","1,328","1,286","1,163",656,88%,85%,56%
107400,Tarewa,Northland,5-11,317,90,33,NA,NA,28%,10%,NA
107500,Morningside (Whangarei District),Northland,12+,"1,910","1,758","1,713","1,618",994,92%,90%,61%
107500,Morningside (Whangarei District),Northland,5-11,217,82,28,NA,NA,38%,13%,NA
107600,Ngunguru,Northland,12+,"1,054",951,941,883,671,90%,89%,76%
107600,Ngunguru,Northland,5-11,120,61,28,NA,NA,51%,23%,NA
107700,Otaika-Portland,Northland,12+,"1,171","1,028","1,001",933,626,88%,85%,67%
107700,Otaika-Portland,Northland,5-11,142,63,23,NA,NA,44%,16%,NA
107800,Oakleigh-Mangapai,Northland,12+,"1,985","1,764","1,743","1,631","1,110",89%,88%,68%
107800,Oakleigh-Mangapai,Northland,5-11,222,91,45,NA,NA,41%,20%,NA
107900,Port-Limeburners,Northland,12+,178,165,160,154,93,93%,90%,60%
108000,Pataua,Northland,12+,"1,490","1,288","1,266","1,190",774,86%,85%,65%
108000,Pataua,Northland,5-11,194,72,29,NA,NA,37%,15%,NA
108100,Onerahi Park,Northland,12+,"1,394","1,307","1,291","1,224",922,94%,93%,75%
108100,Onerahi Park,Northland,5-11,182,92,44,NA,NA,51%,24%,NA
108200,Sherwood Rise,Northland,12+,"2,022","1,853","1,813","1,697","1,118",92%,90%,66%
108200,Sherwood Rise,Northland,5-11,281,94,29,NA,NA,33%,10%,NA
108300,Onerahi,Northland,12+,"2,068","1,818","1,781","1,664","1,123",88%,86%,67%
108300,Onerahi,Northland,5-11,241,72,24,NA,NA,30%,10%,NA
108500,Parua Bay,Northland,12+,"2,253","2,098","2,082","1,953","1,527",93%,92%,78%
108500,Parua Bay,Northland,5-11,260,136,60,NA,NA,52%,23%,NA
108600,Bream Bay,Northland,12+,"1,904","1,706","1,673","1,557","1,049",90%,88%,67%
108600,Bream Bay,Northland,5-11,232,91,34,NA,NA,39%,15%,NA
108700,Marsden Bay,Northland,12+,"2,397",Masked,"2,272","2,153","1,676",>95%,95%,78%
108700,Marsden Bay,Northland,5-11,247,103,51,NA,NA,42%,21%,NA
108800,Ruakaka,Northland,12+,"2,369","2,222","2,187","2,072","1,428",94%,92%,69%
108800,Ruakaka,Northland,5-11,243,74,19,NA,NA,30%,8%,NA
108900,Bream Head,Northland,12+,"1,212","1,122","1,111","1,070",825,93%,92%,77%
108900,Bream Head,Northland,5-11,121,69,30,NA,NA,57%,25%,NA
109000,Waipu,Northland,12+,"2,843","2,493","2,467","2,371","1,769",88%,87%,75%
109000,Waipu,Northland,5-11,227,74,38,NA,NA,33%,17%,NA
109100,Kaipara Coastal,Northland,12+,"3,264","2,672","2,601","2,455","1,487",82%,80%,61%
109100,Kaipara Coastal,Northland,5-11,332,102,42,NA,NA,31%,13%,NA
109200,Maungaru,Northland,12+,"1,575","1,325","1,302","1,226",735,84%,83%,60%
109200,Maungaru,Northland,5-11,166,61,17,NA,NA,37%,10%,NA
109300,Dargaville,Northland,12+,"4,352","3,719","3,610","3,424","2,189",85%,83%,64%
109300,Dargaville,Northland,5-11,442,125,50,NA,NA,28%,11%,NA
109400,Ruawai-Matakohe,Northland,12+,"2,145","1,852","1,812","1,721","1,140",86%,84%,66%
109400,Ruawai-Matakohe,Northland,5-11,260,73,24,NA,NA,28%,9%,NA
109500,Otamatea (Kaipara District),Northland,12+,"1,564","1,279","1,246","1,182",817,82%,80%,69%
109500,Otamatea (Kaipara District),Northland,5-11,163,56,17,NA,NA,34%,10%,NA
109600,Maungaturoto,Northland,12+,"1,056",952,924,857,573,90%,88%,67%
109600,Maungaturoto,Northland,5-11,143,53,17,NA,NA,37%,12%,NA
109700,Kaiwaka,Northland,12+,"2,004","1,639","1,596","1,498",946,82%,80%,63%
109700,Kaiwaka,Northland,5-11,230,76,28,NA,NA,33%,12%,NA
109800,Mangawhai Rural,Northland,12+,"2,257","1,857","1,825","1,757","1,180",82%,81%,67%
109800,Mangawhai Rural,Northland,5-11,244,87,38,NA,NA,36%,16%,NA
109900,Mangawhai Heads,Northland,12+,"2,155","1,940","1,905","1,837","1,322",90%,88%,72%
109900,Mangawhai Heads,Northland,5-11,195,67,28,NA,NA,34%,14%,NA
110100,Mangawhai,Northland,12+,962,880,870,829,609,91%,90%,73%
110100,Mangawhai,Northland,5-11,111,39,21,NA,NA,35%,19%,NA
110200,Okahukura Peninsula,Waitemata,12+,"1,314","1,136","1,117","1,049",638,86%,85%,61%
110200,Okahukura Peninsula,Waitemata,5-11,143,45,19,NA,NA,31%,13%,NA
110400,Cape Rodney,Waitemata,12+,"3,189","2,800","2,748","2,612","1,766",88%,86%,68%
110400,Cape Rodney,Waitemata,5-11,322,140,62,NA,NA,43%,19%,NA
110500,Wellsford,Waitemata,12+,"1,655","1,447","1,416","1,323",797,87%,86%,60%
110500,Wellsford,Waitemata,5-11,208,61,32,NA,NA,29%,15%,NA
110700,South Head,Waitemata,12+,"2,277","2,044","2,005","1,887","1,258",90%,88%,67%
110700,South Head,Waitemata,5-11,260,106,48,NA,NA,41%,18%,NA
110800,Kaipara Hills,Waitemata,12+,"1,761","1,529","1,505","1,389",820,87%,85%,59%
110800,Kaipara Hills,Waitemata,5-11,228,92,37,NA,NA,40%,16%,NA
110900,Dome Valley-Matakana,Waitemata,12+,"1,421","1,280","1,262","1,185",867,90%,89%,73%
110900,Dome Valley-Matakana,Waitemata,5-11,168,106,53,NA,NA,63%,32%,NA
111100,Warkworth West,Waitemata,12+,"2,322","2,183","2,160","2,037","1,529",94%,93%,75%
111100,Warkworth West,Waitemata,5-11,221,97,41,NA,NA,44%,19%,NA
111200,Puhoi Valley,Waitemata,12+,"3,348","3,027","2,985","2,800","1,874",90%,89%,67%
111200,Puhoi Valley,Waitemata,5-11,326,141,65,NA,NA,43%,20%,NA
111300,Warkworth East,Waitemata,12+,"3,148","2,966","2,943","2,803","2,023",94%,93%,72%
111300,Warkworth East,Waitemata,5-11,345,168,83,NA,NA,49%,24%,NA
111400,Sandspit,Waitemata,12+,929,850,835,800,610,91%,90%,76%
111400,Sandspit,Waitemata,5-11,70,28,18,NA,NA,40%,26%,NA
111500,Tawharanui Peninsula,Waitemata,12+,"1,920",Masked,Masked,"1,745","1,327",>95%,>95%,76%
111500,Tawharanui Peninsula,Waitemata,5-11,163,101,49,NA,NA,62%,30%,NA
111600,Te Kuru,Waitemata,12+,"2,125","1,984","1,956","1,836","1,183",93%,92%,64%
111600,Te Kuru,Waitemata,5-11,281,135,39,NA,NA,48%,14%,NA
111700,Snells Beach,Waitemata,12+,"3,173","2,930","2,908","2,748","2,018",92%,92%,73%
111700,Snells Beach,Waitemata,5-11,330,165,72,NA,NA,50%,22%,NA
111800,Barrier Islands,Auckland,12+,931,779,764,738,545,84%,82%,74%
111800,Barrier Islands,Auckland,5-11,83,23,9,NA,NA,28%,11%,NA
111900,Algies Bay-Scotts Landing,Waitemata,12+,"1,145",999,983,944,738,87%,86%,78%
111900,Algies Bay-Scotts Landing,Waitemata,5-11,79,34,10,NA,NA,43%,13%,NA
112100,Wainui-Waiwera,Waitemata,12+,"1,586","1,427","1,413","1,327",913,90%,89%,69%
112100,Wainui-Waiwera,Waitemata,5-11,155,58,21,NA,NA,37%,14%,NA
112200,Parakai,Waitemata,12+,893,800,787,720,468,90%,88%,65%
112200,Parakai,Waitemata,5-11,123,62,32,NA,NA,50%,26%,NA
112300,Helensville Rural,Waitemata,12+,"1,430","1,310","1,297","1,226",828,92%,91%,68%
112300,Helensville Rural,Waitemata,5-11,146,62,34,NA,NA,42%,23%,NA
112400,Helensville,Waitemata,12+,"2,388","2,206","2,169","2,036","1,381",92%,91%,68%
112400,Helensville,Waitemata,5-11,324,167,86,NA,NA,52%,27%,NA
112500,Waitoki,Waitemata,12+,"1,424","1,313","1,297","1,215",794,92%,91%,65%
112500,Waitoki,Waitemata,5-11,174,77,31,NA,NA,44%,18%,NA
112600,Waikoukou Valley,Waitemata,12+,"1,468","1,368","1,350","1,238",810,93%,92%,65%
112600,Waikoukou Valley,Waitemata,5-11,169,64,36,NA,NA,38%,21%,NA
112700,Orewa North,Waitemata,12+,"4,429","4,206","4,181","3,988","3,152",95%,94%,79%
112700,Orewa North,Waitemata,5-11,406,228,141,NA,NA,56%,35%,NA
112800,Hatfields Beach,Waitemata,12+,"1,315","1,232","1,223","1,162",813,94%,93%,70%
112800,Hatfields Beach,Waitemata,5-11,138,79,42,NA,NA,57%,30%,NA
112900,Orewa South,Waitemata,12+,"3,604","3,420","3,405","3,284","2,618",95%,94%,80%
112900,Orewa South,Waitemata,5-11,257,161,89,NA,NA,63%,35%,NA
113000,Orewa Central,Waitemata,12+,"2,979","2,791","2,772","2,674","2,140",94%,93%,80%
113000,Orewa Central,Waitemata,5-11,178,99,55,NA,NA,56%,31%,NA
113100,Millwater North,Waitemata,12+,"3,026",Masked,"2,873","2,677","1,975",>95%,95%,74%
113100,Millwater North,Waitemata,5-11,575,369,195,NA,NA,64%,34%,NA
113200,Waipatukahu,Waitemata,12+,"1,191","1,092","1,083","1,006",676,92%,91%,67%
113200,Waipatukahu,Waitemata,5-11,132,78,29,NA,NA,59%,22%,NA
113300,Millwater South,Waitemata,12+,"3,103",Masked,Masked,"2,805","1,899",>95%,>95%,68%
113300,Millwater South,Waitemata,5-11,627,409,225,NA,NA,65%,36%,NA
113400,Dairy Flat North,Waitemata,12+,"2,286",Masked,"2,161","2,056","1,298",>95%,95%,63%
113400,Dairy Flat North,Waitemata,5-11,253,141,72,NA,NA,56%,28%,NA
113500,Dairy Flat West,Waitemata,12+,"1,288","1,192","1,185","1,107",718,93%,92%,65%
113500,Dairy Flat West,Waitemata,5-11,127,59,25,NA,NA,46%,20%,NA
113600,Kingsway,Waitemata,12+,"2,008","1,900","1,879","1,721","1,184",95%,94%,69%
113600,Kingsway,Waitemata,5-11,284,164,73,NA,NA,58%,26%,NA
113800,Silverdale Central (Auckland),Waitemata,12+,496,Masked,Masked,464,298,>95%,>95%,64%
113800,Silverdale Central (Auckland),Waitemata,5-11,55,35,14,NA,NA,64%,25%,NA
113900,Red Beach West,Waitemata,12+,"2,593","2,340","2,318","2,210","1,748",90%,89%,79%
113900,Red Beach West,Waitemata,5-11,214,110,56,NA,NA,51%,26%,NA
114000,Red Beach East,Waitemata,12+,"3,484",Masked,Masked,"3,128","2,269",>95%,>95%,73%
114000,Red Beach East,Waitemata,5-11,365,188,84,NA,NA,52%,23%,NA
114100,Silverdale South (Auckland),Waitemata,12+,"1,711","1,579","1,560","1,471",960,92%,91%,65%
114100,Silverdale South (Auckland),Waitemata,5-11,188,99,25,NA,NA,53%,13%,NA
114200,Waimauku,Waitemata,12+,"1,171",Masked,"1,108","1,031",731,>95%,95%,71%
114200,Waimauku,Waitemata,5-11,137,82,37,NA,NA,60%,27%,NA
114400,Vipond,Waitemata,12+,"2,486","2,349","2,339","2,224","1,566",94%,94%,70%
114400,Vipond,Waitemata,5-11,306,158,92,NA,NA,52%,30%,NA
114500,Muriwai,Waitemata,12+,952,880,865,814,594,92%,91%,73%
114500,Muriwai,Waitemata,5-11,124,81,23,NA,NA,65%,19%,NA
114600,Stanmore Bay West,Waitemata,12+,"2,208","2,071","2,044","1,910","1,268",94%,93%,66%
114600,Stanmore Bay West,Waitemata,5-11,329,171,97,NA,NA,52%,29%,NA
114700,Kumeu Rural West,Waitemata,12+,"1,494","1,413","1,391","1,321",900,95%,93%,68%
114700,Kumeu Rural West,Waitemata,5-11,120,56,26,NA,NA,47%,22%,NA
114800,Okura Bush,Waitemata,12+,"1,232","1,137","1,120","1,061",736,92%,91%,69%
114800,Okura Bush,Waitemata,5-11,140,88,47,NA,NA,63%,34%,NA
114900,Whangaparoa Central,Waitemata,12+,"3,740","3,541","3,511","3,278","2,304",95%,94%,70%
114900,Whangaparoa Central,Waitemata,5-11,417,235,122,NA,NA,56%,29%,NA
115000,Kumeu-Huapai,Waitemata,12+,"4,062",Masked,Masked,"3,739","2,707",>95%,>95%,72%
115000,Kumeu-Huapai,Waitemata,5-11,547,451,246,NA,NA,82%,45%,NA
115100,Stanmore Bay East,Waitemata,12+,"2,349","2,172","2,139","1,999","1,371",92%,91%,69%
115100,Stanmore Bay East,Waitemata,5-11,268,136,62,NA,NA,51%,23%,NA
115200,Manly West,Waitemata,12+,"2,061","1,935","1,920","1,819","1,275",94%,93%,70%
115200,Manly West,Waitemata,5-11,234,124,71,NA,NA,53%,30%,NA
115300,Muriwai Valley-Bethells Beach,Waitemata,12+,931,840,829,782,541,90%,89%,69%
115300,Muriwai Valley-Bethells Beach,Waitemata,5-11,120,75,35,NA,NA,62%,29%,NA
115400,Tindalls-Matakatia,Waitemata,12+,"1,788","1,661","1,650","1,557","1,124",93%,92%,72%
115400,Tindalls-Matakatia,Waitemata,5-11,153,89,53,NA,NA,58%,35%,NA
115500,Coatesville,Waitemata,12+,"2,050","1,924","1,906","1,790","1,287",94%,93%,72%
115500,Coatesville,Waitemata,5-11,223,113,61,NA,NA,51%,27%,NA
115600,Dairy Flat South,Waitemata,12+,"1,492","1,407","1,391","1,306",915,94%,93%,70%
115600,Dairy Flat South,Waitemata,5-11,136,64,38,NA,NA,47%,28%,NA
115700,Gulf Harbour North,Waitemata,12+,"2,469",Masked,Masked,"2,220","1,580",>95%,>95%,71%
115700,Gulf Harbour North,Waitemata,5-11,320,197,109,NA,NA,62%,34%,NA
115800,Manly East,Waitemata,12+,"3,138","2,875","2,853","2,718","1,999",92%,91%,74%
115800,Manly East,Waitemata,5-11,330,200,103,NA,NA,61%,31%,NA
115900,Riverhead,Waitemata,12+,"2,575",Masked,Masked,"2,311","1,719",>95%,>95%,74%
115900,Riverhead,Waitemata,5-11,419,331,206,NA,NA,79%,49%,NA
116000,Army Bay,Waitemata,12+,"1,327",Masked,"1,248","1,168",886,>95%,94%,76%
116000,Army Bay,Waitemata,5-11,170,101,49,NA,NA,59%,29%,NA
116100,Kumeu Rural East,Waitemata,12+,"2,296","2,093","2,080","1,997","1,351",91%,91%,68%
116100,Kumeu Rural East,Waitemata,5-11,217,121,58,NA,NA,56%,27%,NA
116200,Gulf Harbour South,Waitemata,12+,"2,559","2,400","2,390","2,262","1,692",94%,93%,75%
116200,Gulf Harbour South,Waitemata,5-11,268,169,103,NA,NA,63%,38%,NA
116300,Paremoremo West,Waitemata,12+,820,776,767,723,504,95%,94%,70%
116300,Paremoremo West,Waitemata,5-11,92,42,29,NA,NA,46%,32%,NA
116400,Taupaki,Waitemata,12+,"1,562","1,409","1,394","1,319",901,90%,89%,68%
116400,Taupaki,Waitemata,5-11,140,69,24,NA,NA,49%,17%,NA
116500,Long Bay,Waitemata,12+,"2,096",Masked,Masked,"1,958","1,392",>95%,>95%,71%
116500,Long Bay,Waitemata,5-11,312,225,117,NA,NA,72%,38%,NA
116600,Paremoremo East,Waitemata,12+,"1,776","1,683","1,656","1,545","1,052",95%,93%,68%
116600,Paremoremo East,Waitemata,5-11,201,96,54,NA,NA,48%,27%,NA
116700,Albany Heights,Waitemata,12+,"3,071",Masked,Masked,"2,939","2,040",>95%,>95%,69%
116700,Albany Heights,Waitemata,5-11,376,257,149,NA,NA,68%,40%,NA
116800,Awaruku,Waitemata,12+,"3,765",Masked,Masked,"3,386","2,445",>95%,>95%,72%
116800,Awaruku,Waitemata,5-11,446,292,169,NA,NA,65%,38%,NA
116900,Fairview Heights,Waitemata,12+,"3,320",Masked,Masked,"3,146","2,133",>95%,>95%,68%
