Week ending,Group,DHB of residence,Dose number,# doses administered
2021-08-15,Group 3,MidCentral,1,1956
2021-08-15,Group 3,MidCentral,2,2730
2021-08-15,Group 3,Nelson Marlborough,1,1005
2021-08-15,Group 3,Nelson Marlborough,2,3198
2021-08-15,Group 3,Northland,1,1999
2021-08-15,Group 3,Northland,2,1900
2021-08-15,Group 3,Overseas / Unknown,1,19
2021-08-15,Group 3,Overseas / Unknown,2,21
2021-08-15,Group 3,South Canterbury,1,415
2021-08-15,Group 3,South Canterbury,2,937
2021-08-15,Group 3,Southern,1,5560
2021-08-15,Group 3,Southern,2,3994
2021-08-15,Group 3,Tairawhiti,1,387
2021-08-15,Group 3,Tairawhiti,2,506
2021-08-15,Group 3,Taranaki,1,965
2021-08-15,Group 3,Taranaki,2,2373
2021-08-15,Group 3,Waikato,1,6146
2021-08-15,Group 3,Waikato,2,5015
2021-08-15,Group 3,Wairarapa,1,604
2021-08-15,Group 3,Wairarapa,2,739
2021-08-15,Group 3,Waitemata,1,6399
2021-08-15,Group 3,Waitemata,2,6118
2021-08-15,Group 3,West Coast,1,531
2021-08-15,Group 3,West Coast,2,375
2021-08-15,Group 3,Whanganui,1,1006
2021-08-15,Group 3,Whanganui,2,1377
2021-08-15,Group 4,Auckland,1,15202
2021-08-15,Group 4,Auckland,2,4451
2021-08-15,Group 4,Bay of Plenty,1,4473
2021-08-15,Group 4,Bay of Plenty,2,638
2021-08-15,Group 4,Canterbury,1,9757
2021-08-15,Group 4,Canterbury,2,1715
2021-08-15,Group 4,Capital and Coast,1,9135
2021-08-15,Group 4,Capital and Coast,2,865
2021-08-15,Group 4,Counties Manukau,1,12279
2021-08-15,Group 4,Counties Manukau,2,6116
2021-08-15,Group 4,Hawkes Bay,1,3758
2021-08-15,Group 4,Hawkes Bay,2,700
2021-08-15,Group 4,Hutt Valley,1,2457
2021-08-15,Group 4,Hutt Valley,2,183
2021-08-15,Group 4,Lakes,1,1666
2021-08-15,Group 4,Lakes,2,1644
2021-08-15,Group 4,MidCentral,1,3131
2021-08-15,Group 4,MidCentral,2,647
2021-08-15,Group 4,Nelson Marlborough,1,5120
2021-08-15,Group 4,Nelson Marlborough,2,638
2021-08-15,Group 4,Northland,1,3206
2021-08-15,Group 4,Northland,2,1275
2021-08-15,Group 4,Overseas / Unknown,1,65
2021-08-15,Group 4,Overseas / Unknown,2,9
2021-08-15,Group 4,South Canterbury,1,1592
2021-08-15,Group 4,South Canterbury,2,376
2021-08-15,Group 4,Southern,1,13316
2021-08-15,Group 4,Southern,2,882
2021-08-15,Group 4,Tairawhiti,1,1285
2021-08-15,Group 4,Tairawhiti,2,137
2021-08-15,Group 4,Taranaki,1,1286
2021-08-15,Group 4,Taranaki,2,371
2021-08-15,Group 4,Waikato,1,11449
2021-08-15,Group 4,Waikato,2,2002
2021-08-15,Group 4,Wairarapa,1,1528
2021-08-15,Group 4,Wairarapa,2,452
2021-08-15,Group 4,Waitemata,1,14946
2021-08-15,Group 4,Waitemata,2,3232
2021-08-15,Group 4,West Coast,1,671
2021-08-15,Group 4,West Coast,2,127
2021-08-15,Group 4,Whanganui,1,1315
2021-08-15,Group 4,Whanganui,2,360
2021-08-22,Group 1,Auckland,1,66
2021-08-22,Group 1,Auckland,2,46
2021-08-22,Group 1,Bay of Plenty,1,135
2021-08-22,Group 1,Bay of Plenty,2,55
2021-08-22,Group 1,Canterbury,1,293
2021-08-22,Group 1,Canterbury,2,139
2021-08-22,Group 1,Capital and Coast,1,77
2021-08-22,Group 1,Capital and Coast,2,38
2021-08-22,Group 1,Counties Manukau,1,95
2021-08-22,Group 1,Counties Manukau,2,80
2021-08-22,Group 1,Hawkes Bay,1,12
2021-08-22,Group 1,Hawkes Bay,2,14
2021-08-22,Group 1,Hutt Valley,1,9
2021-08-22,Group 1,Hutt Valley,2,15
2021-08-22,Group 1,Lakes,1,8
2021-08-22,Group 1,MidCentral,1,12
2021-08-22,Group 1,Nelson Marlborough,1,15
2021-08-22,Group 1,Nelson Marlborough,2,20
2021-08-22,Group 1,Northland,1,15
2021-08-22,Group 1,South Canterbury,1,12
2021-08-22,Group 1,South Canterbury,2,8
2021-08-22,Group 1,Southern,1,61
2021-08-22,Group 1,Southern,2,71
2021-08-22,Group 1,Tairawhiti,1,8
2021-08-22,Group 1,Taranaki,1,8
2021-08-22,Group 1,Taranaki,2,8
2021-08-22,Group 1,Waikato,1,24
2021-08-22,Group 1,Waikato,2,12
2021-08-22,Group 1,Waitemata,1,65
2021-08-22,Group 1,Waitemata,2,64
2021-08-22,Group 2,Auckland,1,2666
2021-08-22,Group 2,Auckland,2,1503
2021-08-22,Group 2,Bay of Plenty,1,764
2021-08-22,Group 2,Bay of Plenty,2,337
2021-08-22,Group 2,Canterbury,1,2182
2021-08-22,Group 2,Canterbury,2,525
2021-08-22,Group 2,Capital and Coast,1,1451
2021-08-22,Group 2,Capital and Coast,2,346
2021-08-22,Group 2,Counties Manukau,1,5191
2021-08-22,Group 2,Counties Manukau,2,3804
2021-08-22,Group 2,Hawkes Bay,1,840
2021-08-22,Group 2,Hawkes Bay,2,164
2021-08-22,Group 2,Hutt Valley,1,375
2021-08-22,Group 2,Hutt Valley,2,114
2021-08-22,Group 2,Lakes,1,231
2021-08-22,Group 2,Lakes,2,62
2021-08-22,Group 2,MidCentral,1,659
2021-08-22,Group 2,MidCentral,2,330
2021-08-22,Group 2,Nelson Marlborough,1,757
2021-08-22,Group 2,Nelson Marlborough,2,192
2021-08-22,Group 2,Northland,1,659
2021-08-22,Group 2,Northland,2,366
2021-08-22,Group 2,Overseas / Unknown,1,16
2021-08-22,Group 2,South Canterbury,1,187
2021-08-22,Group 2,South Canterbury,2,76
2021-08-22,Group 2,Southern,1,1331
2021-08-22,Group 2,Southern,2,544
2021-08-22,Group 2,Tairawhiti,1,359
2021-08-22,Group 2,Tairawhiti,2,75
2021-08-22,Group 2,Taranaki,1,586
2021-08-22,Group 2,Taranaki,2,162
2021-08-22,Group 2,Waikato,1,1936
2021-08-22,Group 2,Waikato,2,1239
2021-08-22,Group 2,Wairarapa,1,108
2021-08-22,Group 2,Wairarapa,2,36
2021-08-22,Group 2,Waitemata,1,2335
2021-08-22,Group 2,Waitemata,2,1105
2021-08-22,Group 2,West Coast,1,67
2021-08-22,Group 2,West Coast,2,12
2021-08-22,Group 2,Whanganui,1,348
2021-08-22,Group 2,Whanganui,2,32
2021-08-22,Group 3,Auckland,1,2317
2021-08-22,Group 3,Auckland,2,2096
2021-08-22,Group 3,Bay of Plenty,1,1880
2021-08-22,Group 3,Bay of Plenty,2,2641
2021-08-22,Group 3,Canterbury,1,6789
2021-08-22,Group 3,Canterbury,2,7887
2021-08-22,Group 3,Capital and Coast,1,3912
2021-08-22,Group 3,Capital and Coast,2,5676
2021-08-22,Group 3,Counties Manukau,1,411
2021-08-22,Group 3,Counties Manukau,2,360
2021-08-22,Group 3,Hawkes Bay,1,1831
2021-08-22,Group 3,Hawkes Bay,2,2913
2021-08-22,Group 3,Hutt Valley,1,1982
2021-08-22,Group 3,Hutt Valley,2,2386
2021-08-22,Group 3,Lakes,1,206
2021-08-22,Group 3,Lakes,2,540
2021-08-22,Group 3,MidCentral,1,1140
2021-08-22,Group 3,MidCentral,2,2141
2021-08-22,Group 3,Nelson Marlborough,1,594
2021-08-22,Group 3,Nelson Marlborough,2,2002
2021-08-22,Group 3,Northland,1,1021
2021-08-22,Group 3,Northland,2,1340
2021-08-22,Group 3,Overseas / Unknown,1,15
2021-08-22,Group 3,Overseas / Unknown,2,15
2021-08-22,Group 3,South Canterbury,1,141
2021-08-22,Group 3,South Canterbury,2,1222
2021-08-22,Group 3,Southern,1,2350
2021-08-22,Group 3,Southern,2,4728
2021-08-22,Group 3,Tairawhiti,1,375
2021-08-22,Group 3,Tairawhiti,2,407
2021-08-22,Group 3,Taranaki,1,772
2021-08-22,Group 3,Taranaki,2,1781
2021-08-22,Group 3,Waikato,1,4573
2021-08-22,Group 3,Waikato,2,4511
2021-08-22,Group 3,Wairarapa,1,311
2021-08-22,Group 3,Wairarapa,2,583
2021-08-22,Group 3,Waitemata,1,3986
2021-08-22,Group 3,Waitemata,2,4157
2021-08-22,Group 3,West Coast,1,376
2021-08-22,Group 3,West Coast,2,136
2021-08-22,Group 3,Whanganui,1,585
2021-08-22,Group 3,Whanganui,2,1312
2021-08-22,Group 4,Auckland,1,13597
2021-08-22,Group 4,Auckland,2,3640
2021-08-22,Group 4,Bay of Plenty,1,4659
2021-08-22,Group 4,Bay of Plenty,2,1236
2021-08-22,Group 4,Canterbury,1,13829
2021-08-22,Group 4,Canterbury,2,1972
2021-08-22,Group 4,Capital and Coast,1,11273
2021-08-22,Group 4,Capital and Coast,2,1320
2021-08-22,Group 4,Counties Manukau,1,12226
2021-08-22,Group 4,Counties Manukau,2,5002
2021-08-22,Group 4,Hawkes Bay,1,4864
2021-08-22,Group 4,Hawkes Bay,2,1235
2021-08-22,Group 4,Hutt Valley,1,3584
2021-08-22,Group 4,Hutt Valley,2,318
2021-08-22,Group 4,Lakes,1,1894
2021-08-22,Group 4,Lakes,2,1110
2021-08-22,Group 4,MidCentral,1,4445
2021-08-22,Group 4,MidCentral,2,715
2021-08-22,Group 4,Nelson Marlborough,1,6447
2021-08-22,Group 4,Nelson Marlborough,2,984
2021-08-22,Group 4,Northland,1,3688
2021-08-22,Group 4,Northland,2,935
2021-08-22,Group 4,Overseas / Unknown,1,63
2021-08-22,Group 4,Overseas / Unknown,2,10
2021-08-22,Group 4,South Canterbury,1,1778
2021-08-22,Group 4,South Canterbury,2,765
2021-08-22,Group 4,Southern,1,13966
2021-08-22,Group 4,Southern,2,2018
2021-08-22,Group 4,Tairawhiti,1,2345
2021-08-22,Group 4,Tairawhiti,2,541
2021-08-22,Group 4,Taranaki,1,3297
2021-08-22,Group 4,Taranaki,2,398
2021-08-22,Group 4,Waikato,1,15229
2021-08-22,Group 4,Waikato,2,3401
2021-08-22,Group 4,Wairarapa,1,1323
2021-08-22,Group 4,Wairarapa,2,399
2021-08-22,Group 4,Waitemata,1,13637
2021-08-22,Group 4,Waitemata,2,3187
2021-08-22,Group 4,West Coast,1,708
2021-08-22,Group 4,West Coast,2,57
2021-08-22,Group 4,Whanganui,1,1659
2021-08-22,Group 4,Whanganui,2,667
2021-08-29,Group 1,Auckland,1,109
2021-08-29,Group 1,Auckland,2,70
2021-08-29,Group 1,Bay of Plenty,1,251
2021-08-29,Group 1,Bay of Plenty,2,63
2021-08-29,Group 1,Canterbury,1,289
2021-08-29,Group 1,Canterbury,2,187
2021-08-29,Group 1,Capital and Coast,1,64
2021-08-29,Group 1,Capital and Coast,2,84
2021-08-29,Group 1,Counties Manukau,1,143
2021-08-29,Group 1,Counties Manukau,2,99
2021-08-29,Group 1,Hawkes Bay,1,21
2021-08-29,Group 1,Hawkes Bay,2,5
2021-08-29,Group 1,Hutt Valley,1,33
2021-08-29,Group 1,Hutt Valley,2,29
2021-08-29,Group 1,Lakes,1,7
2021-08-29,Group 1,Lakes,2,12
2021-08-29,Group 1,MidCentral,1,8
2021-08-29,Group 1,MidCentral,2,6
2021-08-29,Group 1,Nelson Marlborough,1,37
2021-08-29,Group 1,Nelson Marlborough,2,22
2021-08-29,Group 1,Northland,1,29
2021-08-29,Group 1,Northland,2,12
2021-08-29,Group 1,South Canterbury,1,14
2021-08-29,Group 1,South Canterbury,2,17
2021-08-29,Group 1,Southern,1,76
2021-08-29,Group 1,Southern,2,121
2021-08-29,Group 1,Tairawhiti,2,6
2021-08-29,Group 1,Taranaki,1,87
2021-08-29,Group 1,Taranaki,2,6
2021-08-29,Group 1,Waikato,1,34
2021-08-29,Group 1,Waikato,2,17
2021-08-29,Group 1,Waitemata,1,125
2021-08-29,Group 1,Waitemata,2,104
2021-08-29,Group 2,Auckland,1,3982
2021-08-29,Group 2,Auckland,2,2456
2021-08-29,Group 2,Bay of Plenty,1,1658
2021-08-29,Group 2,Bay of Plenty,2,533
2021-08-29,Group 2,Canterbury,1,8333
2021-08-29,Group 2,Canterbury,2,957
2021-08-29,Group 2,Capital and Coast,1,3875
2021-08-29,Group 2,Capital and Coast,2,662
2021-08-29,Group 2,Counties Manukau,1,6673
2021-08-29,Group 2,Counties Manukau,2,6242
2021-08-29,Group 2,Hawkes Bay,1,1348
2021-08-29,Group 2,Hawkes Bay,2,267
2021-08-29,Group 2,Hutt Valley,1,1691
2021-08-29,Group 2,Hutt Valley,2,170
2021-08-29,Group 2,Lakes,1,515
2021-08-29,Group 2,Lakes,2,77
2021-08-29,Group 2,MidCentral,1,1391
2021-08-29,Group 2,MidCentral,2,397
2021-08-29,Group 2,Nelson Marlborough,1,1858
2021-08-29,Group 2,Nelson Marlborough,2,403
2021-08-29,Group 2,Northland,1,1236
2021-08-29,Group 2,Northland,2,498
2021-08-29,Group 2,Overseas / Unknown,1,36
2021-08-29,Group 2,Overseas / Unknown,2,9
2021-08-29,Group 2,South Canterbury,1,335
2021-08-29,Group 2,South Canterbury,2,101
2021-08-29,Group 2,Southern,1,2662
2021-08-29,Group 2,Southern,2,1028
2021-08-29,Group 2,Tairawhiti,1,596
2021-08-29,Group 2,Tairawhiti,2,489
2021-08-29,Group 2,Taranaki,1,1680
2021-08-29,Group 2,Taranaki,2,326
2021-08-29,Group 2,Waikato,1,3300
2021-08-29,Group 2,Waikato,2,1577
2021-08-29,Group 2,Wairarapa,1,206
2021-08-29,Group 2,Wairarapa,2,30
2021-08-29,Group 2,Waitemata,1,4103
2021-08-29,Group 2,Waitemata,2,1917
2021-08-29,Group 2,West Coast,1,109
2021-08-29,Group 2,West Coast,2,13
2021-08-29,Group 2,Whanganui,1,537
2021-08-29,Group 2,Whanganui,2,92
2021-08-29,Group 3,Auckland,1,2798
2021-08-29,Group 3,Auckland,2,2898
2021-08-29,Group 3,Bay of Plenty,1,2467
2021-08-29,Group 3,Bay of Plenty,2,4622
2021-08-29,Group 3,Canterbury,1,7002
2021-08-29,Group 3,Canterbury,2,11556
2021-08-29,Group 3,Capital and Coast,1,3662
2021-08-29,Group 3,Capital and Coast,2,8957
2021-08-29,Group 3,Counties Manukau,1,474
2021-08-29,Group 3,Counties Manukau,2,328
2021-08-29,Group 3,Hawkes Bay,1,2100
2021-08-29,Group 3,Hawkes Bay,2,3472
2021-08-29,Group 3,Hutt Valley,1,2493
2021-08-29,Group 3,Hutt Valley,2,3764
2021-08-29,Group 3,Lakes,1,350
2021-08-29,Group 3,Lakes,2,575
2021-08-29,Group 3,MidCentral,1,1320
2021-08-29,Group 3,MidCentral,2,2843
2021-08-29,Group 3,Nelson Marlborough,1,1029
2021-08-29,Group 3,Nelson Marlborough,2,3561
2021-08-29,Group 3,Northland,1,1500
2021-08-29,Group 3,Northland,2,2192
2021-08-29,Group 3,Overseas / Unknown,1,39
2021-08-29,Group 3,Overseas / Unknown,2,111
2021-08-29,Group 3,South Canterbury,1,206
2021-08-29,Group 3,South Canterbury,2,970
2021-08-29,Group 3,Southern,1,3108
2021-08-29,Group 3,Southern,2,8338
2021-08-29,Group 3,Tairawhiti,1,293
2021-08-29,Group 3,Tairawhiti,2,511
2021-08-29,Group 3,Taranaki,1,1105
2021-08-29,Group 3,Taranaki,2,2009
2021-08-29,Group 3,Waikato,1,5040
2021-08-29,Group 3,Waikato,2,6276
2021-08-29,Group 3,Wairarapa,1,352
2021-08-29,Group 3,Wairarapa,2,732
2021-08-29,Group 3,Waitemata,1,5182
2021-08-29,Group 3,Waitemata,2,6780
2021-08-29,Group 3,West Coast,1,405
2021-08-29,Group 3,West Coast,2,256
2021-08-29,Group 3,Whanganui,1,939
2021-08-29,Group 3,Whanganui,2,1188
2021-08-29,Group 4,Auckland,1,34312
2021-08-29,Group 4,Auckland,2,6542
2021-08-29,Group 4,Bay of Plenty,1,9452
2021-08-29,Group 4,Bay of Plenty,2,1779
2021-08-29,Group 4,Canterbury,1,29374
2021-08-29,Group 4,Canterbury,2,5347
2021-08-29,Group 4,Capital and Coast,1,28086
2021-08-29,Group 4,Capital and Coast,2,3765
2021-08-29,Group 4,Counties Manukau,1,28162
2021-08-29,Group 4,Counties Manukau,2,9091
2021-08-29,Group 4,Hawkes Bay,1,11654
2021-08-29,Group 4,Hawkes Bay,2,2215
2021-08-29,Group 4,Hutt Valley,1,10150
2021-08-29,Group 4,Hutt Valley,2,792
2021-08-29,Group 4,Lakes,1,4359
2021-08-29,Group 4,Lakes,2,1703
2021-08-29,Group 4,MidCentral,1,11356
2021-08-29,Group 4,MidCentral,2,2075
2021-08-29,Group 4,Nelson Marlborough,1,14538
2021-08-29,Group 4,Nelson Marlborough,2,2937
2021-08-29,Group 4,Northland,1,10120
2021-08-29,Group 4,Northland,2,2422
2021-08-29,Group 4,Overseas / Unknown,1,160
2021-08-29,Group 4,Overseas / Unknown,2,32
2021-08-29,Group 4,South Canterbury,1,4835
2021-08-29,Group 4,South Canterbury,2,937
2021-08-29,Group 4,Southern,1,28209
2021-08-29,Group 4,Southern,2,6111
2021-08-29,Group 4,Tairawhiti,1,3110
2021-08-29,Group 4,Tairawhiti,2,902
2021-08-29,Group 4,Taranaki,1,9086
2021-08-29,Group 4,Taranaki,2,1057
2021-08-29,Group 4,Waikato,1,29864
2021-08-29,Group 4,Waikato,2,6488
2021-08-29,Group 4,Wairarapa,1,2212
2021-08-29,Group 4,Wairarapa,2,781
2021-08-29,Group 4,Waitemata,1,35506
2021-08-29,Group 4,Waitemata,2,5870
2021-08-29,Group 4,West Coast,1,1431
2021-08-29,Group 4,West Coast,2,578
2021-08-29,Group 4,Whanganui,1,4041
2021-08-29,Group 4,Whanganui,2,1066
2021-09-05,Group 1,Auckland,1,82
2021-09-05,Group 1,Auckland,2,91
2021-09-05,Group 1,Bay of Plenty,1,22
2021-09-05,Group 1,Bay of Plenty,2,67
2021-09-05,Group 1,Canterbury,1,154
2021-09-05,Group 1,Canterbury,2,197
2021-09-05,Group 1,Capital and Coast,1,38
2021-09-05,Group 1,Capital and Coast,2,113
2021-09-05,Group 1,Counties Manukau,1,108
2021-09-05,Group 1,Counties Manukau,2,137
2021-09-05,Group 1,Hawkes Bay,1,26
2021-09-05,Group 1,Hawkes Bay,2,12
2021-09-05,Group 1,Hutt Valley,1,20
2021-09-05,Group 1,Hutt Valley,2,46
2021-09-05,Group 1,Lakes,1,6
2021-09-05,Group 1,MidCentral,2,12
2021-09-05,Group 1,Nelson Marlborough,1,15
2021-09-05,Group 1,Nelson Marlborough,2,37
2021-09-05,Group 1,Northland,1,23
2021-09-05,Group 1,Northland,2,16
2021-09-05,Group 1,South Canterbury,1,7
2021-09-05,Group 1,South Canterbury,2,8
2021-09-05,Group 1,Southern,1,28
2021-09-05,Group 1,Southern,2,101
2021-09-05,Group 1,Tairawhiti,1,17
2021-09-05,Group 1,Tairawhiti,2,7
2021-09-05,Group 1,Taranaki,1,9
2021-09-05,Group 1,Taranaki,2,10
2021-09-05,Group 1,Waikato,1,25
2021-09-05,Group 1,Waikato,2,14
2021-09-05,Group 1,Waitemata,1,119
2021-09-05,Group 1,Waitemata,2,142
2021-09-05,Group 2,Auckland,1,2512
2021-09-05,Group 2,Auckland,2,2929
2021-09-05,Group 2,Bay of Plenty,1,505
2021-09-05,Group 2,Bay of Plenty,2,558
2021-09-05,Group 2,Canterbury,1,4932
2021-09-05,Group 2,Canterbury,2,1226
2021-09-05,Group 2,Capital and Coast,1,1897
2021-09-05,Group 2,Capital and Coast,2,675
2021-09-05,Group 2,Counties Manukau,1,4262
2021-09-05,Group 2,Counties Manukau,2,6386
2021-09-05,Group 2,Hawkes Bay,1,484
2021-09-05,Group 2,Hawkes Bay,2,429
2021-09-05,Group 2,Hutt Valley,1,827
2021-09-05,Group 2,Hutt Valley,2,169
2021-09-05,Group 2,Lakes,1,331
2021-09-05,Group 2,Lakes,2,157
2021-09-05,Group 2,MidCentral,1,734
2021-09-05,Group 2,MidCentral,2,590
2021-09-05,Group 2,Nelson Marlborough,1,507
2021-09-05,Group 2,Nelson Marlborough,2,405
2021-09-05,Group 2,Northland,1,544
2021-09-05,Group 2,Northland,2,607
2021-09-05,Group 2,Overseas / Unknown,1,14
2021-09-05,Group 2,Overseas / Unknown,2,6
2021-09-05,Group 2,South Canterbury,1,219
2021-09-05,Group 2,South Canterbury,2,104
2021-09-05,Group 2,Southern,1,1110
2021-09-05,Group 2,Southern,2,1306
2021-09-05,Group 2,Tairawhiti,1,110
2021-09-05,Group 2,Tairawhiti,2,263
2021-09-05,Group 2,Taranaki,1,434
2021-09-05,Group 2,Taranaki,2,303
2021-09-05,Group 2,Waikato,1,1573
2021-09-05,Group 2,Waikato,2,1828
2021-09-05,Group 2,Wairarapa,1,98
2021-09-05,Group 2,Wairarapa,2,79
2021-09-05,Group 2,Waitemata,1,2750
2021-09-05,Group 2,Waitemata,2,2603
2021-09-05,Group 2,West Coast,1,55
2021-09-05,Group 2,West Coast,2,39
2021-09-05,Group 2,Whanganui,1,166
2021-09-05,Group 2,Whanganui,2,85
2021-09-05,Group 3,Auckland,1,2376
2021-09-05,Group 3,Auckland,2,3317
2021-09-05,Group 3,Bay of Plenty,1,2432
2021-09-05,Group 3,Bay of Plenty,2,3860
2021-09-05,Group 3,Canterbury,1,5750
2021-09-05,Group 3,Canterbury,2,10313
2021-09-05,Group 3,Capital and Coast,1,2123
2021-09-05,Group 3,Capital and Coast,2,7087
2021-09-05,Group 3,Counties Manukau,1,345
2021-09-05,Group 3,Counties Manukau,2,475
2021-09-05,Group 3,Hawkes Bay,1,1505
2021-09-05,Group 3,Hawkes Bay,2,2535
2021-09-05,Group 3,Hutt Valley,1,1266
2021-09-05,Group 3,Hutt Valley,2,3022
2021-09-05,Group 3,Lakes,1,379
2021-09-05,Group 3,Lakes,2,421
2021-09-05,Group 3,MidCentral,1,889
2021-09-05,Group 3,MidCentral,2,2140
2021-09-05,Group 3,Nelson Marlborough,1,473
2021-09-05,Group 3,Nelson Marlborough,2,1559
2021-09-05,Group 3,Northland,1,1364
2021-09-05,Group 3,Northland,2,2063
2021-09-05,Group 3,Overseas / Unknown,1,10
2021-09-05,Group 3,Overseas / Unknown,2,22
2021-09-05,Group 3,South Canterbury,1,178
2021-09-05,Group 3,South Canterbury,2,536
2021-09-05,Group 3,Southern,1,1461
2021-09-05,Group 3,Southern,2,6106
2021-09-05,Group 3,Tairawhiti,1,182
2021-09-05,Group 3,Tairawhiti,2,437
2021-09-05,Group 3,Taranaki,1,1502
2021-09-05,Group 3,Taranaki,2,1746
2021-09-05,Group 3,Waikato,1,3259
2021-09-05,Group 3,Waikato,2,6056
2021-09-05,Group 3,Wairarapa,1,154
2021-09-05,Group 3,Wairarapa,2,517
2021-09-05,Group 3,Waitemata,1,4993
2021-09-05,Group 3,Waitemata,2,8788
2021-09-05,Group 3,West Coast,1,185
2021-09-05,Group 3,West Coast,2,451
2021-09-05,Group 3,Whanganui,1,406
2021-09-05,Group 3,Whanganui,2,872
2021-09-05,Group 4,Auckland,1,41228
2021-09-05,Group 4,Auckland,2,10565
2021-09-05,Group 4,Bay of Plenty,1,12001
2021-09-05,Group 4,Bay of Plenty,2,2852
2021-09-05,Group 4,Canterbury,1,36990
2021-09-05,Group 4,Canterbury,2,6206
2021-09-05,Group 4,Capital and Coast,1,31359
2021-09-05,Group 4,Capital and Coast,2,4974
2021-09-05,Group 4,Counties Manukau,1,33658
2021-09-05,Group 4,Counties Manukau,2,11118
2021-09-05,Group 4,Hawkes Bay,1,10881
2021-09-05,Group 4,Hawkes Bay,2,2036
2021-09-05,Group 4,Hutt Valley,1,13077
2021-09-05,Group 4,Hutt Valley,2,1169
2021-09-05,Group 4,Lakes,1,6439
2021-09-05,Group 4,Lakes,2,1402
2021-09-05,Group 4,MidCentral,1,10813
2021-09-05,Group 4,MidCentral,2,2190
2021-09-05,Group 4,Nelson Marlborough,1,7479
2021-09-05,Group 4,Nelson Marlborough,2,3305
2021-09-05,Group 4,Northland,1,9817
2021-09-05,Group 4,Northland,2,2348
2021-09-05,Group 4,Overseas / Unknown,1,171
2021-09-05,Group 4,Overseas / Unknown,2,45
2021-09-05,Group 4,South Canterbury,1,3926
2021-09-05,Group 4,South Canterbury,2,905
2021-09-05,Group 4,Southern,1,24646
2021-09-05,Group 4,Southern,2,8866
2021-09-05,Group 4,Tairawhiti,1,2040
2021-09-05,Group 4,Tairawhiti,2,1091
2021-09-05,Group 4,Taranaki,1,5786
2021-09-05,Group 4,Taranaki,2,1928
2021-09-05,Group 4,Waikato,1,27976
2021-09-05,Group 4,Waikato,2,7082
2021-09-05,Group 4,Wairarapa,1,2673
2021-09-05,Group 4,Wairarapa,2,985
2021-09-05,Group 4,Waitemata,1,46141
2021-09-05,Group 4,Waitemata,2,10002
2021-09-05,Group 4,West Coast,1,1741
2021-09-05,Group 4,West Coast,2,538
2021-09-05,Group 4,Whanganui,1,3647
2021-09-05,Group 4,Whanganui,2,842
2021-09-12,Group 1,Auckland,1,56
2021-09-12,Group 1,Auckland,2,82
2021-09-12,Group 1,Bay of Plenty,1,29
2021-09-12,Group 1,Bay of Plenty,2,34
2021-09-12,Group 1,Canterbury,1,65
2021-09-12,Group 1,Canterbury,2,119
2021-09-12,Group 1,Capital and Coast,1,23
2021-09-12,Group 1,Capital and Coast,2,54
2021-09-12,Group 1,Counties Manukau,1,96
2021-09-12,Group 1,Counties Manukau,2,115
2021-09-12,Group 1,Hawkes Bay,1,22
2021-09-12,Group 1,Hawkes Bay,2,14
2021-09-12,Group 1,Hutt Valley,1,10
2021-09-12,Group 1,Hutt Valley,2,18
2021-09-12,Group 1,MidCentral,2,7
2021-09-12,Group 1,Nelson Marlborough,1,18
2021-09-12,Group 1,Nelson Marlborough,2,32
2021-09-12,Group 1,Northland,1,15
2021-09-12,Group 1,Northland,2,12
2021-09-12,Group 1,South Canterbury,1,11
2021-09-12,Group 1,South Canterbury,2,28
2021-09-12,Group 1,Southern,1,20
2021-09-12,Group 1,Southern,2,52
2021-09-12,Group 1,Tairawhiti,2,7
2021-09-12,Group 1,Taranaki,1,6
2021-09-12,Group 1,Taranaki,2,6
2021-09-12,Group 1,Waikato,1,12
2021-09-12,Group 1,Waikato,2,12
2021-09-12,Group 1,Waitemata,1,64
2021-09-12,Group 1,Waitemata,2,105
2021-09-12,Group 2,Auckland,1,3015
2021-09-12,Group 2,Auckland,2,2874
2021-09-12,Group 2,Bay of Plenty,1,784
2021-09-12,Group 2,Bay of Plenty,2,595
2021-09-12,Group 2,Canterbury,1,2897
2021-09-12,Group 2,Canterbury,2,1442
2021-09-12,Group 2,Capital and Coast,1,1381
2021-09-12,Group 2,Capital and Coast,2,793
2021-09-12,Group 2,Counties Manukau,1,4270
2021-09-12,Group 2,Counties Manukau,2,5027
2021-09-12,Group 2,Hawkes Bay,1,411
2021-09-12,Group 2,Hawkes Bay,2,420
2021-09-12,Group 2,Hutt Valley,1,885
2021-09-12,Group 2,Hutt Valley,2,372
2021-09-12,Group 2,Lakes,1,296
2021-09-12,Group 2,Lakes,2,177
2021-09-12,Group 2,MidCentral,1,567
2021-09-12,Group 2,MidCentral,2,446
2021-09-12,Group 2,Nelson Marlborough,1,334
2021-09-12,Group 2,Nelson Marlborough,2,471
2021-09-12,Group 2,Northland,1,569
2021-09-12,Group 2,Northland,2,328
2021-09-12,Group 2,Overseas / Unknown,1,8
2021-09-12,Group 2,Overseas / Unknown,2,20
2021-09-12,Group 2,South Canterbury,1,155
2021-09-12,Group 2,South Canterbury,2,90
2021-09-12,Group 2,Southern,1,987
2021-09-12,Group 2,Southern,2,1084
2021-09-12,Group 2,Tairawhiti,1,101
2021-09-12,Group 2,Tairawhiti,2,163
2021-09-12,Group 2,Taranaki,1,380
2021-09-12,Group 2,Taranaki,2,442
