Week ending,Group,DHB of residence,Dose number,# doses administered
2021-10-10,Group 2,Tairawhiti,2,382
2021-10-10,Group 2,Taranaki,1,288
2021-10-10,Group 2,Taranaki,2,1142
2021-10-10,Group 2,Waikato,1,1381
2021-10-10,Group 2,Waikato,2,2365
2021-10-10,Group 2,Wairarapa,1,22
2021-10-10,Group 2,Wairarapa,2,142
2021-10-10,Group 2,Waitemata,1,978
2021-10-10,Group 2,Waitemata,2,4026
2021-10-10,Group 2,West Coast,1,31
2021-10-10,Group 2,West Coast,2,63
2021-10-10,Group 2,Whanganui,1,68
2021-10-10,Group 2,Whanganui,2,240
2021-10-10,Group 3,Auckland,1,555
2021-10-10,Group 3,Auckland,2,2499
2021-10-10,Group 3,Bay of Plenty,1,828
2021-10-10,Group 3,Bay of Plenty,2,2327
2021-10-10,Group 3,Canterbury,1,792
2021-10-10,Group 3,Canterbury,2,4885
2021-10-10,Group 3,Capital and Coast,1,276
2021-10-10,Group 3,Capital and Coast,2,2887
2021-10-10,Group 3,Counties Manukau,1,350
2021-10-10,Group 3,Counties Manukau,2,395
2021-10-10,Group 3,Hawkes Bay,1,363
2021-10-10,Group 3,Hawkes Bay,2,1630
2021-10-10,Group 3,Hutt Valley,1,215
2021-10-10,Group 3,Hutt Valley,2,1127
2021-10-10,Group 3,Lakes,1,207
2021-10-10,Group 3,Lakes,2,384
2021-10-10,Group 3,MidCentral,1,288
2021-10-10,Group 3,MidCentral,2,1144
2021-10-10,Group 3,Nelson Marlborough,1,208
2021-10-10,Group 3,Nelson Marlborough,2,555
2021-10-10,Group 3,Northland,1,424
2021-10-10,Group 3,Northland,2,1308
2021-10-10,Group 3,Overseas / Unknown,2,13
2021-10-10,Group 3,South Canterbury,1,59
2021-10-10,Group 3,South Canterbury,2,151
2021-10-10,Group 3,Southern,1,432
2021-10-10,Group 3,Southern,2,2273
2021-10-10,Group 3,Tairawhiti,1,83
2021-10-10,Group 3,Tairawhiti,2,287
2021-10-10,Group 3,Taranaki,1,353
2021-10-10,Group 3,Taranaki,2,1062
2021-10-10,Group 3,Waikato,1,1234
2021-10-10,Group 3,Waikato,2,3870
2021-10-10,Group 3,Wairarapa,1,93
2021-10-10,Group 3,Wairarapa,2,292
2021-10-10,Group 3,Waitemata,1,937
2021-10-10,Group 3,Waitemata,2,5083
2021-10-10,Group 3,West Coast,1,81
2021-10-10,Group 3,West Coast,2,239
2021-10-10,Group 3,Whanganui,1,136
2021-10-10,Group 3,Whanganui,2,582
2021-10-10,Group 4,Auckland,1,7257
2021-10-10,Group 4,Auckland,2,39445
2021-10-10,Group 4,Bay of Plenty,1,6346
2021-10-10,Group 4,Bay of Plenty,2,11968
2021-10-10,Group 4,Canterbury,1,15249
2021-10-10,Group 4,Canterbury,2,26651
2021-10-10,Group 4,Capital and Coast,1,4370
2021-10-10,Group 4,Capital and Coast,2,23360
2021-10-10,Group 4,Counties Manukau,1,10708
2021-10-10,Group 4,Counties Manukau,2,31673
2021-10-10,Group 4,Hawkes Bay,1,2839
2021-10-10,Group 4,Hawkes Bay,2,9195
2021-10-10,Group 4,Hutt Valley,1,2287
2021-10-10,Group 4,Hutt Valley,2,8331
2021-10-10,Group 4,Lakes,1,2709
2021-10-10,Group 4,Lakes,2,4908
2021-10-10,Group 4,MidCentral,1,4267
2021-10-10,Group 4,MidCentral,2,11020
2021-10-10,Group 4,Nelson Marlborough,1,1985
2021-10-10,Group 4,Nelson Marlborough,2,8969
2021-10-10,Group 4,Northland,1,4593
2021-10-10,Group 4,Northland,2,9250
2021-10-10,Group 4,Overseas / Unknown,1,55
2021-10-10,Group 4,Overseas / Unknown,2,109
2021-10-10,Group 4,South Canterbury,1,901
2021-10-10,Group 4,South Canterbury,2,3482
2021-10-10,Group 4,Southern,1,5190
2021-10-10,Group 4,Southern,2,19228
2021-10-10,Group 4,Tairawhiti,1,1062
2021-10-10,Group 4,Tairawhiti,2,2672
2021-10-10,Group 4,Taranaki,1,3923
2021-10-10,Group 4,Taranaki,2,8822
2021-10-10,Group 4,Waikato,1,14421
2021-10-10,Group 4,Waikato,2,28855
2021-10-10,Group 4,Wairarapa,1,1005
2021-10-10,Group 4,Wairarapa,2,2187
2021-10-10,Group 4,Waitemata,1,10721
2021-10-10,Group 4,Waitemata,2,47048
2021-10-10,Group 4,West Coast,1,619
2021-10-10,Group 4,West Coast,2,1031
2021-10-10,Group 4,Whanganui,1,1290
2021-10-10,Group 4,Whanganui,2,2758
2021-10-17,Group 1,Auckland,1,20
2021-10-17,Group 1,Auckland,2,57
2021-10-17,Group 1,Bay of Plenty,1,10
2021-10-17,Group 1,Bay of Plenty,2,45
2021-10-17,Group 1,Canterbury,1,22
2021-10-17,Group 1,Canterbury,2,203
2021-10-17,Group 1,Capital and Coast,1,9
2021-10-17,Group 1,Capital and Coast,2,52
2021-10-17,Group 1,Counties Manukau,1,45
2021-10-17,Group 1,Counties Manukau,2,99
2021-10-17,Group 1,Hawkes Bay,1,6
2021-10-17,Group 1,Hawkes Bay,2,27
2021-10-17,Group 1,Hutt Valley,2,18
2021-10-17,Group 1,Lakes,2,7
2021-10-17,Group 1,MidCentral,2,9
2021-10-17,Group 1,Nelson Marlborough,1,11
2021-10-17,Group 1,Nelson Marlborough,2,25
2021-10-17,Group 1,Northland,1,6
2021-10-17,Group 1,Northland,2,30
2021-10-17,Group 1,South Canterbury,2,9
2021-10-17,Group 1,Southern,1,7
2021-10-17,Group 1,Southern,2,29
2021-10-17,Group 1,Tairawhiti,2,29
2021-10-17,Group 1,Taranaki,2,22
2021-10-17,Group 1,Waikato,1,6
2021-10-17,Group 1,Waikato,2,26
2021-10-17,Group 1,Waitemata,1,17
2021-10-17,Group 1,Waitemata,2,81
2021-10-17,Group 2,Auckland,1,811
2021-10-17,Group 2,Auckland,2,3365
2021-10-17,Group 2,Bay of Plenty,1,162
2021-10-17,Group 2,Bay of Plenty,2,1002
2021-10-17,Group 2,Canterbury,1,1243
2021-10-17,Group 2,Canterbury,2,5976
2021-10-17,Group 2,Capital and Coast,1,488
2021-10-17,Group 2,Capital and Coast,2,2237
2021-10-17,Group 2,Counties Manukau,1,1734
2021-10-17,Group 2,Counties Manukau,2,4988
2021-10-17,Group 2,Hawkes Bay,1,202
2021-10-17,Group 2,Hawkes Bay,2,642
2021-10-17,Group 2,Hutt Valley,1,264
2021-10-17,Group 2,Hutt Valley,2,920
2021-10-17,Group 2,Lakes,1,182
2021-10-17,Group 2,Lakes,2,385
2021-10-17,Group 2,MidCentral,1,237
2021-10-17,Group 2,MidCentral,2,910
2021-10-17,Group 2,Nelson Marlborough,1,222
2021-10-17,Group 2,Nelson Marlborough,2,724
2021-10-17,Group 2,Northland,1,319
2021-10-17,Group 2,Northland,2,885
2021-10-17,Group 2,Overseas / Unknown,2,12
2021-10-17,Group 2,South Canterbury,1,70
2021-10-17,Group 2,South Canterbury,2,269
2021-10-17,Group 2,Southern,1,396
2021-10-17,Group 2,Southern,2,1380
2021-10-17,Group 2,Tairawhiti,1,31
2021-10-17,Group 2,Tairawhiti,2,221
2021-10-17,Group 2,Taranaki,1,279
2021-10-17,Group 2,Taranaki,2,608
2021-10-17,Group 2,Waikato,1,841
2021-10-17,Group 2,Waikato,2,1933
2021-10-17,Group 2,Wairarapa,1,45
2021-10-17,Group 2,Wairarapa,2,141
2021-10-17,Group 2,Waitemata,1,777
2021-10-17,Group 2,Waitemata,2,3928
2021-10-17,Group 2,West Coast,1,30
2021-10-17,Group 2,West Coast,2,91
2021-10-17,Group 2,Whanganui,1,82
2021-10-17,Group 2,Whanganui,2,245
2021-10-17,Group 3,Auckland,1,527
2021-10-17,Group 3,Auckland,2,2245
2021-10-17,Group 3,Bay of Plenty,1,868
2021-10-17,Group 3,Bay of Plenty,2,2696
2021-10-17,Group 3,Canterbury,1,816
2021-10-17,Group 3,Canterbury,2,4297
2021-10-17,Group 3,Capital and Coast,1,323
2021-10-17,Group 3,Capital and Coast,2,2130
2021-10-17,Group 3,Counties Manukau,1,131
2021-10-17,Group 3,Counties Manukau,2,414
2021-10-17,Group 3,Hawkes Bay,1,677
2021-10-17,Group 3,Hawkes Bay,2,1584
2021-10-17,Group 3,Hutt Valley,1,228
2021-10-17,Group 3,Hutt Valley,2,1116
2021-10-17,Group 3,Lakes,1,236
2021-10-17,Group 3,Lakes,2,369
2021-10-17,Group 3,MidCentral,1,299
2021-10-17,Group 3,MidCentral,2,942
2021-10-17,Group 3,Nelson Marlborough,1,281
2021-10-17,Group 3,Nelson Marlborough,2,600
2021-10-17,Group 3,Northland,1,675
2021-10-17,Group 3,Northland,2,1401
2021-10-17,Group 3,Overseas / Unknown,1,5
2021-10-17,Group 3,Overseas / Unknown,2,18
2021-10-17,Group 3,South Canterbury,1,102
2021-10-17,Group 3,South Canterbury,2,234
2021-10-17,Group 3,Southern,1,536
2021-10-17,Group 3,Southern,2,1557
2021-10-17,Group 3,Tairawhiti,1,104
2021-10-17,Group 3,Tairawhiti,2,201
2021-10-17,Group 3,Taranaki,1,352
2021-10-17,Group 3,Taranaki,2,794
2021-10-17,Group 3,Waikato,1,1099
2021-10-17,Group 3,Waikato,2,3187
2021-10-17,Group 3,Wairarapa,1,94
2021-10-17,Group 3,Wairarapa,2,170
2021-10-17,Group 3,Waitemata,1,708
2021-10-17,Group 3,Waitemata,2,4295
2021-10-17,Group 3,West Coast,1,91
2021-10-17,Group 3,West Coast,2,177
2021-10-17,Group 3,Whanganui,1,159
2021-10-17,Group 3,Whanganui,2,511
2021-10-17,Group 4,Auckland,1,6434
2021-10-17,Group 4,Auckland,2,38800
2021-10-17,Group 4,Bay of Plenty,1,6324
2021-10-17,Group 4,Bay of Plenty,2,14002
2021-10-17,Group 4,Canterbury,1,14440
2021-10-17,Group 4,Canterbury,2,37222
2021-10-17,Group 4,Capital and Coast,1,4746
2021-10-17,Group 4,Capital and Coast,2,30088
2021-10-17,Group 4,Counties Manukau,1,10640
2021-10-17,Group 4,Counties Manukau,2,32954
2021-10-17,Group 4,Hawkes Bay,1,4372
2021-10-17,Group 4,Hawkes Bay,2,9730
2021-10-17,Group 4,Hutt Valley,1,2885
2021-10-17,Group 4,Hutt Valley,2,11466
2021-10-17,Group 4,Lakes,1,2960
2021-10-17,Group 4,Lakes,2,5794
2021-10-17,Group 4,MidCentral,1,4347
2021-10-17,Group 4,MidCentral,2,10798
2021-10-17,Group 4,Nelson Marlborough,1,2830
2021-10-17,Group 4,Nelson Marlborough,2,8077
2021-10-17,Group 4,Northland,1,7181
2021-10-17,Group 4,Northland,2,11369
2021-10-17,Group 4,Overseas / Unknown,1,60
2021-10-17,Group 4,Overseas / Unknown,2,123
2021-10-17,Group 4,South Canterbury,1,1245
2021-10-17,Group 4,South Canterbury,2,4124
2021-10-17,Group 4,Southern,1,7104
2021-10-17,Group 4,Southern,2,22470
2021-10-17,Group 4,Tairawhiti,1,1462
2021-10-17,Group 4,Tairawhiti,2,2202
2021-10-17,Group 4,Taranaki,1,4659
2021-10-17,Group 4,Taranaki,2,6324
2021-10-17,Group 4,Waikato,1,12047
2021-10-17,Group 4,Waikato,2,25197
2021-10-17,Group 4,Wairarapa,1,1228
2021-10-17,Group 4,Wairarapa,2,2543
2021-10-17,Group 4,Waitemata,1,9794
2021-10-17,Group 4,Waitemata,2,47982
2021-10-17,Group 4,West Coast,1,841
2021-10-17,Group 4,West Coast,2,1824
2021-10-17,Group 4,Whanganui,1,1833
2021-10-17,Group 4,Whanganui,2,3466
2021-10-24,Group 1,Auckland,1,16
2021-10-24,Group 1,Auckland,2,39
2021-10-24,Group 1,Bay of Plenty,1,10
2021-10-24,Group 1,Bay of Plenty,2,33
2021-10-24,Group 1,Canterbury,1,22
2021-10-24,Group 1,Canterbury,2,80
2021-10-24,Group 1,Capital and Coast,1,5
2021-10-24,Group 1,Capital and Coast,2,29
2021-10-24,Group 1,Counties Manukau,1,29
2021-10-24,Group 1,Counties Manukau,2,94
2021-10-24,Group 1,Hawkes Bay,2,10
2021-10-24,Group 1,Hutt Valley,2,15
2021-10-24,Group 1,MidCentral,2,5
2021-10-24,Group 1,Nelson Marlborough,1,12
2021-10-24,Group 1,Nelson Marlborough,2,16
2021-10-24,Group 1,Northland,2,13
2021-10-24,Group 1,South Canterbury,2,8
2021-10-24,Group 1,Southern,2,19
2021-10-24,Group 1,Waikato,2,9
2021-10-24,Group 1,Waitemata,1,13
2021-10-24,Group 1,Waitemata,2,36
2021-10-24,Group 2,Auckland,1,531
2021-10-24,Group 2,Auckland,2,2562
2021-10-24,Group 2,Bay of Plenty,1,179
2021-10-24,Group 2,Bay of Plenty,2,784
2021-10-24,Group 2,Canterbury,1,1184
2021-10-24,Group 2,Canterbury,2,3825
2021-10-24,Group 2,Capital and Coast,1,373
2021-10-24,Group 2,Capital and Coast,2,1544
2021-10-24,Group 2,Counties Manukau,1,1296
2021-10-24,Group 2,Counties Manukau,2,3866
2021-10-24,Group 2,Hawkes Bay,1,155
2021-10-24,Group 2,Hawkes Bay,2,363
2021-10-24,Group 2,Hutt Valley,1,183
2021-10-24,Group 2,Hutt Valley,2,651
2021-10-24,Group 2,Lakes,1,144
2021-10-24,Group 2,Lakes,2,364
2021-10-24,Group 2,MidCentral,1,213
2021-10-24,Group 2,MidCentral,2,608
2021-10-24,Group 2,Nelson Marlborough,1,185
2021-10-24,Group 2,Nelson Marlborough,2,375
2021-10-24,Group 2,Northland,1,229
2021-10-24,Group 2,Northland,2,559
2021-10-24,Group 2,Overseas / Unknown,1,6
2021-10-24,Group 2,Overseas / Unknown,2,10
2021-10-24,Group 2,South Canterbury,1,60
2021-10-24,Group 2,South Canterbury,2,177
2021-10-24,Group 2,Southern,1,389
2021-10-24,Group 2,Southern,2,999
2021-10-24,Group 2,Tairawhiti,1,35
2021-10-24,Group 2,Tairawhiti,2,139
2021-10-24,Group 2,Taranaki,1,196
2021-10-24,Group 2,Taranaki,2,359
2021-10-24,Group 2,Waikato,1,505
2021-10-24,Group 2,Waikato,2,1284
2021-10-24,Group 2,Wairarapa,1,50
2021-10-24,Group 2,Wairarapa,2,131
2021-10-24,Group 2,Waitemata,1,667
2021-10-24,Group 2,Waitemata,2,3033
2021-10-24,Group 2,West Coast,1,41
2021-10-24,Group 2,West Coast,2,59
2021-10-24,Group 2,Whanganui,1,36
2021-10-24,Group 2,Whanganui,2,156
2021-10-24,Group 3,Auckland,1,319
2021-10-24,Group 3,Auckland,2,1175
2021-10-24,Group 3,Bay of Plenty,1,307
2021-10-24,Group 3,Bay of Plenty,2,1627
2021-10-24,Group 3,Canterbury,1,532
2021-10-24,Group 3,Canterbury,2,2434
2021-10-24,Group 3,Capital and Coast,1,209
2021-10-24,Group 3,Capital and Coast,2,1006
2021-10-24,Group 3,Counties Manukau,1,77
2021-10-24,Group 3,Counties Manukau,2,244
2021-10-24,Group 3,Hawkes Bay,1,232
2021-10-24,Group 3,Hawkes Bay,2,624
2021-10-24,Group 3,Hutt Valley,1,147
2021-10-24,Group 3,Hutt Valley,2,637
2021-10-24,Group 3,Lakes,1,113
2021-10-24,Group 3,Lakes,2,243
2021-10-24,Group 3,MidCentral,1,165
2021-10-24,Group 3,MidCentral,2,426
2021-10-24,Group 3,Nelson Marlborough,1,188
2021-10-24,Group 3,Nelson Marlborough,2,297
2021-10-24,Group 3,Northland,1,272
2021-10-24,Group 3,Northland,2,566
2021-10-24,Group 3,Overseas / Unknown,2,6
2021-10-24,Group 3,South Canterbury,1,69
2021-10-24,Group 3,South Canterbury,2,93
2021-10-24,Group 3,Southern,1,306
2021-10-24,Group 3,Southern,2,862
2021-10-24,Group 3,Tairawhiti,1,69
2021-10-24,Group 3,Tairawhiti,2,113
2021-10-24,Group 3,Taranaki,1,173
2021-10-24,Group 3,Taranaki,2,468
2021-10-24,Group 3,Waikato,1,497
2021-10-24,Group 3,Waikato,2,1380
2021-10-24,Group 3,Wairarapa,1,58
2021-10-24,Group 3,Wairarapa,2,129
2021-10-24,Group 3,Waitemata,1,520
2021-10-24,Group 3,Waitemata,2,2266
2021-10-24,Group 3,West Coast,1,49
2021-10-24,Group 3,West Coast,2,101
2021-10-24,Group 3,Whanganui,1,75
2021-10-24,Group 3,Whanganui,2,201
2021-10-24,Group 4,Auckland,1,4366
2021-10-24,Group 4,Auckland,2,18640
2021-10-24,Group 4,Bay of Plenty,1,3234
2021-10-24,Group 4,Bay of Plenty,2,8704
2021-10-24,Group 4,Canterbury,1,8575
2021-10-24,Group 4,Canterbury,2,24483
2021-10-24,Group 4,Capital and Coast,1,2505
2021-10-24,Group 4,Capital and Coast,2,15283
2021-10-24,Group 4,Counties Manukau,1,7225
2021-10-24,Group 4,Counties Manukau,2,18643
2021-10-24,Group 4,Hawkes Bay,1,1609
2021-10-24,Group 4,Hawkes Bay,2,3250
2021-10-24,Group 4,Hutt Valley,1,1723
2021-10-24,Group 4,Hutt Valley,2,6266
2021-10-24,Group 4,Lakes,1,1674
2021-10-24,Group 4,Lakes,2,3375
2021-10-24,Group 4,MidCentral,1,2304
2021-10-24,Group 4,MidCentral,2,5884
2021-10-24,Group 4,Nelson Marlborough,1,1750
2021-10-24,Group 4,Nelson Marlborough,2,3301
2021-10-24,Group 4,Northland,1,2742
2021-10-24,Group 4,Northland,2,4285
2021-10-24,Group 4,Overseas / Unknown,1,34
2021-10-24,Group 4,Overseas / Unknown,2,94
2021-10-24,Group 4,South Canterbury,1,722
2021-10-24,Group 4,South Canterbury,2,2014
2021-10-24,Group 4,Southern,1,3840
2021-10-24,Group 4,Southern,2,11456
2021-10-24,Group 4,Tairawhiti,1,799
2021-10-24,Group 4,Tairawhiti,2,917
2021-10-24,Group 4,Taranaki,1,2024
2021-10-24,Group 4,Taranaki,2,3615
2021-10-24,Group 4,Waikato,1,5608
2021-10-24,Group 4,Waikato,2,10845
2021-10-24,Group 4,Wairarapa,1,651
2021-10-24,Group 4,Wairarapa,2,1481
2021-10-24,Group 4,Waitemata,1,6333
2021-10-24,Group 4,Waitemata,2,25541
2021-10-24,Group 4,West Coast,1,339
2021-10-24,Group 4,West Coast,2,688
2021-10-24,Group 4,Whanganui,1,913
2021-10-24,Group 4,Whanganui,2,1595
2021-10-31,Group 1,Auckland,1,10
2021-10-31,Group 1,Auckland,2,25
2021-10-31,Group 1,Bay of Plenty,1,9
2021-10-31,Group 1,Bay of Plenty,2,25
2021-10-31,Group 1,Canterbury,1,23
2021-10-31,Group 1,Canterbury,2,78
2021-10-31,Group 1,Capital and Coast,2,9
2021-10-31,Group 1,Counties Manukau,1,27
2021-10-31,Group 1,Counties Manukau,2,67
2021-10-31,Group 1,Hawkes Bay,2,9
2021-10-31,Group 1,Hutt Valley,2,10
2021-10-31,Group 1,Nelson Marlborough,1,7
2021-10-31,Group 1,Nelson Marlborough,2,10
2021-10-31,Group 1,Northland,1,6
2021-10-31,Group 1,South Canterbury,2,5
2021-10-31,Group 1,Southern,2,10
2021-10-31,Group 1,Waikato,1,5
2021-10-31,Group 1,Waikato,2,10
2021-10-31,Group 1,Waitemata,1,10
2021-10-31,Group 1,Waitemata,2,48
2021-10-31,Group 2,Auckland,1,491
2021-10-31,Group 2,Auckland,2,2363
2021-10-31,Group 2,Bay of Plenty,1,210
2021-10-31,Group 2,Bay of Plenty,2,629
2021-10-31,Group 2,Canterbury,1,1324
2021-10-31,Group 2,Canterbury,2,4094
2021-10-31,Group 2,Capital and Coast,1,372
2021-10-31,Group 2,Capital and Coast,2,1279
2021-10-31,Group 2,Counties Manukau,1,1186
2021-10-31,Group 2,Counties Manukau,2,3464
2021-10-31,Group 2,Hawkes Bay,1,215
2021-10-31,Group 2,Hawkes Bay,2,548
2021-10-31,Group 2,Hutt Valley,1,210
2021-10-31,Group 2,Hutt Valley,2,625
2021-10-31,Group 2,Lakes,1,143
2021-10-31,Group 2,Lakes,2,508
2021-10-31,Group 2,MidCentral,1,245
2021-10-31,Group 2,MidCentral,2,602
2021-10-31,Group 2,Nelson Marlborough,1,241
2021-10-31,Group 2,Nelson Marlborough,2,424
2021-10-31,Group 2,Northland,1,182
2021-10-31,Group 2,Northland,2,425
2021-10-31,Group 2,Overseas / Unknown,2,9
2021-10-31,Group 2,South Canterbury,1,108
2021-10-31,Group 2,South Canterbury,2,207
2021-10-31,Group 2,Southern,1,471
2021-10-31,Group 2,Southern,2,1063
2021-10-31,Group 2,Tairawhiti,1,45
2021-10-31,Group 2,Tairawhiti,2,160
2021-10-31,Group 2,Taranaki,1,216
2021-10-31,Group 2,Taranaki,2,520
2021-10-31,Group 2,Waikato,1,566
2021-10-31,Group 2,Waikato,2,1664
2021-10-31,Group 2,Wairarapa,1,62
2021-10-31,Group 2,Wairarapa,2,143
2021-10-31,Group 2,Waitemata,1,519
2021-10-31,Group 2,Waitemata,2,2624
2021-10-31,Group 2,West Coast,1,78
2021-10-31,Group 2,West Coast,2,101
2021-10-31,Group 2,Whanganui,1,74
2021-10-31,Group 2,Whanganui,2,170
2021-10-31,Group 3,Auckland,1,304
2021-10-31,Group 3,Auckland,2,813
2021-10-31,Group 3,Bay of Plenty,1,300
2021-10-31,Group 3,Bay of Plenty,2,1535
2021-10-31,Group 3,Canterbury,1,673
2021-10-31,Group 3,Canterbury,2,2148
2021-10-31,Group 3,Capital and Coast,1,183
2021-10-31,Group 3,Capital and Coast,2,607
2021-10-31,Group 3,Counties Manukau,1,76
2021-10-31,Group 3,Counties Manukau,2,306
2021-10-31,Group 3,Hawkes Bay,1,337
2021-10-31,Group 3,Hawkes Bay,2,645
2021-10-31,Group 3,Hutt Valley,1,151
2021-10-31,Group 3,Hutt Valley,2,447
2021-10-31,Group 3,Lakes,1,122
2021-10-31,Group 3,Lakes,2,252
2021-10-31,Group 3,MidCentral,1,149
2021-10-31,Group 3,MidCentral,2,311
2021-10-31,Group 3,Nelson Marlborough,1,196
2021-10-31,Group 3,Nelson Marlborough,2,326
2021-10-31,Group 3,Northland,1,284
2021-10-31,Group 3,Northland,2,499
2021-10-31,Group 3,Overseas / Unknown,2,7
2021-10-31,Group 3,South Canterbury,1,74
2021-10-31,Group 3,South Canterbury,2,102
2021-10-31,Group 3,Southern,1,376
2021-10-31,Group 3,Southern,2,696
2021-10-31,Group 3,Tairawhiti,1,49
2021-10-31,Group 3,Tairawhiti,2,98
2021-10-31,Group 3,Taranaki,1,98
2021-10-31,Group 3,Taranaki,2,370
2021-10-31,Group 3,Waikato,1,445
2021-10-31,Group 3,Waikato,2,1195
2021-10-31,Group 3,Wairarapa,1,27
2021-10-31,Group 3,Wairarapa,2,117
2021-10-31,Group 3,Waitemata,1,417
2021-10-31,Group 3,Waitemata,2,1646
2021-10-31,Group 3,West Coast,1,115
2021-10-31,Group 3,West Coast,2,160
2021-10-31,Group 3,Whanganui,1,60
2021-10-31,Group 3,Whanganui,2,175
2021-10-31,Group 4,Auckland,1,3159
2021-10-31,Group 4,Auckland,2,12587
2021-10-31,Group 4,Bay of Plenty,1,2776
2021-10-31,Group 4,Bay of Plenty,2,8601
2021-10-31,Group 4,Canterbury,1,10589
2021-10-31,Group 4,Canterbury,2,27175
2021-10-31,Group 4,Capital and Coast,1,1979
2021-10-31,Group 4,Capital and Coast,2,9659
2021-10-31,Group 4,Counties Manukau,1,5663
2021-10-31,Group 4,Counties Manukau,2,14782
2021-10-31,Group 4,Hawkes Bay,1,2066
2021-10-31,Group 4,Hawkes Bay,2,4685
2021-10-31,Group 4,Hutt Valley,1,1458
2021-10-31,Group 4,Hutt Valley,2,5149
2021-10-31,Group 4,Lakes,1,1588
2021-10-31,Group 4,Lakes,2,3206
2021-10-31,Group 4,MidCentral,1,2057
2021-10-31,Group 4,MidCentral,2,4508
2021-10-31,Group 4,Nelson Marlborough,1,1874
2021-10-31,Group 4,Nelson Marlborough,2,2956
2021-10-31,Group 4,Northland,1,1873
2021-10-31,Group 4,Northland,2,3328
2021-10-31,Group 4,Overseas / Unknown,1,36
2021-10-31,Group 4,Overseas / Unknown,2,77
2021-10-31,Group 4,South Canterbury,1,1043
2021-10-31,Group 4,South Canterbury,2,1946
2021-10-31,Group 4,Southern,1,4360
2021-10-31,Group 4,Southern,2,9093
2021-10-31,Group 4,Tairawhiti,1,784
2021-10-31,Group 4,Tairawhiti,2,911
2021-10-31,Group 4,Taranaki,1,1453
2021-10-31,Group 4,Taranaki,2,3470
2021-10-31,Group 4,Waikato,1,4978
2021-10-31,Group 4,Waikato,2,11419
2021-10-31,Group 4,Wairarapa,1,538
2021-10-31,Group 4,Wairarapa,2,1157
2021-10-31,Group 4,Waitemata,1,4214
2021-10-31,Group 4,Waitemata,2,17275
2021-10-31,Group 4,West Coast,1,718
2021-10-31,Group 4,West Coast,2,1081
2021-10-31,Group 4,Whanganui,1,732
2021-10-31,Group 4,Whanganui,2,1104
2021-11-07,Group 1,Auckland,2,6
2021-11-07,Group 1,Bay of Plenty,2,13
2021-11-07,Group 1,Canterbury,2,26
2021-11-07,Group 1,Capital and Coast,2,6
2021-11-07,Group 1,Counties Manukau,1,9
2021-11-07,Group 1,Counties Manukau,2,9
2021-11-07,Group 1,Nelson Marlborough,2,6
2021-11-07,Group 1,Southern,1,5
2021-11-07,Group 1,Southern,2,5
2021-11-07,Group 1,Waitemata,1,5
2021-11-07,Group 1,Waitemata,2,14
2021-11-07,Group 2,Auckland,1,35
2021-11-07,Group 2,Auckland,2,304
2021-11-07,Group 2,Bay of Plenty,2,115
2021-11-07,Group 2,Canterbury,1,51
2021-11-07,Group 2,Canterbury,2,608
2021-11-07,Group 2,Capital and Coast,1,15
2021-11-07,Group 2,Capital and Coast,2,225
2021-11-07,Group 2,Counties Manukau,1,194
2021-11-07,Group 2,Counties Manukau,2,669
2021-11-07,Group 2,Hawkes Bay,2,34
2021-11-07,Group 2,Hutt Valley,1,15
2021-11-07,Group 2,Hutt Valley,2,100
2021-11-07,Group 2,Lakes,2,68
2021-11-07,Group 2,MidCentral,1,5
2021-11-07,Group 2,MidCentral,2,72
2021-11-07,Group 2,Nelson Marlborough,1,15
2021-11-07,Group 2,Nelson Marlborough,2,50
2021-11-07,Group 2,Northland,1,12
2021-11-07,Group 2,Northland,2,128
2021-11-07,Group 2,South Canterbury,2,37
2021-11-07,Group 2,Southern,1,11
2021-11-07,Group 2,Southern,2,189
2021-11-07,Group 2,Tairawhiti,2,24
2021-11-07,Group 2,Taranaki,2,97
2021-11-07,Group 2,Waikato,1,34
2021-11-07,Group 2,Waikato,2,273
2021-11-07,Group 2,Wairarapa,2,13
2021-11-07,Group 2,Waitemata,1,38
2021-11-07,Group 2,Waitemata,2,399
2021-11-07,Group 2,West Coast,2,15
2021-11-07,Group 2,Whanganui,2,28
2021-11-07,Group 3,Auckland,1,75
2021-11-07,Group 3,Auckland,2,260
2021-11-07,Group 3,Bay of Plenty,1,79
2021-11-07,Group 3,Bay of Plenty,2,431
2021-11-07,Group 3,Canterbury,1,153
2021-11-07,Group 3,Canterbury,2,508
2021-11-07,Group 3,Capital and Coast,1,57
2021-11-07,Group 3,Capital and Coast,2,165
2021-11-07,Group 3,Counties Manukau,1,25
2021-11-07,Group 3,Counties Manukau,2,71
2021-11-07,Group 3,Hawkes Bay,1,47
2021-11-07,Group 3,Hawkes Bay,2,158
2021-11-07,Group 3,Hutt Valley,1,32
2021-11-07,Group 3,Hutt Valley,2,102
2021-11-07,Group 3,Lakes,1,14
2021-11-07,Group 3,Lakes,2,59
2021-11-07,Group 3,MidCentral,1,43
2021-11-07,Group 3,MidCentral,2,138
2021-11-07,Group 3,Nelson Marlborough,1,56
2021-11-07,Group 3,Nelson Marlborough,2,91
2021-11-07,Group 3,Northland,1,64
2021-11-07,Group 3,Northland,2,222
2021-11-07,Group 3,South Canterbury,1,23
2021-11-07,Group 3,South Canterbury,2,26
