sa2_code,sa2,dhbresidence,ethnicity_priority,dose1_cnt,dose2_cnt,pop_cnt,dose1_uptake,dose2_uptake
209200,Flaxmere South,Hawke's Bay,Pacific Peoples,392,365,masked,>950,masked
209300,Irongate,Hawke's Bay,Pacific Peoples,300,298,masked,masked,masked
209400,Frimley,Hawke's Bay,Pacific Peoples,158,156,masked,>950,>950
209500,Camberley,Hawke's Bay,Pacific Peoples,284,274,masked,>950,masked
209600,Clive,Hawke's Bay,Pacific Peoples,86,85,masked,>950,>950
209700,St Leonards,Hawke's Bay,Pacific Peoples,109,106,masked,>950,>950
209800,Mahora,Hawke's Bay,Pacific Peoples,119,114,masked,>950,masked
209900,Raureka,Hawke's Bay,Pacific Peoples,218,209,masked,>950,>950
210000,Cornwall Park,Hawke's Bay,Pacific Peoples,110,102,masked,>950,masked
210100,Tomoana,Hawke's Bay,Pacific Peoples,55,54,masked,masked,masked
210200,Longlands-Pukahu,Hawke's Bay,Pacific Peoples,145,143,masked,masked,masked
210300,Raceway Park,Hawke's Bay,Pacific Peoples,206,202,masked,>950,>950
210400,Karamu,Hawke's Bay,Pacific Peoples,302,302,masked,masked,masked
210500,Hastings Central,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
210600,Tomoana Crossing,Hawke's Bay,Pacific Peoples,81,78,masked,>950,>950
210700,Akina Park,Hawke's Bay,Pacific Peoples,67,65,masked,>950,>950
210800,Queens Square,Hawke's Bay,Pacific Peoples,49,44,masked,>950,masked
210900,Mayfair,Hawke's Bay,Pacific Peoples,151,137,masked,>950,>950
211000,Parkhaven,Hawke's Bay,Pacific Peoples,78,74,masked,>950,>950
211100,Parkvale,Hawke's Bay,Pacific Peoples,47,44,masked,masked,masked
211200,Mangateretere,Hawke's Bay,Pacific Peoples,45,45,masked,masked,masked
211300,Haumoana-Te Awanga,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
211400,Lucknow,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
211500,Karanema-St Hill,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
211600,Havelock North-Central,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
211700,Brookvale,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
211800,Iona,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
211900,Hereworth,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
212000,Te Mata Hills,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
212100,Havelock Hills,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
212200,Kahuranaki,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
212300,Bay View,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
212400,Poraiti Hills,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
212500,Poraiti Flat,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
212600,Westshore,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
212800,Onekawa West,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
212900,Ahuriri,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
213000,Taradale West,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
213100,Greenmeadows West,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
213200,Taradale South,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
213300,Bluff Hill,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
213400,Hospital Hill,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
213500,Tamatea West,Hawke's Bay,Pacific Peoples,46,42,masked,>950,>950
213600,Tamatea North,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
213700,Taradale Central,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
213800,Tamatea East,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
213900,Marewa West,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
214000,Greenmeadows Central,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
214100,Onekawa Central,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
214200,Pirimai West,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
214300,Napier Central,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
214400,Greenmeadows South,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
214500,Nelson Park,Hawke's Bay,Pacific Peoples,43,42,masked,>950,>950
214600,Bledisloe Park,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
214700,Pirimai East,Hawke's Bay,Pacific Peoples,53,51,masked,>950,>950
214800,Onekawa East,Hawke's Bay,Pacific Peoples,80,79,masked,>950,>950
214900,Tareha Reserve,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
215000,Marewa East,Hawke's Bay,Pacific Peoples,85,77,90,944,856
215100,Onekawa South,Hawke's Bay,Pacific Peoples,117,116,masked,>950,masked
215200,McLean Park,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
215300,Maraenui,Hawke's Bay,Pacific Peoples,328,315,masked,>950,>950
215400,Meeanee-Awatoto,Hawke's Bay,Pacific Peoples,90,89,masked,>950,>950
215500,Mangaonuku,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
215600,Makaretu,Hawke's Bay,Pacific Peoples,100,99,masked,masked,masked
215700,Waipawa,Hawke's Bay,Pacific Peoples,42,42,45,933,933
215800,Waipukurau West,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
215900,Mangarara,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
216000,Waipukurau East,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
216100,Taurekaitai,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
216300,Spotswood,Taranaki,Pacific Peoples,68,67,75,907,893
216400,Omata,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
216500,Oakura,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
216600,Moturoa,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
216700,Kaitake,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
216800,Blagdon-Lynmouth,Taranaki,Pacific Peoples,56,55,masked,>950,>950
216900,Kawaroa,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
217000,New Plymouth Central,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
217100,Marfell,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
217200,Whalers Gate,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
217300,Strandon,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
217400,Westown ,Taranaki,Pacific Peoples,65,64,masked,>950,>950
217500,Bell Block West,Taranaki,Pacific Peoples,65,61,74,878,824
217600,Bell Block East,Taranaki,Pacific Peoples,55,54,masked,>950,>950
217700,Waiwhakaiho-Bell Block South,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
217800,Lower Vogeltown,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
217900,Hurdon,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
218000,Frankleigh Park,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
218100,Merrilands,Taranaki,Pacific Peoples,49,49,masked,>950,>950
218200,Ferndale,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
218300,Welbourn,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
218400,Fitzroy-Glen Avon,Taranaki,Pacific Peoples,50,50,masked,>950,>950
218500,Waitara West,Taranaki,Pacific Peoples,62,61,masked,>950,>950
218600,Upper Vogeltown,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
218700,Highlands Park (New Plymouth District),Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
218800,Paraite,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
218900,Waitara East,Taranaki,Pacific Peoples,47,45,masked,>950,>950
219000,Lepperton-Brixton,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
219100,Mangorei,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
219200,Mount Messenger,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
219300,Mangaoraka,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
219400,Tikorangi,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
219500,Everett Park,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
219600,Inglewood,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
219700,Tarata,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
219800,Pembroke,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
220000,Toko,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
220100,Stratford North,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
220300,Stratford Central,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
220400,Stratford South,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
220500,Cape Egmont,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
220600,Taungatara,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
220700,Opunake,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
220800,Kaponga-Mangatoki,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
220900,Manaia-Kapuni,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
221000,Eltham,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
221100,Okaiawa,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
221200,Te Roti-Moeroa,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
221300,Egmont Showgrounds,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
221400,Normanby-Tawhiti,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
221500,Ohangai,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
221600,Turuturu,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
221700,King Edward Park,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
221800,Ramanui,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
221900,Hawera Central,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
222000,Mangawhio,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
222100,Manutahi-Waitotora,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
222200,Patea,Taranaki,Pacific Peoples,masked,masked,masked,masked,masked
222300,Otangiwai-Ohura,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
222400,Ngapuke,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
222500,Taumarunui North,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
222600,Taumarunui Central,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
222700,Taumarunui East,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
222800,National Park,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
222900,Tangiwai,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
223000,Raetihi,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
223100,Ohakune,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
223200,Waiouru,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
223300,Upper Whanganui,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
223400,Mowhanau,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
223500,Brunswick-Papaiti,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
223600,Castlecliff West,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
223700,Otamatea (Whanganui District),Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
223800,Castlecliff East,Whanganui,Pacific Peoples,57,56,62,919,903
223900,Springvale North,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
224000,Lower Aramoho,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
224100,St Johns Hill East,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
224200,St Johns Hill West,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
224300,Titoki,Whanganui,Pacific Peoples,94,92,104,904,885
224400,Springvale West,Whanganui,Pacific Peoples,42,42,masked,>950,>950
224500,Springvale East,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
224600,Upper Aramoho,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
224700,Balgownie,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
224800,Laird Park,Whanganui,Pacific Peoples,52,52,63,825,825
224900,Wembley Park,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
225000,College Estate,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
225100,Whanganui East-Williams Domain,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
225200,Gonville West,Whanganui,Pacific Peoples,58,56,63,921,889
225300,Gonville North,Whanganui,Pacific Peoples,82,81,masked,>950,masked
225400,Cornmarket,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
225500,Whanganui East-Riverlands,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
225600,Kaitoke-Fordell,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
225700,Whanganui Central,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
225800,Gonville South,Whanganui,Pacific Peoples,49,48,52,942,923
225900,Bastia-Durie Hill,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
226000,Putiki,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
226100,Mokai Patea,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
226300,Turakina,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
226400,Otairi,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
226500,Taihape,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
226600,Marton Rural,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
226700,Marton North,Whanganui,Pacific Peoples,121,117,masked,>950,>950
226800,Parewanui,Whanganui,Pacific Peoples,masked,masked,masked,masked,masked
226900,Marton South,Whanganui,Pacific Peoples,134,124,masked,>950,masked
227000,Bulls,Whanganui,Pacific Peoples,71,70,88,807,795
227100,Kiwitea,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
227200,Tokorangi,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
227300,Ohakea-Sanson,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
227400,Oroua Downs,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
227500,Awahuri,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
227600,Pohangina-Apiti,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
227700,Mount Taylor,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
227800,Taikorea,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
227900,Makino,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
228000,Sandon,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
228100,Kimbolton North,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
228200,Warwick,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
228300,Kimbolton West,MidCentral,Pacific Peoples,43,42,masked,>950,>950
228400,Feilding Central,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
228500,Kimbolton South,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
228600,Kauwhata,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
228700,Taonui,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
228800,Newbury,MidCentral,Pacific Peoples,65,64,masked,>950,>950
228900,Palmerston North Airport,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
229000,Milson North,MidCentral,Pacific Peoples,62,59,68,912,868
229100,Cloverlea (Palmerston North City),MidCentral,Pacific Peoples,49,47,56,875,839
229200,Tremaine,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
229300,Milson South,MidCentral,Pacific Peoples,81,80,88,920,909
229400,Whakarongo,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
229500,Westbrook,MidCentral,Pacific Peoples,212,205,masked,>950,>950
229600,Takaro North,MidCentral,Pacific Peoples,108,106,116,931,914
229700,Pioneer West,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
229800,Palmerston North Hospital,MidCentral,Pacific Peoples,51,50,56,911,893
229900,Highbury East,MidCentral,Pacific Peoples,190,180,212,896,849
230000,Park West,MidCentral,Pacific Peoples,78,76,masked,>950,>950
230100,Takaro South,MidCentral,Pacific Peoples,91,91,masked,>950,>950
230200,Roslyn (Palmerston North City),MidCentral,Pacific Peoples,107,106,119,899,891
230300,Kelvin Grove West,MidCentral,Pacific Peoples,105,103,masked,>950,>950
230400,Kelvin Grove North,MidCentral,Pacific Peoples,54,54,masked,>950,>950
230500,Papaioea North,MidCentral,Pacific Peoples,49,49,masked,>950,>950
230600,Palmerston North Central,MidCentral,Pacific Peoples,59,59,masked,>950,>950
230700,Awapuni North ,MidCentral,Pacific Peoples,215,211,masked,>950,>950
230800,Terrace End,MidCentral,Pacific Peoples,130,126,masked,>950,>950
230900,Maraetarata,MidCentral,Pacific Peoples,46,46,masked,>950,>950
231000,Papaioea South,MidCentral,Pacific Peoples,53,52,masked,>950,>950
231100,Royal Oak (Palmerston North City),MidCentral,Pacific Peoples,60,58,masked,>950,>950
231200,West End,MidCentral,Pacific Peoples,94,92,103,913,893
231300,Awapuni South ,MidCentral,Pacific Peoples,57,56,masked,>950,>950
231400,Milverton,MidCentral,Pacific Peoples,46,45,masked,>950,masked
231500,Ruamahanga,MidCentral,Pacific Peoples,77,76,masked,>950,>950
231600,Esplanade,MidCentral,Pacific Peoples,48,47,masked,>950,masked
231700,Hokowhitu Central,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
231800,Hokowhitu East,MidCentral,Pacific Peoples,42,42,45,933,933
231900,Turitea,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
232000,Ruahine,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
232100,Linton Camp,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
232200,Ashhurst,MidCentral,Pacific Peoples,53,53,masked,>950,>950
232300,Hokowhitu South,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
232400,Aokautere,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
232500,Pihauatua,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
232600,Aokautere Rural,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
232700,Poutoa,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
232800,Norsewood,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
232900,Papatawa,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
233000,Mangatainoka,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
233100,Woodville,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
233200,Dannevirke West,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
233300,Dannevirke East,MidCentral,Pacific Peoples,43,42,masked,>950,>950
233400,Waitahora,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
233500,Kaitawa,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
233600,Pahiatua,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
233700,Nireaha-Eketahuna,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
233800,Owhanga,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
234000,Kere Kere,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
234100,Foxton Beach,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
234200,Foxton North,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
234300,Foxton South,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
234400,Waitarere,MidCentral,Pacific Peoples,49,49,masked,masked,masked
234500,Waikawa (Horowhenua District),MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
234600,Miranui,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
234700,Donnelly Park,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
234800,Ohau-Manakau,MidCentral,Pacific Peoples,76,72,masked,>950,>950
234900,Kawiu South,MidCentral,Pacific Peoples,89,82,masked,>950,>950
235000,Makomako,MidCentral,Pacific Peoples,116,113,masked,>950,>950
235100,Kawiu North,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
235200,Levin Central,MidCentral,Pacific Peoples,72,67,77,935,870
235300,Tararua,MidCentral,Pacific Peoples,59,58,masked,>950,>950
235400,Shannon,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
235500,Queenwood (Horowhenua District),MidCentral,Pacific Peoples,117,115,masked,>950,>950
235600,Playford Park,MidCentral,Pacific Peoples,118,112,masked,>950,>950
235700,Fairfield (Horowhenua District),MidCentral,Pacific Peoples,73,69,masked,>950,masked
235800,Taitoko,MidCentral,Pacific Peoples,179,173,masked,>950,masked
235900,Waiopehu,MidCentral,Pacific Peoples,97,96,masked,>950,>950
236000,Makahika,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
236100,Kimberley,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
236300,Otaki Beach,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
236400,Forest Lakes (Kapiti Coast District),MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
236500,Otaki,MidCentral,Pacific Peoples,85,81,91,934,890
236600,Te Horo,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
236600,Te Horo,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
236700,Waitohu,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
236800,Waikanae Beach,Capital and Coast,Pacific Peoples,42,42,46,913,913
236900,Peka Peka,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
237000,Paraparaumu Beach North,Capital and Coast,Pacific Peoples,55,55,62,887,887
237100,Paraparaumu Beach West,Capital and Coast,Pacific Peoples,50,49,masked,>950,>950
237200,Waikanae Park,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
237300,Paraparaumu Beach East,Capital and Coast,Pacific Peoples,51,50,54,944,926
237400,Otaihanga,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
237500,Paraparaumu North,Capital and Coast,Pacific Peoples,66,62,masked,>950,>950
237600,Waikanae West,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
237700,Otaki Forks,MidCentral,Pacific Peoples,masked,masked,masked,masked,masked
237800,Paraparaumu Central,Capital and Coast,Pacific Peoples,123,119,masked,>950,>950
237900,Maungakotukutuku,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
238000,Raumati Beach West,Capital and Coast,Pacific Peoples,47,46,masked,>950,>950
238100,Waikanae East,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
238300,Raumati Beach East,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
238400,Paraparaumu East,Capital and Coast,Pacific Peoples,50,48,57,877,842
238500,Raumati South,Capital and Coast,Pacific Peoples,61,61,masked,>950,>950
238600,Paekakariki,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
238800,Pukerua Bay,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
238900,Paekakariki Hill,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
239000,Plimmerton,Capital and Coast,Pacific Peoples,49,48,56,875,857
239100,Titahi Bay North,Capital and Coast,Pacific Peoples,249,238,masked,>950,masked
239200,Titahi Bay South,Capital and Coast,Pacific Peoples,431,414,masked,>950,masked
239300,Elsdon-Takapuwahia,Capital and Coast,Pacific Peoples,380,363,masked,>950,masked
239400,Pauatahanui,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
239500,Onepoto,Capital and Coast,Pacific Peoples,186,182,masked,>950,>950
239600,Camborne,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
239800,Paremata,Capital and Coast,Pacific Peoples,90,88,masked,>950,>950
239900,Porirua Central,Capital and Coast,Pacific Peoples,masked,masked,masked,masked,masked
240000,Papakowhai,Capital and Coast,Pacific Peoples,117,115,masked,>950,>950
240100,Aotea,Capital and Coast,Pacific Peoples,256,256,masked,>950,>950
240200,Postgate,Capital and Coast,Pacific Peoples,292,289,310,942,932
240300,Ascot Park,Capital and Coast,Pacific Peoples,843,823,887,950,928
240400,Whitby,Capital and Coast,Pacific Peoples,153,149,masked,>950,masked
240500,Porirua East,Capital and Coast,Pacific Peoples,637,619,masked,>950,masked
240600,Endeavour,Capital and Coast,Pacific Peoples,151,150,masked,>950,>950
240700,Cannons Creek North,Capital and Coast,Pacific Peoples,1299,1262,1390,935,908
240800,Waitangirua,Capital and Coast,Pacific Peoples,1892,1822,2029,932,898
240900,Ranui Heights ,Capital and Coast,Pacific Peoples,222,220,245,906,898
241000,Cannons Creek East,Capital and Coast,Pacific Peoples,1771,1735,1897,934,915
241100,Cannons Creek South,Capital and Coast,Pacific Peoples,704,677,masked,>950,masked
241200,Akatarawa,Hutt Valley,Pacific Peoples,masked,masked,masked,masked,masked
241300,Riverstone Terraces,Hutt Valley,Pacific Peoples,82,79,masked,>950,masked
241400,Heretaunga,Hutt Valley,Pacific Peoples,99,98,masked,>950,>950
241500,Birchville-Brown Owl,Hutt Valley,Pacific Peoples,87,86,97,897,887
241600,Poets Block,Hutt Valley,Pacific Peoples,72,72,masked,>950,>950
241700,Brentwood (Upper Hutt City),Hutt Valley,Pacific Peoples,154,151,masked,>950,>950
241800,Silverstream (Upper Hutt City),Hutt Valley,Pacific Peoples,74,73,masked,>950,>950
241900,Elderslea,Hutt Valley,Pacific Peoples,143,140,157,911,892
242000,Trentham North,Hutt Valley,Pacific Peoples,158,150,168,940,893
242100,Totara Park,Hutt Valley,Pacific Peoples,69,65,masked,>950,masked
242200,Trentham South,Hutt Valley,Pacific Peoples,masked,masked,masked,masked,masked
242300,Mangaroa,Hutt Valley,Pacific Peoples,masked,masked,masked,masked,masked
242400,Ebdentown,Hutt Valley,Pacific Peoples,79,77,masked,>950,>950
242500,Wallaceville,Hutt Valley,Pacific Peoples,95,95,masked,>950,>950
242600,Maoribank,Hutt Valley,Pacific Peoples,143,136,masked,>950,masked
242700,Te Marua,Hutt Valley,Pacific Peoples,masked,masked,masked,masked,masked
242800,Pinehaven,Hutt Valley,Pacific Peoples,masked,masked,masked,masked,masked
242900,Clouston Park,Hutt Valley,Pacific Peoples,126,126,137,920,920
243000,Upper Hutt Central,Hutt Valley,Pacific Peoples,masked,masked,masked,masked,masked
243100,Belmont Park,Hutt Valley,Pacific Peoples,masked,masked,masked,masked,masked
243200,Maungaraki,Hutt Valley,Pacific Peoples,139,136,masked,>950,>950
243300,Korokoro,Hutt Valley,Pacific Peoples,masked,masked,masked,masked,masked
243400,Kelson,Hutt Valley,Pacific Peoples,112,109,masked,>950,>950
243500,Normandale,Hutt Valley,Pacific Peoples,masked,masked,masked,masked,masked
243600,Belmont (Lower Hutt City),Hutt Valley,Pacific Peoples,67,67,masked,>950,>950
243700,Petone Central,Hutt Valley,Pacific Peoples,57,54,masked,>950,>950
243800,Tirohanga,Hutt Valley,Pacific Peoples,masked,masked,masked,masked,masked
243900,Manor Park,Hutt Valley,Pacific Peoples,masked,masked,masked,masked,masked
244000,Alicetown-Melling,Hutt Valley,Pacific Peoples,135,133,143,944,930
244100,Taita North,Hutt Valley,Pacific Peoples,730,714,masked,>950,masked
244200,Boulcott,Hutt Valley,Pacific Peoples,97,95,masked,>950,>950
244300,Hutt Central North,Hutt Valley,Pacific Peoples,71,70,masked,>950,>950
244400,Avalon West,Hutt Valley,Pacific Peoples,201,199,masked,>950,>950
