sa2_code,sa2,dhbresidence,ethnicity_priority,dose1_cnt,dose2_cnt,pop_cnt,dose1_uptake,dose2_uptake
172900,Rotokauri ,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
173000,Hamilton Park,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
173100,Eureka-Tauwhare,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
173200,Tamahere North,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
173300,Pukemoremore,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
173400,Tamahere South,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
173500,Tahuna-Mangateparu,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
173600,Mangaiti,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
173700,Tatuanui,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
173800,Tahuroa,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
173900,Morrinsville East,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
174000,Morrinsville West,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
174100,Te Aroha East,Waikato,Pacific Peoples,80,75,masked,>950,>950
174200,Te Aroha West,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
174300,Waihou-Manawaru,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
174400,Waitoa-Ngarua,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
174500,Richmond Downs-Wardville,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
174600,Waharoa-Peria,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
174700,Okauia,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
174800,Hinuera,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
174900,Matamata North,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
175000,Matamata South,Waikato,Pacific Peoples,56,56,masked,>950,>950
175100,Te Poi,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
175200,Te Rapa North,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
175300,Flagstaff North,Waikato,Pacific Peoples,68,68,masked,>950,>950
175400,Rotokauri-Waiwhakareke,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
175500,Flagstaff South,Waikato,Pacific Peoples,45,44,masked,>950,>950
175600,Rototuna North,Waikato,Pacific Peoples,47,46,masked,>950,>950
175700,Pukete West,Waikato,Pacific Peoples,74,74,masked,>950,>950
175800,Flagstaff East,Waikato,Pacific Peoples,64,63,masked,>950,>950
175900,Rototuna Central,Waikato,Pacific Peoples,101,99,109,927,908
176000,Pukete East,Waikato,Pacific Peoples,45,45,masked,>950,>950
176100,Te Manatu,Waikato,Pacific Peoples,67,65,82,817,793
176200,Rototuna South,Waikato,Pacific Peoples,73,71,77,948,922
176300,Te Rapa South,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
176400,Saint Andrews West,Waikato,Pacific Peoples,114,111,masked,>950,>950
176500,Saint Andrews East,Waikato,Pacific Peoples,42,41,47,894,872
176600,Queenwood (Hamilton City),Waikato,Pacific Peoples,masked,masked,masked,masked,masked
176700,St James,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
176800,Crawshaw,Waikato,Pacific Peoples,169,166,masked,>950,masked
176900,Huntington,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
177000,Western Heights (Hamilton City),Waikato,Pacific Peoples,110,110,masked,>950,>950
177100,Nawton West,Waikato,Pacific Peoples,172,172,184,935,935
177200,Nawton East,Waikato,Pacific Peoples,208,201,229,908,878
177300,Chartwell,Waikato,Pacific Peoples,127,124,134,948,925
177400,Forest Lake (Hamilton City),Waikato,Pacific Peoples,68,64,masked,>950,>950
177500,Chedworth,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
177600,Beerescourt,Waikato,Pacific Peoples,62,61,masked,>950,masked
177700,Miropiko,Waikato,Pacific Peoples,69,69,75,920,920
177800,Porritt,Waikato,Pacific Peoples,142,138,153,928,902
177900,Dinsdale North,Waikato,Pacific Peoples,157,155,167,940,928
178000,Maeroa,Waikato,Pacific Peoples,159,155,masked,>950,>950
178100,Dinsdale South,Waikato,Pacific Peoples,105,103,masked,>950,>950
178200,Fairfield (Hamilton City),Waikato,Pacific Peoples,290,277,309,939,896
178300,Whitiora,Waikato,Pacific Peoples,94,94,masked,>950,>950
178400,Enderley North,Waikato,Pacific Peoples,203,198,223,910,888
178500,Fairview Downs,Waikato,Pacific Peoples,201,195,masked,>950,>950
178600,Temple View,Waikato,Pacific Peoples,88,88,101,871,871
178700,Swarbrick,Waikato,Pacific Peoples,113,109,124,911,879
178800,Kahikatea,Waikato,Pacific Peoples,187,181,199,940,910
178900,Frankton Junction ,Waikato,Pacific Peoples,58,57,masked,>950,>950
179000,Kirikiriroa,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
179100,Enderley South,Waikato,Pacific Peoples,192,183,202,950,906
179200,Ruakura,Waikato,Pacific Peoples,81,81,masked,>950,>950
179300,Claudelands,Waikato,Pacific Peoples,79,77,97,814,794
179400,Hamilton Central,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
179500,Hamilton Lake,Waikato,Pacific Peoples,123,123,masked,>950,>950
179600,Peachgrove,Waikato,Pacific Peoples,135,131,146,925,897
179700,Hamilton East Village,Waikato,Pacific Peoples,131,128,masked,>950,>950
179800,Hamilton West,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
179900,Greensboro,Waikato,Pacific Peoples,255,253,276,924,917
180000,Hamilton East Cook,Waikato,Pacific Peoples,105,105,masked,>950,>950
180100,Melville North,Waikato,Pacific Peoples,123,123,masked,>950,>950
180200,Hamilton East,Waikato,Pacific Peoples,100,99,masked,>950,>950
180300,Melville South,Waikato,Pacific Peoples,136,134,masked,>950,masked
180400,Deanwell,Waikato,Pacific Peoples,90,89,masked,>950,>950
180500,Bader,Waikato,Pacific Peoples,183,179,196,934,913
180600,Hillcrest West (Hamilton City),Waikato,Pacific Peoples,96,93,masked,>950,>950
180700,Hillcrest East (Hamilton City),Waikato,Pacific Peoples,125,121,masked,>950,masked
180800,Silverdale (Hamilton City),Waikato,Pacific Peoples,80,78,masked,>950,masked
180900,Glenview,Waikato,Pacific Peoples,58,57,masked,>950,>950
181000,Resthill,Waikato,Pacific Peoples,86,82,masked,>950,>950
181100,Fitzroy ,Waikato,Pacific Peoples,122,122,masked,>950,>950
181200,Riverlea,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
181300,Peacockes,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
181400,Te Pahu,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
181500,Ngahinapouri,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
181600,Lake Cameron,Waikato,Pacific Peoples,70,70,masked,masked,masked
181700,Lake Ngaroto,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
181800,Kaipaki,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
181900,Pirongia,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
182000,Hautapu Rural,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
182100,Pokuru,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
182200,Te Rahu,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
182300,Fencourt,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
182400,Hautapu,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
182500,Karapiro,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
182600,Cambridge North,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
182700,Cambridge West,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
182800,Cambridge East,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
182900,Cambridge Park-River Garden,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
183000,Oaklands-St Kilda,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
183100,Pukerimu,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
183200,Cambridge Central,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
183300,Te Awamutu North,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
183400,Te Awamutu West,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
183500,Leamington West,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
183600,Goodfellow Park,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
183700,Leamington South,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
183800,Leamington Central,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
183900,Leamington East,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
184000,Te Awamutu Stadium,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
184100,Te Awamutu Central,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
184200,Pekerau,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
184300,Fraser Street,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
184400,Sherwin Park,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
184500,St Leger,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
184600,Rotoorangi,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
184700,Tokanui,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
184800,Kihikihi Central,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
184900,Maungatautari,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
185000,Rotongata,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
185200,Pirongia Forest,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
185300,Honikiwi,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
185400,Te Kawa,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
185500,Otorohanga,Waikato,Pacific Peoples,53,52,57,930,912
185600,Maihiihi,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
185700,Puniu,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
185800,Tirau,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
185900,Putararu Rural,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
186000,Putararu,Waikato,Pacific Peoples,49,46,54,907,852
186100,Kinleith,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
186200,Paraonui,Waikato,Pacific Peoples,120,119,masked,>950,>950
186300,Parkdale,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
186400,Matarawa,Waikato,Pacific Peoples,204,203,217,940,935
186500,Stanley Park,Waikato,Pacific Peoples,231,226,251,920,900
186600,Strathmore (South Waikato District),Waikato,Pacific Peoples,313,302,342,915,883
186700,Tokoroa Central,Waikato,Pacific Peoples,111,106,120,925,883
186800,Moananui,Waikato,Pacific Peoples,315,301,346,910,870
187000,Herangi,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
187100,Hangatiki,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
187200,Aria,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
187300,Te Kuiti West,Waikato,Pacific Peoples,64,60,76,842,789
187400,Te Kuiti East,Waikato,Pacific Peoples,66,62,73,904,849
187500,Waipa Valley,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
187600,Tiroa,Waikato,Pacific Peoples,masked,masked,masked,masked,masked
187700,Marotiri,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
187800,Ohakuri,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
187900,Lake Taupo Bays,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
188000,Mapara,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
188200,Wairakei-Broadlands,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
188300,Acacia Bay,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
188400,Brentwood (Taupo District),Lakes,Pacific Peoples,masked,masked,masked,masked,masked
188500,Nukuhau-Rangatira Park,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
188600,Taupo Central West,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
188700,Tauhara,Lakes,Pacific Peoples,60,59,masked,>950,>950
188800,Taupo Central East,Lakes,Pacific Peoples,79,77,84,940,917
188900,Mountview,Lakes,Pacific Peoples,49,48,56,875,857
189000,Bird Area,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
189100,Hilltop (Taupo District),Lakes,Pacific Peoples,51,51,masked,>950,>950
189200,Waipahihi,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
189300,Richmond Heights,Lakes,Pacific Peoples,41,41,47,872,872
189400,Wharewaka,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
189600,Waitahanui,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
189700,Turangi,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
189800,Rangataiki,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
190100,Waiau,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
190200,Waihi Beach-Bowentown,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
190300,Tahawai,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
190400,Athenree,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
190500,Aongatete,Bay of Plenty,Pacific Peoples,248,246,masked,>950,>950
190600,Katikati,Bay of Plenty,Pacific Peoples,196,193,masked,>950,>950
190900,Pahoia,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
191000,Omokoroa,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
191100,Omokoroa Rural,Bay of Plenty,Pacific Peoples,43,43,masked,masked,masked
191200,Te Puna,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
191300,Minden,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
191400,Kaimai,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
191500,Kopurererua,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
191600,Kaitemako (Western Bay of Plenty District),Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
191700,Waiorohi,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
191800,Otawa,Bay of Plenty,Pacific Peoples,170,168,masked,>950,>950
191900,Te Puke West,Bay of Plenty,Pacific Peoples,144,139,masked,>950,>950
192000,Rangiuru,Bay of Plenty,Pacific Peoples,357,354,masked,>950,>950
192100,Te Puke East,Bay of Plenty,Pacific Peoples,148,146,masked,>950,>950
192300,Maketu,Bay of Plenty,Pacific Peoples,43,42,masked,masked,masked
192400,Pukehina Beach,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
192500,Pongakawa,Bay of Plenty,Pacific Peoples,85,85,masked,masked,masked
192600,Matua North,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
192800,Mount Maunganui North,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
192900,Matua South,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
193000,Bethlehem North,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
193100,Bellevue,Bay of Plenty,Pacific Peoples,53,51,56,946,911
193200,Otumoetai North,Bay of Plenty,Pacific Peoples,53,53,masked,>950,>950
193300,Otumoetai South,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
193400,Brookfield West,Bay of Plenty,Pacific Peoples,60,59,masked,>950,>950
193500,Bethlehem Central,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
193600,Brookfield East,Bay of Plenty,Pacific Peoples,50,47,masked,>950,masked
193700,Mount Maunganui South,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
193800,Tauranga Central,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
193900,Mount Maunganui Central,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
194000,Judea,Bay of Plenty,Pacific Peoples,59,59,masked,>950,>950
194100,Te Reti,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
194200,Bethlehem South,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
194300,Omanu Beach,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
194400,Tauranga Hospital,Bay of Plenty,Pacific Peoples,88,88,masked,>950,>950
194500,Tauriko,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
194600,Gate Pa,Bay of Plenty,Pacific Peoples,178,172,masked,>950,masked
194700,Greerton South,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
194800,Tauranga South,Bay of Plenty,Pacific Peoples,85,82,102,833,804
194900,Arataki North,Bay of Plenty,Pacific Peoples,52,52,masked,>950,>950
195000,Matapihi,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
195100,Pyes Pa West,Bay of Plenty,Pacific Peoples,73,71,masked,>950,>950
195200,Greerton North,Bay of Plenty,Pacific Peoples,65,62,masked,>950,>950
195300,Yatton Park,Bay of Plenty,Pacific Peoples,150,139,masked,>950,masked
195400,Pyes Pa North,Bay of Plenty,Pacific Peoples,82,80,masked,>950,>950
195500,Arataki South,Bay of Plenty,Pacific Peoples,47,46,50,940,920
195600,Pyes Pa South,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
195700,Poike,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
195800,Te Maunga North,Bay of Plenty,Pacific Peoples,44,43,masked,>950,masked
195900,Maungatapu,Bay of Plenty,Pacific Peoples,44,42,49,898,857
196000,Hairini,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
196100,Pyes Pa East,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
196200,Te Maunga South,Bay of Plenty,Pacific Peoples,91,90,masked,>950,>950
196300,Kaitemako (Tauranga City),Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
196400,Ohauiti,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
196500,Baypark-Kairua,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
196600,Welcome Bay West,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
196700,Welcome Bay East,Bay of Plenty,Pacific Peoples,87,86,masked,>950,>950
196800,Pacific View,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
196900,Welcome Bay South,Bay of Plenty,Pacific Peoples,58,57,62,935,919
197000,Palm Beach North,Bay of Plenty,Pacific Peoples,56,50,60,933,833
197100,Palm Beach South-Gravatt,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
197200,Papamoa Beach North,Bay of Plenty,Pacific Peoples,45,45,masked,>950,>950
197300,Doncaster,Bay of Plenty,Pacific Peoples,41,41,masked,>950,>950
197400,Papamoa Beach South,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
197500,Motiti,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
197600,Wairakei ,Bay of Plenty,Pacific Peoples,141,135,152,928,888
197700,Tui Ridge,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
197900,Ngongotaha Valley,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
198000,Hamurana,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
198100,Ngongotaha East,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
198200,Ngongotaha West,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
198400,Ngongotaha South,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
198500,Selwyn Heights,Lakes,Pacific Peoples,46,44,49,939,898
198600,Pleasant Heights,Lakes,Pacific Peoples,77,74,86,895,860
198700,Rotoiti-Rotoehu,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
198800,Kawaha,Lakes,Pacific Peoples,53,50,masked,>950,masked
198900,Fairy Springs,Lakes,Pacific Peoples,62,58,69,899,841
199000,Western Heights (Rotorua District),Lakes,Pacific Peoples,88,83,masked,>950,masked
199100,Pukehangi North,Lakes,Pacific Peoples,71,68,masked,>950,masked
199200,Pukehangi South,Lakes,Pacific Peoples,43,42,46,935,913
199400,Koutu,Lakes,Pacific Peoples,53,51,64,828,797
199500,Mangakakahi West,Lakes,Pacific Peoples,78,77,masked,>950,>950
199600,Sunnybrook,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
199700,Fordlands,Lakes,Pacific Peoples,155,144,masked,>950,masked
199800,Kuirau,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
199900,Utuhina,Lakes,Pacific Peoples,61,60,75,813,800
200000,Pomare,Lakes,Pacific Peoples,43,42,masked,masked,masked
200100,Rotorua Central,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
200200,Hillcrest (Rotorua District),Lakes,Pacific Peoples,41,41,masked,>950,>950
200300,Victoria,Lakes,Pacific Peoples,69,65,82,841,793
200400,Waiohewa,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
200500,Glenholme North,Lakes,Pacific Peoples,94,93,100,940,930
200600,Springfield South,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
200700,Springfield North,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
200800,Glenholme South,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
200900,Owhata West,Lakes,Pacific Peoples,46,45,masked,>950,masked
201000,Holdens Bay-Rotokawa,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
201100,Ngapuna,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
201200,Fenton Park,Lakes,Pacific Peoples,51,50,masked,>950,>950
201300,Tihiotonga-Whakarewarewa,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
201400,Owhata East,Lakes,Pacific Peoples,59,58,masked,>950,>950
201500,Lynmore,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
201600,Ngakuru,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
201700,Kaingaroa-Whakarewarewa,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
201800,Golden Springs,Lakes,Pacific Peoples,masked,masked,masked,masked,masked
201900,Manawahe,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
202000,Matata-Otakiri,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
202100,Onepu Spring,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
202200,Edgecumbe,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
202300,Thornton-Awakeri,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
202400,Te Teko Lakes,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
202500,Coastlands,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
202600,Whakatane West,Bay of Plenty,Pacific Peoples,47,47,51,922,922
202700,Whakatane Central,Bay of Plenty,Pacific Peoples,48,48,54,889,889
202800,Trident,Bay of Plenty,Pacific Peoples,47,45,masked,>950,>950
202900,Allandale,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
203000,Mokorua Bush,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
203100,Wainui ,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
203200,Ohope,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
203400,Galatea,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
203500,Waingarara-Waimana,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
203600,Murupara,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
203700,Monika Reserve,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
203800,Kawerau Industrial,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
203900,Tarawera Park,Bay of Plenty,Pacific Peoples,54,47,58,931,810
204100,Waiotahi,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
204200,Cape Runaway,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
204300,Woodlands,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
204400,Opotiki,Bay of Plenty,Pacific Peoples,161,159,masked,>950,>950
204500,Otara-Tirohanga ,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
204600,Oponae,Bay of Plenty,Pacific Peoples,masked,masked,masked,masked,masked
204700,East Cape,Tairawhiti,Pacific Peoples,masked,masked,masked,masked,masked
204800,Waipaoa,Tairawhiti,Pacific Peoples,masked,masked,masked,masked,masked
204900,Ruatoria-Raukumara,Tairawhiti,Pacific Peoples,masked,masked,masked,masked,masked
205000,Tokomaru,Tairawhiti,Pacific Peoples,masked,masked,masked,masked,masked
205100,Hangaroa,Tairawhiti,Pacific Peoples,masked,masked,masked,masked,masked
205200,Wharekaka,Tairawhiti,Pacific Peoples,masked,masked,masked,masked,masked
205300,Te Arai,Tairawhiti,Pacific Peoples,masked,masked,masked,masked,masked
205400,Hexton,Tairawhiti,Pacific Peoples,83,82,masked,>950,>950
205500,Lytton,Tairawhiti,Pacific Peoples,masked,masked,masked,masked,masked
205600,Makaraka-Awapuni,Tairawhiti,Pacific Peoples,51,50,masked,masked,masked
205700,Riverdale,Tairawhiti,Pacific Peoples,masked,masked,masked,masked,masked
205800,Te Hapara North,Tairawhiti,Pacific Peoples,57,57,masked,>950,>950
205900,Mangapapa North,Tairawhiti,Pacific Peoples,masked,masked,masked,masked,masked
206000,Elgin,Tairawhiti,Pacific Peoples,97,92,masked,>950,>950
206100,Te Hapara South,Tairawhiti,Pacific Peoples,80,78,masked,>950,>950
206200,Mangapapa East,Tairawhiti,Pacific Peoples,masked,masked,masked,masked,masked
206300,Mangapapa South,Tairawhiti,Pacific Peoples,44,42,masked,>950,masked
206400,Te Hapara East,Tairawhiti,Pacific Peoples,49,48,52,942,923
206500,Centennial Crescent,Tairawhiti,Pacific Peoples,51,50,masked,>950,>950
206600,Whataupoko East,Tairawhiti,Pacific Peoples,masked,masked,masked,masked,masked
206700,Whataupoko West,Tairawhiti,Pacific Peoples,masked,masked,masked,masked,masked
206800,Gisborne Central,Tairawhiti,Pacific Peoples,masked,masked,masked,masked,masked
206900,Kaiti North,Tairawhiti,Pacific Peoples,masked,masked,masked,masked,masked
207000,Kaiti South,Tairawhiti,Pacific Peoples,174,174,masked,>950,>950
207100,Outer Kaiti,Tairawhiti,Pacific Peoples,91,86,masked,>950,>950
207200,Tamarau,Tairawhiti,Pacific Peoples,51,51,masked,>950,>950
207300,Wainui-Okitu,Tairawhiti,Pacific Peoples,masked,masked,masked,masked,masked
207400,Maungataniwha-Raupunga,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
207600,Frasertown-Ruakituri,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
207700,Whakaki,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
207800,Wairoa,Hawke's Bay,Pacific Peoples,52,50,masked,>950,>950
207900,Mahia,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
208000,Puketitiri-Tutira,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
208100,Sherenden-Crownthorpe,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
208200,Maraekakaho,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
208300,Puketapu-Eskdale,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
208400,Omahu-Pakowhai,Hawke's Bay,Pacific Peoples,227,226,masked,>950,>950
208500,Bridge Pa,Hawke's Bay,Pacific Peoples,100,99,masked,masked,masked
208600,Twyford,Hawke's Bay,Pacific Peoples,211,207,masked,masked,masked
208700,Poukawa,Hawke's Bay,Pacific Peoples,masked,masked,masked,masked,masked
208800,Flaxmere West,Hawke's Bay,Pacific Peoples,472,449,masked,>950,masked
208900,Omahu Strip,Hawke's Bay,Pacific Peoples,41,41,masked,masked,masked
209000,Lochain Park,Hawke's Bay,Pacific Peoples,419,408,masked,>950,>950
209100,Flaxmere Park,Hawke's Bay,Pacific Peoples,318,311,masked,>950,>950
