sa2_code,sa2_name,dhb,ethnicity_priority,dose1_cnt,dose2_cnt,pop_cnt,dose1_uptake,dose2_uptake
108000,Pataua,Northland,Pacific Peoples,masked,masked,masked,857,857
108100,Onerahi Park,Northland,Pacific Peoples,masked,masked,masked,795,769
108200,Sherwood Rise,Northland,Pacific Peoples,masked,masked,masked,>950,>950
108300,Onerahi,Northland,Pacific Peoples,41,38,50,820,760
108400,Inlet Whangārei Harbour,Northland,Pacific Peoples,masked,masked,masked,>950,>950
108500,Parua Bay,Northland,Pacific Peoples,masked,masked,masked,>950,>950
108600,Bream Bay,Northland,Pacific Peoples,masked,masked,masked,>950,>950
108700,Marsden Bay,Northland,Pacific Peoples,masked,masked,masked,828,828
108800,Ruakākā,Northland,Pacific Peoples,masked,masked,masked,904,904
108900,Bream Head,Northland,Pacific Peoples,masked,masked,masked,778,778
109000,Waipu,Northland,Pacific Peoples,masked,masked,masked,872,872
109100,Kaipara Coastal,Northland,Pacific Peoples,masked,masked,masked,918,857
109200,Maungaru,Northland,Pacific Peoples,masked,masked,masked,>950,>950
109300,Dargaville,Northland,Pacific Peoples,masked,masked,masked,>950,920
109400,Ruawai-Matakohe,Northland,Pacific Peoples,masked,masked,masked,931,828
109500,Otamatea (Kaipara District),Northland,Pacific Peoples,masked,masked,masked,700,650
109600,Maungaturoto,Northland,Pacific Peoples,masked,masked,masked,941,941
109700,Kaiwaka,Northland,Pacific Peoples,masked,masked,masked,>950,>950
109800,Mangawhai Rural,Northland,Pacific Peoples,masked,masked,masked,844,844
109900,Mangawhai Heads,Northland,Pacific Peoples,masked,masked,masked,>950,943
110100,Mangawhai,Northland,Pacific Peoples,masked,masked,masked,923,923
110200,Okahukura Peninsula,Waitemata,Pacific Peoples,masked,masked,masked,889,889
110400,Cape Rodney,Waitemata,Pacific Peoples,43,40,50,860,800
110500,Wellsford,Waitemata,Pacific Peoples,57,56,64,891,875
110700,South Head,Waitemata,Pacific Peoples,masked,masked,masked,923,885
110800,Kaipara Hills,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
110900,Dome Valley-Matakana,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
111100,Warkworth West,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
111200,Puhoi Valley,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
111300,Warkworth East,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
111400,Sandspit,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
111500,Tawharanui Peninsula,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
111600,Te Kuru,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
111700,Snells Beach,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
111800,Barrier Islands,Auckland,Pacific Peoples,masked,masked,masked,556,444
111900,Algies Bay-Scotts Landing,Waitemata,Pacific Peoples,masked,masked,masked,824,824
112100,Wainui-Waiwera,Waitemata,Pacific Peoples,masked,masked,masked,812,812
112200,Parakai,Waitemata,Pacific Peoples,masked,masked,masked,931,897
112300,Helensville Rural,Waitemata,Pacific Peoples,masked,masked,masked,921,868
112400,Helensville,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
112500,Waitoki,Waitemata,Pacific Peoples,masked,masked,masked,765,765
112600,Waikoukou Valley,Waitemata,Pacific Peoples,masked,masked,masked,864,818
112700,Orewa North,Waitemata,Pacific Peoples,masked,masked,masked,935,919
112800,Hatfields Beach,Waitemata,Pacific Peoples,masked,masked,masked,905,905
112900,Orewa South,Waitemata,Pacific Peoples,58,58,67,866,866
113000,Orewa Central,Waitemata,Pacific Peoples,58,58,69,841,841
113100,Millwater North,Waitemata,Pacific Peoples,masked,masked,masked,818,818
113200,Waipatukahu,Waitemata,Pacific Peoples,masked,masked,masked,654,654
113300,Millwater South,Waitemata,Pacific Peoples,masked,masked,masked,826,826
113400,Dairy Flat North,Waitemata,Pacific Peoples,masked,masked,masked,882,882
113500,Dairy Flat West,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
113600,Kingsway,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
113700,Riverhead Forest,Waitemata,Pacific Peoples,masked,masked,masked,masked,masked
113800,Silverdale Central (Auckland),Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
113900,Red Beach West,Waitemata,Pacific Peoples,masked,masked,masked,857,857
114000,Red Beach East,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
114100,Silverdale South (Auckland),Waitemata,Pacific Peoples,masked,masked,masked,737,684
114200,Waimauku,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
114300,Gulf Islands,Auckland,Pacific Peoples,masked,masked,masked,masked,masked
114300,Gulf Islands,Auckland,Pacific Peoples,masked,masked,masked,masked,masked
114300,Gulf Islands,Auckland,Pacific Peoples,masked,masked,masked,masked,masked
114300,Gulf Islands,Auckland,Pacific Peoples,masked,masked,masked,masked,masked
114400,Vipond,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
114500,Muriwai,Waitemata,Pacific Peoples,masked,masked,masked,750,750
114600,Stanmore Bay West,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
114700,Kumeu Rural West,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
114800,Okura Bush,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
114900,Whangaparāoa Central,Waitemata,Pacific Peoples,masked,masked,masked,900,900
115000,Kumeu-Huapai,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
115100,Stanmore Bay East,Waitemata,Pacific Peoples,masked,masked,masked,897,872
115200,Manly West,Waitemata,Pacific Peoples,masked,masked,masked,>950,933
115300,Muriwai Valley-Bethells Beach,Waitemata,Pacific Peoples,masked,masked,masked,650,600
115400,Tindalls-Matakatia,Waitemata,Pacific Peoples,masked,masked,masked,808,769
115500,Coatesville,Waitemata,Pacific Peoples,masked,masked,masked,839,806
115600,Dairy Flat South,Waitemata,Pacific Peoples,masked,masked,masked,900,900
115700,Gulf Harbour North,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
115800,Manly East,Waitemata,Pacific Peoples,55,55,68,809,809
115900,Riverhead,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
116000,Army Bay,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
116100,Kumeu Rural East,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
116200,Gulf Harbour South,Waitemata,Pacific Peoples,masked,masked,masked,927,902
116300,Paremoremo West,Waitemata,Pacific Peoples,masked,masked,masked,>950,938
116400,Taupaki,Waitemata,Pacific Peoples,masked,masked,masked,906,875
116500,Long Bay,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
116600,Paremoremo East,Waitemata,Pacific Peoples,masked,masked,masked,850,850
116700,Albany Heights,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
116800,Awaruku,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
116900,Fairview Heights,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
117000,Whenuapai,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
117100,Waitakere Ranges North,Waitemata,Pacific Peoples,masked,masked,masked,774,774
117200,Torbay,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
117300,Albany Central,Waitemata,Pacific Peoples,masked,masked,masked,>950,893
117400,Albany West,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
117500,Glamorgan,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
117600,Oteha East,Waitemata,Pacific Peoples,37,37,49,755,755
117700,Northcross,Waitemata,Pacific Peoples,masked,masked,masked,897,862
117800,Oteha West,Waitemata,Pacific Peoples,masked,masked,masked,739,739
117900,Waiake,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
118000,Waitakere,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
118100,Albany South,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
118200,Browns Bay South West,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
118300,Browns Bay Central,Waitemata,Pacific Peoples,masked,masked,masked,840,800
118400,Schnapper Rock,Waitemata,Pacific Peoples,masked,masked,masked,935,935
118500,Pinehill,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
118600,North Harbour,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
118700,Browns Bay South East,Waitemata,Pacific Peoples,masked,masked,masked,938,938
118800,Westgate Central,Waitemata,Pacific Peoples,masked,masked,masked,750,750
118900,Greenhithe West,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
119000,Rothesay Bay,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
119100,Greenhithe East,Waitemata,Pacific Peoples,masked,masked,masked,927,927
119200,Hobsonville,Waitemata,Pacific Peoples,masked,masked,masked,919,903
119300,Inlet Waitemata Harbour,Area outside District Health Board,Pacific Peoples,masked,masked,masked,masked,masked
119400,Greenhithe South,Waitemata,Pacific Peoples,masked,masked,masked,939,909
119500,Murrays Bay West,Waitemata,Pacific Peoples,masked,masked,masked,941,941
119600,Westgate South,Waitemata,Pacific Peoples,248,246,271,915,908
119700,Windsor Park,Waitemata,Pacific Peoples,masked,masked,masked,938,938
119800,West Harbour West,Waitemata,Pacific Peoples,511,501,538,>950,931
119900,Unsworth Heights West,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
120000,Murrays Bay East,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
120100,Birdwood West,Waitemata,Pacific Peoples,40,40,47,851,851
120200,Hobsonville Point,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
120300,West Harbour Clearwater Cove,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
120400,Unsworth Heights East,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
120500,Mairangi Bay North,Waitemata,Pacific Peoples,masked,masked,masked,900,900
120600,Massey Central,Waitemata,Pacific Peoples,masked,masked,masked,>950,945
120700,West Harbour Luckens Point,Waitemata,Pacific Peoples,masked,masked,masked,>950,944
120800,Mairangi Bay South,Waitemata,Pacific Peoples,masked,masked,masked,926,926
120900,Massey Royal Road West,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
121000,Bayview East,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
121100,Swanson Rural,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
121200,Sunnynook South,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
121300,Sunnynook North,Waitemata,Pacific Peoples,masked,masked,masked,>950,935
121400,Bayview West,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
121500,Totara Vale North,Waitemata,Pacific Peoples,masked,masked,masked,949,939
121600,Royal Heights North,Waitemata,Pacific Peoples,450,440,499,902,882
121700,Massey West,Waitemata,Pacific Peoples,201,195,213,944,915
121800,Beach Haven West,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
121900,Totara Vale South,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
122000,Swanson,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
122100,Bayview South,Waitemata,Pacific Peoples,105,105,119,882,882
122200,Campbells Bay,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
122300,Royal Heights South,Waitemata,Pacific Peoples,599,582,639,937,911
122400,Beach Haven East,Waitemata,Pacific Peoples,485,474,524,926,905
122500,Massey East,Waitemata,Pacific Peoples,790,772,837,944,922
122600,Forrest Hill North,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
122700,Glenfield North,Waitemata,Pacific Peoples,masked,masked,masked,>950,940
122800,Birkdale North,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
122900,Massey South,Waitemata,Pacific Peoples,771,750,819,941,916
123000,Rānui North,Waitemata,Pacific Peoples,925,905,979,945,924
123100,Glenfield West,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
123200,Te Atatū Peninsula North West,Waitemata,Pacific Peoples,252,246,278,906,885
123300,Glenfield South West,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
123400,Forrest Hill West,Waitemata,Pacific Peoples,masked,masked,masked,>950,931
123500,Wairau Valley,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
123600,Forrest Hill East,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
123700,Castor Bay,Waitemata,Pacific Peoples,masked,masked,masked,846,821
123800,Rānui Domain,Waitemata,Pacific Peoples,masked,masked,masked,>950,939
123900,Beach Haven South,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
124000,Glenfield Central,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
124100,Piha,Waitemata,Pacific Peoples,masked,masked,masked,778,667
124200,Rānui South West,Waitemata,Pacific Peoples,masked,masked,masked,>950,948
124300,Henderson Larnoch,Waitemata,Pacific Peoples,masked,masked,masked,>950,927
124400,Birkdale South,Waitemata,Pacific Peoples,276,273,294,939,929
124500,Te Atatū Peninsula Central,Waitemata,Pacific Peoples,406,393,430,944,914
124600,Glenfield East,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
124700,Henderson Valley,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
124800,Te Atatū Peninsula West,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
124900,Henderson Lincoln West,Waitemata,Pacific Peoples,548,540,577,>950,936
125000,Rānui South East,Waitemata,Pacific Peoples,masked,masked,masked,>950,946
125100,Henderson Lincoln East,Waitemata,Pacific Peoples,masked,masked,masked,923,923
125200,Birkenhead West,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
125300,Te Atatū Peninsula East,Waitemata,Pacific Peoples,220,218,237,928,920
125400,Milford West,Waitemata,Pacific Peoples,masked,masked,masked,892,892
125500,Westlake,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
125600,Hillcrest North (Auckland),Waitemata,Pacific Peoples,68,68,76,895,895
125700,Henderson Lincoln South,Waitemata,Pacific Peoples,341,333,365,934,912
125800,Hillcrest West (Auckland),Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
125900,Milford Central,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
126000,Summerland South,Waitemata,Pacific Peoples,252,248,275,916,902
126100,Summerland North,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
126200,Hillcrest East (Auckland),Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
126300,Chatswood,Waitemata,Pacific Peoples,masked,masked,masked,933,933
126400,Te Atatū South-Edmonton,Waitemata,Pacific Peoples,535,522,591,905,883
126500,Birkenhead North,Waitemata,Pacific Peoples,51,51,61,836,836
126600,Takapuna West,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
126700,Henderson North,Waitemata,Pacific Peoples,559,549,591,946,929
126800,Takapuna Central,Waitemata,Pacific Peoples,masked,masked,masked,941,941
126900,Western Heights (Auckland),Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
127000,Te Atatū South-Central,Waitemata,Pacific Peoples,514,504,544,945,926
127100,Northcote Central (Auckland),Waitemata,Pacific Peoples,203,202,219,927,922
127200,Akoranga,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
127300,Northcote South (Auckland),Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
127400,Birkenhead South,Waitemata,Pacific Peoples,masked,masked,masked,>950,903
127500,Henderson Central,Waitemata,Pacific Peoples,130,127,141,922,901
127600,Waiatarua,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
127700,Te Atatū South-McLeod North,Waitemata,Pacific Peoples,467,459,492,949,933
127800,Henderson Valley Park,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
127900,Henderson North East,Waitemata,Pacific Peoples,347,343,378,918,907
128000,Waitakere Ranges South,Waitemata,Pacific Peoples,masked,masked,masked,875,844
128100,Northcote Tuff Crater,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
128200,Northcote Point (Auckland),Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
128300,McLaren Park,Waitemata,Pacific Peoples,981,954,1074,913,888
128400,Henderson East,Waitemata,Pacific Peoples,442,433,478,925,906
128500,Te Atatū South-McLeod South,Waitemata,Pacific Peoples,masked,masked,masked,>950,945
128600,Takapuna South,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
128700,Rosebank Peninsula,Auckland,Pacific Peoples,masked,masked,masked,>950,>950
128800,Hauraki,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
128900,Glendene North,Waitemata,Pacific Peoples,916,897,969,945,926
129000,Sunnyvale West-Parrs Park,Waitemata,Pacific Peoples,607,596,645,941,924
129100,Sunnyvale East,Waitemata,Pacific Peoples,723,711,767,943,927
129200,Point Chevalier West,Auckland,Pacific Peoples,178,176,190,937,926
129300,Belmont (Auckland),Waitemata,Pacific Peoples,66,65,74,892,878
129400,Bayswater,Waitemata,Pacific Peoples,97,96,107,907,897
129500,Glendene South,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
129600,Glen Eden West,Waitemata,Pacific Peoples,masked,masked,masked,>950,936
129700,Herne Bay,Auckland,Pacific Peoples,masked,masked,masked,>950,>950
129800,Westmere North,Auckland,Pacific Peoples,masked,masked,masked,>950,>950
129900,Point Chevalier East,Auckland,Pacific Peoples,288,284,306,941,928
130000,Oratia,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
130100,Glen Eden Rosier,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
130200,Saint Marys Bay,Auckland,Pacific Peoples,45,44,53,849,830
130300,Westmere South-Western Springs,Auckland,Pacific Peoples,masked,masked,masked,>950,>950
130400,Ponsonby West,Auckland,Pacific Peoples,masked,masked,masked,>950,917
130500,Kelston North,Waitemata,Pacific Peoples,740,721,793,933,909
130600,Avondale Rosebank,Auckland,Pacific Peoples,1098,1069,1171,938,913
130700,Narrow Neck,Waitemata,Pacific Peoples,masked,masked,masked,>950,948
130800,Glen Eden North,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
130900,Glen Eden Woodglen,Waitemata,Pacific Peoples,594,581,625,>950,930
131000,Kelston South,Waitemata,Pacific Peoples,607,594,640,948,928
131100,Waterview,Auckland,Pacific Peoples,masked,masked,masked,>950,940
131200,Ponsonby East,Auckland,Pacific Peoples,masked,masked,masked,>950,946
131300,Wynyard-Viaduct,Auckland,Pacific Peoples,masked,masked,masked,778,778
131400,Stanley Point,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
131500,Glen Eden Central,Waitemata,Pacific Peoples,299,295,315,949,937
131600,Grey Lynn North,Auckland,Pacific Peoples,masked,masked,masked,>950,>950
131700,Avondale West (Auckland),Auckland,Pacific Peoples,988,966,1060,932,911
131800,Freemans Bay,Auckland,Pacific Peoples,157,156,174,902,897
131900,Mount Albert West,Auckland,Pacific Peoples,217,212,246,882,862
132000,Avondale North (Auckland),Auckland,Pacific Peoples,549,535,600,915,892
132100,Grey Lynn West,Auckland,Pacific Peoples,342,337,364,940,926
132200,Mount Albert North,Auckland,Pacific Peoples,288,287,303,>950,947
132300,New Lynn North,Waitemata,Pacific Peoples,masked,masked,masked,>950,947
132400,Victoria Park,Auckland,Pacific Peoples,masked,masked,masked,>950,>950
132500,Konini,Waitemata,Pacific Peoples,168,166,186,903,892
132600,New Lynn North West,Waitemata,Pacific Peoples,masked,masked,masked,>950,949
132700,Hobson Ridge North,Auckland,Pacific Peoples,masked,masked,masked,>950,901
132800,Grey Lynn Central,Auckland,Pacific Peoples,masked,masked,masked,>950,947
132900,Fruitvale,Waitemata,Pacific Peoples,306,299,324,944,923
133000,Devonport,Waitemata,Pacific Peoples,43,43,49,878,878
133100,Avondale Central (Auckland),Auckland,Pacific Peoples,masked,masked,masked,>950,>950
133200,Queen Street,Auckland,Pacific Peoples,masked,masked,masked,>950,881
133300,Quay Street-Customs Street,Auckland,Pacific Peoples,84,82,91,923,901
133400,Hobson Ridge Central,Auckland,Pacific Peoples,masked,masked,masked,>950,>950
133500,Grey Lynn East,Auckland,Pacific Peoples,masked,masked,masked,>950,>950
133600,Morningside (Auckland),Auckland,Pacific Peoples,317,311,335,946,928
133700,Shortland Street,Auckland,Pacific Peoples,masked,masked,masked,931,931
133800,Hobson Ridge South,Auckland,Pacific Peoples,masked,masked,masked,>950,918
133900,New Lynn Central,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
134000,Cheltenham,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
134100,Queen Street South West,Auckland,Pacific Peoples,59,57,69,855,826
134200,Mount Albert Central,Auckland,Pacific Peoples,180,179,192,938,932
134300,Karangahape,Auckland,Pacific Peoples,98,97,104,942,933
134400,Kingsland,Auckland,Pacific Peoples,320,317,337,>950,941
134500,Anzac Avenue,Auckland,Pacific Peoples,70,69,83,843,831
134600,Waima-Woodlands Park,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
134700,Kaurilands,Waitemata,Pacific Peoples,masked,masked,masked,>950,>950
134800,Auckland-University,Auckland,Pacific Peoples,masked,masked,masked,>950,>950
134900,New Lynn Seabrook,Waitemata,Pacific Peoples,320,316,353,907,895
135000,Avondale South (Auckland),Auckland,Pacific Peoples,masked,masked,masked,>950,926
135100,Symonds Street North West,Auckland,Pacific Peoples,83,82,89,933,921
135200,Mount Albert South,Auckland,Pacific Peoples,89,88,104,856,846
135300,Symonds Street West,Auckland,Pacific Peoples,masked,masked,masked,>950,>950
135400,West Lynn,Waitemata,Pacific Peoples,185,183,201,920,910
135500,Ōwairaka West,Auckland,Pacific Peoples,293,289,322,910,898
135600,New Lynn Central South,Waitemata,Pacific Peoples,masked,masked,masked,>950,949
135700,The Strand,Auckland,Pacific Peoples,masked,masked,masked,922,891
135800,St Lukes,Auckland,Pacific Peoples,145,141,163,890,865
135900,Symonds Street East,Auckland,Pacific Peoples,97,93,107,907,869
136000,Eden Terrace,Auckland,Pacific Peoples,masked,masked,masked,>950,>950
