Ethnic group,Age group,Gender,DHB of residence,Population
Maori,20-24,Female,Wairarapa, 357 
Maori,20-24,Female,West Coast, 119 
Maori,20-24,Female,Whanganui, 702 
Maori,20-24,Male,Auckland Metro," 7,710 "
Maori,20-24,Male,Bay of Plenty," 2,356 "
Maori,20-24,Male,Canterbury," 2,273 "
Maori,20-24,Male,Capital & Coast and Hutt Valley," 2,796 "
Maori,20-24,Male,Hawkes Bay," 1,755 "
Maori,20-24,Male,Lakes," 1,449 "
Maori,20-24,Male,MidCentral," 1,357 "
Maori,20-24,Male,Nelson Marlborough, 572 
Maori,20-24,Male,Northland," 2,365 "
Maori,20-24,Male,Overseas / Unknown, 226 
Maori,20-24,Male,South Canterbury, 198 
Maori,20-24,Male,Southern," 1,426 "
Maori,20-24,Male,Tairawhiti, 866 
Maori,20-24,Male,Taranaki, 812 
Maori,20-24,Male,Waikato," 3,886 "
Maori,20-24,Male,Wairarapa, 360 
Maori,20-24,Male,West Coast, 131 
Maori,20-24,Male,Whanganui, 678 
Maori,25-29,Female,Auckland Metro," 8,224 "
Maori,25-29,Female,Bay of Plenty," 2,388 "
Maori,25-29,Female,Canterbury," 2,108 "
Maori,25-29,Female,Capital & Coast and Hutt Valley," 2,752 "
Maori,25-29,Female,Hawkes Bay," 1,795 "
Maori,25-29,Female,Lakes," 1,539 "
Maori,25-29,Female,MidCentral," 1,338 "
Maori,25-29,Female,Nelson Marlborough, 574 
Maori,25-29,Female,Northland," 2,349 "
Maori,25-29,Female,Overseas / Unknown, 91 
Maori,25-29,Female,South Canterbury, 149 
Maori,25-29,Female,Southern," 1,188 "
Maori,25-29,Female,Tairawhiti, 967 
Maori,25-29,Female,Taranaki, 830 
Maori,25-29,Female,Waikato," 3,779 "
Maori,25-29,Female,Wairarapa, 313 
Maori,25-29,Female,West Coast, 147 
Maori,25-29,Female,Whanganui, 689 
Maori,25-29,Male,Auckland Metro," 7,172 "
Maori,25-29,Male,Bay of Plenty," 2,195 "
Maori,25-29,Male,Canterbury," 2,139 "
Maori,25-29,Male,Capital & Coast and Hutt Valley," 2,563 "
Maori,25-29,Male,Hawkes Bay," 1,624 "
Maori,25-29,Male,Lakes," 1,398 "
Maori,25-29,Male,MidCentral," 1,196 "
Maori,25-29,Male,Nelson Marlborough, 555 
Maori,25-29,Male,Northland," 2,237 "
Maori,25-29,Male,Overseas / Unknown, 319 
Maori,25-29,Male,South Canterbury, 181 
Maori,25-29,Male,Southern," 1,275 "
Maori,25-29,Male,Tairawhiti, 912 
Maori,25-29,Male,Taranaki, 734 
Maori,25-29,Male,Waikato," 3,640 "
Maori,25-29,Male,Wairarapa, 295 
Maori,25-29,Male,West Coast, 138 
Maori,25-29,Male,Whanganui, 615 
Maori,30-34,Female,Auckland Metro," 6,800 "
Maori,30-34,Female,Bay of Plenty," 2,116 "
Maori,30-34,Female,Canterbury," 1,858 "
Maori,30-34,Female,Capital & Coast and Hutt Valley," 2,184 "
Maori,30-34,Female,Hawkes Bay," 1,641 "
Maori,30-34,Female,Lakes," 1,514 "
Maori,30-34,Female,MidCentral," 1,203 "
Maori,30-34,Female,Nelson Marlborough, 511 
Maori,30-34,Female,Northland," 2,298 "
Maori,30-34,Female,Overseas / Unknown, 65 
Maori,30-34,Female,South Canterbury, 160 
Maori,30-34,Female,Southern," 1,063 "
Maori,30-34,Female,Tairawhiti, 921 
Maori,30-34,Female,Taranaki, 840 
Maori,30-34,Female,Waikato," 3,505 "
Maori,30-34,Female,Wairarapa, 307 
Maori,30-34,Female,West Coast, 127 
Maori,30-34,Female,Whanganui, 634 
Maori,30-34,Male,Auckland Metro," 5,793 "
Maori,30-34,Male,Bay of Plenty," 1,894 "
Maori,30-34,Male,Canterbury," 1,768 "
Maori,30-34,Male,Capital & Coast and Hutt Valley," 2,162 "
Maori,30-34,Male,Hawkes Bay," 1,348 "
Maori,30-34,Male,Lakes," 1,251 "
Maori,30-34,Male,MidCentral, 969 
Maori,30-34,Male,Nelson Marlborough, 430 
Maori,30-34,Male,Northland," 2,001 "
Maori,30-34,Male,Overseas / Unknown, 300 
Maori,30-34,Male,South Canterbury, 157 
Maori,30-34,Male,Southern," 1,118 "
Maori,30-34,Male,Tairawhiti, 745 
Maori,30-34,Male,Taranaki, 642 
Maori,30-34,Male,Waikato," 2,968 "
Maori,30-34,Male,Wairarapa, 261 
Maori,30-34,Male,West Coast, 101 
Maori,30-34,Male,Whanganui, 568 
Maori,35-39,Female,Auckland Metro," 5,276 "
Maori,35-39,Female,Bay of Plenty," 1,916 "
Maori,35-39,Female,Canterbury," 1,356 "
Maori,35-39,Female,Capital & Coast and Hutt Valley," 1,866 "
Maori,35-39,Female,Hawkes Bay," 1,339 "
Maori,35-39,Female,Lakes," 1,197 "
Maori,35-39,Female,MidCentral, 957 
Maori,35-39,Female,Nelson Marlborough, 443 
Maori,35-39,Female,Northland," 1,790 "
Maori,35-39,Female,Overseas / Unknown, 58 
Maori,35-39,Female,South Canterbury, 111 
Maori,35-39,Female,Southern, 932 
Maori,35-39,Female,Tairawhiti, 790 
Maori,35-39,Female,Taranaki, 654 
Maori,35-39,Female,Waikato," 2,839 "
Maori,35-39,Female,Wairarapa, 236 
Maori,35-39,Female,West Coast, 80 
Maori,35-39,Female,Whanganui, 503 
Maori,35-39,Male,Auckland Metro," 4,532 "
Maori,35-39,Male,Bay of Plenty," 1,674 "
Maori,35-39,Male,Canterbury," 1,359 "
Maori,35-39,Male,Capital & Coast and Hutt Valley," 1,568 "
Maori,35-39,Male,Hawkes Bay," 1,108 "
Maori,35-39,Male,Lakes," 1,029 "
Maori,35-39,Male,MidCentral, 765 
Maori,35-39,Male,Nelson Marlborough, 367 
Maori,35-39,Male,Northland," 1,641 "
Maori,35-39,Male,Overseas / Unknown, 212 
Maori,35-39,Male,South Canterbury, 109 
Maori,35-39,Male,Southern, 875 
Maori,35-39,Male,Tairawhiti, 630 
Maori,35-39,Male,Taranaki, 558 
Maori,35-39,Male,Waikato," 2,506 "
Maori,35-39,Male,Wairarapa, 225 
Maori,35-39,Male,West Coast, 93 
Maori,35-39,Male,Whanganui, 449 
Maori,40-44,Female,Auckland Metro," 4,999 "
Maori,40-44,Female,Bay of Plenty," 1,834 "
Maori,40-44,Female,Canterbury," 1,371 "
Maori,40-44,Female,Capital & Coast and Hutt Valley," 1,800 "
Maori,40-44,Female,Hawkes Bay," 1,278 "
Maori,40-44,Female,Lakes," 1,139 "
Maori,40-44,Female,MidCentral, 875 
Maori,40-44,Female,Nelson Marlborough, 389 
Maori,40-44,Female,Northland," 1,708 "
Maori,40-44,Female,Overseas / Unknown, 59 
Maori,40-44,Female,South Canterbury, 131 
Maori,40-44,Female,Southern, 813 
Maori,40-44,Female,Tairawhiti, 696 
Maori,40-44,Female,Taranaki, 619 
Maori,40-44,Female,Waikato," 2,621 "
Maori,40-44,Female,Wairarapa, 233 
Maori,40-44,Female,West Coast, 91 
Maori,40-44,Female,Whanganui, 479 
Maori,40-44,Male,Auckland Metro," 4,335 "
Maori,40-44,Male,Bay of Plenty," 1,639 "
Maori,40-44,Male,Canterbury," 1,270 "
Maori,40-44,Male,Capital & Coast and Hutt Valley," 1,607 "
Maori,40-44,Male,Hawkes Bay," 1,064 "
Maori,40-44,Male,Lakes, 955 
Maori,40-44,Male,MidCentral, 725 
Maori,40-44,Male,Nelson Marlborough, 373 
Maori,40-44,Male,Northland," 1,527 "
Maori,40-44,Male,Overseas / Unknown, 178 
Maori,40-44,Male,South Canterbury, 127 
Maori,40-44,Male,Southern, 796 
Maori,40-44,Male,Tairawhiti, 654 
Maori,40-44,Male,Taranaki, 530 
Maori,40-44,Male,Waikato," 2,311 "
Maori,40-44,Male,Wairarapa, 214 
Maori,40-44,Male,West Coast, 88 
Maori,40-44,Male,Whanganui, 449 
Maori,45-49,Female,Auckland Metro," 5,483 "
Maori,45-49,Female,Bay of Plenty," 1,896 "
Maori,45-49,Female,Canterbury," 1,409 "
Maori,45-49,Female,Capital & Coast and Hutt Valley," 1,867 "
Maori,45-49,Female,Hawkes Bay," 1,434 "
Maori,45-49,Female,Lakes," 1,224 "
Maori,45-49,Female,MidCentral, 971 
Maori,45-49,Female,Nelson Marlborough, 455 
Maori,45-49,Female,Northland," 2,112 "
Maori,45-49,Female,Overseas / Unknown, 45 
Maori,45-49,Female,South Canterbury, 161 
Maori,45-49,Female,Southern, 886 
Maori,45-49,Female,Tairawhiti, 794 
Maori,45-49,Female,Taranaki, 700 
Maori,45-49,Female,Waikato," 2,795 "
Maori,45-49,Female,Wairarapa, 262 
Maori,45-49,Female,West Coast, 125 
Maori,45-49,Female,Whanganui, 538 
Maori,45-49,Male,Auckland Metro," 4,694 "
Maori,45-49,Male,Bay of Plenty," 1,638 "
Maori,45-49,Male,Canterbury," 1,240 "
Maori,45-49,Male,Capital & Coast and Hutt Valley," 1,672 "
Maori,45-49,Male,Hawkes Bay," 1,193 "
Maori,45-49,Male,Lakes," 1,055 "
Maori,45-49,Male,MidCentral, 763 
Maori,45-49,Male,Nelson Marlborough, 418 
Maori,45-49,Male,Northland," 1,725 "
Maori,45-49,Male,Overseas / Unknown, 171 
Maori,45-49,Male,South Canterbury, 118 
Maori,45-49,Male,Southern, 744 
Maori,45-49,Male,Tairawhiti, 683 
Maori,45-49,Male,Taranaki, 525 
Maori,45-49,Male,Waikato," 2,292 "
Maori,45-49,Male,Wairarapa, 191 
Maori,45-49,Male,West Coast, 83 
Maori,45-49,Male,Whanganui, 441 
Maori,50-54,Female,Auckland Metro," 5,077 "
Maori,50-54,Female,Bay of Plenty," 1,746 "
Maori,50-54,Female,Canterbury," 1,365 "
Maori,50-54,Female,Capital & Coast and Hutt Valley," 1,725 "
Maori,50-54,Female,Hawkes Bay," 1,289 "
Maori,50-54,Female,Lakes," 1,177 "
Maori,50-54,Female,MidCentral, 900 
Maori,50-54,Female,Nelson Marlborough, 492 
Maori,50-54,Female,Northland," 1,971 "
Maori,50-54,Female,Overseas / Unknown, 51 
Maori,50-54,Female,South Canterbury, 137 
Maori,50-54,Female,Southern, 935 
Maori,50-54,Female,Tairawhiti, 796 
Maori,50-54,Female,Taranaki, 598 
Maori,50-54,Female,Waikato," 2,502 "
Maori,50-54,Female,Wairarapa, 208 
Maori,50-54,Female,West Coast, 118 
Maori,50-54,Female,Whanganui, 535 
Maori,50-54,Male,Auckland Metro," 4,270 "
Maori,50-54,Male,Bay of Plenty," 1,564 "
Maori,50-54,Male,Canterbury," 1,311 "
Maori,50-54,Male,Capital & Coast and Hutt Valley," 1,510 "
Maori,50-54,Male,Hawkes Bay," 1,005 "
Maori,50-54,Male,Lakes, 967 
Maori,50-54,Male,MidCentral, 734 
Maori,50-54,Male,Nelson Marlborough, 363 
Maori,50-54,Male,Northland," 1,751 "
Maori,50-54,Male,Overseas / Unknown, 130 
Maori,50-54,Male,South Canterbury, 98 
Maori,50-54,Male,Southern, 690 
Maori,50-54,Male,Tairawhiti, 636 
Maori,50-54,Male,Taranaki, 483 
Maori,50-54,Male,Waikato," 2,167 "
Maori,50-54,Male,Wairarapa, 192 
Maori,50-54,Male,West Coast, 101 
Maori,50-54,Male,Whanganui, 455 
Maori,55-59,Female,Auckland Metro," 4,545 "
Maori,55-59,Female,Bay of Plenty," 1,790 "
Maori,55-59,Female,Canterbury," 1,180 "
Maori,55-59,Female,Capital & Coast and Hutt Valley," 1,499 "
Maori,55-59,Female,Hawkes Bay," 1,266 "
Maori,55-59,Female,Lakes," 1,178 "
Maori,55-59,Female,MidCentral, 917 
Maori,55-59,Female,Nelson Marlborough, 449 
Maori,55-59,Female,Northland," 2,113 "
Maori,55-59,Female,Overseas / Unknown, 41 
Maori,55-59,Female,South Canterbury, 120 
Maori,55-59,Female,Southern, 830 
Maori,55-59,Female,Tairawhiti, 774 
Maori,55-59,Female,Taranaki, 557 
Maori,55-59,Female,Waikato," 2,506 "
Maori,55-59,Female,Wairarapa, 240 
Maori,55-59,Female,West Coast, 139 
Maori,55-59,Female,Whanganui, 538 
Maori,55-59,Male,Auckland Metro," 3,908 "
Maori,55-59,Male,Bay of Plenty," 1,525 "
Maori,55-59,Male,Canterbury," 1,008 "
Maori,55-59,Male,Capital & Coast and Hutt Valley," 1,387 "
Maori,55-59,Male,Hawkes Bay," 1,050 "
Maori,55-59,Male,Lakes, 937 
Maori,55-59,Male,MidCentral, 708 
Maori,55-59,Male,Nelson Marlborough, 336 
Maori,55-59,Male,Northland," 1,801 "
Maori,55-59,Male,Overseas / Unknown, 88 
Maori,55-59,Male,South Canterbury, 101 
Maori,55-59,Male,Southern, 635 
Maori,55-59,Male,Tairawhiti, 616 
Maori,55-59,Male,Taranaki, 503 
Maori,55-59,Male,Waikato," 2,086 "
Maori,55-59,Male,Wairarapa, 189 
Maori,55-59,Male,West Coast, 115 
Maori,55-59,Male,Whanganui, 444 
Maori,60-64,Female,Auckland Metro," 3,373 "
Maori,60-64,Female,Bay of Plenty," 1,514 "
Maori,60-64,Female,Canterbury, 848 
Maori,60-64,Female,Capital & Coast and Hutt Valley," 1,193 "
Maori,60-64,Female,Hawkes Bay," 1,000 "
Maori,60-64,Female,Lakes, 970 
Maori,60-64,Female,MidCentral, 701 
Maori,60-64,Female,Nelson Marlborough, 357 
Maori,60-64,Female,Northland," 1,823 "
Maori,60-64,Female,Overseas / Unknown, 34 
Maori,60-64,Female,South Canterbury, 95 
Maori,60-64,Female,Southern, 561 
Maori,60-64,Female,Tairawhiti, 667 
Maori,60-64,Female,Taranaki, 495 
Maori,60-64,Female,Waikato," 1,974 "
Maori,60-64,Female,Wairarapa, 186 
Maori,60-64,Female,West Coast, 94 
Maori,60-64,Female,Whanganui, 414 
Maori,60-64,Male,Auckland Metro," 2,670 "
Maori,60-64,Male,Bay of Plenty," 1,172 "
Maori,60-64,Male,Canterbury, 833 
Maori,60-64,Male,Capital & Coast and Hutt Valley, 988 
Maori,60-64,Male,Hawkes Bay, 850 
Maori,60-64,Male,Lakes, 812 
Maori,60-64,Male,MidCentral, 548 
Maori,60-64,Male,Nelson Marlborough, 250 
Maori,60-64,Male,Northland," 1,466 "
Maori,60-64,Male,Overseas / Unknown, 82 
Maori,60-64,Male,South Canterbury, 72 
Maori,60-64,Male,Southern, 524 
Maori,60-64,Male,Tairawhiti, 586 
Maori,60-64,Male,Taranaki, 346 
Maori,60-64,Male,Waikato," 1,587 "
Maori,60-64,Male,Wairarapa, 151 
Maori,60-64,Male,West Coast, 95 
Maori,60-64,Male,Whanganui, 329 
Maori,65+,Female,Auckland Metro," 5,318 "
Maori,65+,Female,Bay of Plenty," 2,696 "
Maori,65+,Female,Canterbury," 1,385 "
Maori,65+,Female,Capital & Coast and Hutt Valley," 1,806 "
Maori,65+,Female,Hawkes Bay," 1,847 "
Maori,65+,Female,Lakes," 1,636 "
Maori,65+,Female,MidCentral," 1,174 "
Maori,65+,Female,Nelson Marlborough, 634 
Maori,65+,Female,Northland," 3,232 "
Maori,65+,Female,Overseas / Unknown, 71 
Maori,65+,Female,South Canterbury, 176 
Maori,65+,Female,Southern," 1,007 "
Maori,65+,Female,Tairawhiti," 1,225 "
Maori,65+,Female,Taranaki, 784 
Maori,65+,Female,Waikato," 3,398 "
Maori,65+,Female,Wairarapa, 315 
Maori,65+,Female,West Coast, 149 
Maori,65+,Female,Whanganui, 811 
Maori,65+,Male,Auckland Metro," 3,859 "
Maori,65+,Male,Bay of Plenty," 2,192 "
Maori,65+,Male,Canterbury," 1,274 "
Maori,65+,Male,Capital & Coast and Hutt Valley," 1,532 "
Maori,65+,Male,Hawkes Bay," 1,416 "
Maori,65+,Male,Lakes," 1,197 "
Maori,65+,Male,MidCentral, 902 
Maori,65+,Male,Nelson Marlborough, 406 
Maori,65+,Male,Northland," 2,503 "
Maori,65+,Male,Overseas / Unknown, 88 
Maori,65+,Male,South Canterbury, 135 
Maori,65+,Male,Southern, 947 
Maori,65+,Male,Tairawhiti, 992 
Maori,65+,Male,Taranaki, 628 
Maori,65+,Male,Waikato," 2,498 "
Maori,65+,Male,Wairarapa, 285 
Maori,65+,Male,West Coast, 133 
Maori,65+,Male,Whanganui, 638 
Pacific Peoples,0-11,Female,Auckland Metro,27253
Pacific Peoples,0-11,Female,Bay of Plenty,553
Pacific Peoples,0-11,Female,Canterbury,1986
Pacific Peoples,0-11,Female,Capital & Coast and Hutt Valley,3516
Pacific Peoples,0-11,Female,Hawkes Bay,871
Pacific Peoples,0-11,Female,Lakes,315
Pacific Peoples,0-11,Female,MidCentral,716
Pacific Peoples,0-11,Female,Nelson Marlborough,325
Pacific Peoples,0-11,Female,Northland,452
Pacific Peoples,0-11,Female,Overseas / Unknown,64
Pacific Peoples,0-11,Female,South Canterbury,191
Pacific Peoples,0-11,Female,Southern,986
Pacific Peoples,0-11,Female,Tairawhiti,96
Pacific Peoples,0-11,Female,Taranaki,184
Pacific Peoples,0-11,Female,Waikato,1552
Pacific Peoples,0-11,Female,Wairarapa,116
Pacific Peoples,0-11,Female,West Coast,42
Pacific Peoples,0-11,Female,Whanganui,235
Pacific Peoples,0-11,Male,Auckland Metro,28834
Pacific Peoples,0-11,Male,Bay of Plenty,577
Pacific Peoples,0-11,Male,Canterbury,2188
Pacific Peoples,0-11,Male,Capital & Coast and Hutt Valley,3567
Pacific Peoples,0-11,Male,Hawkes Bay,868
Pacific Peoples,0-11,Male,Lakes,334
Pacific Peoples,0-11,Male,MidCentral,810
Pacific Peoples,0-11,Male,Nelson Marlborough,404
Pacific Peoples,0-11,Male,Northland,478
Pacific Peoples,0-11,Male,Overseas / Unknown,93
Pacific Peoples,0-11,Male,South Canterbury,172
Pacific Peoples,0-11,Male,Southern,1004
Pacific Peoples,0-11,Male,Tairawhiti,132
Pacific Peoples,0-11,Male,Taranaki,236
Pacific Peoples,0-11,Male,Waikato,1621
Pacific Peoples,0-11,Male,Wairarapa,112
Pacific Peoples,0-11,Male,West Coast,44
Pacific Peoples,0-11,Male,Whanganui,257
Pacific Peoples,0-11,Unknown/Other,Auckland Metro,26
Pacific Peoples,0-11,Unknown/Other,Canterbury,5
Pacific Peoples,12-15,Female,Auckland Metro,9039
Pacific Peoples,12-15,Female,Bay of Plenty,164
Pacific Peoples,12-15,Female,Canterbury,613
Pacific Peoples,12-15,Female,Capital & Coast and Hutt Valley,1163
Pacific Peoples,12-15,Female,Hawkes Bay,253
Pacific Peoples,12-15,Female,Lakes,88
Pacific Peoples,12-15,Female,MidCentral,219
Pacific Peoples,12-15,Female,Nelson Marlborough,98
Pacific Peoples,12-15,Female,Northland,133
Pacific Peoples,12-15,Female,Overseas / Unknown,22
Pacific Peoples,12-15,Female,South Canterbury,31
Pacific Peoples,12-15,Female,Southern,266
Pacific Peoples,12-15,Female,Tairawhiti,34
Pacific Peoples,12-15,Female,Taranaki,69
Pacific Peoples,12-15,Female,Waikato,419
Pacific Peoples,12-15,Female,Wairarapa,43
Pacific Peoples,12-15,Female,West Coast,21
Pacific Peoples,12-15,Female,Whanganui,64
Pacific Peoples,12-15,Male,Auckland Metro,9459
Pacific Peoples,12-15,Male,Bay of Plenty,202
Pacific Peoples,12-15,Male,Canterbury,639
Pacific Peoples,12-15,Male,Capital & Coast and Hutt Valley,1198
Pacific Peoples,12-15,Male,Hawkes Bay,245
Pacific Peoples,12-15,Male,Lakes,86
Pacific Peoples,12-15,Male,MidCentral,260
Pacific Peoples,12-15,Male,Nelson Marlborough,122
Pacific Peoples,12-15,Male,Northland,138
Pacific Peoples,12-15,Male,Overseas / Unknown,25
Pacific Peoples,12-15,Male,South Canterbury,40
Pacific Peoples,12-15,Male,Southern,299
Pacific Peoples,12-15,Male,Tairawhiti,38
Pacific Peoples,12-15,Male,Taranaki,65
Pacific Peoples,12-15,Male,Waikato,522
Pacific Peoples,12-15,Male,Wairarapa,38
Pacific Peoples,12-15,Male,West Coast,16
Pacific Peoples,12-15,Male,Whanganui,67
Pacific Peoples,12-15,Unknown/Other,Auckland Metro,6
Pacific Peoples,16-19,Female,Auckland Metro,9136
Pacific Peoples,16-19,Female,Bay of Plenty,146
Pacific Peoples,16-19,Female,Canterbury,516
Pacific Peoples,16-19,Female,Capital & Coast and Hutt Valley,1241
Pacific Peoples,16-19,Female,Hawkes Bay,224
Pacific Peoples,16-19,Female,Lakes,81
Pacific Peoples,16-19,Female,MidCentral,193
Pacific Peoples,16-19,Female,Nelson Marlborough,75
Pacific Peoples,16-19,Female,Northland,113
Pacific Peoples,16-19,Female,Overseas / Unknown,26
Pacific Peoples,16-19,Female,South Canterbury,30
Pacific Peoples,16-19,Female,Southern,355
Pacific Peoples,16-19,Female,Tairawhiti,37
Pacific Peoples,16-19,Female,Taranaki,55
Pacific Peoples,16-19,Female,Waikato,438
Pacific Peoples,16-19,Female,Wairarapa,39
Pacific Peoples,16-19,Female,West Coast,15
Pacific Peoples,16-19,Female,Whanganui,70
Pacific Peoples,16-19,Male,Auckland Metro,9254
Pacific Peoples,16-19,Male,Bay of Plenty,156
Pacific Peoples,16-19,Male,Canterbury,594
Pacific Peoples,16-19,Male,Capital & Coast and Hutt Valley,1226
Pacific Peoples,16-19,Male,Hawkes Bay,240
Pacific Peoples,16-19,Male,Lakes,89
Pacific Peoples,16-19,Male,MidCentral,210
Pacific Peoples,16-19,Male,Nelson Marlborough,105
Pacific Peoples,16-19,Male,Northland,101
Pacific Peoples,16-19,Male,Overseas / Unknown,30
Pacific Peoples,16-19,Male,South Canterbury,46
Pacific Peoples,16-19,Male,Southern,337
Pacific Peoples,16-19,Male,Tairawhiti,27
Pacific Peoples,16-19,Male,Taranaki,75
Pacific Peoples,16-19,Male,Waikato,453
Pacific Peoples,16-19,Male,Wairarapa,48
Pacific Peoples,16-19,Male,West Coast,9
Pacific Peoples,16-19,Male,Whanganui,46
Pacific Peoples,20-24,Female,Auckland Metro,12129
Pacific Peoples,20-24,Female,Bay of Plenty,175
Pacific Peoples,20-24,Female,Canterbury,717
Pacific Peoples,20-24,Female,Capital & Coast and Hutt Valley,1648
Pacific Peoples,20-24,Female,Hawkes Bay,282
Pacific Peoples,20-24,Female,Lakes,97
Pacific Peoples,20-24,Female,MidCentral,272
Pacific Peoples,20-24,Female,Nelson Marlborough,100
Pacific Peoples,20-24,Female,Northland,107
Pacific Peoples,20-24,Female,Overseas / Unknown,37
Pacific Peoples,20-24,Female,South Canterbury,46
Pacific Peoples,20-24,Female,Southern,415
Pacific Peoples,20-24,Female,Tairawhiti,44
Pacific Peoples,20-24,Female,Taranaki,49
Pacific Peoples,20-24,Female,Waikato,616
Pacific Peoples,20-24,Female,Wairarapa,41
