Ethnic group,Age group,Gender,DHB of residence,Population
Asian,0-11,Female,Auckland Metro," 39,923 "
Asian,0-11,Female,Bay of Plenty," 1,629 "
Asian,0-11,Female,Canterbury," 6,581 "
Asian,0-11,Female,Capital & Coast and Hutt Valley," 5,832 "
Asian,0-11,Female,Hawkes Bay, 858 
Asian,0-11,Female,Lakes, 759 
Asian,0-11,Female,MidCentral," 1,341 "
Asian,0-11,Female,Nelson Marlborough, 815 
Asian,0-11,Female,Northland, 683 
Asian,0-11,Female,Overseas / Unknown, 91 
Asian,0-11,Female,South Canterbury, 304 
Asian,0-11,Female,Southern," 1,885 "
Asian,0-11,Female,Tairawhiti, 137 
Asian,0-11,Female,Taranaki, 652 
Asian,0-11,Female,Waikato," 4,325 "
Asian,0-11,Female,Wairarapa, 159 
Asian,0-11,Female,West Coast, 93 
Asian,0-11,Female,Whanganui, 259 
Asian,0-11,Male,Auckland Metro," 41,784 "
Asian,0-11,Male,Bay of Plenty," 1,902 "
Asian,0-11,Male,Canterbury," 6,625 "
Asian,0-11,Male,Capital & Coast and Hutt Valley," 6,179 "
Asian,0-11,Male,Hawkes Bay, 885 
Asian,0-11,Male,Lakes, 839 
Asian,0-11,Male,MidCentral," 1,552 "
Asian,0-11,Male,Nelson Marlborough, 784 
Asian,0-11,Male,Northland, 732 
Asian,0-11,Male,Overseas / Unknown, 98 
Asian,0-11,Male,South Canterbury, 309 
Asian,0-11,Male,Southern," 2,091 "
Asian,0-11,Male,Tairawhiti, 138 
Asian,0-11,Male,Taranaki, 675 
Asian,0-11,Male,Waikato," 4,559 "
Asian,0-11,Male,Wairarapa, 166 
Asian,0-11,Male,West Coast, 116 
Asian,0-11,Male,Whanganui, 241 
Asian,0-11,Unknown/Other,Auckland Metro, 54 
Asian,0-11,Unknown/Other,Canterbury, 9 
Asian,0-11,Unknown/Other,Capital & Coast and Hutt Valley, 7 
Asian,12-15,Female,Auckland Metro," 9,507 "
Asian,12-15,Female,Bay of Plenty, 380 
Asian,12-15,Female,Canterbury," 1,488 "
Asian,12-15,Female,Capital & Coast and Hutt Valley," 1,395 "
Asian,12-15,Female,Hawkes Bay, 213 
Asian,12-15,Female,Lakes, 184 
Asian,12-15,Female,MidCentral, 316 
Asian,12-15,Female,Nelson Marlborough, 209 
Asian,12-15,Female,Northland, 133 
Asian,12-15,Female,Overseas / Unknown, 48 
Asian,12-15,Female,South Canterbury, 80 
Asian,12-15,Female,Southern, 445 
Asian,12-15,Female,Tairawhiti, 32 
Asian,12-15,Female,Taranaki, 133 
Asian,12-15,Female,Waikato, 945 
Asian,12-15,Female,Wairarapa, 42 
Asian,12-15,Female,West Coast, 38 
Asian,12-15,Female,Whanganui, 63 
Asian,12-15,Male,Auckland Metro," 10,290 "
Asian,12-15,Male,Bay of Plenty, 421 
Asian,12-15,Male,Canterbury," 1,601 "
Asian,12-15,Male,Capital & Coast and Hutt Valley," 1,420 "
Asian,12-15,Male,Hawkes Bay, 203 
Asian,12-15,Male,Lakes, 167 
Asian,12-15,Male,MidCentral, 332 
Asian,12-15,Male,Nelson Marlborough, 226 
Asian,12-15,Male,Northland, 140 
Asian,12-15,Male,Overseas / Unknown, 40 
Asian,12-15,Male,South Canterbury, 91 
Asian,12-15,Male,Southern, 482 
Asian,12-15,Male,Tairawhiti, 39 
Asian,12-15,Male,Taranaki, 130 
Asian,12-15,Male,Waikato," 1,038 "
Asian,12-15,Male,Wairarapa, 47 
Asian,12-15,Male,West Coast, 28 
Asian,12-15,Male,Whanganui, 73 
Asian,12-15,Unknown/Other,Auckland Metro, 8 
Asian,12-15,Unknown/Other,Waikato, 5 
Asian,16-19,Female,Auckland Metro," 8,658 "
Asian,16-19,Female,Bay of Plenty, 289 
Asian,16-19,Female,Canterbury," 1,264 "
Asian,16-19,Female,Capital & Coast and Hutt Valley," 1,232 "
Asian,16-19,Female,Hawkes Bay, 146 
Asian,16-19,Female,Lakes, 121 
Asian,16-19,Female,MidCentral, 268 
Asian,16-19,Female,Nelson Marlborough, 133 
Asian,16-19,Female,Northland, 94 
Asian,16-19,Female,Overseas / Unknown, 45 
Asian,16-19,Female,South Canterbury, 57 
Asian,16-19,Female,Southern, 710 
Asian,16-19,Female,Tairawhiti, 23 
Asian,16-19,Female,Taranaki, 88 
Asian,16-19,Female,Waikato, 787 
Asian,16-19,Female,Wairarapa, 26 
Asian,16-19,Female,West Coast, 10 
Asian,16-19,Female,Whanganui, 56 
Asian,16-19,Male,Auckland Metro," 8,838 "
Asian,16-19,Male,Bay of Plenty, 305 
Asian,16-19,Male,Canterbury," 1,318 "
Asian,16-19,Male,Capital & Coast and Hutt Valley," 1,246 "
Asian,16-19,Male,Hawkes Bay, 174 
Asian,16-19,Male,Lakes, 143 
Asian,16-19,Male,MidCentral, 302 
Asian,16-19,Male,Nelson Marlborough, 172 
Asian,16-19,Male,Northland, 115 
Asian,16-19,Male,Overseas / Unknown, 41 
Asian,16-19,Male,South Canterbury, 69 
Asian,16-19,Male,Southern, 556 
Asian,16-19,Male,Tairawhiti, 25 
Asian,16-19,Male,Taranaki, 95 
Asian,16-19,Male,Waikato, 779 
Asian,16-19,Male,Wairarapa, 29 
Asian,16-19,Male,West Coast, 15 
Asian,16-19,Male,Whanganui, 51 
Asian,16-19,Unknown/Other,Auckland Metro, 20 
Asian,20-24,Female,Auckland Metro," 13,119 "
Asian,20-24,Female,Bay of Plenty, 353 
Asian,20-24,Female,Canterbury," 1,773 "
Asian,20-24,Female,Capital & Coast and Hutt Valley," 1,887 "
Asian,20-24,Female,Hawkes Bay, 181 
Asian,20-24,Female,Lakes, 155 
Asian,20-24,Female,MidCentral, 361 
Asian,20-24,Female,Nelson Marlborough, 177 
Asian,20-24,Female,Northland, 132 
Asian,20-24,Female,Overseas / Unknown, 131 
Asian,20-24,Female,South Canterbury, 56 
Asian,20-24,Female,Southern," 1,023 "
Asian,20-24,Female,Tairawhiti, 28 
Asian,20-24,Female,Taranaki, 88 
Asian,20-24,Female,Waikato," 1,085 "
Asian,20-24,Female,Wairarapa, 18 
Asian,20-24,Female,West Coast, 20 
Asian,20-24,Female,Whanganui, 55 
Asian,20-24,Male,Auckland Metro," 13,140 "
Asian,20-24,Male,Bay of Plenty, 546 
Asian,20-24,Male,Canterbury," 1,829 "
Asian,20-24,Male,Capital & Coast and Hutt Valley," 1,714 "
Asian,20-24,Male,Hawkes Bay, 199 
Asian,20-24,Male,Lakes, 207 
Asian,20-24,Male,MidCentral, 326 
Asian,20-24,Male,Nelson Marlborough, 184 
Asian,20-24,Male,Northland, 169 
Asian,20-24,Male,Overseas / Unknown, 148 
Asian,20-24,Male,South Canterbury, 65 
Asian,20-24,Male,Southern, 823 
Asian,20-24,Male,Tairawhiti, 31 
Asian,20-24,Male,Taranaki, 117 
Asian,20-24,Male,Waikato," 1,181 "
Asian,20-24,Male,Wairarapa, 36 
Asian,20-24,Male,West Coast, 22 
Asian,20-24,Male,Whanganui, 62 
Asian,20-24,Unknown/Other,Auckland Metro, 26 
Asian,20-24,Unknown/Other,Canterbury, 7 
Asian,20-24,Unknown/Other,Capital & Coast and Hutt Valley, 6 
Asian,20-24,Unknown/Other,Waikato, 5 
Asian,25-29,Female,Auckland Metro," 22,261 "
Asian,25-29,Female,Bay of Plenty, 948 
Asian,25-29,Female,Canterbury," 3,186 "
Asian,25-29,Female,Capital & Coast and Hutt Valley," 3,206 "
Asian,25-29,Female,Hawkes Bay, 447 
Asian,25-29,Female,Lakes, 469 
Asian,25-29,Female,MidCentral, 596 
Asian,25-29,Female,Nelson Marlborough, 332 
Asian,25-29,Female,Northland, 370 
Asian,25-29,Female,Overseas / Unknown, 172 
Asian,25-29,Female,South Canterbury, 193 
Asian,25-29,Female,Southern," 1,118 "
Asian,25-29,Female,Tairawhiti, 73 
Asian,25-29,Female,Taranaki, 236 
Asian,25-29,Female,Waikato," 2,196 "
Asian,25-29,Female,Wairarapa, 70 
Asian,25-29,Female,West Coast, 83 
Asian,25-29,Female,Whanganui, 115 
Asian,25-29,Male,Auckland Metro," 21,122 "
Asian,25-29,Male,Bay of Plenty," 1,083 "
Asian,25-29,Male,Canterbury," 3,111 "
Asian,25-29,Male,Capital & Coast and Hutt Valley," 2,802 "
Asian,25-29,Male,Hawkes Bay, 446 
Asian,25-29,Male,Lakes, 482 
Asian,25-29,Male,MidCentral, 517 
Asian,25-29,Male,Nelson Marlborough, 311 
Asian,25-29,Male,Northland, 348 
Asian,25-29,Male,Overseas / Unknown, 227 
Asian,25-29,Male,South Canterbury, 157 
Asian,25-29,Male,Southern," 1,031 "
Asian,25-29,Male,Tairawhiti, 112 
Asian,25-29,Male,Taranaki, 202 
Asian,25-29,Male,Waikato," 2,333 "
Asian,25-29,Male,Wairarapa, 69 
Asian,25-29,Male,West Coast, 57 
Asian,25-29,Male,Whanganui, 114 
Asian,25-29,Unknown/Other,Auckland Metro, 52 
Asian,25-29,Unknown/Other,Canterbury, 8 
Asian,25-29,Unknown/Other,Capital & Coast and Hutt Valley, 17 
Asian,25-29,Unknown/Other,Hawkes Bay, 5 
Asian,25-29,Unknown/Other,Waikato, 8 
Asian,30-34,Female,Auckland Metro," 27,585 "
Asian,30-34,Female,Bay of Plenty," 1,117 "
Asian,30-34,Female,Canterbury," 4,229 "
Asian,30-34,Female,Capital & Coast and Hutt Valley," 4,211 "
Asian,30-34,Female,Hawkes Bay, 576 
Asian,30-34,Female,Lakes, 596 
Asian,30-34,Female,MidCentral, 813 
Asian,30-34,Female,Nelson Marlborough, 491 
Asian,30-34,Female,Northland, 519 
Asian,30-34,Female,Overseas / Unknown, 148 
Asian,30-34,Female,South Canterbury, 230 
Asian,30-34,Female,Southern," 1,474 "
Asian,30-34,Female,Tairawhiti, 109 
Asian,30-34,Female,Taranaki, 375 
Asian,30-34,Female,Waikato," 2,914 "
Asian,30-34,Female,Wairarapa, 103 
Asian,30-34,Female,West Coast, 90 
Asian,30-34,Female,Whanganui, 147 
Asian,30-34,Male,Auckland Metro," 24,463 "
Asian,30-34,Male,Bay of Plenty," 1,026 "
Asian,30-34,Male,Canterbury," 3,730 "
Asian,30-34,Male,Capital & Coast and Hutt Valley," 3,300 "
Asian,30-34,Male,Hawkes Bay, 529 
Asian,30-34,Male,Lakes, 523 
Asian,30-34,Male,MidCentral, 610 
Asian,30-34,Male,Nelson Marlborough, 417 
Asian,30-34,Male,Northland, 437 
Asian,30-34,Male,Overseas / Unknown, 163 
Asian,30-34,Male,South Canterbury, 213 
Asian,30-34,Male,Southern," 1,186 "
Asian,30-34,Male,Tairawhiti, 109 
Asian,30-34,Male,Taranaki, 280 
Asian,30-34,Male,Waikato," 2,529 "
Asian,30-34,Male,Wairarapa, 93 
Asian,30-34,Male,West Coast, 75 
Asian,30-34,Male,Whanganui, 122 
Asian,30-34,Unknown/Other,Auckland Metro, 58 
Asian,30-34,Unknown/Other,Canterbury, 6 
Asian,30-34,Unknown/Other,Capital & Coast and Hutt Valley, 9 
Asian,30-34,Unknown/Other,Hawkes Bay, 6 
Asian,30-34,Unknown/Other,Southern, 9 
Asian,30-34,Unknown/Other,Waikato, 6 
Asian,35-39,Female,Auckland Metro," 26,042 "
Asian,35-39,Female,Bay of Plenty, 919 
Asian,35-39,Female,Canterbury," 4,047 "
Asian,35-39,Female,Capital & Coast and Hutt Valley," 3,790 "
Asian,35-39,Female,Hawkes Bay, 397 
Asian,35-39,Female,Lakes, 436 
Asian,35-39,Female,MidCentral, 675 
Asian,35-39,Female,Nelson Marlborough, 446 
Asian,35-39,Female,Northland, 378 
Asian,35-39,Female,Overseas / Unknown, 91 
Asian,35-39,Female,South Canterbury, 166 
Asian,35-39,Female,Southern," 1,261 "
Asian,35-39,Female,Tairawhiti, 58 
Asian,35-39,Female,Taranaki, 339 
Asian,35-39,Female,Waikato," 2,361 "
Asian,35-39,Female,Wairarapa, 92 
Asian,35-39,Female,West Coast, 62 
Asian,35-39,Female,Whanganui, 126 
Asian,35-39,Male,Auckland Metro," 23,286 "
Asian,35-39,Male,Bay of Plenty, 739 
Asian,35-39,Male,Canterbury," 3,696 "
Asian,35-39,Male,Capital & Coast and Hutt Valley," 3,434 "
Asian,35-39,Male,Hawkes Bay, 403 
Asian,35-39,Male,Lakes, 437 
Asian,35-39,Male,MidCentral, 609 
Asian,35-39,Male,Nelson Marlborough, 310 
Asian,35-39,Male,Northland, 337 
Asian,35-39,Male,Overseas / Unknown, 109 
Asian,35-39,Male,South Canterbury, 185 
Asian,35-39,Male,Southern," 1,164 "
Asian,35-39,Male,Tairawhiti, 62 
Asian,35-39,Male,Taranaki, 301 
Asian,35-39,Male,Waikato," 2,318 "
Asian,35-39,Male,Wairarapa, 89 
Asian,35-39,Male,West Coast, 66 
Asian,35-39,Male,Whanganui, 131 
Asian,35-39,Unknown/Other,Auckland Metro, 39 
Asian,35-39,Unknown/Other,Canterbury, 7 
Asian,35-39,Unknown/Other,Capital & Coast and Hutt Valley, 9 
Asian,35-39,Unknown/Other,Waikato, 6 
Asian,40-44,Female,Auckland Metro," 17,625 "
Asian,40-44,Female,Bay of Plenty, 678 
Asian,40-44,Female,Canterbury," 2,851 "
Asian,40-44,Female,Capital & Coast and Hutt Valley," 2,625 "
Asian,40-44,Female,Hawkes Bay, 354 
Asian,40-44,Female,Lakes, 321 
Asian,40-44,Female,MidCentral, 532 
Asian,40-44,Female,Nelson Marlborough, 344 
Asian,40-44,Female,Northland, 286 
Asian,40-44,Female,Overseas / Unknown, 50 
Asian,40-44,Female,South Canterbury, 144 
Asian,40-44,Female,Southern, 848 
Asian,40-44,Female,Tairawhiti, 67 
Asian,40-44,Female,Taranaki, 230 
Asian,40-44,Female,Waikato," 1,660 "
Asian,40-44,Female,Wairarapa, 65 
Asian,40-44,Female,West Coast, 53 
Asian,40-44,Female,Whanganui, 90 
Asian,40-44,Male,Auckland Metro," 16,424 "
Asian,40-44,Male,Bay of Plenty, 604 
Asian,40-44,Male,Canterbury," 2,646 "
Asian,40-44,Male,Capital & Coast and Hutt Valley," 2,332 "
Asian,40-44,Male,Hawkes Bay, 307 
Asian,40-44,Male,Lakes, 307 
Asian,40-44,Male,MidCentral, 453 
Asian,40-44,Male,Nelson Marlborough, 234 
Asian,40-44,Male,Northland, 241 
Asian,40-44,Male,Overseas / Unknown, 92 
Asian,40-44,Male,South Canterbury, 152 
Asian,40-44,Male,Southern, 819 
Asian,40-44,Male,Tairawhiti, 41 
Asian,40-44,Male,Taranaki, 221 
Asian,40-44,Male,Waikato," 1,584 "
Asian,40-44,Male,Wairarapa, 61 
Asian,40-44,Male,West Coast, 41 
Asian,40-44,Male,Whanganui, 81 
Asian,40-44,Unknown/Other,Auckland Metro, 30 
Asian,40-44,Unknown/Other,Canterbury, 6 
Asian,40-44,Unknown/Other,Waikato, 5 
Asian,45-49,Female,Auckland Metro," 14,609 "
Asian,45-49,Female,Bay of Plenty, 556 
Asian,45-49,Female,Canterbury," 2,126 "
Asian,45-49,Female,Capital & Coast and Hutt Valley," 2,190 "
Asian,45-49,Female,Hawkes Bay, 271 
Asian,45-49,Female,Lakes, 291 
Asian,45-49,Female,MidCentral, 424 
Asian,45-49,Female,Nelson Marlborough, 282 
Asian,45-49,Female,Northland, 257 
Asian,45-49,Female,Overseas / Unknown, 58 
Asian,45-49,Female,South Canterbury, 96 
Asian,45-49,Female,Southern, 660 
Asian,45-49,Female,Tairawhiti, 48 
Asian,45-49,Female,Taranaki, 176 
Asian,45-49,Female,Waikato," 1,234 "
Asian,45-49,Female,Wairarapa, 36 
Asian,45-49,Female,West Coast, 46 
Asian,45-49,Female,Whanganui, 99 
Asian,45-49,Male,Auckland Metro," 12,775 "
Asian,45-49,Male,Bay of Plenty, 407 
Asian,45-49,Male,Canterbury," 1,857 "
Asian,45-49,Male,Capital & Coast and Hutt Valley," 1,793 "
Asian,45-49,Male,Hawkes Bay, 211 
Asian,45-49,Male,Lakes, 211 
Asian,45-49,Male,MidCentral, 328 
Asian,45-49,Male,Nelson Marlborough, 198 
Asian,45-49,Male,Northland, 201 
Asian,45-49,Male,Overseas / Unknown, 76 
Asian,45-49,Male,South Canterbury, 98 
Asian,45-49,Male,Southern, 589 
Asian,45-49,Male,Tairawhiti, 30 
Asian,45-49,Male,Taranaki, 122 
Asian,45-49,Male,Waikato," 1,152 "
Asian,45-49,Male,Wairarapa, 40 
Asian,45-49,Male,West Coast, 30 
Asian,45-49,Male,Whanganui, 50 
Asian,45-49,Unknown/Other,Auckland Metro, 18 
Asian,50-54,Female,Auckland Metro," 13,152 "
Asian,50-54,Female,Bay of Plenty, 399 
Asian,50-54,Female,Canterbury," 1,537 "
Asian,50-54,Female,Capital & Coast and Hutt Valley," 1,849 "
Asian,50-54,Female,Hawkes Bay, 186 
Asian,50-54,Female,Lakes, 209 
Asian,50-54,Female,MidCentral, 325 
Asian,50-54,Female,Nelson Marlborough, 188 
Asian,50-54,Female,Northland, 268 
Asian,50-54,Female,Overseas / Unknown, 71 
Asian,50-54,Female,South Canterbury, 72 
Asian,50-54,Female,Southern, 531 
Asian,50-54,Female,Tairawhiti, 38 
Asian,50-54,Female,Taranaki, 142 
Asian,50-54,Female,Waikato," 1,087 "
Asian,50-54,Female,Wairarapa, 44 
Asian,50-54,Female,West Coast, 28 
Asian,50-54,Female,Whanganui, 63 
Asian,50-54,Male,Auckland Metro," 10,867 "
Asian,50-54,Male,Bay of Plenty, 318 
Asian,50-54,Male,Canterbury," 1,309 "
Asian,50-54,Male,Capital & Coast and Hutt Valley," 1,404 "
Asian,50-54,Male,Hawkes Bay, 173 
Asian,50-54,Male,Lakes, 147 
Asian,50-54,Male,MidCentral, 253 
Asian,50-54,Male,Nelson Marlborough, 119 
Asian,50-54,Male,Northland, 121 
Asian,50-54,Male,Overseas / Unknown, 56 
Asian,50-54,Male,South Canterbury, 54 
Asian,50-54,Male,Southern, 356 
Asian,50-54,Male,Tairawhiti, 27 
Asian,50-54,Male,Taranaki, 105 
Asian,50-54,Male,Waikato, 820 
Asian,50-54,Male,Wairarapa, 20 
Asian,50-54,Male,West Coast, 15 
Asian,50-54,Male,Whanganui, 52 
Asian,50-54,Unknown/Other,Auckland Metro, 7 
Asian,55-59,Female,Auckland Metro," 12,473 "
Asian,55-59,Female,Bay of Plenty, 328 
Asian,55-59,Female,Canterbury," 1,275 "
Asian,55-59,Female,Capital & Coast and Hutt Valley," 1,738 "
Asian,55-59,Female,Hawkes Bay, 181 
Asian,55-59,Female,Lakes, 207 
Asian,55-59,Female,MidCentral, 317 
Asian,55-59,Female,Nelson Marlborough, 159 
Asian,55-59,Female,Northland, 219 
Asian,55-59,Female,Overseas / Unknown, 67 
Asian,55-59,Female,South Canterbury, 47 
Asian,55-59,Female,Southern, 426 
Asian,55-59,Female,Tairawhiti, 34 
Asian,55-59,Female,Taranaki, 114 
Asian,55-59,Female,Waikato, 904 
Asian,55-59,Female,Wairarapa, 46 
Asian,55-59,Female,West Coast, 29 
Asian,55-59,Female,Whanganui, 75 
Asian,55-59,Male,Auckland Metro," 10,448 "
Asian,55-59,Male,Bay of Plenty, 240 
Asian,55-59,Male,Canterbury, 972 
Asian,55-59,Male,Capital & Coast and Hutt Valley," 1,301 "
Asian,55-59,Male,Hawkes Bay, 137 
Asian,55-59,Male,Lakes, 110 
Asian,55-59,Male,MidCentral, 232 
Asian,55-59,Male,Nelson Marlborough, 97 
Asian,55-59,Male,Northland, 114 
Asian,55-59,Male,Overseas / Unknown, 43 
Asian,55-59,Male,South Canterbury, 39 
Asian,55-59,Male,Southern, 246 
Asian,55-59,Male,Tairawhiti, 27 
Asian,55-59,Male,Taranaki, 81 
Asian,55-59,Male,Waikato, 676 
Asian,55-59,Male,Wairarapa, 18 
Asian,55-59,Male,West Coast, 15 
Asian,55-59,Male,Whanganui, 46 
Asian,55-59,Unknown/Other,Auckland Metro, 16 
Asian,60-64,Female,Auckland Metro," 11,771 "
Asian,60-64,Female,Bay of Plenty, 313 
Asian,60-64,Female,Canterbury," 1,294 "
Asian,60-64,Female,Capital & Coast and Hutt Valley," 1,466 "
Asian,60-64,Female,Hawkes Bay, 171 
Asian,60-64,Female,Lakes, 153 
Asian,60-64,Female,MidCentral, 281 
Asian,60-64,Female,Nelson Marlborough, 119 
Asian,60-64,Female,Northland, 193 
Asian,60-64,Female,Overseas / Unknown, 68 
Asian,60-64,Female,South Canterbury, 49 
Asian,60-64,Female,Southern, 280 
Asian,60-64,Female,Tairawhiti, 24 
Asian,60-64,Female,Taranaki, 82 
Asian,60-64,Female,Waikato, 863 
Asian,60-64,Female,Wairarapa, 41 
Asian,60-64,Female,West Coast, 27 
Asian,60-64,Female,Whanganui, 49 
Asian,60-64,Male,Auckland Metro," 9,386 "
Asian,60-64,Male,Bay of Plenty, 206 
Asian,60-64,Male,Canterbury, 852 
Asian,60-64,Male,Capital & Coast and Hutt Valley," 1,101 "
Asian,60-64,Male,Hawkes Bay, 100 
Asian,60-64,Male,Lakes, 95 
Asian,60-64,Male,MidCentral, 211 
Asian,60-64,Male,Nelson Marlborough, 69 
Asian,60-64,Male,Northland, 81 
Asian,60-64,Male,Overseas / Unknown, 64 
Asian,60-64,Male,South Canterbury, 24 
Asian,60-64,Male,Southern, 204 
Asian,60-64,Male,Tairawhiti, 7 
Asian,60-64,Male,Taranaki, 64 
Asian,60-64,Male,Waikato, 592 
Asian,60-64,Male,Wairarapa, 23 
Asian,60-64,Male,West Coast, 8 
Asian,60-64,Male,Whanganui, 33 
Asian,60-64,Unknown/Other,Auckland Metro, 17 
Asian,60-64,Unknown/Other,Waikato, 5 
Asian,65+,Female,Auckland Metro," 22,797 "
Asian,65+,Female,Bay of Plenty, 539 
Asian,65+,Female,Canterbury," 2,097 "
Asian,65+,Female,Capital & Coast and Hutt Valley," 3,214 "
Asian,65+,Female,Hawkes Bay, 316 
Asian,65+,Female,Lakes, 237 
Asian,65+,Female,MidCentral, 578 
Asian,65+,Female,Nelson Marlborough, 166 
Asian,65+,Female,Northland, 274 
Asian,65+,Female,Overseas / Unknown, 121 
Asian,65+,Female,South Canterbury, 47 
Asian,65+,Female,Southern, 442 
Asian,65+,Female,Tairawhiti, 44 
Asian,65+,Female,Taranaki, 151 
Asian,65+,Female,Waikato," 1,577 "
Asian,65+,Female,Wairarapa, 61 
Asian,65+,Female,West Coast, 22 
Asian,65+,Female,Whanganui, 79 
Asian,65+,Male,Auckland Metro," 20,391 "
Asian,65+,Male,Bay of Plenty, 448 
Asian,65+,Male,Canterbury," 1,797 "
Asian,65+,Male,Capital & Coast and Hutt Valley," 2,529 "
Asian,65+,Male,Hawkes Bay, 236 
Asian,65+,Male,Lakes, 186 
Asian,65+,Male,MidCentral, 432 
Asian,65+,Male,Nelson Marlborough, 96 
Asian,65+,Male,Northland, 149 
Asian,65+,Male,Overseas / Unknown, 130 
Asian,65+,Male,South Canterbury, 45 
Asian,65+,Male,Southern, 313 
Asian,65+,Male,Tairawhiti, 30 
Asian,65+,Male,Taranaki, 103 
Asian,65+,Male,Waikato," 1,314 "
Asian,65+,Male,Wairarapa, 36 
Asian,65+,Male,West Coast, 14 
Asian,65+,Male,Whanganui, 64 
Asian,65+,Unknown/Other,Auckland Metro, 20 
European or Other,0-11,Female,Auckland Metro," 47,522 "
European or Other,0-11,Female,Bay of Plenty," 10,530 "
European or Other,0-11,Female,Canterbury," 25,899 "
European or Other,0-11,Female,Capital & Coast and Hutt Valley," 17,526 "
European or Other,0-11,Female,Hawkes Bay," 6,689 "
European or Other,0-11,Female,Lakes," 3,778 "
European or Other,0-11,Female,MidCentral," 7,683 "
European or Other,0-11,Female,Nelson Marlborough," 7,395 "
European or Other,0-11,Female,Northland," 6,046 "
European or Other,0-11,Female,Overseas / Unknown, 275 
European or Other,0-11,Female,South Canterbury," 3,007 "
European or Other,0-11,Female,Southern," 16,095 "
European or Other,0-11,Female,Tairawhiti," 1,381 "
European or Other,0-11,Female,Taranaki," 6,190 "
European or Other,0-11,Female,Waikato," 17,651 "
European or Other,0-11,Female,Wairarapa," 2,108 "
European or Other,0-11,Female,West Coast," 1,582 "
European or Other,0-11,Female,Whanganui," 2,619 "
European or Other,0-11,Male,Auckland Metro," 50,574 "
European or Other,0-11,Male,Bay of Plenty," 10,841 "
European or Other,0-11,Male,Canterbury," 26,889 "
European or Other,0-11,Male,Capital & Coast and Hutt Valley," 18,324 "
European or Other,0-11,Male,Hawkes Bay," 6,815 "
European or Other,0-11,Male,Lakes," 4,064 "
European or Other,0-11,Male,MidCentral," 7,939 "
European or Other,0-11,Male,Nelson Marlborough," 7,836 "
European or Other,0-11,Male,Northland," 6,229 "
European or Other,0-11,Male,Overseas / Unknown, 333 
European or Other,0-11,Male,South Canterbury," 3,292 "
European or Other,0-11,Male,Southern," 17,026 "
European or Other,0-11,Male,Tairawhiti," 1,488 "
European or Other,0-11,Male,Taranaki," 6,572 "
European or Other,0-11,Male,Waikato," 18,644 "
European or Other,0-11,Male,Wairarapa," 2,238 "
European or Other,0-11,Male,West Coast," 1,664 "
European or Other,0-11,Male,Whanganui," 2,705 "
European or Other,0-11,Unknown/Other,Auckland Metro, 55 
European or Other,0-11,Unknown/Other,Canterbury, 8 
European or Other,0-11,Unknown/Other,Capital & Coast and Hutt Valley, 12 
European or Other,0-11,Unknown/Other,Southern, 8 
European or Other,0-11,Unknown/Other,Waikato, 5 
European or Other,12-15,Female,Auckland Metro," 17,932 "
European or Other,12-15,Female,Bay of Plenty," 3,739 "
European or Other,12-15,Female,Canterbury," 9,585 "
European or Other,12-15,Female,Capital & Coast and Hutt Valley," 6,611 "
European or Other,12-15,Female,Hawkes Bay," 2,623 "
European or Other,12-15,Female,Lakes," 1,379 "
European or Other,12-15,Female,MidCentral," 2,954 "
European or Other,12-15,Female,Nelson Marlborough," 2,936 "
European or Other,12-15,Female,Northland," 2,343 "
European or Other,12-15,Female,Overseas / Unknown, 99 
European or Other,12-15,Female,South Canterbury," 1,138 "
European or Other,12-15,Female,Southern," 5,889 "
European or Other,12-15,Female,Tairawhiti, 497 
European or Other,12-15,Female,Taranaki," 2,256 "
European or Other,12-15,Female,Waikato," 6,681 "
European or Other,12-15,Female,Wairarapa, 819 
European or Other,12-15,Female,West Coast, 532 
European or Other,12-15,Female,Whanganui, 951 
European or Other,12-15,Male,Auckland Metro," 18,766 "
European or Other,12-15,Male,Bay of Plenty," 3,990 "
European or Other,12-15,Male,Canterbury," 10,084 "
European or Other,12-15,Male,Capital & Coast and Hutt Valley," 6,798 "
European or Other,12-15,Male,Hawkes Bay," 2,646 "
European or Other,12-15,Male,Lakes," 1,491 "
European or Other,12-15,Male,MidCentral," 3,089 "
European or Other,12-15,Male,Nelson Marlborough," 3,040 "
European or Other,12-15,Male,Northland," 2,424 "
European or Other,12-15,Male,Overseas / Unknown, 107 
European or Other,12-15,Male,South Canterbury," 1,206 "
European or Other,12-15,Male,Southern," 6,195 "
European or Other,12-15,Male,Tairawhiti, 501 
European or Other,12-15,Male,Taranaki," 2,404 "
European or Other,12-15,Male,Waikato," 6,694 "
European or Other,12-15,Male,Wairarapa, 855 
European or Other,12-15,Male,West Coast, 591 
European or Other,12-15,Male,Whanganui, 982 
European or Other,12-15,Unknown/Other,Auckland Metro, 12 
European or Other,12-15,Unknown/Other,Capital & Coast and Hutt Valley, 16 
European or Other,16-19,Female,Auckland Metro," 17,162 "
European or Other,16-19,Female,Bay of Plenty," 3,257 "
European or Other,16-19,Female,Canterbury," 9,984 "
European or Other,16-19,Female,Capital & Coast and Hutt Valley," 6,926 "
European or Other,16-19,Female,Hawkes Bay," 2,240 "
European or Other,16-19,Female,Lakes," 1,221 "
European or Other,16-19,Female,MidCentral," 2,913 "
European or Other,16-19,Female,Nelson Marlborough," 2,639 "
